WP_000340715.1	lcl|NZ_JADDWO010000005.1_cds_WP_002725873.1_2692	91.860	86	106
WP_000410273.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733579.1_2693	92.994	314	314
WP_000410273.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733534.1_2696	25.078	319	314
WP_000410273.1	lcl|NZ_JADDWO010000019.1_cds_WP_002722638.1_754	22.769	325	314
WP_000410273.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740024.1_2787	24.555	281	314
WP_000410273.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728309.1_2938	25.402	311	314
WP_000410273.1	lcl|NZ_JADDWO010000014.1_cds_WP_002743770.1_411	22.353	170	314
WP_000410273.1	lcl|NZ_JADDWO010000005.1_cds_WP_016749081.1_2725	22.769	325	314
WP_000604524.1	lcl|NZ_JADDWO010000005.1_cds_WP_026054882.1_2694	85.479	365	365
WP_000884059.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733646.1_2695	95.676	185	185
WP_000884059.1	lcl|NZ_JADDWO010000003.1_cds_WP_002721790.1_1950	36.301	146	185
WP_000646251.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733534.1_2696	98.480	329	329
WP_000646251.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740024.1_2787	31.343	335	329
WP_000646251.1	lcl|NZ_JADDWO010000019.1_cds_WP_002722638.1_754	29.841	315	329
WP_000646251.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728309.1_2938	31.190	311	329
WP_000646251.1	lcl|NZ_JADDWO010000014.1_cds_WP_002743770.1_411	27.273	341	329
WP_000646251.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733638.1_2733	27.586	348	329
WP_000646251.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728316.1_2941	28.182	330	329
WP_000646251.1	lcl|NZ_JADDWO010000076.1_cds_WP_002741146.1_3102	29.167	312	329
WP_000646251.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733546.1_2762	25.373	268	329
WP_000646251.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740721.1_2699	28.990	307	329
WP_000646251.1	lcl|NZ_JADDWO010000007.1_cds_WP_002732331.1_3132	25.959	339	329
WP_000646251.1	lcl|NZ_JADDWO010000005.1_cds_WP_002744551.1_2727	28.889	270	329
WP_000646251.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733579.1_2693	27.309	249	329
WP_000646251.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733698.1_2770	26.642	274	329
WP_000646251.1	lcl|NZ_JADDWO010000005.1_cds_WP_016749081.1_2725	23.659	317	329
WP_000646251.1	lcl|NZ_JADDWO010000060.1_cds_WP_002740236.1_2795	26.592	267	329
WP_000646251.1	lcl|NZ_JADDWO010000004.1_cds_WP_002721725.1_2371	25.223	337	329
WP_000646251.1	lcl|NZ_JADDWO010000004.1_cds_WP_002739935.1_2459	27.711	249	329
WP_000646251.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733757.1_2760	31.034	174	329
WP_000774260.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733627.1_2697	93.258	267	267
WP_000774260.1	lcl|NZ_JADDWO010000005.1_cds_WP_002738295.1_2759	24.701	251	267
WP_000774260.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740926.1_2738	25.541	231	267
WP_000774260.1	lcl|NZ_JADDWO010000005.1_cds_WP_002727921.1_2788	26.455	189	267
WP_000774260.1	lcl|NZ_JADDWO010000051.1_cds_WP_002729040.1_2505	33.636	110	267
WP_000774260.1	lcl|NZ_JADDWO010000014.1_cds_WP_002729513.1_410	26.455	189	267
WP_000774260.1	lcl|NZ_JADDWO010000002.1_cds_WP_002766579.1_1503	26.344	186	267
WP_000612794.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740779.1_2698	96.857	509	509
WP_000612794.1	lcl|NZ_JADDWO010000010.1_cds_WP_002728536.1_76	27.103	321	509
WP_000612794.1	lcl|NZ_JADDWO010000010.1_cds_WP_002728534.1_75	31.111	90	509
WP_000612794.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740779.1_2698	96.857	509	509
