WP_002614501.1	lcl|NZ_JQOR01000010.1_cds_WP_000340715.1_287	86.792	106	106
WP_004503085.1	lcl|NZ_JQOR01000010.1_cds_WP_000410267.1_286	91.693	313	314
WP_004503085.1	lcl|NZ_JQOR01000010.1_cds_WP_000646251.1_283	27.778	252	314
WP_004503085.1	lcl|NZ_JQOR01000040.1_cds_WP_000744698.1_972	23.077	325	314
WP_004503085.1	lcl|NZ_JQOR01000077.1_cds_WP_000723090.1_2023	22.145	289	314
WP_004503085.1	lcl|NZ_JQOR01000010.1_cds_WP_001067557.1_280	24.923	325	314
WP_004503038.1	lcl|NZ_JQOR01000010.1_cds_WP_000604522.1_285	83.288	365	365
WP_004503080.1	lcl|NZ_JQOR01000010.1_cds_WP_000884059.1_284	96.216	185	185
WP_004503080.1	lcl|NZ_JQOR01000005.1_cds_WP_000351733.1_118	40.000	140	185
WP_004503081.1	lcl|NZ_JQOR01000010.1_cds_WP_000646251.1_283	94.833	329	329
WP_004503081.1	lcl|NZ_JQOR01000040.1_cds_WP_000744698.1_972	32.063	315	329
WP_004503081.1	lcl|NZ_JQOR01000077.1_cds_WP_000723090.1_2023	29.851	335	329
WP_004503081.1	lcl|NZ_JQOR01000039.1_cds_WP_001984071.1_902	30.945	307	329
WP_004503081.1	lcl|NZ_JQOR01000044.1_cds_WP_000649924.1_1120	28.882	322	329
WP_004503081.1	lcl|NZ_JQOR01000184.1_cds_WP_000709511.1_3503	28.182	330	329
WP_004503081.1	lcl|NZ_JQOR01000010.1_cds_WP_001067557.1_280	28.852	305	329
WP_004503081.1	lcl|NZ_JQOR01000039.1_cds_WP_000688695.1_922	28.102	274	329
WP_004503081.1	lcl|NZ_JQOR01000010.1_cds_WP_000410267.1_286	25.949	316	329
WP_004503081.1	lcl|NZ_JQOR01000202.1_cds_WP_000475901.1_3638	26.357	258	329
WP_004503081.1	lcl|NZ_JQOR01000098.1_cds_WP_001074781.1_2479	28.947	266	329
WP_004503081.1	lcl|NZ_JQOR01000122.1_cds_WP_001003557.1_2834	24.390	328	329
WP_239248135.1	lcl|NZ_JQOR01000010.1_cds_WP_061251935.1_282	94.007	267	267
WP_239248135.1	lcl|NZ_JQOR01000077.1_cds_WP_000842260.1_2024	26.316	190	267
WP_239248135.1	lcl|NZ_JQOR01000043.1_cds_WP_000667727.1_1113	32.727	110	267
WP_239248135.1	lcl|NZ_JQOR01000055.1_cds_WP_000805357.1_1546	37.209	86	267
WP_004503040.1	lcl|NZ_JQOR01000010.1_cds_WP_061251934.1_281	91.356	509	509
WP_004503040.1	lcl|NZ_JQOR01000029.1_cds_WP_000291575.1_735	26.791	321	509
WP_004503040.1	lcl|NZ_JQOR01000029.1_cds_WP_000364507.1_734	28.723	94	509
WP_004503040.1	lcl|NZ_JQOR01000010.1_cds_WP_061251934.1_281	91.356	509	509
WP_004503040.1	lcl|NZ_JQOR01000029.1_cds_WP_000291575.1_735	26.791	321	509
WP_004503040.1	lcl|NZ_JQOR01000029.1_cds_WP_000364507.1_734	28.723	94	509
WP_061221763.1	lcl|NZ_JQOR01000010.1_cds_WP_001067557.1_280	97.576	330	330
WP_061221763.1	lcl|NZ_JQOR01000010.1_cds_WP_000646251.1_283	29.642	307	330
WP_061221763.1	lcl|NZ_JQOR01000039.1_cds_WP_001984071.1_902	25.368	272	330
WP_061221763.1	lcl|NZ_JQOR01000040.1_cds_WP_000744698.1_972	26.899	316	330
WP_061221763.1	lcl|NZ_JQOR01000122.1_cds_WP_001003557.1_2834	27.888	251	330
WP_061221763.1	lcl|NZ_JQOR01000077.1_cds_WP_000723090.1_2023	24.324	333	330
WP_061221763.1	lcl|NZ_JQOR01000044.1_cds_WP_000649924.1_1120	29.615	260	330
WP_061221763.1	lcl|NZ_JQOR01000039.1_cds_WP_000688695.1_922	25.339	221	330
WP_004503073.1	lcl|NZ_JQOR01000010.1_cds_WP_000689744.1_277	38.278	546	535
WP_004503073.1	lcl|NZ_JQOR01000010.1_cds_WP_000689744.1_277	38.278	546	535
WP_004503036.1	lcl|NZ_JQOR01000010.1_cds_WP_061251932.1_276	70.189	265	265
WP_004503036.1	lcl|NZ_JQOR01000074.1_cds_WP_001002663.1_1954	41.803	244	265
WP_004503036.1	lcl|NZ_JQOR01000058.1_cds_WP_001183714.1_1567	27.746	173	265
WP_004503060.1	lcl|NZ_JQOR01000010.1_cds_WP_001246622.1_275	90.645	310	310
WP_004503060.1	lcl|NZ_JQOR01000041.1_cds_WP_000501205.1_1022	36.304	303	310
WP_004503060.1	lcl|NZ_JQOR01000058.1_cds_WP_001183714.1_1567	30.315	254	310
WP_004503060.1	lcl|NZ_JQOR01000047.1_cds_WP_000279894.1_1331	24.335	263	310
WP_004503060.1	lcl|NZ_JQOR01000010.1_cds_WP_001246622.1_275	90.645	310	310
WP_004503060.1	lcl|NZ_JQOR01000041.1_cds_WP_000501205.1_1022	36.304	303	310
WP_004503060.1	lcl|NZ_JQOR01000058.1_cds_WP_001183714.1_1567	30.315	254	310
WP_004503060.1	lcl|NZ_JQOR01000047.1_cds_WP_000279894.1_1331	24.335	263	310
WP_004503095.1	lcl|NZ_JQOR01000010.1_cds_WP_000479980.1_274	95.076	264	264
WP_004503106.1	lcl|NZ_JQOR01000010.1_cds_WP_000715958.1_273	90.698	129	130
WP_004503130.1	lcl|NZ_JQOR01000010.1_cds_WP_001088861.1_272	77.143	140	146
WP_004503042.1	lcl|NZ_JQOR01000010.1_cds_WP_061226679.1_271	87.330	221	221
WP_004503042.1	lcl|NZ_JQOR01000129.1_cds_WP_001069831.1_2895	30.392	102	221
WP_004503042.1	lcl|NZ_JQOR01000040.1_cds_WP_001082180.1_943	23.077	78	221
WP_016758358.1	lcl|NZ_JQOR01000010.1_cds_WP_061251931.1_269	24.275	276	316
WP_016758358.1	lcl|NZ_JQOR01000129.1_cds_WP_000347676.1_2894	29.221	154	316
WP_016758358.1	lcl|NZ_JQOR01000066.1_cds_WP_002097509.1_1750	29.286	140	316
WP_016758358.1	lcl|NZ_JQOR01000135.1_cds_WP_061252007.1_2976	22.368	152	316
WP_016758358.1	lcl|NZ_JQOR01000040.1_cds_WP_001082180.1_943	24.540	163	316
