WP_002614501.1	lcl|NZ_AHMK02000046.1_cds_WP_000340715.1_1283	86.792	106	106
WP_004503085.1	lcl|NZ_AHMK02000046.1_cds_WP_000410266.1_1284	91.374	313	314
WP_004503085.1	lcl|NZ_AHMK02000046.1_cds_WP_000646254.1_1287	27.778	252	314
WP_004503085.1	lcl|NZ_AHMK02000070.1_cds_WP_000744698.1_113	23.077	325	314
WP_004503085.1	lcl|NZ_AHMK02000044.1_cds_WP_000723091.1_1428	22.491	289	314
WP_004503085.1	lcl|NZ_AHMK02000046.1_cds_WP_001067557.1_1290	24.923	325	314
WP_004503085.1	lcl|NZ_AHMK02000071.1_cds_WP_002072074.1_10	23.502	217	314
WP_004503038.1	lcl|NZ_AHMK02000046.1_cds_WP_000604525.1_1285	83.014	365	365
WP_004503080.1	lcl|NZ_AHMK02000046.1_cds_WP_000884059.1_1286	96.216	185	185
WP_004503080.1	lcl|NZ_AHMK02000066.1_cds_WP_000351733.1_284	40.000	140	185
WP_004503081.1	lcl|NZ_AHMK02000046.1_cds_WP_000646254.1_1287	94.225	329	329
WP_004503081.1	lcl|NZ_AHMK02000070.1_cds_WP_000744698.1_113	32.063	315	329
WP_004503081.1	lcl|NZ_AHMK02000044.1_cds_WP_000723091.1_1428	30.149	335	329
WP_004503081.1	lcl|NZ_AHMK02000071.1_cds_WP_002072074.1_10	30.619	307	329
WP_004503081.1	lcl|NZ_AHMK02000064.1_cds_WP_000649924.1_470	28.882	322	329
WP_004503081.1	lcl|NZ_AHMK02000057.1_cds_WP_000709508.1_666	28.485	330	329
WP_004503081.1	lcl|NZ_AHMK02000046.1_cds_WP_001067557.1_1290	28.852	305	329
WP_004503081.1	lcl|NZ_AHMK02000071.1_cds_WP_000688696.1_30	28.102	274	329
WP_004503081.1	lcl|NZ_AHMK02000046.1_cds_WP_000410266.1_1284	25.949	316	329
WP_004503081.1	lcl|NZ_AHMK02000044.1_cds_WP_000475901.1_1410	26.357	258	329
WP_004503081.1	lcl|NZ_AHMK02000022.1_cds_WP_001074779.1_2777	28.302	265	329
WP_004503081.1	lcl|NZ_AHMK02000036.1_cds_WP_001003560.1_2114	24.251	334	329
WP_239248135.1	lcl|NZ_AHMK02000046.1_cds_WP_000774259.1_1288	94.382	267	267
WP_239248135.1	lcl|NZ_AHMK02000044.1_cds_WP_000842260.1_1429	26.316	190	267
WP_239248135.1	lcl|NZ_AHMK02000059.1_cds_WP_000667727.1_651	32.727	110	267
WP_239248135.1	lcl|NZ_AHMK02000055.1_cds_WP_000805357.1_710	37.209	86	267
WP_004503040.1	lcl|NZ_AHMK02000046.1_cds_WP_002072162.1_1289	91.552	509	509
WP_004503040.1	lcl|NZ_AHMK02000022.1_cds_WP_000291581.1_2849	26.791	321	509
WP_004503040.1	lcl|NZ_AHMK02000022.1_cds_WP_000364504.1_2848	28.723	94	509
WP_004503040.1	lcl|NZ_AHMK02000046.1_cds_WP_002072162.1_1289	91.552	509	509
WP_004503040.1	lcl|NZ_AHMK02000022.1_cds_WP_000291581.1_2849	26.791	321	509
WP_004503040.1	lcl|NZ_AHMK02000022.1_cds_WP_000364504.1_2848	28.723	94	509
WP_061221763.1	lcl|NZ_AHMK02000046.1_cds_WP_001067557.1_1290	97.576	330	330
WP_061221763.1	lcl|NZ_AHMK02000046.1_cds_WP_000646254.1_1287	29.642	307	330
WP_061221763.1	lcl|NZ_AHMK02000071.1_cds_WP_002072074.1_10	25.735	272	330
WP_061221763.1	lcl|NZ_AHMK02000070.1_cds_WP_000744698.1_113	26.899	316	330
WP_061221763.1	lcl|NZ_AHMK02000036.1_cds_WP_001003560.1_2114	27.490	251	330
WP_061221763.1	lcl|NZ_AHMK02000044.1_cds_WP_000723091.1_1428	24.024	333	330
WP_061221763.1	lcl|NZ_AHMK02000064.1_cds_WP_000649924.1_470	29.615	260	330
WP_061221763.1	lcl|NZ_AHMK02000071.1_cds_WP_000688696.1_30	25.339	221	330
WP_004503073.1	lcl|NZ_AHMK02000046.1_cds_WP_000689740.1_1293	38.278	546	535
WP_004503073.1	lcl|NZ_AHMK02000046.1_cds_WP_000689740.1_1293	38.278	546	535
WP_004503036.1	lcl|NZ_AHMK02000046.1_cds_WP_000342716.1_1294	67.547	265	265
WP_004503036.1	lcl|NZ_AHMK02000010.1_cds_WP_001002662.1_3134	41.803	244	265
WP_004503036.1	lcl|NZ_AHMK02000015.1_cds_WP_001183721.1_3050	27.746	173	265
WP_004503060.1	lcl|NZ_AHMK02000046.1_cds_WP_001246619.1_1295	89.355	310	310
WP_004503060.1	lcl|NZ_AHMK02000039.1_cds_WP_000501205.1_1784	36.304	303	310
WP_004503060.1	lcl|NZ_AHMK02000015.1_cds_WP_001183721.1_3050	30.000	250	310
WP_004503060.1	lcl|NZ_AHMK02000046.1_cds_WP_000279896.1_1115	23.954	263	310
WP_004503060.1	lcl|NZ_AHMK02000046.1_cds_WP_001246619.1_1295	89.355	310	310
WP_004503060.1	lcl|NZ_AHMK02000039.1_cds_WP_000501205.1_1784	36.304	303	310
WP_004503060.1	lcl|NZ_AHMK02000015.1_cds_WP_001183721.1_3050	30.000	250	310
WP_004503060.1	lcl|NZ_AHMK02000046.1_cds_WP_000279896.1_1115	23.954	263	310
WP_004503095.1	lcl|NZ_AHMK02000046.1_cds_WP_000479980.1_1296	95.076	264	264
WP_004503106.1	lcl|NZ_AHMK02000046.1_cds_WP_000715958.1_1297	90.698	129	130
WP_004503130.1	lcl|NZ_AHMK02000046.1_cds_WP_001088861.1_1298	77.143	140	146
WP_004503042.1	lcl|NZ_AHMK02000046.1_cds_WP_000517242.1_1299	87.330	221	221
WP_004503042.1	lcl|NZ_AHMK02000039.1_cds_WP_001069832.1_1806	29.412	102	221
WP_004503042.1	lcl|NZ_AHMK02000070.1_cds_WP_001082181.1_142	23.077	78	221
WP_016758358.1	lcl|NZ_AHMK02000046.1_cds_WP_001046777.1_1305	53.896	308	316
WP_016758358.1	lcl|NZ_AHMK02000046.1_cds_WP_000384508.1_1307	24.742	291	316
WP_016758358.1	lcl|NZ_AHMK02000039.1_cds_WP_000347675.1_1807	29.221	154	316
WP_016758358.1	lcl|NZ_AHMK02000044.1_cds_WP_002097509.1_1399	29.286	140	316
WP_016758358.1	lcl|NZ_AHMK02000040.1_cds_WP_000402849.1_1669	22.368	152	316
WP_016758358.1	lcl|NZ_AHMK02000070.1_cds_WP_001082181.1_142	24.540	163	316
WP_016758358.1	lcl|NZ_AHMK02000066.1_cds_WP_000188047.1_257	28.926	121	316
WP_004503088.1	lcl|NZ_AHMK02000046.1_cds_WP_000564977.1_1306	54.598	174	175
WP_004503088.1	lcl|NZ_AHMK02000021.1_cds_WP_001206947.1_2942	28.966	145	175
WP_004503132.1	lcl|NZ_AHMK02000046.1_cds_WP_000384508.1_1307	64.851	404	405
WP_004503132.1	lcl|NZ_AHMK02000046.1_cds_WP_001046777.1_1305	26.799	403	405
WP_004503132.1	lcl|NZ_AHMK02000039.1_cds_WP_000347675.1_1807	25.238	210	405
WP_004503132.1	lcl|NZ_AHMK02000040.1_cds_WP_000402849.1_1669	22.273	220	405
WP_004503032.1	lcl|NZ_AHMK02000046.1_cds_WP_000228801.1_1308	79.552	357	358
WP_004503032.1	lcl|NZ_AHMK02000046.1_cds_WP_000608294.1_1292	35.535	318	358
WP_004503032.1	lcl|NZ_AHMK02000060.1_cds_WP_000172659.1_639	29.815	379	358
WP_004503032.1	lcl|NZ_AHMK02000071.1_cds_WP_001281953.1_46	29.082	392	358
WP_004503032.1	lcl|NZ_AHMK02000046.1_cds_WP_001198107.1_1291	32.653	343	358
WP_004503032.1	lcl|NZ_AHMK02000044.1_cds_WP_000575181.1_1421	30.892	314	358
WP_004503032.1	lcl|NZ_AHMK02000048.1_cds_WP_001982414.1_1052	25.806	372	358
WP_004503032.1	lcl|NZ_AHMK02000053.1_cds_WP_000538754.1_860	29.851	201	358
WP_004503087.1	lcl|NZ_AHMK02000046.1_cds_LEP1GSC045_RS2000000229610_1309	71.154	208	308
WP_004503087.1	lcl|NZ_AHMK02000046.1_cds_LEP1GSC045_RS2000000229610_1309	70.312	64	308
WP_004503087.1	lcl|NZ_AHMK02000046.1_cds_LEP1GSC045_RS2000000229610_1309	45.000	120	308
WP_026054523.1	lcl|NZ_AHMK02000023.1_cds_WP_002072243.1_2748	31.135	379	416
WP_004503049.1	lcl|NZ_AHMK02000046.1_cds_WP_000384508.1_1307	32.546	381	409
WP_004503049.1	lcl|NZ_AHMK02000046.1_cds_WP_001046777.1_1305	26.667	360	409
WP_004503049.1	lcl|NZ_AHMK02000039.1_cds_WP_000347675.1_1807	23.649	148	409
WP_004503049.1	lcl|NZ_AHMK02000070.1_cds_WP_001082181.1_142	24.224	161	409
WP_004503099.1	lcl|NZ_AHMK02000044.1_cds_WP_000575181.1_1421	37.709	358	361
WP_004503099.1	lcl|NZ_AHMK02000046.1_cds_WP_000608294.1_1292	40.449	356	361
WP_004503099.1	lcl|NZ_AHMK02000046.1_cds_WP_001198107.1_1291	35.549	346	361
WP_004503099.1	lcl|NZ_AHMK02000053.1_cds_WP_000538754.1_860	34.795	342	361
WP_004503099.1	lcl|NZ_AHMK02000060.1_cds_WP_000172659.1_639	32.447	376	361
WP_004503099.1	lcl|NZ_AHMK02000071.1_cds_WP_001281953.1_46	28.418	373	361
WP_004503099.1	lcl|NZ_AHMK02000046.1_cds_WP_000228801.1_1308	36.957	276	361
WP_004503099.1	lcl|NZ_AHMK02000048.1_cds_WP_001982414.1_1052	24.642	349	361
WP_004503089.1	lcl|NZ_AHMK02000044.1_cds_WP_001159758.1_1426	41.667	180	176
WP_239248138.1	lcl|NZ_AHMK02000064.1_cds_WP_000649924.1_470	28.135	327	313
WP_239248138.1	lcl|NZ_AHMK02000070.1_cds_WP_000744698.1_113	26.168	321	313
WP_239248138.1	lcl|NZ_AHMK02000046.1_cds_WP_000646254.1_1287	24.765	319	313
WP_239248138.1	lcl|NZ_AHMK02000046.1_cds_WP_001067557.1_1290	29.864	221	313
WP_239248138.1	lcl|NZ_AHMK02000071.1_cds_WP_002072074.1_10	25.373	268	313
WP_239248138.1	lcl|NZ_AHMK02000044.1_cds_WP_000723091.1_1428	24.699	332	313
WP_239248138.1	lcl|NZ_AHMK02000036.1_cds_WP_001003560.1_2114	27.132	258	313
WP_239248138.1	lcl|NZ_AHMK02000044.1_cds_WP_001023240.1_1411	25.391	256	313
WP_239248138.1	lcl|NZ_AHMK02000046.1_cds_WP_000410266.1_1284	21.053	323	313
WP_239248138.1	lcl|NZ_AHMK02000022.1_cds_WP_001074779.1_2777	23.364	321	313
WP_000572389.1	lcl|NZ_AHMK02000044.1_cds_WP_000343397.1_1420	32.759	116	134
WP_004503138.1	lcl|NZ_AHMK02000046.1_cds_WP_000646254.1_1287	28.889	270	311
WP_004503138.1	lcl|NZ_AHMK02000071.1_cds_WP_002072074.1_10	27.490	251	311
WP_004503138.1	lcl|NZ_AHMK02000044.1_cds_WP_000723091.1_1428	25.000	256	311
WP_004503138.1	lcl|NZ_AHMK02000022.1_cds_WP_001074779.1_2777	29.114	158	311
WP_004503138.1	lcl|NZ_AHMK02000070.1_cds_WP_000744698.1_113	21.622	259	311
WP_004503138.1	lcl|NZ_AHMK02000071.1_cds_WP_000688696.1_30	30.625	160	311
WP_004503138.1	lcl|NZ_AHMK02000064.1_cds_WP_000649924.1_470	23.048	269	311
WP_004503138.1	lcl|NZ_AHMK02000044.1_cds_WP_000642146.1_1427	26.804	97	311
WP_004503127.1	lcl|NZ_AHMK02000044.1_cds_WP_000282882.1_1424	27.731	119	361
WP_004503127.1	lcl|NZ_AHMK02000044.1_cds_WP_000853988.1_1425	22.963	270	361
WP_061236010.1	lcl|NZ_AHMK02000047.1_cds_WP_000172209.1_1063	35.369	393	595
WP_061236010.1	lcl|NZ_AHMK02000031.1_cds_WP_000667646.1_2357	30.099	505	595
WP_061236010.1	lcl|NZ_AHMK02000064.1_cds_WP_000828456.1_543	42.254	213	595
WP_061236010.1	lcl|NZ_AHMK02000060.1_cds_WP_002072224.1_641	34.914	232	595
WP_061236010.1	lcl|NZ_AHMK02000036.1_cds_WP_001052496.1_2093	32.035	231	595
WP_061236010.1	lcl|NZ_AHMK02000009.1_cds_WP_000510770.1_3373	27.074	229	595
WP_061236010.1	lcl|NZ_AHMK02000036.1_cds_WP_000619182.1_2138	29.536	237	595
WP_061236010.1	lcl|NZ_AHMK02000047.1_cds_WP_002071818.1_1077	33.908	174	595
WP_061236010.1	lcl|NZ_AHMK02000022.1_cds_WP_000047473.1_2843	28.631	241	595
WP_061236010.1	lcl|NZ_AHMK02000004.1_cds_WP_000598571.1_3592	28.632	234	595
WP_061236010.1	lcl|NZ_AHMK02000010.1_cds_WP_001982953.1_3181	30.698	215	595
WP_061236010.1	lcl|NZ_AHMK02000002.1_cds_WP_000184524.1_3750	29.213	178	595
WP_061236010.1	lcl|NZ_AHMK02000005.1_cds_WP_001161019.1_3575	28.249	177	595
WP_061236010.1	lcl|NZ_AHMK02000066.1_cds_WP_000433117.1_253	26.556	241	595
WP_061236010.1	lcl|NZ_AHMK02000022.1_cds_WP_000536753.1_2889	32.051	156	595
WP_061236010.1	lcl|NZ_AHMK02000043.1_cds_WP_000666552.1_1555	27.350	234	595
WP_061236010.1	lcl|NZ_AHMK02000002.1_cds_WP_000651462.1_3776	26.901	171	595
WP_061236010.1	lcl|NZ_AHMK02000033.1_cds_WP_001141162.1_2234	31.797	217	595
WP_061236010.1	lcl|NZ_AHMK02000066.1_cds_WP_001089503.1_285	26.877	253	595
WP_061236010.1	lcl|NZ_AHMK02000036.1_cds_WP_000218832.1_2139	25.620	242	595
WP_061236010.1	lcl|NZ_AHMK02000030.1_cds_WP_000590871.1_2394	29.114	158	595
WP_061236010.1	lcl|NZ_AHMK02000030.1_cds_WP_000590871.1_2394	24.194	186	595
WP_061236010.1	lcl|NZ_AHMK02000047.1_cds_WP_000626143.1_1058	24.590	183	595
WP_061236010.1	lcl|NZ_AHMK02000047.1_cds_WP_000626143.1_1058	27.389	157	595
WP_061236010.1	lcl|NZ_AHMK02000039.1_cds_WP_001049212.1_1708	28.378	148	595
WP_061236010.1	lcl|NZ_AHMK02000039.1_cds_WP_001049212.1_1708	25.000	180	595
WP_061236010.1	lcl|NZ_AHMK02000035.1_cds_WP_000481721.1_2214	26.705	176	595
WP_061236010.1	lcl|NZ_AHMK02000041.1_cds_WP_000054169.1_1584	25.000	216	595
WP_061236010.1	lcl|NZ_AHMK02000047.1_cds_WP_000172209.1_1063	35.369	393	595
WP_061236010.1	lcl|NZ_AHMK02000031.1_cds_WP_000667646.1_2357	30.099	505	595
WP_061236010.1	lcl|NZ_AHMK02000064.1_cds_WP_000828456.1_543	42.254	213	595
WP_061236010.1	lcl|NZ_AHMK02000060.1_cds_WP_002072224.1_641	34.914	232	595
WP_061236010.1	lcl|NZ_AHMK02000036.1_cds_WP_001052496.1_2093	32.035	231	595
WP_061236010.1	lcl|NZ_AHMK02000009.1_cds_WP_000510770.1_3373	27.074	229	595
WP_061236010.1	lcl|NZ_AHMK02000036.1_cds_WP_000619182.1_2138	29.536	237	595
WP_061236010.1	lcl|NZ_AHMK02000047.1_cds_WP_002071818.1_1077	33.908	174	595
WP_061236010.1	lcl|NZ_AHMK02000022.1_cds_WP_000047473.1_2843	28.631	241	595
WP_061236010.1	lcl|NZ_AHMK02000004.1_cds_WP_000598571.1_3592	28.632	234	595
WP_061236010.1	lcl|NZ_AHMK02000010.1_cds_WP_001982953.1_3181	30.698	215	595
WP_061236010.1	lcl|NZ_AHMK02000002.1_cds_WP_000184524.1_3750	29.213	178	595
WP_061236010.1	lcl|NZ_AHMK02000005.1_cds_WP_001161019.1_3575	28.249	177	595
WP_061236010.1	lcl|NZ_AHMK02000066.1_cds_WP_000433117.1_253	26.556	241	595
WP_061236010.1	lcl|NZ_AHMK02000022.1_cds_WP_000536753.1_2889	32.051	156	595
WP_061236010.1	lcl|NZ_AHMK02000043.1_cds_WP_000666552.1_1555	27.350	234	595
WP_061236010.1	lcl|NZ_AHMK02000002.1_cds_WP_000651462.1_3776	26.901	171	595
WP_061236010.1	lcl|NZ_AHMK02000033.1_cds_WP_001141162.1_2234	31.797	217	595
WP_061236010.1	lcl|NZ_AHMK02000066.1_cds_WP_001089503.1_285	26.877	253	595
WP_061236010.1	lcl|NZ_AHMK02000036.1_cds_WP_000218832.1_2139	25.620	242	595
WP_061236010.1	lcl|NZ_AHMK02000030.1_cds_WP_000590871.1_2394	29.114	158	595
WP_061236010.1	lcl|NZ_AHMK02000030.1_cds_WP_000590871.1_2394	24.194	186	595
WP_061236010.1	lcl|NZ_AHMK02000047.1_cds_WP_000626143.1_1058	24.590	183	595
WP_061236010.1	lcl|NZ_AHMK02000047.1_cds_WP_000626143.1_1058	27.389	157	595
WP_061236010.1	lcl|NZ_AHMK02000039.1_cds_WP_001049212.1_1708	28.378	148	595
WP_061236010.1	lcl|NZ_AHMK02000039.1_cds_WP_001049212.1_1708	25.000	180	595
WP_061236010.1	lcl|NZ_AHMK02000035.1_cds_WP_000481721.1_2214	26.705	176	595
WP_061236010.1	lcl|NZ_AHMK02000041.1_cds_WP_000054169.1_1584	25.000	216	595
WP_239248139.1	lcl|NZ_AHMK02000038.1_cds_WP_000721854.1_1926	33.019	106	227
WP_239248139.1	lcl|NZ_AHMK02000044.1_cds_WP_001035155.1_1402	28.070	114	227
WP_004503054.1	lcl|NZ_AHMK02000070.1_cds_WP_000744698.1_113	29.080	337	330
WP_004503054.1	lcl|NZ_AHMK02000046.1_cds_WP_000646254.1_1287	27.778	324	330
WP_004503054.1	lcl|NZ_AHMK02000064.1_cds_WP_000649924.1_470	24.837	306	330
WP_004503054.1	lcl|NZ_AHMK02000071.1_cds_WP_002072074.1_10	26.180	233	330
WP_004503054.1	lcl|NZ_AHMK02000044.1_cds_WP_000723091.1_1428	25.072	347	330
WP_004503054.1	lcl|NZ_AHMK02000046.1_cds_WP_001067557.1_1290	25.175	286	330
WP_004503155.1	lcl|NZ_AHMK02000071.1_cds_WP_001281953.1_46	29.668	391	381
WP_004503155.1	lcl|NZ_AHMK02000060.1_cds_WP_000172659.1_639	29.620	395	381
WP_004503155.1	lcl|NZ_AHMK02000046.1_cds_WP_000608294.1_1292	28.857	350	381
WP_004503155.1	lcl|NZ_AHMK02000044.1_cds_WP_000575181.1_1421	26.781	351	381
WP_004503155.1	lcl|NZ_AHMK02000046.1_cds_WP_001198107.1_1291	23.876	356	381
WP_004503155.1	lcl|NZ_AHMK02000053.1_cds_WP_000538754.1_860	29.794	339	381
WP_198288176.1	lcl|NZ_AHMK02000044.1_cds_WP_000734457.1_1412	23.256	344	387
WP_004503102.1	lcl|NZ_AHMK02000060.1_cds_WP_001033784.1_631	34.268	321	339
WP_004503102.1	lcl|NZ_AHMK02000039.1_cds_WP_001011666.1_1741	34.286	280	339
WP_004503102.1	lcl|NZ_AHMK02000060.1_cds_WP_002072154.1_637	27.052	329	339
WP_004503102.1	lcl|NZ_AHMK02000060.1_cds_WP_001033784.1_631	34.268	321	339
WP_004503102.1	lcl|NZ_AHMK02000039.1_cds_WP_001011666.1_1741	34.286	280	339
WP_004503102.1	lcl|NZ_AHMK02000060.1_cds_WP_002072154.1_637	27.052	329	339
WP_004503046.1	lcl|NZ_AHMK02000046.1_cds_WP_001198107.1_1291	26.496	117	346
WP_004503058.1	lcl|NZ_AHMK02000046.1_cds_WP_000774259.1_1288	24.359	234	351
WP_004503058.1	lcl|NZ_AHMK02000044.1_cds_WP_000842260.1_1429	37.975	79	351
WP_004503058.1	lcl|NZ_AHMK02000044.1_cds_WP_000102499.1_1394	30.556	108	351
WP_004503058.1	lcl|NZ_AHMK02000070.1_cds_WP_000371240.1_108	33.333	87	351
WP_004503058.1	lcl|NZ_AHMK02000059.1_cds_WP_000667727.1_651	35.484	62	351
WP_004503058.1	lcl|NZ_AHMK02000046.1_cds_WP_000774259.1_1288	24.359	234	351
WP_004503058.1	lcl|NZ_AHMK02000044.1_cds_WP_000842260.1_1429	37.975	79	351
WP_004503058.1	lcl|NZ_AHMK02000044.1_cds_WP_000102499.1_1394	30.556	108	351
WP_004503058.1	lcl|NZ_AHMK02000070.1_cds_WP_000371240.1_108	33.333	87	351
WP_004503058.1	lcl|NZ_AHMK02000059.1_cds_WP_000667727.1_651	35.484	62	351
