WP_002614501.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180187.1_488	92.453	106	106
WP_004503085.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180188.1_489	64.516	310	314
WP_004503085.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180180.1_482	24.710	259	314
WP_004503085.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573102.1_1279	23.602	322	314
WP_004503085.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654501.1_532	22.420	281	314
WP_004503085.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653827.1_2271	21.302	169	314
WP_004503080.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180202.1_503	39.326	178	185
WP_004503080.1	lcl|NZ_RQGJ01000021.1_cds_WP_010574925.1_2500	35.152	165	185
WP_004503081.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573102.1_1279	31.646	316	329
WP_004503081.1	lcl|NZ_RQGJ01000037.1_cds_WP_205872855.1_3377	32.248	307	329
WP_004503081.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654501.1_532	30.240	334	329
WP_004503081.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180180.1_482	28.213	319	329
WP_004503081.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653827.1_2271	26.786	336	329
WP_004503081.1	lcl|NZ_RQGJ01000009.1_cds_WP_040913715.1_2179	28.485	330	329
WP_004503081.1	lcl|NZ_RQGJ01000037.1_cds_WP_135654864.1_3249	28.349	321	329
WP_004503081.1	lcl|NZ_RQGJ01000026.1_cds_WP_123179539.1_2005	25.072	347	329
WP_004503081.1	lcl|NZ_RQGJ01000031.1_cds_WP_135654757.1_1474	25.449	334	329
WP_004503081.1	lcl|NZ_RQGJ01000007.1_cds_WP_135653701.1_1820	26.515	264	329
WP_004503081.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180188.1_489	24.116	311	329
WP_004503081.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654492.1_515	24.686	239	329
WP_004503081.1	lcl|NZ_RQGJ01000014.1_cds_WP_100756722.1_2681	25.194	258	329
WP_004503081.1	lcl|NZ_RQGJ01000031.1_cds_WP_135654727.1_1369	23.853	327	329
WP_004503081.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653804.1_2232	31.783	129	329
WP_239248135.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180186.1_487	29.661	236	267
WP_239248135.1	lcl|NZ_RQGJ01000032.1_cds_WP_135608260.1_3634	34.545	110	267
WP_239248135.1	lcl|NZ_RQGJ01000024.1_cds_WP_010575168.1_533	25.789	190	267
WP_239248135.1	lcl|NZ_RQGJ01000009.1_cds_WP_205872856.1_2270	28.571	189	267
WP_239248135.1	lcl|NZ_RQGJ01000026.1_cds_WP_084492239.1_2088	36.047	86	267
WP_004503040.1	lcl|NZ_RQGJ01000036.1_cds_WP_135654830.1_2890	26.549	339	509
WP_004503040.1	lcl|NZ_RQGJ01000036.1_cds_WP_100755052.1_2889	28.723	94	509
WP_004503040.1	lcl|NZ_RQGJ01000036.1_cds_WP_135654830.1_2890	26.549	339	509
WP_004503040.1	lcl|NZ_RQGJ01000036.1_cds_WP_100755052.1_2889	28.723	94	509
WP_061221763.1	lcl|NZ_RQGJ01000037.1_cds_WP_205872855.1_3377	26.937	271	330
WP_061221763.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654501.1_532	27.628	333	330
WP_061221763.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180180.1_482	24.691	324	330
WP_061221763.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573102.1_1279	27.899	276	330
WP_061221763.1	lcl|NZ_RQGJ01000031.1_cds_WP_135654727.1_1369	25.769	260	330
WP_061221763.1	lcl|NZ_RQGJ01000037.1_cds_WP_135654864.1_3249	28.421	285	330
WP_061221763.1	lcl|NZ_RQGJ01000031.1_cds_WP_135654757.1_1474	26.582	237	330
WP_061221763.1	lcl|NZ_RQGJ01000026.1_cds_WP_123179539.1_2005	25.909	220	330
WP_061221763.1	lcl|NZ_RQGJ01000024.1_cds_WP_135607539.1_491	26.875	160	330
WP_061221763.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653827.1_2271	25.180	139	330
WP_004503036.1	lcl|NZ_RQGJ01000009.1_cds_WP_010575921.1_2378	41.700	247	265
WP_004503036.1	lcl|NZ_RQGJ01000024.1_cds_WP_020986400.1_331	27.485	171	265
WP_004503060.1	lcl|NZ_RQGJ01000007.1_cds_WP_123179168.1_1616	38.614	303	310
WP_004503060.1	lcl|NZ_RQGJ01000024.1_cds_WP_020986400.1_331	26.774	310	310
WP_004503060.1	lcl|NZ_RQGJ01000021.1_cds_WP_010574975.1_2551	25.792	221	310
WP_004503060.1	lcl|NZ_RQGJ01000007.1_cds_WP_123179168.1_1616	38.614	303	310
WP_004503060.1	lcl|NZ_RQGJ01000024.1_cds_WP_020986400.1_331	26.774	310	310
WP_004503060.1	lcl|NZ_RQGJ01000021.1_cds_WP_010574975.1_2551	25.792	221	310
WP_004503042.1	lcl|NZ_RQGJ01000007.1_cds_WP_135653631.1_1597	24.752	101	221
WP_004503042.1	lcl|NZ_RQGJ01000031.1_cds_WP_040913121.1_1251	23.077	78	221
WP_016758358.1	lcl|NZ_RQGJ01000007.1_cds_WP_135653630.1_1596	29.221	154	316
WP_016758358.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654362.1_81	22.368	152	316
WP_016758358.1	lcl|NZ_RQGJ01000031.1_cds_WP_040913121.1_1251	26.549	113	316
WP_016758358.1	lcl|NZ_RQGJ01000021.1_cds_WP_010574955.1_2531	28.926	121	316
WP_004503088.1	lcl|NZ_RQGJ01000031.1_cds_WP_100737781.1_1245	29.252	147	175
WP_004503132.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654362.1_81	23.182	220	405
WP_004503032.1	lcl|NZ_RQGJ01000032.1_cds_WP_210413141.1_3629	28.244	393	358
WP_004503032.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654483.1_483	27.554	323	358
WP_004503032.1	lcl|NZ_RQGJ01000026.1_cds_WP_040913053.1_2074	25.936	374	358
WP_004503032.1	lcl|NZ_RQGJ01000008.1_cds_WP_135653763.1_3054	28.000	250	358
WP_004503049.1	lcl|NZ_RQGJ01000031.1_cds_WP_040913121.1_1251	26.772	127	409
WP_004503049.1	lcl|NZ_RQGJ01000007.1_cds_WP_135653630.1_1596	21.622	148	409
WP_004503099.1	lcl|NZ_RQGJ01000008.1_cds_WP_135653763.1_3054	33.714	350	361
WP_004503099.1	lcl|NZ_RQGJ01000032.1_cds_WP_210413141.1_3629	28.686	373	361
WP_004503099.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654483.1_483	27.660	282	361
WP_004503099.1	lcl|NZ_RQGJ01000026.1_cds_WP_040913053.1_2074	24.665	373	361
WP_004503089.1	lcl|NZ_RQGJ01000024.1_cds_WP_100736391.1_530	43.889	180	176
WP_239248138.1	lcl|NZ_RQGJ01000037.1_cds_WP_135654864.1_3249	29.730	333	313
WP_239248138.1	lcl|NZ_RQGJ01000031.1_cds_WP_010573102.1_1279	26.087	322	313
WP_239248138.1	lcl|NZ_RQGJ01000037.1_cds_WP_205872855.1_3377	25.461	271	313
WP_239248138.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180180.1_482	24.444	315	313
WP_239248138.1	lcl|NZ_RQGJ01000009.1_cds_WP_135653827.1_2271	25.292	257	313
WP_239248138.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654501.1_532	25.382	327	313
WP_239248138.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180188.1_489	29.688	128	313
WP_239248138.1	lcl|NZ_RQGJ01000031.1_cds_WP_135654727.1_1369	23.715	253	313
WP_239248138.1	lcl|NZ_RQGJ01000014.1_cds_WP_100756722.1_2681	23.024	291	313
WP_004503138.1	lcl|NZ_RQGJ01000037.1_cds_WP_205872855.1_3377	29.730	185	311
WP_004503138.1	lcl|NZ_RQGJ01000024.1_cds_WP_135654501.1_532	23.780	328	311
WP_004503138.1	lcl|NZ_RQGJ01000007.1_cds_WP_135653701.1_1820	28.758	153	311
WP_004503138.1	lcl|NZ_RQGJ01000024.1_cds_WP_123180180.1_482	28.916	166	311
WP_004503138.1	lcl|NZ_RQGJ01000014.1_cds_WP_100756722.1_2681	25.322	233	311
