WP_002614501.1	lcl|NZ_NPDP01000034.1_cds_WP_040913380.1_2383	93.396	106	106
WP_004503085.1	lcl|NZ_NPDP01000034.1_cds_WP_100736432.1_2382	91.290	310	314
WP_004503085.1	lcl|NZ_NPDP01000003.1_cds_WP_010573102.1_2071	23.602	322	314
WP_004503085.1	lcl|NZ_NPDP01000034.1_cds_WP_100756036.1_2369	24.194	186	314
WP_004503085.1	lcl|NZ_NPDP01000017.1_cds_WP_010575169.1_982	22.776	281	314
WP_004503085.1	lcl|NZ_NPDP01000051.1_cds_WP_010576029.1_3291	21.302	169	314
WP_004503080.1	lcl|NZ_NPDP01000024.1_cds_WP_010574925.1_1650	35.152	165	185
WP_004503081.1	lcl|NZ_NPDP01000003.1_cds_WP_010573102.1_2071	31.646	316	329
WP_004503081.1	lcl|NZ_NPDP01000015.1_cds_WP_207765494.1_792	32.248	307	329
WP_004503081.1	lcl|NZ_NPDP01000034.1_cds_WP_100756036.1_2369	32.107	299	329
WP_004503081.1	lcl|NZ_NPDP01000017.1_cds_WP_010575169.1_982	30.240	334	329
WP_004503081.1	lcl|NZ_NPDP01000051.1_cds_WP_010576029.1_3291	26.786	336	329
WP_004503081.1	lcl|NZ_NPDP01000037.1_cds_WP_100756164.1_2528	28.349	321	329
WP_004503081.1	lcl|NZ_NPDP01000036.1_cds_WP_040913715.1_2468	28.485	330	329
WP_004503081.1	lcl|NZ_NPDP01000017.1_cds_WP_100755522.1_957	25.484	310	329
WP_004503081.1	lcl|NZ_NPDP01000013.1_cds_WP_100755361.1_636	25.072	347	329
WP_004503081.1	lcl|NZ_NPDP01000034.1_cds_WP_100736432.1_2382	25.949	316	329
WP_004503081.1	lcl|NZ_NPDP01000043.1_cds_WP_100756459.1_2929	24.625	333	329
WP_004503081.1	lcl|NZ_NPDP01000009.1_cds_WP_100755145.1_4187	26.894	264	329
WP_004503081.1	lcl|NZ_NPDP01000017.1_cds_WP_100755529.1_965	29.070	172	329
WP_004503081.1	lcl|NZ_NPDP01000054.1_cds_WP_100756722.1_3380	25.194	258	329
WP_004503081.1	lcl|NZ_NPDP01000071.1_cds_WP_100737717.1_3874	23.547	327	329
WP_004503081.1	lcl|NZ_NPDP01000030.1_cds_WP_100755924.1_2144	31.783	129	329
WP_004503081.1	lcl|NZ_NPDP01000067.1_cds_WP_020986380.1_3710	29.878	164	329
WP_004503081.1	lcl|NZ_NPDP01000034.1_cds_WP_100756024.1_2358	21.488	242	329
WP_239248135.1	lcl|NZ_NPDP01000034.1_cds_WP_010575214.1_2364	25.652	230	267
WP_239248135.1	lcl|NZ_NPDP01000067.1_cds_WP_010575195.1_3709	25.962	208	267
WP_239248135.1	lcl|NZ_NPDP01000022.1_cds_WP_100755724.1_1498	34.545	110	267
WP_239248135.1	lcl|NZ_NPDP01000017.1_cds_WP_100755538.1_983	25.789	190	267
WP_239248135.1	lcl|NZ_NPDP01000051.1_cds_WP_207765005.1_3290	28.571	189	267
WP_239248135.1	lcl|NZ_NPDP01000053.1_cds_WP_100756684.1_3341	36.047	86	267
WP_004503040.1	lcl|NZ_NPDP01000007.1_cds_WP_100755051.1_3800	27.554	323	509
WP_004503040.1	lcl|NZ_NPDP01000007.1_cds_WP_100755052.1_3801	28.723	94	509
WP_004503040.1	lcl|NZ_NPDP01000007.1_cds_WP_100755051.1_3800	27.554	323	509
WP_004503040.1	lcl|NZ_NPDP01000007.1_cds_WP_100755052.1_3801	28.723	94	509
WP_061221763.1	lcl|NZ_NPDP01000015.1_cds_WP_207765494.1_792	26.937	271	330
WP_061221763.1	lcl|NZ_NPDP01000034.1_cds_WP_100756036.1_2369	27.899	276	330
WP_061221763.1	lcl|NZ_NPDP01000017.1_cds_WP_010575169.1_982	27.628	333	330
WP_061221763.1	lcl|NZ_NPDP01000003.1_cds_WP_010573102.1_2071	27.899	276	330
WP_061221763.1	lcl|NZ_NPDP01000071.1_cds_WP_100737717.1_3874	25.769	260	330
WP_061221763.1	lcl|NZ_NPDP01000034.1_cds_WP_100756024.1_2358	31.496	127	330
WP_061221763.1	lcl|NZ_NPDP01000037.1_cds_WP_100756164.1_2528	29.134	254	330
WP_061221763.1	lcl|NZ_NPDP01000017.1_cds_WP_100755522.1_957	25.385	260	330
WP_061221763.1	lcl|NZ_NPDP01000043.1_cds_WP_100756459.1_2929	26.160	237	330
