WP_002614501.1	lcl|NZ_JQQP01000063.1_cds_WP_000340715.1_1977	86.792	106	106
WP_004503085.1	lcl|NZ_JQQP01000063.1_cds_WP_000410273.1_1976	91.374	313	314
WP_004503085.1	lcl|NZ_JQQP01000063.1_cds_WP_000646249.1_1973	28.175	252	314
WP_004503085.1	lcl|NZ_JQQP01000083.1_cds_WP_000744700.1_2334	23.077	325	314
WP_004503085.1	lcl|NZ_JQQP01000063.1_cds_WP_000600886.1_1943	23.656	186	314
WP_004503085.1	lcl|NZ_JQQP01000012.1_cds_WP_000723090.1_324	22.145	289	314
WP_004503085.1	lcl|NZ_JQQP01000063.1_cds_WP_000025487.1_1949	22.910	323	314
WP_004503085.1	lcl|NZ_JQQP01000063.1_cds_WP_001067557.1_1970	24.923	325	314
WP_004503038.1	lcl|NZ_JQQP01000063.1_cds_WP_000604524.1_1975	83.562	365	365
WP_004503080.1	lcl|NZ_JQQP01000063.1_cds_WP_000884059.1_1974	96.216	185	185
WP_004503080.1	lcl|NZ_JQQP01000038.1_cds_WP_000351733.1_1170	40.000	140	185
WP_004503081.1	lcl|NZ_JQQP01000063.1_cds_WP_000646249.1_1973	94.225	329	329
WP_004503081.1	lcl|NZ_JQQP01000083.1_cds_WP_000744700.1_2334	32.063	315	329
WP_004503081.1	lcl|NZ_JQQP01000012.1_cds_WP_000723090.1_324	29.851	335	329
WP_004503081.1	lcl|NZ_JQQP01000063.1_cds_WP_000600886.1_1943	30.408	319	329
WP_004503081.1	lcl|NZ_JQQP01000076.1_cds_WP_001984071.1_2099	30.945	307	329
WP_004503081.1	lcl|NZ_JQQP01000026.1_cds_WP_000649924.1_794	28.882	322	329
WP_004503081.1	lcl|NZ_JQQP01000140.1_cds_WP_000709511.1_3249	28.182	330	329
WP_004503081.1	lcl|NZ_JQQP01000063.1_cds_WP_001067557.1_1970	28.852	305	329
WP_004503081.1	lcl|NZ_JQQP01000063.1_cds_WP_000601375.1_1917	25.000	300	329
WP_004503081.1	lcl|NZ_JQQP01000076.1_cds_WP_000688696.1_2119	28.102	274	329
WP_004503081.1	lcl|NZ_JQQP01000063.1_cds_WP_000025487.1_1949	24.606	317	329
WP_004503081.1	lcl|NZ_JQQP01000063.1_cds_WP_002079020.1_1947	28.148	270	329
WP_004503081.1	lcl|NZ_JQQP01000063.1_cds_WP_000410273.1_1976	26.266	316	329
WP_004503081.1	lcl|NZ_JQQP01000063.1_cds_WP_000475901.1_1908	26.357	258	329
WP_004503081.1	lcl|NZ_JQQP01000053.1_cds_WP_001074785.1_1653	28.679	265	329
WP_004503081.1	lcl|NZ_JQQP01000063.1_cds_WP_000487322.1_1919	27.385	325	329
WP_004503081.1	lcl|NZ_JQQP01000182.1_cds_WP_001003557.1_3625	24.390	328	329
WP_239248135.1	lcl|NZ_JQQP01000063.1_cds_WP_000774260.1_1972	94.382	267	267
WP_239248135.1	lcl|NZ_JQQP01000063.1_cds_WP_000859505.1_1920	27.885	208	267
WP_239248135.1	lcl|NZ_JQQP01000063.1_cds_WP_000800438.1_1938	26.178	191	267
WP_239248135.1	lcl|NZ_JQQP01000012.1_cds_WP_000842260.1_323	26.316	190	267
WP_239248135.1	lcl|NZ_JQQP01000082.1_cds_WP_000667727.1_2303	32.727	110	267
WP_239248135.1	lcl|NZ_JQQP01000089.1_cds_WP_000805360.1_2443	38.372	86	267
WP_004503040.1	lcl|NZ_JQQP01000063.1_cds_WP_000612793.1_1971	92.141	509	509
WP_004503040.1	lcl|NZ_JQQP01000022.1_cds_WP_000291581.1_654	26.791	321	509
WP_004503040.1	lcl|NZ_JQQP01000022.1_cds_WP_000364504.1_653	28.723	94	509
WP_004503040.1	lcl|NZ_JQQP01000063.1_cds_WP_000612793.1_1971	92.141	509	509
WP_004503040.1	lcl|NZ_JQQP01000022.1_cds_WP_000291581.1_654	26.791	321	509
WP_004503040.1	lcl|NZ_JQQP01000022.1_cds_WP_000364504.1_653	28.723	94	509
WP_061221763.1	lcl|NZ_JQQP01000063.1_cds_WP_001067557.1_1970	97.576	330	330
WP_061221763.1	lcl|NZ_JQQP01000063.1_cds_WP_002079020.1_1947	28.866	291	330
WP_061221763.1	lcl|NZ_JQQP01000063.1_cds_WP_000646249.1_1973	29.316	307	330
WP_061221763.1	lcl|NZ_JQQP01000076.1_cds_WP_001984071.1_2099	25.368	272	330
WP_061221763.1	lcl|NZ_JQQP01000063.1_cds_WP_000600886.1_1943	26.316	266	330
WP_061221763.1	lcl|NZ_JQQP01000083.1_cds_WP_000744700.1_2334	26.582	316	330
WP_061221763.1	lcl|NZ_JQQP01000063.1_cds_WP_000025487.1_1949	29.864	221	330
WP_061221763.1	lcl|NZ_JQQP01000182.1_cds_WP_001003557.1_3625	27.888	251	330
WP_061221763.1	lcl|NZ_JQQP01000012.1_cds_WP_000723090.1_324	24.324	333	330
WP_061221763.1	lcl|NZ_JQQP01000026.1_cds_WP_000649924.1_794	29.615	260	330
WP_061221763.1	lcl|NZ_JQQP01000076.1_cds_WP_000688696.1_2119	25.339	221	330
WP_061221763.1	lcl|NZ_JQQP01000063.1_cds_WP_000601375.1_1917	25.455	275	330
WP_004503073.1	lcl|NZ_JQQP01000063.1_cds_WP_000689746.1_1967	38.278	546	535
WP_004503073.1	lcl|NZ_JQQP01000063.1_cds_WP_000689746.1_1967	38.278	546	535
WP_004503036.1	lcl|NZ_JQQP01000063.1_cds_WP_000342716.1_1966	67.547	265	265
WP_004503036.1	lcl|NZ_JQQP01000075.1_cds_WP_001002663.1_2094	41.803	244	265
WP_004503036.1	lcl|NZ_JQQP01000135.1_cds_WP_001183723.1_3198	27.746	173	265
WP_004503060.1	lcl|NZ_JQQP01000063.1_cds_WP_001246620.1_1965	90.323	310	310
WP_004503060.1	lcl|NZ_JQQP01000029.1_cds_WP_000501205.1_855	36.304	303	310
