WP_002614501.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725873.1_2956	95.283	106	106
WP_004503085.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725867.1_2955	97.419	310	314
WP_004503085.1	lcl|NZ_JADHZX010000094.1_cds_WP_061208146.1_3624	24.224	322	314
WP_004503085.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	22.277	202	314
WP_004503085.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669957.1_3043	25.275	182	314
WP_004503085.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	24.759	311	314
WP_004503085.1	lcl|NZ_JADHZX010000079.1_cds_WP_011671706.1_3309	21.708	281	314
WP_004503085.1	lcl|NZ_JADHZX010000015.1_cds_WP_002729504.1_793	23.770	122	314
WP_004503080.1	lcl|NZ_JADHZX010000001.1_cds_WP_002750963.1_1207	34.177	158	185
WP_004503080.1	lcl|NZ_JADHZX010000027.1_cds_WP_011669938.1_1691	33.898	177	185
WP_004503081.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816902.1_3041	30.530	321	329
WP_004503081.1	lcl|NZ_JADHZX010000094.1_cds_WP_061208146.1_3624	31.013	316	329
WP_004503081.1	lcl|NZ_JADHZX010000008.1_cds_WP_061221080.1_3547	30.968	310	329
WP_004503081.1	lcl|NZ_JADHZX010000079.1_cds_WP_011671706.1_3309	29.940	334	329
WP_004503081.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669957.1_3043	29.773	309	329
WP_004503081.1	lcl|NZ_JADHZX010000015.1_cds_WP_002729504.1_793	26.686	341	329
WP_004503081.1	lcl|NZ_JADHZX010000008.1_cds_WP_002754065.1_3550	28.485	330	329
WP_004503081.1	lcl|NZ_JADHZX010000006.1_cds_WP_061221126.1_3103	28.481	316	329
WP_004503081.1	lcl|NZ_JADHZX010000003.1_cds_WP_011671074.1_2317	25.215	349	329
WP_004503081.1	lcl|NZ_JADHZX010000064.1_cds_WP_002725867.1_2955	27.711	249	329
WP_004503081.1	lcl|NZ_JADHZX010000038.1_cds_WP_002751102.1_2222	27.170	265	329
WP_004503081.1	lcl|NZ_JADHZX010000068.1_cds_WP_011669959.1_3045	28.311	219	329
WP_004503081.1	lcl|NZ_JADHZX010000044.1_cds_WP_061221553.1_2436	24.405	336	329
WP_004503081.1	lcl|NZ_JADHZX010000169.1_cds_WP_194492166.1_856	28.235	170	329
WP_239248135.1	lcl|NZ_JADHZX010000068.1_cds_WP_193816901.1_3042	26.582	237	267
