WP_002614501.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000340715.1_3464	86.792	106	106
WP_004503085.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000410273.1_3465	91.374	313	314
WP_004503085.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000093099.1_3485	57.143	63	314
WP_004503085.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000646250.1_3468	28.175	252	314
WP_004503085.1	lcl|NZ_JAPDQZ010000015.1_cds_WP_000744700.1_861	23.077	325	314
WP_004503085.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000600889.1_3494	23.656	186	314
WP_004503085.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000723090.1_3547	22.145	289	314
WP_004503085.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_001067557.1_3471	24.923	325	314
WP_004503038.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000604524.1_3466	83.562	365	365
WP_004503080.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000884059.1_3467	96.216	185	185
WP_004503080.1	lcl|NZ_JAPDQZ010000001.1_cds_WP_000351733.1_52	40.000	140	185
WP_004503081.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000646250.1_3468	95.441	329	329
WP_004503081.1	lcl|NZ_JAPDQZ010000015.1_cds_WP_000744700.1_861	32.063	315	329
WP_004503081.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000723090.1_3547	29.851	335	329
WP_004503081.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000600889.1_3494	30.408	319	329
WP_004503081.1	lcl|NZ_JAPDQZ010000021.1_cds_WP_001984071.1_1575	30.945	307	329
WP_004503081.1	lcl|NZ_JAPDQZ010000002.1_cds_WP_000649925.1_1426	28.882	322	329
WP_004503081.1	lcl|NZ_JAPDQZ010000002.1_cds_WP_000709511.1_1360	28.182	330	329
WP_004503081.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_001067557.1_3471	28.852	305	329
WP_004503081.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000601375.1_3521	25.000	300	329
WP_004503081.1	lcl|NZ_JAPDQZ010000021.1_cds_WP_000688695.1_1555	28.102	274	329
WP_004503081.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000410273.1_3465	26.266	316	329
WP_004503081.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000475904.1_3530	26.642	274	329
WP_004503081.1	lcl|NZ_JAPDQZ010000001.1_cds_WP_001074785.1_256	28.679	265	329
WP_004503081.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000487322.1_3519	27.385	325	329
WP_004503081.1	lcl|NZ_JAPDQZ010000017.1_cds_WP_001003555.1_1048	24.551	334	329
WP_239248135.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000774262.1_3469	94.007	267	267
WP_239248135.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000859505.1_3518	27.885	208	267
WP_239248135.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000800438.1_3499	26.178	191	267
WP_239248135.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000842260.1_3548	26.316	190	267
