WP_002614501.1	lcl|NZ_JAMQPS010000002.1_cds_WP_108958675.1_2277	59.783	92	106
WP_004503085.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356155.1_2278	82.581	310	314
WP_004503085.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356025.1_2323	24.299	321	314
WP_004503085.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355771.1_1771	23.313	326	314
WP_004503085.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356016.1_2314	23.123	333	314
WP_004503085.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356037.1_2343	25.556	180	314
WP_004503085.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135653092.1_1208	23.839	323	314
WP_004503085.1	lcl|NZ_JAMQPS010000005.1_cds_WP_100715920.1_3571	22.619	168	314
WP_004503085.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356007.1_2305	21.983	232	314
WP_004503038.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265355984.1_2280	56.145	358	365
WP_004503080.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265355999.1_2296	30.994	171	185
WP_004503080.1	lcl|NZ_JAMQPS010000002.1_cds_WP_135591902.1_2718	33.333	129	185
WP_004503081.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355771.1_1771	30.255	314	329
WP_004503081.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135653092.1_1208	31.046	306	329
WP_004503081.1	lcl|NZ_JAMQPS010000005.1_cds_WP_100715920.1_3571	28.739	341	329
WP_004503081.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356016.1_2314	28.840	319	329
WP_004503081.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356025.1_2323	29.022	317	329
WP_004503081.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356037.1_2343	26.087	345	329
WP_004503081.1	lcl|NZ_JAMQPS010000001.1_cds_WP_100725525.1_1387	27.019	322	329
WP_004503081.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135639720.1_1744	28.344	314	329
WP_004503081.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356007.1_2305	28.205	273	329
WP_004503081.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356020.1_2318	28.387	310	329
WP_004503081.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135688711.1_1439	27.600	250	329
WP_004503081.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356155.1_2278	25.786	318	329
WP_004503081.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355665.1_1431	24.453	274	329
WP_004503081.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356029.1_2327	28.125	192	329
WP_004503081.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135661930.1_2110	26.816	179	329
WP_004503081.1	lcl|NZ_JAMQPS010000005.1_cds_WP_208730464.1_3582	25.806	310	329
WP_004503081.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355922.1_1823	28.514	249	329
WP_004503081.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356045.1_2360	24.719	267	329
