WP_002614501.1	lcl|NZ_LSSS01000031.1_cds_WP_004753574.1_1293	88.679	106	106
WP_004503085.1	lcl|NZ_LSSS01000031.1_cds_WP_020765346.1_1292	91.693	313	314
WP_004503085.1	lcl|NZ_LSSS01000031.1_cds_WP_020765358.1_1289	27.778	252	314
WP_004503085.1	lcl|NZ_LSSS01000041.1_cds_WP_004753565.1_1953	23.077	325	314
WP_004503085.1	lcl|NZ_LSSS01000031.1_cds_WP_020765339.1_1262	23.656	186	314
WP_004503085.1	lcl|NZ_LSSS01000001.1_cds_WP_020766826.1_82	21.352	281	314
WP_004503085.1	lcl|NZ_LSSS01000031.1_cds_WP_004762989.1_1286	24.615	325	314
WP_004503038.1	lcl|NZ_LSSS01000031.1_cds_WP_020778491.1_1291	84.658	365	365
WP_004503080.1	lcl|NZ_LSSS01000031.1_cds_WP_004766667.1_1290	96.216	185	185
WP_004503080.1	lcl|NZ_LSSS01000107.1_cds_WP_004752075.1_3653	40.714	140	185
WP_004503081.1	lcl|NZ_LSSS01000031.1_cds_WP_020765358.1_1289	94.225	329	329
WP_004503081.1	lcl|NZ_LSSS01000041.1_cds_WP_004753565.1_1953	31.429	315	329
WP_004503081.1	lcl|NZ_LSSS01000031.1_cds_WP_020765339.1_1262	30.408	319	329
WP_004503081.1	lcl|NZ_LSSS01000042.1_cds_WP_004766600.1_2067	31.922	307	329
WP_004503081.1	lcl|NZ_LSSS01000001.1_cds_WP_020766826.1_82	29.851	335	329
WP_004503081.1	lcl|NZ_LSSS01000030.1_cds_WP_020766960.1_1186	29.538	325	329
WP_004503081.1	lcl|NZ_LSSS01000042.1_cds_WP_004751412.1_2055	28.788	330	329
WP_004503081.1	lcl|NZ_LSSS01000031.1_cds_WP_004762989.1_1286	29.260	311	329
WP_004503081.1	lcl|NZ_LSSS01000030.1_cds_WP_020765851.1_1047	25.959	339	329
WP_004503081.1	lcl|NZ_LSSS01000001.1_cds_WP_020766871.1_107	25.185	270	329
WP_004503081.1	lcl|NZ_LSSS01000031.1_cds_WP_020765346.1_1292	25.949	316	329
WP_004503081.1	lcl|NZ_LSSS01000001.1_cds_WP_002733698.1_99	25.912	274	329
WP_004503081.1	lcl|NZ_LSSS01000052.1_cds_WP_016750792.1_2451	28.148	270	329
WP_004503081.1	lcl|NZ_LSSS01000041.1_cds_WP_020765261.1_1824	29.444	180	329
WP_004503081.1	lcl|NZ_LSSS01000012.1_cds_WP_004766563.1_202	25.856	263	329
WP_004503081.1	lcl|NZ_LSSS01000001.1_cds_WP_020766840.1_109	27.385	325	329
WP_004503081.1	lcl|NZ_LSSS01000067.1_cds_WP_020765537.1_2967	30.469	128	329
WP_239248135.1	lcl|NZ_LSSS01000031.1_cds_WP_004762941.1_1288	93.258	267	267
WP_239248135.1	lcl|NZ_LSSS01000001.1_cds_WP_020766834.1_110	27.404	208	267
WP_239248135.1	lcl|NZ_LSSS01000031.1_cds_WP_000800438.1_1257	26.178	191	267
WP_239248135.1	lcl|NZ_LSSS01000001.1_cds_WP_020766865.1_81	25.926	189	267
WP_239248135.1	lcl|NZ_LSSS01000030.1_cds_WP_020778860.1_1025	27.835	194	267
WP_239248135.1	lcl|NZ_LSSS01000027.1_cds_WP_004758210.1_766	37.209	86	267
WP_004503040.1	lcl|NZ_LSSS01000031.1_cds_WP_016753424.1_1287	92.534	509	509
WP_004503040.1	lcl|NZ_LSSS01000052.1_cds_WP_004751764.1_2379	26.625	323	509
WP_004503040.1	lcl|NZ_LSSS01000052.1_cds_WP_020766999.1_2380	28.723	94	509
WP_004503040.1	lcl|NZ_LSSS01000085.1_cds_WP_020766792.1_3264	32.787	122	509
WP_004503040.1	lcl|NZ_LSSS01000031.1_cds_WP_016753424.1_1287	92.534	509	509
WP_004503040.1	lcl|NZ_LSSS01000052.1_cds_WP_004751764.1_2379	26.625	323	509
WP_004503040.1	lcl|NZ_LSSS01000052.1_cds_WP_020766999.1_2380	28.723	94	509
WP_004503040.1	lcl|NZ_LSSS01000085.1_cds_WP_020766792.1_3264	32.787	122	509
WP_061221763.1	lcl|NZ_LSSS01000031.1_cds_WP_004762989.1_1286	97.273	330	330
WP_061221763.1	lcl|NZ_LSSS01000031.1_cds_WP_020765358.1_1289	28.197	305	330
WP_061221763.1	lcl|NZ_LSSS01000042.1_cds_WP_004766600.1_2067	25.830	271	330
WP_061221763.1	lcl|NZ_LSSS01000031.1_cds_WP_020765339.1_1262	25.564	266	330
WP_061221763.1	lcl|NZ_LSSS01000001.1_cds_WP_020766826.1_82	25.150	334	330
WP_061221763.1	lcl|NZ_LSSS01000041.1_cds_WP_020765261.1_1824	27.092	251	330
WP_061221763.1	lcl|NZ_LSSS01000041.1_cds_WP_004753565.1_1953	26.812	276	330
WP_061221763.1	lcl|NZ_LSSS01000030.1_cds_WP_020766960.1_1186	29.615	260	330
WP_061221763.1	lcl|NZ_LSSS01000030.1_cds_WP_020765851.1_1047	25.551	227	330
WP_061221763.1	lcl|NZ_LSSS01000001.1_cds_WP_020766840.1_109	28.223	287	330
WP_061221763.1	lcl|NZ_LSSS01000001.1_cds_WP_020766871.1_107	23.551	276	330
WP_061221763.1	lcl|NZ_LSSS01000031.1_cds_WP_020765346.1_1292	24.695	328	330
WP_004503073.1	lcl|NZ_LSSS01000031.1_cds_WP_020765352.1_1285	90.149	538	535
WP_004503073.1	lcl|NZ_LSSS01000031.1_cds_WP_020765352.1_1285	90.149	538	535
WP_004503036.1	lcl|NZ_LSSS01000031.1_cds_WP_020765342.1_1284	94.697	264	265
WP_004503036.1	lcl|NZ_LSSS01000048.1_cds_WP_004755702.1_2281	43.033	244	265
WP_004503036.1	lcl|NZ_LSSS01000025.1_cds_WP_004765094.1_643	27.168	173	265
WP_004503060.1	lcl|NZ_LSSS01000031.1_cds_WP_020765349.1_1283	92.581	310	310
WP_004503060.1	lcl|NZ_LSSS01000040.1_cds_WP_020765582.1_1751	37.543	293	310
WP_004503060.1	lcl|NZ_LSSS01000025.1_cds_WP_004765094.1_643	29.603	277	310
WP_004503060.1	lcl|NZ_LSSS01000050.1_cds_WP_004752420.1_2323	23.954	263	310
WP_004503060.1	lcl|NZ_LSSS01000031.1_cds_WP_020765349.1_1283	92.581	310	310
WP_004503060.1	lcl|NZ_LSSS01000040.1_cds_WP_020765582.1_1751	37.543	293	310
WP_004503060.1	lcl|NZ_LSSS01000025.1_cds_WP_004765094.1_643	29.603	277	310
WP_004503060.1	lcl|NZ_LSSS01000050.1_cds_WP_004752420.1_2323	23.954	263	310
WP_004503095.1	lcl|NZ_LSSS01000031.1_cds_WP_020765343.1_1282	92.803	264	264
WP_004503106.1	lcl|NZ_LSSS01000031.1_cds_WP_002733551.1_1281	89.231	130	130
WP_004503130.1	lcl|NZ_LSSS01000031.1_cds_WP_020765334.1_1280	77.143	140	146
WP_004503042.1	lcl|NZ_LSSS01000031.1_cds_WP_002740917.1_1279	86.878	221	221
WP_004503042.1	lcl|NZ_LSSS01000058.1_cds_WP_004751308.1_2668	31.373	102	221
WP_016758358.1	lcl|NZ_LSSS01000031.1_cds_WP_004762927.1_1277	91.456	316	316
WP_016758358.1	lcl|NZ_LSSS01000031.1_cds_WP_020765344.1_1275	25.362	276	316
WP_016758358.1	lcl|NZ_LSSS01000058.1_cds_WP_004763473.1_2669	29.333	150	316
WP_016758358.1	lcl|NZ_LSSS01000001.1_cds_WP_020766835.1_113	29.577	142	316
WP_016758358.1	lcl|NZ_LSSS01000031.1_cds_WP_020765345.1_1250	28.058	139	316
WP_016758358.1	lcl|NZ_LSSS01000096.1_cds_WP_020766587.1_3419	22.368	152	316
WP_016758358.1	lcl|NZ_LSSS01000041.1_cds_WP_020765181.1_1982	23.926	163	316
WP_016758358.1	lcl|NZ_LSSS01000107.1_cds_WP_020765970.1_3680	29.752	121	316
