WP_002614501.1	lcl|NZ_ANMV01000100.1_cds_WP_000340715.1_1863	86.792	106	106
WP_004503085.1	lcl|NZ_ANMV01000100.1_cds_WP_000410273.1_1862	91.374	313	314
WP_004503085.1	lcl|NZ_ANMV01000100.1_cds_WP_000646250.1_1859	28.175	252	314
WP_004503085.1	lcl|NZ_ANMV01000072.1_cds_WP_000744700.1_1300	23.077	325	314
WP_004503085.1	lcl|NZ_ANMV01000210.1_cds_WP_001033107.1_3943	22.180	266	314
WP_004503085.1	lcl|NZ_ANMV01000015.1_cds_WP_000723092.1_288	22.145	289	314
WP_004503085.1	lcl|NZ_ANMV01000100.1_cds_WP_001067556.1_1856	24.923	325	314
WP_004503038.1	lcl|NZ_ANMV01000100.1_cds_WP_001967810.1_1861	83.288	365	365
WP_004503080.1	lcl|NZ_ANMV01000100.1_cds_WP_000884059.1_1860	96.216	185	185
WP_004503080.1	lcl|NZ_ANMV01000070.1_cds_WP_000351733.1_1161	40.000	140	185
WP_004503081.1	lcl|NZ_ANMV01000100.1_cds_WP_000646250.1_1859	95.441	329	329
WP_004503081.1	lcl|NZ_ANMV01000072.1_cds_WP_000744700.1_1300	32.063	315	329
WP_004503081.1	lcl|NZ_ANMV01000015.1_cds_WP_000723092.1_288	29.851	335	329
WP_004503081.1	lcl|NZ_ANMV01000100.1_cds_WP_000699346.1_1845	29.674	337	329
WP_004503081.1	lcl|NZ_ANMV01000180.1_cds_WP_001984071.1_3244	30.945	307	329
WP_004503081.1	lcl|NZ_ANMV01000122.1_cds_WP_000649923.1_2177	28.882	322	329
WP_004503081.1	lcl|NZ_ANMV01000097.1_cds_WP_000709513.1_1768	28.182	330	329
WP_004503081.1	lcl|NZ_ANMV01000100.1_cds_WP_001067556.1_1856	28.852	305	329
WP_004503081.1	lcl|NZ_ANMV01000180.1_cds_WP_000688696.1_3224	28.102	274	329
WP_004503081.1	lcl|NZ_ANMV01000100.1_cds_WP_000410273.1_1862	26.266	316	329
WP_004503081.1	lcl|NZ_ANMV01000015.1_cds_WP_000475904.1_271	26.642	274	329
WP_004503081.1	lcl|NZ_ANMV01000217.1_cds_WP_001074785.1_4019	28.679	265	329
WP_004503081.1	lcl|NZ_ANMV01000210.1_cds_WP_001033107.1_3943	26.045	311	329
WP_004503081.1	lcl|NZ_ANMV01000089.1_cds_WP_001003557.1_1575	24.390	328	329
WP_239248135.1	lcl|NZ_ANMV01000100.1_cds_WP_000774256.1_1858	94.007	267	267
WP_239248135.1	lcl|NZ_ANMV01000015.1_cds_WP_000842260.1_289	26.316	190	267
WP_239248135.1	lcl|NZ_ANMV01000183.1_cds_WP_000667727.1_3346	32.727	110	267
WP_239248135.1	lcl|NZ_ANMV01000091.1_cds_WP_000805359.1_1644	38.372	86	267
WP_004503040.1	lcl|NZ_ANMV01000100.1_cds_WP_000612794.1_1857	91.356	509	509
WP_004503040.1	lcl|NZ_ANMV01000071.1_cds_WP_000291586.1_1268	26.791	321	509
WP_004503040.1	lcl|NZ_ANMV01000071.1_cds_WP_000364507.1_1267	28.723	94	509
WP_004503040.1	lcl|NZ_ANMV01000100.1_cds_WP_000612794.1_1857	91.356	509	509
WP_004503040.1	lcl|NZ_ANMV01000071.1_cds_WP_000291586.1_1268	26.791	321	509
WP_004503040.1	lcl|NZ_ANMV01000071.1_cds_WP_000364507.1_1267	28.723	94	509
WP_061221763.1	lcl|NZ_ANMV01000100.1_cds_WP_001067556.1_1856	97.879	330	330
WP_061221763.1	lcl|NZ_ANMV01000100.1_cds_WP_000646250.1_1859	29.316	307	330
WP_061221763.1	lcl|NZ_ANMV01000180.1_cds_WP_001984071.1_3244	25.368	272	330
WP_061221763.1	lcl|NZ_ANMV01000072.1_cds_WP_000744700.1_1300	26.582	316	330
WP_061221763.1	lcl|NZ_ANMV01000089.1_cds_WP_001003557.1_1575	27.888	251	330
WP_061221763.1	lcl|NZ_ANMV01000015.1_cds_WP_000723092.1_288	24.324	333	330
WP_061221763.1	lcl|NZ_ANMV01000122.1_cds_WP_000649923.1_2177	29.615	260	330
WP_061221763.1	lcl|NZ_ANMV01000100.1_cds_WP_000699346.1_1845	27.442	215	330
WP_061221763.1	lcl|NZ_ANMV01000180.1_cds_WP_000688696.1_3224	25.339	221	330
WP_004503073.1	lcl|NZ_ANMV01000100.1_cds_WP_000776640.1_1855	89.963	538	535
WP_004503073.1	lcl|NZ_ANMV01000100.1_cds_WP_000776640.1_1855	89.963	538	535
WP_004503036.1	lcl|NZ_ANMV01000100.1_cds_WP_000424609.1_1854	95.833	264	265
WP_004503036.1	lcl|NZ_ANMV01000224.1_cds_WP_001002663.1_4112	41.803	244	265
WP_004503036.1	lcl|NZ_ANMV01000176.1_cds_WP_001183723.1_3180	27.746	173	265
WP_004503060.1	lcl|NZ_ANMV01000100.1_cds_WP_002074065.1_1853	93.548	310	310
WP_004503060.1	lcl|NZ_ANMV01000140.1_cds_WP_000501205.1_2539	36.304	303	310
WP_004503060.1	lcl|NZ_ANMV01000176.1_cds_WP_001183723.1_3180	30.000	250	310
WP_004503060.1	lcl|NZ_ANMV01000130.1_cds_WP_000279894.1_2356	24.335	263	310
WP_004503060.1	lcl|NZ_ANMV01000100.1_cds_WP_002074065.1_1853	93.548	310	310
WP_004503060.1	lcl|NZ_ANMV01000140.1_cds_WP_000501205.1_2539	36.304	303	310
WP_004503060.1	lcl|NZ_ANMV01000176.1_cds_WP_001183723.1_3180	30.000	250	310
WP_004503060.1	lcl|NZ_ANMV01000130.1_cds_WP_000279894.1_2356	24.335	263	310
WP_004503095.1	lcl|NZ_ANMV01000100.1_cds_WP_000479986.1_1852	95.076	264	264
WP_004503106.1	lcl|NZ_ANMV01000100.1_cds_WP_000715957.1_1851	90.698	129	130
WP_004503130.1	lcl|NZ_ANMV01000100.1_cds_WP_001088861.1_1850	77.143	140	146
WP_004503042.1	lcl|NZ_ANMV01000100.1_cds_WP_000517242.1_1849	87.330	221	221
WP_004503042.1	lcl|NZ_ANMV01000124.1_cds_WP_001069830.1_2261	30.392	102	221
WP_004503042.1	lcl|NZ_ANMV01000072.1_cds_WP_001079442.1_1329	23.077	78	221
WP_016758358.1	lcl|NZ_ANMV01000210.1_cds_WP_001028949.1_3942	28.374	289	316
WP_016758358.1	lcl|NZ_ANMV01000210.1_cds_WP_000795980.1_3940	19.512	287	316
WP_016758358.1	lcl|NZ_ANMV01000124.1_cds_WP_000347682.1_2260	29.221	154	316
WP_016758358.1	lcl|NZ_ANMV01000210.1_cds_WP_001283954.1_3919	29.286	140	316
WP_016758358.1	lcl|NZ_ANMV01000100.1_cds_WP_001192773.1_1846	29.464	112	316
WP_016758358.1	lcl|NZ_ANMV01000157.1_cds_WP_000402846.1_2910	22.368	152	316
WP_016758358.1	lcl|NZ_ANMV01000110.1_cds_WP_000402846.1_2067	22.368	152	316
WP_016758358.1	lcl|NZ_ANMV01000072.1_cds_WP_001079442.1_1329	24.540	163	316
WP_016758358.1	lcl|NZ_ANMV01000070.1_cds_WP_000188047.1_1188	28.926	121	316
WP_004503088.1	lcl|NZ_ANMV01000210.1_cds_WP_000697807.1_3941	46.386	166	175
WP_004503088.1	lcl|NZ_ANMV01000202.1_cds_WP_001206949.1_3813	29.655	145	175
WP_004503132.1	lcl|NZ_ANMV01000210.1_cds_WP_000795980.1_3940	36.473	414	405
WP_004503132.1	lcl|NZ_ANMV01000124.1_cds_WP_000347682.1_2260	25.238	210	405
WP_004503132.1	lcl|NZ_ANMV01000157.1_cds_WP_000402846.1_2910	22.273	220	405
WP_004503132.1	lcl|NZ_ANMV01000110.1_cds_WP_000402846.1_2067	22.273	220	405
WP_004503132.1	lcl|NZ_ANMV01000210.1_cds_WP_001028949.1_3942	21.726	336	405
WP_004503032.1	lcl|NZ_ANMV01000210.1_cds_WP_000331751.1_3939	85.994	357	358
WP_004503032.1	lcl|NZ_ANMV01000210.1_cds_WP_000172653.1_3933	28.426	394	358
WP_004503032.1	lcl|NZ_ANMV01000128.1_cds_WP_001281953.1_2304	29.082	392	358
WP_004503032.1	lcl|NZ_ANMV01000015.1_cds_WP_000575178.1_282	31.210	314	358
WP_004503032.1	lcl|NZ_ANMV01000039.1_cds_WP_001982414.1_630	25.806	372	358
WP_004503032.1	lcl|NZ_ANMV01000068.1_cds_WP_000538750.1_1069	29.851	201	358
WP_004503087.1	lcl|NZ_ANMV01000210.1_cds_WP_001968211.1_3938	87.662	308	308
WP_026054523.1	lcl|NZ_ANMV01000210.1_cds_WP_000608679.1_3935	38.786	379	416
WP_026054523.1	lcl|NZ_ANMV01000210.1_cds_WP_000179390.1_3945	26.538	260	416
WP_004503049.1	lcl|NZ_ANMV01000210.1_cds_WP_000795980.1_3940	31.281	406	409
