WP_002614501.1	lcl|NZ_RQGE01000007.1_cds_WP_035983633.1_2821	59.783	92	106
WP_004503085.1	lcl|NZ_RQGE01000007.1_cds_WP_004783745.1_2824	80.000	310	314
WP_004503085.1	lcl|NZ_RQGE01000006.1_cds_WP_004786772.1_1307	24.149	323	314
WP_004503085.1	lcl|NZ_RQGE01000006.1_cds_WP_004785219.1_1280	26.115	314	314
WP_004503085.1	lcl|NZ_RQGE01000007.1_cds_WP_135596083.1_2823	21.176	255	314
WP_004503085.1	lcl|NZ_RQGE01000020.1_cds_WP_004788049.1_2112	22.043	186	314
WP_004503085.1	lcl|NZ_RQGE01000010.1_cds_WP_135596231.1_554	23.611	288	314
WP_004503080.1	lcl|NZ_RQGE01000023.1_cds_WP_004788859.1_422	33.871	124	185
WP_004503081.1	lcl|NZ_RQGE01000006.1_cds_WP_004786772.1_1307	31.429	315	329
WP_004503081.1	lcl|NZ_RQGE01000010.1_cds_WP_135596231.1_554	30.097	309	329
WP_004503081.1	lcl|NZ_RQGE01000007.1_cds_WP_135596083.1_2823	28.487	337	329
WP_004503081.1	lcl|NZ_RQGE01000020.1_cds_WP_004788049.1_2112	28.446	341	329
WP_004503081.1	lcl|NZ_RQGE01000010.1_cds_WP_004787140.1_739	25.776	322	329
WP_004503081.1	lcl|NZ_RQGE01000006.1_cds_WP_004785219.1_1280	26.814	317	329
WP_004503081.1	lcl|NZ_RQGE01000010.1_cds_WP_135596306.1_805	31.128	257	329
WP_004503081.1	lcl|NZ_RQGE01000007.1_cds_WP_004783745.1_2824	25.078	319	329
WP_004503081.1	lcl|NZ_RQGE01000035.1_cds_WP_135597277.1_2655	24.514	257	329
WP_004503081.1	lcl|NZ_RQGE01000003.1_cds_WP_135595835.1_3605	24.621	264	329
WP_004503081.1	lcl|NZ_RQGE01000020.1_cds_WP_208325413.1_2101	25.484	310	329
WP_004503081.1	lcl|NZ_RQGE01000010.1_cds_WP_004786178.1_797	27.044	159	329
WP_004503081.1	lcl|NZ_RQGE01000006.1_cds_WP_035983311.1_1360	28.514	249	329
WP_004503081.1	lcl|NZ_RQGE01000007.1_cds_WP_004783983.1_2825	24.111	253	329
WP_239248135.1	lcl|NZ_RQGE01000021.1_cds_WP_020777677.1_2900	24.528	265	267
WP_239248135.1	lcl|NZ_RQGE01000010.1_cds_WP_135596319.1_833	35.088	114	267
WP_239248135.1	lcl|NZ_RQGE01000010.1_cds_WP_081581548.1_665	27.485	171	267
WP_239248135.1	lcl|NZ_RQGE01000007.1_cds_WP_135596082.1_2822	24.339	189	267
WP_239248135.1	lcl|NZ_RQGE01000020.1_cds_WP_004787917.1_2113	27.083	192	267
WP_004503040.1	lcl|NZ_RQGE01000023.1_cds_WP_135596906.1_444	25.000	336	509
WP_004503040.1	lcl|NZ_RQGE01000023.1_cds_WP_004788552.1_445	26.316	114	509
WP_004503040.1	lcl|NZ_RQGE01000023.1_cds_WP_135596906.1_444	25.000	336	509
WP_004503040.1	lcl|NZ_RQGE01000023.1_cds_WP_004788552.1_445	26.316	114	509
WP_061221763.1	lcl|NZ_RQGE01000010.1_cds_WP_135596231.1_554	24.918	305	330
WP_061221763.1	lcl|NZ_RQGE01000006.1_cds_WP_004786772.1_1307	27.536	276	330
WP_061221763.1	lcl|NZ_RQGE01000010.1_cds_WP_135596306.1_805	29.487	234	330
WP_061221763.1	lcl|NZ_RQGE01000006.1_cds_WP_004785219.1_1280	25.982	331	330
WP_061221763.1	lcl|NZ_RQGE01000010.1_cds_WP_004786178.1_797	25.194	258	330
WP_061221763.1	lcl|NZ_RQGE01000007.1_cds_WP_135596083.1_2823	25.839	298	330
WP_061221763.1	lcl|NZ_RQGE01000007.1_cds_WP_004783983.1_2825	31.250	128	330
WP_061221763.1	lcl|NZ_RQGE01000006.1_cds_WP_035983311.1_1360	25.121	207	330
WP_061221763.1	lcl|NZ_RQGE01000035.1_cds_WP_135597277.1_2655	31.847	157	330
WP_061221763.1	lcl|NZ_RQGE01000020.1_cds_WP_004788049.1_2112	23.179	302	330
WP_061221763.1	lcl|NZ_RQGE01000010.1_cds_WP_004787140.1_739	28.000	150	330
WP_004503036.1	lcl|NZ_RQGE01000025.1_cds_WP_004785686.1_1704	37.743	257	265
WP_004503036.1	lcl|NZ_RQGE01000013.1_cds_WP_020776580.1_2465	26.036	169	265
WP_004503060.1	lcl|NZ_RQGE01000035.1_cds_WP_004785161.1_2561	37.542	301	310
WP_004503060.1	lcl|NZ_RQGE01000013.1_cds_WP_020776580.1_2465	28.808	302	310
WP_004503060.1	lcl|NZ_RQGE01000023.1_cds_WP_020777765.1_357	24.046	262	310
WP_004503060.1	lcl|NZ_RQGE01000035.1_cds_WP_004785161.1_2561	37.542	301	310
WP_004503060.1	lcl|NZ_RQGE01000013.1_cds_WP_020776580.1_2465	28.808	302	310
WP_004503060.1	lcl|NZ_RQGE01000023.1_cds_WP_020777765.1_357	24.046	262	310
WP_004503042.1	lcl|NZ_RQGE01000023.1_cds_WP_135596854.1_332	31.683	101	221
WP_004503042.1	lcl|NZ_RQGE01000020.1_cds_WP_135596650.1_2308	31.731	104	221
WP_016758358.1	lcl|NZ_RQGE01000023.1_cds_WP_135596751.1_49	27.703	148	316
WP_016758358.1	lcl|NZ_RQGE01000007.1_cds_WP_135596089.1_2847	24.503	151	316
WP_016758358.1	lcl|NZ_RQGE01000025.1_cds_WP_135596968.1_1654	26.316	114	316
WP_016758358.1	lcl|NZ_RQGE01000020.1_cds_WP_135596638.1_2286	27.820	133	316
WP_016758358.1	lcl|NZ_RQGE01000007.1_cds_WP_135596045.1_2728	29.412	102	316
WP_004503088.1	lcl|NZ_RQGE01000014.1_cds_WP_135596495.1_3171	31.343	134	175
WP_004503032.1	lcl|NZ_RQGE01000007.1_cds_WP_135596086.1_2837	37.423	326	358
WP_004503032.1	lcl|NZ_RQGE01000014.1_cds_WP_004785484.1_3235	28.718	390	358
WP_004503032.1	lcl|NZ_RQGE01000007.1_cds_WP_020777538.1_2826	32.258	279	358
WP_004503032.1	lcl|NZ_RQGE01000007.1_cds_WP_135596090.1_2849	36.364	242	358
WP_004503032.1	lcl|NZ_RQGE01000025.1_cds_WP_135597019.1_1759	25.000	360	358
WP_004503032.1	lcl|NZ_RQGE01000030.1_cds_WP_135597190.1_1154	29.918	244	358
WP_004503049.1	lcl|NZ_RQGE01000025.1_cds_WP_135596968.1_1654	26.772	127	409
WP_004503049.1	lcl|NZ_RQGE01000023.1_cds_WP_135596853.1_331	21.622	185	409
WP_004503099.1	lcl|NZ_RQGE01000007.1_cds_WP_135596090.1_2849	43.000	300	361
WP_004503099.1	lcl|NZ_RQGE01000030.1_cds_WP_135597190.1_1154	32.394	355	361
WP_004503099.1	lcl|NZ_RQGE01000014.1_cds_WP_004785484.1_3235	29.592	392	361
WP_004503099.1	lcl|NZ_RQGE01000007.1_cds_WP_020777538.1_2826	29.973	367	361
WP_004503099.1	lcl|NZ_RQGE01000007.1_cds_WP_135596086.1_2837	31.361	338	361
WP_004503099.1	lcl|NZ_RQGE01000025.1_cds_WP_135597019.1_1759	23.768	345	361
WP_239248138.1	lcl|NZ_RQGE01000006.1_cds_WP_004786772.1_1307	30.420	286	313
WP_239248138.1	lcl|NZ_RQGE01000006.1_cds_WP_004785219.1_1280	28.710	310	313
WP_239248138.1	lcl|NZ_RQGE01000010.1_cds_WP_135596231.1_554	26.820	261	313
WP_239248138.1	lcl|NZ_RQGE01000020.1_cds_WP_004788049.1_2112	23.438	256	313
WP_239248138.1	lcl|NZ_RQGE01000007.1_cds_WP_135596083.1_2823	25.532	235	313
WP_239248138.1	lcl|NZ_RQGE01000007.1_cds_WP_004783745.1_2824	22.866	328	313
WP_239248138.1	lcl|NZ_RQGE01000003.1_cds_WP_135595835.1_3605	24.332	337	313
WP_239248138.1	lcl|NZ_RQGE01000007.1_cds_WP_004783983.1_2825	24.457	184	313
WP_000572389.1	lcl|NZ_RQGE01000007.1_cds_WP_004783513.1_2848	29.134	127	134
WP_004503138.1	lcl|NZ_RQGE01000007.1_cds_WP_135596083.1_2823	25.231	325	311
WP_004503138.1	lcl|NZ_RQGE01000020.1_cds_WP_004788049.1_2112	25.524	286	311
WP_004503138.1	lcl|NZ_RQGE01000010.1_cds_WP_135596231.1_554	30.319	188	311
WP_004503138.1	lcl|NZ_RQGE01000010.1_cds_WP_004786178.1_797	24.280	243	311
WP_004503138.1	lcl|NZ_RQGE01000006.1_cds_WP_004785219.1_1280	25.000	264	311
WP_004503138.1	lcl|NZ_RQGE01000003.1_cds_WP_135595835.1_3605	23.529	306	311
WP_004503138.1	lcl|NZ_RQGE01000020.1_cds_WP_208325413.1_2101	26.496	234	311
WP_004503138.1	lcl|NZ_RQGE01000007.1_cds_WP_004783983.1_2825	24.457	184	311
WP_004503127.1	lcl|NZ_RQGE01000002.1_cds_WP_135595812.1_3469	25.610	164	361
WP_061236010.1	lcl|NZ_RQGE01000010.1_cds_WP_004786686.1_849	32.335	501	595
WP_061236010.1	lcl|NZ_RQGE01000030.1_cds_WP_135597112.1_966	31.963	535	595
WP_061236010.1	lcl|NZ_RQGE01000014.1_cds_WP_135596504.1_3191	30.452	509	595
WP_061236010.1	lcl|NZ_RQGE01000010.1_cds_WP_004785196.1_549	29.921	508	595
WP_061236010.1	lcl|NZ_RQGE01000010.1_cds_WP_135596229.1_547	42.424	231	595
WP_061236010.1	lcl|NZ_RQGE01000008.1_cds_WP_135596095.1_1814	32.331	266	595
WP_061236010.1	lcl|NZ_RQGE01000013.1_cds_WP_004784912.1_2416	32.301	226	595
WP_061236010.1	lcl|NZ_RQGE01000036.1_cds_WP_004788856.1_3013	28.448	232	595
WP_061236010.1	lcl|NZ_RQGE01000026.1_cds_WP_135597044.1_3573	30.102	196	595
WP_061236010.1	lcl|NZ_RQGE01000012.1_cds_WP_020777344.1_3396	27.670	206	595
WP_061236010.1	lcl|NZ_RQGE01000023.1_cds_WP_135596897.1_423	29.032	217	595
WP_061236010.1	lcl|NZ_RQGE01000010.1_cds_WP_004786219.1_637	30.851	188	595
WP_061236010.1	lcl|NZ_RQGE01000025.1_cds_WP_004786760.1_1576	30.332	211	595
WP_061236010.1	lcl|NZ_RQGE01000010.1_cds_WP_134151920.1_529	30.814	172	595
WP_061236010.1	lcl|NZ_RQGE01000013.1_cds_WP_020776627.1_2345	29.778	225	595
WP_061236010.1	lcl|NZ_RQGE01000023.1_cds_WP_035983849.1_450	26.549	226	595
WP_061236010.1	lcl|NZ_RQGE01000013.1_cds_WP_004785018.1_2504	29.189	185	595
WP_061236010.1	lcl|NZ_RQGE01000006.1_cds_WP_004784095.1_1484	32.258	186	595
WP_061236010.1	lcl|NZ_RQGE01000010.1_cds_WP_004787254.1_572	26.506	249	595
WP_061236010.1	lcl|NZ_RQGE01000008.1_cds_WP_004786938.1_1963	27.751	209	595
WP_061236010.1	lcl|NZ_RQGE01000010.1_cds_WP_004784562.1_573	27.459	244	595
WP_061236010.1	lcl|NZ_RQGE01000013.1_cds_WP_004787619.1_2344	28.481	158	595
WP_061236010.1	lcl|NZ_RQGE01000013.1_cds_WP_004787619.1_2344	25.824	182	595
WP_061236010.1	lcl|NZ_RQGE01000012.1_cds_WP_004788126.1_3425	26.257	179	595
WP_061236010.1	lcl|NZ_RQGE01000021.1_cds_WP_004788506.1_2954	30.337	178	595
WP_061236010.1	lcl|NZ_RQGE01000021.1_cds_WP_135596666.1_2891	30.180	222	595
WP_061236010.1	lcl|NZ_RQGE01000013.1_cds_WP_004786450.1_2404	25.532	188	595
WP_061236010.1	lcl|NZ_RQGE01000023.1_cds_WP_004788912.1_149	26.882	186	595
WP_061236010.1	lcl|NZ_RQGE01000023.1_cds_WP_135596749.1_47	26.203	187	595
WP_061236010.1	lcl|NZ_RQGE01000021.1_cds_WP_004783953.1_2917	24.277	173	595
WP_061236010.1	lcl|NZ_RQGE01000030.1_cds_WP_004786946.1_879	29.130	230	595
WP_061236010.1	lcl|NZ_RQGE01000025.1_cds_WP_135597025.1_1776	27.624	181	595
WP_061236010.1	lcl|NZ_RQGE01000021.1_cds_WP_135596671.1_2902	26.484	219	595
WP_061236010.1	lcl|NZ_RQGE01000030.1_cds_WP_020778165.1_1043	24.074	162	595
WP_061236010.1	lcl|NZ_RQGE01000021.1_cds_WP_135596667.1_2893	21.472	163	595
WP_061236010.1	lcl|NZ_RQGE01000010.1_cds_WP_135596255.1_629	28.649	185	595
WP_061236010.1	lcl|NZ_RQGE01000010.1_cds_WP_004786686.1_849	32.335	501	595
