WP_002614501.1	lcl|NZ_AHMF02000122.1_cds_WP_000340715.1_365	86.792	106	106
WP_004503085.1	lcl|NZ_AHMF02000122.1_cds_WP_004428880.1_366	91.026	312	314
WP_004503085.1	lcl|NZ_AHMF02000122.1_cds_WP_002178756.1_370	23.432	303	314
WP_004503085.1	lcl|NZ_AHMF02000034.1_cds_WP_004428772.1_3304	24.615	325	314
WP_004503085.1	lcl|NZ_AHMF02000122.1_cds_WP_036068182.1_379	22.043	186	314
WP_004503085.1	lcl|NZ_AHMF02000091.1_cds_WP_002178501.1_1633	23.988	321	314
WP_004503085.1	lcl|NZ_AHMF02000056.1_cds_WP_004430563.1_2670	21.724	290	314
WP_004503085.1	lcl|NZ_AHMF02000081.1_cds_WP_004439553.1_1970	24.638	276	314
WP_004503080.1	lcl|NZ_AHMF02000111.1_cds_WP_002178322.1_817	40.000	140	185
WP_004503081.1	lcl|NZ_AHMF02000091.1_cds_WP_002178501.1_1633	34.125	337	329
WP_004503081.1	lcl|NZ_AHMF02000122.1_cds_WP_002178756.1_370	30.145	345	329
WP_004503081.1	lcl|NZ_AHMF02000034.1_cds_WP_004428772.1_3304	30.159	315	329
WP_004503081.1	lcl|NZ_AHMF02000122.1_cds_WP_036068182.1_379	30.769	299	329
WP_004503081.1	lcl|NZ_AHMF02000056.1_cds_WP_004430563.1_2670	30.448	335	329
WP_004503081.1	lcl|NZ_AHMF02000081.1_cds_WP_004439553.1_1970	32.143	308	329
WP_004503081.1	lcl|NZ_AHMF02000034.1_cds_WP_004426761.1_3149	28.402	338	329
WP_004503081.1	lcl|NZ_AHMF02000074.1_cds_WP_002148036.1_2175	28.788	330	329
WP_004503081.1	lcl|NZ_AHMF02000059.1_cds_WP_004429771.1_2504	25.939	293	329
WP_004503081.1	lcl|NZ_AHMF02000122.1_cds_WP_004428880.1_366	26.908	249	329
WP_004503081.1	lcl|NZ_AHMF02000091.1_cds_WP_004428900.1_1614	25.212	353	329
WP_004503081.1	lcl|NZ_AHMF02000099.1_cds_WP_004428300.1_1272	27.612	268	329
WP_004503081.1	lcl|NZ_AHMF02000013.1_cds_WP_004432019.1_3862	24.308	325	329
WP_004503081.1	lcl|NZ_AHMF02000122.1_cds_WP_004428883.1_389	22.951	244	329
WP_239248135.1	lcl|NZ_AHMF02000122.1_cds_WP_002178459.1_384	29.870	231	267
WP_239248135.1	lcl|NZ_AHMF02000056.1_cds_WP_004430538.1_2669	26.455	189	267
WP_239248135.1	lcl|NZ_AHMF02000059.1_cds_WP_004422352.1_2531	33.858	127	267
WP_239248135.1	lcl|NZ_AHMF02000091.1_cds_WP_002178723.1_1615	22.709	251	267
WP_239248135.1	lcl|NZ_AHMF02000077.1_cds_WP_004427587.1_2133	37.209	86	267
WP_004503040.1	lcl|NZ_AHMF02000001.1_cds_WP_004430762.1_4207	27.726	321	509
WP_004503040.1	lcl|NZ_AHMF02000001.1_cds_WP_002148203.1_4208	28.723	94	509
WP_004503040.1	lcl|NZ_AHMF02000001.1_cds_WP_004430762.1_4207	27.726	321	509
WP_004503040.1	lcl|NZ_AHMF02000001.1_cds_WP_002148203.1_4208	28.723	94	509
WP_061221763.1	lcl|NZ_AHMF02000091.1_cds_WP_002178501.1_1633	28.063	253	330
WP_061221763.1	lcl|NZ_AHMF02000081.1_cds_WP_004439553.1_1970	26.199	271	330
WP_061221763.1	lcl|NZ_AHMF02000056.1_cds_WP_004430563.1_2670	26.361	349	330
WP_061221763.1	lcl|NZ_AHMF02000122.1_cds_WP_036068182.1_379	24.265	272	330
WP_061221763.1	lcl|NZ_AHMF02000034.1_cds_WP_004428772.1_3304	27.181	298	330
WP_061221763.1	lcl|NZ_AHMF02000122.1_cds_WP_002178756.1_370	25.000	256	330
WP_061221763.1	lcl|NZ_AHMF02000013.1_cds_WP_004432019.1_3862	27.092	251	330
WP_061221763.1	lcl|NZ_AHMF02000034.1_cds_WP_004426761.1_3149	30.000	260	330
WP_061221763.1	lcl|NZ_AHMF02000122.1_cds_WP_004428883.1_389	29.688	128	330
WP_061221763.1	lcl|NZ_AHMF02000059.1_cds_WP_004429771.1_2504	25.561	223	330
WP_061221763.1	lcl|NZ_AHMF02000099.1_cds_WP_004428300.1_1272	28.387	155	330
WP_004503036.1	lcl|NZ_AHMF02000039.1_cds_WP_004425075.1_2935	42.623	244	265
WP_004503036.1	lcl|NZ_AHMF02000094.1_cds_WP_004426701.1_1374	28.324	173	265
WP_004503060.1	lcl|NZ_AHMF02000083.1_cds_WP_016559742.1_1856	36.610	295	310
WP_004503060.1	lcl|NZ_AHMF02000094.1_cds_WP_004426701.1_1374	29.137	278	310
WP_004503060.1	lcl|NZ_AHMF02000111.1_cds_WP_004433341.1_891	23.954	263	310
WP_004503060.1	lcl|NZ_AHMF02000083.1_cds_WP_016559742.1_1856	36.610	295	310
WP_004503060.1	lcl|NZ_AHMF02000094.1_cds_WP_004426701.1_1374	29.137	278	310
WP_004503060.1	lcl|NZ_AHMF02000111.1_cds_WP_004433341.1_891	23.954	263	310
WP_004503042.1	lcl|NZ_AHMF02000028.1_cds_WP_004431569.1_3398	30.000	110	221
WP_004503042.1	lcl|NZ_AHMF02000034.1_cds_WP_004427848.1_3275	23.077	78	221
WP_016758358.1	lcl|NZ_AHMF02000091.1_cds_WP_004428874.1_1617	25.000	276	316
WP_016758358.1	lcl|NZ_AHMF02000028.1_cds_WP_004421166.1_3399	29.870	154	316
WP_016758358.1	lcl|NZ_AHMF02000068.1_cds_WP_004428576.1_2331	24.161	149	316
WP_016758358.1	lcl|NZ_AHMF02000122.1_cds_WP_002178568.1_376	25.658	152	316
WP_016758358.1	lcl|NZ_AHMF02000034.1_cds_WP_004427848.1_3275	23.926	163	316
WP_004503088.1	lcl|NZ_AHMF02000034.1_cds_WP_004427878.1_3269	29.932	147	175
WP_004503132.1	lcl|NZ_AHMF02000091.1_cds_WP_004428874.1_1617	28.814	413	405
WP_004503132.1	lcl|NZ_AHMF02000028.1_cds_WP_004421166.1_3399	25.481	208	405
WP_004503132.1	lcl|NZ_AHMF02000068.1_cds_WP_004428576.1_2331	20.909	220	405
WP_004503032.1	lcl|NZ_AHMF02000091.1_cds_WP_004428841.1_1632	30.376	372	358
WP_004503032.1	lcl|NZ_AHMF02000091.1_cds_WP_004428906.1_1631	30.789	380	358
WP_004503032.1	lcl|NZ_AHMF02000055.1_cds_WP_004428839.1_2691	33.133	332	358
WP_004503032.1	lcl|NZ_AHMF02000059.1_cds_WP_004429381.1_2526	30.051	396	358
WP_004503032.1	lcl|NZ_AHMF02000122.1_cds_WP_004428891.1_380	27.374	358	358
WP_004503032.1	lcl|NZ_AHMF02000056.1_cds_WP_016559403.1_2676	33.725	255	358
WP_004503032.1	lcl|NZ_AHMF02000113.1_cds_WP_036034116.1_691	25.806	372	358
WP_004503032.1	lcl|NZ_AHMF02000087.1_cds_WP_016559787.1_1742	32.768	177	358
WP_004503032.1	lcl|NZ_AHMF02000055.1_cds_WP_004428871.1_2693	26.415	265	358
WP_004503087.1	lcl|NZ_AHMF02000055.1_cds_WP_230489836.1_2694	25.664	113	308
WP_061217626.1	lcl|NZ_AHMF02000122.1_cds_WP_016560179.1_367	25.455	220	231
WP_004503049.1	lcl|NZ_AHMF02000091.1_cds_WP_004428874.1_1617	26.276	392	409
WP_004503049.1	lcl|NZ_AHMF02000028.1_cds_WP_004421166.1_3399	24.324	148	409
WP_004503049.1	lcl|NZ_AHMF02000034.1_cds_WP_004427848.1_3275	27.559	127	409
WP_004503099.1	lcl|NZ_AHMF02000055.1_cds_WP_004428839.1_2691	38.440	359	361
WP_004503099.1	lcl|NZ_AHMF02000056.1_cds_WP_016559403.1_2676	37.989	358	361
WP_004503099.1	lcl|NZ_AHMF02000087.1_cds_WP_016559787.1_1742	33.429	350	361
WP_004503099.1	lcl|NZ_AHMF02000059.1_cds_WP_004429381.1_2526	28.954	373	361
WP_004503099.1	lcl|NZ_AHMF02000091.1_cds_WP_004428841.1_1632	31.383	376	361
WP_004503099.1	lcl|NZ_AHMF02000091.1_cds_WP_004428906.1_1631	30.811	370	361
WP_004503099.1	lcl|NZ_AHMF02000122.1_cds_WP_004428891.1_380	26.772	254	361
WP_004503099.1	lcl|NZ_AHMF02000055.1_cds_WP_004428871.1_2693	26.449	276	361
WP_004503099.1	lcl|NZ_AHMF02000113.1_cds_WP_036034116.1_691	24.642	349	361
WP_004503089.1	lcl|NZ_AHMF02000056.1_cds_WP_004430577.1_2672	43.333	180	176
WP_239248137.1	lcl|NZ_AHMF02000122.1_cds_WP_002178659.1_375	25.694	144	250
WP_239248138.1	lcl|NZ_AHMF02000034.1_cds_WP_004426761.1_3149	28.963	328	313
WP_239248138.1	lcl|NZ_AHMF02000091.1_cds_WP_002178501.1_1633	26.959	319	313
WP_239248138.1	lcl|NZ_AHMF02000034.1_cds_WP_004428772.1_3304	26.087	322	313
WP_239248138.1	lcl|NZ_AHMF02000122.1_cds_WP_002178756.1_370	25.212	353	313
WP_239248138.1	lcl|NZ_AHMF02000081.1_cds_WP_004439553.1_1970	25.092	271	313
WP_239248138.1	lcl|NZ_AHMF02000122.1_cds_WP_036068182.1_379	26.087	230	313
WP_239248138.1	lcl|NZ_AHMF02000056.1_cds_WP_004430563.1_2670	24.159	327	313
WP_239248138.1	lcl|NZ_AHMF02000091.1_cds_WP_004428900.1_1614	25.685	292	313
