WP_002614501.1	lcl|NZ_AKXD02000024.1_cds_WP_004753574.1_1513	88.679	106	106
WP_004503085.1	lcl|NZ_AKXD02000024.1_cds_WP_004782132.1_1512	91.026	312	314
WP_004503085.1	lcl|NZ_AKXD02000024.1_cds_WP_004782145.1_1508	23.432	303	314
WP_004503085.1	lcl|NZ_AKXD02000014.1_cds_WP_004753565.1_2696	23.077	325	314
WP_004503085.1	lcl|NZ_AKXD02000024.1_cds_WP_004782086.1_1499	21.377	276	314
WP_004503085.1	lcl|NZ_AKXD02000021.1_cds_WP_004781747.1_1802	20.996	281	314
WP_004503085.1	lcl|NZ_AKXD02000047.1_cds_WP_004751543.1_180	22.330	309	314
WP_004503080.1	lcl|NZ_AKXD02000046.1_cds_WP_004752075.1_223	40.714	140	185
WP_004503081.1	lcl|NZ_AKXD02000024.1_cds_WP_004782145.1_1508	29.855	345	329
WP_004503081.1	lcl|NZ_AKXD02000014.1_cds_WP_004753565.1_2696	31.429	315	329
WP_004503081.1	lcl|NZ_AKXD02000024.1_cds_WP_004782086.1_1499	31.104	299	329
WP_004503081.1	lcl|NZ_AKXD02000047.1_cds_WP_004751543.1_180	31.922	307	329
WP_004503081.1	lcl|NZ_AKXD02000021.1_cds_WP_004781747.1_1802	29.552	335	329
WP_004503081.1	lcl|NZ_AKXD02000014.1_cds_WP_004755135.1_2544	29.538	325	329
WP_004503081.1	lcl|NZ_AKXD02000047.1_cds_WP_004751412.1_168	28.788	330	329
WP_004503081.1	lcl|NZ_AKXD02000014.1_cds_WP_004781102.1_2394	26.549	339	329
WP_004503081.1	lcl|NZ_AKXD02000024.1_cds_WP_004782132.1_1512	25.949	316	329
WP_004503081.1	lcl|NZ_AKXD02000024.1_cds_WP_004782127.1_1468	25.424	354	329
WP_004503081.1	lcl|NZ_AKXD02000001.1_cds_WP_004751780.1_3533	28.148	270	329
WP_004503081.1	lcl|NZ_AKXD02000014.1_cds_WP_004768084.1_2823	29.444	180	329
WP_004503081.1	lcl|NZ_AKXD02000003.1_cds_WP_004750263.1_3219	25.856	263	329
WP_004503081.1	lcl|NZ_AKXD02000024.1_cds_WP_000048849.1_1489	22.951	244	329
WP_004503081.1	lcl|NZ_AKXD02000018.1_cds_WP_004781356.1_2155	30.469	128	329
WP_239248135.1	lcl|NZ_AKXD02000024.1_cds_WP_000432841.1_1494	28.085	235	267
WP_239248135.1	lcl|NZ_AKXD02000021.1_cds_WP_004781743.1_1801	25.926	189	267
WP_239248135.1	lcl|NZ_AKXD02000014.1_cds_WP_004781013.1_2373	26.804	194	267
WP_239248135.1	lcl|NZ_AKXD02000024.1_cds_WP_000869621.1_1469	22.709	251	267
WP_239248135.1	lcl|NZ_AKXD02000019.1_cds_WP_004758210.1_2037	37.209	86	267
WP_004503040.1	lcl|NZ_AKXD02000001.1_cds_WP_004780398.1_3461	26.625	323	509
WP_004503040.1	lcl|NZ_AKXD02000001.1_cds_WP_004752264.1_3462	28.723	94	509
WP_004503040.1	lcl|NZ_AKXD02000040.1_cds_WP_004782893.1_642	32.787	122	509
WP_004503040.1	lcl|NZ_AKXD02000001.1_cds_WP_004780398.1_3461	26.625	323	509
WP_004503040.1	lcl|NZ_AKXD02000001.1_cds_WP_004752264.1_3462	28.723	94	509
WP_004503040.1	lcl|NZ_AKXD02000040.1_cds_WP_004782893.1_642	32.787	122	509
WP_061221763.1	lcl|NZ_AKXD02000047.1_cds_WP_004751543.1_180	26.199	271	330
WP_061221763.1	lcl|NZ_AKXD02000024.1_cds_WP_004782086.1_1499	23.792	269	330
WP_061221763.1	lcl|NZ_AKXD02000021.1_cds_WP_004781747.1_1802	25.150	334	330
WP_061221763.1	lcl|NZ_AKXD02000014.1_cds_WP_004753565.1_2696	26.812	276	330
WP_061221763.1	lcl|NZ_AKXD02000014.1_cds_WP_004768084.1_2823	27.092	251	330
WP_061221763.1	lcl|NZ_AKXD02000024.1_cds_WP_004782145.1_1508	25.000	256	330
WP_061221763.1	lcl|NZ_AKXD02000024.1_cds_WP_000048849.1_1489	30.469	128	330
WP_061221763.1	lcl|NZ_AKXD02000014.1_cds_WP_004755135.1_2544	29.457	258	330
WP_061221763.1	lcl|NZ_AKXD02000014.1_cds_WP_004781102.1_2394	25.110	227	330
WP_061221763.1	lcl|NZ_AKXD02000024.1_cds_WP_004782124.1_1466	24.409	254	330
