WP_002614501.1	lcl|NZ_AFKX01000088.1_cds_WP_000340715.1_2855	86.792	106	106
WP_004503085.1	lcl|NZ_AFKX01000088.1_cds_WP_000410273.1_2854	91.374	313	314
WP_004503085.1	lcl|NZ_AFKX01000088.1_cds_WP_000093099.1_2834	57.143	63	314
WP_004503085.1	lcl|NZ_AFKX01000088.1_cds_WP_000646250.1_2851	28.175	252	314
WP_004503085.1	lcl|NZ_AFKX01000078.1_cds_WP_000744700.1_3113	23.077	325	314
WP_004503085.1	lcl|NZ_AFKX01000088.1_cds_WP_000600889.1_2825	23.656	186	314
WP_004503085.1	lcl|NZ_AFKX01000048.1_cds_WP_000723090.1_3461	22.145	289	314
WP_004503085.1	lcl|NZ_AFKX01000088.1_cds_WP_001067557.1_2848	24.923	325	314
WP_004503038.1	lcl|NZ_AFKX01000088.1_cds_WP_000604524.1_2853	83.562	365	365
WP_004503080.1	lcl|NZ_AFKX01000088.1_cds_WP_000884059.1_2852	96.216	185	185
WP_004503080.1	lcl|NZ_AFKX01000080.1_cds_WP_000351733.1_3047	40.000	140	185
WP_004503081.1	lcl|NZ_AFKX01000088.1_cds_WP_000646250.1_2851	95.441	329	329
WP_004503081.1	lcl|NZ_AFKX01000078.1_cds_WP_000744700.1_3113	32.063	315	329
WP_004503081.1	lcl|NZ_AFKX01000048.1_cds_WP_000723090.1_3461	29.851	335	329
WP_004503081.1	lcl|NZ_AFKX01000088.1_cds_WP_000600889.1_2825	30.408	319	329
WP_004503081.1	lcl|NZ_AFKX01000256.1_cds_WP_001984071.1_876	30.945	307	329
WP_004503081.1	lcl|NZ_AFKX01000142.1_cds_WP_000649925.1_1859	28.882	322	329
WP_004503081.1	lcl|NZ_AFKX01000384.1_cds_WP_000709511.1_146	28.182	330	329
WP_004503081.1	lcl|NZ_AFKX01000088.1_cds_WP_001067557.1_2848	28.852	305	329
WP_004503081.1	lcl|NZ_AFKX01000088.1_cds_WP_000601375.1_2798	25.000	300	329
WP_004503081.1	lcl|NZ_AFKX01000163.1_cds_WP_000688695.1_1620	28.102	274	329
WP_004503081.1	lcl|NZ_AFKX01000088.1_cds_WP_000410273.1_2854	26.266	316	329
WP_004503081.1	lcl|NZ_AFKX01000088.1_cds_WP_000475904.1_2789	26.642	274	329
WP_004503081.1	lcl|NZ_AFKX01000007.1_cds_WP_001074785.1_3706	28.679	265	329
WP_004503081.1	lcl|NZ_AFKX01000088.1_cds_WP_000487322.1_2800	27.385	325	329
WP_004503081.1	lcl|NZ_AFKX01000173.1_cds_WP_001003555.1_1570	24.551	334	329
WP_239248135.1	lcl|NZ_AFKX01000088.1_cds_WP_000774262.1_2850	94.007	267	267
WP_239248135.1	lcl|NZ_AFKX01000088.1_cds_WP_000859505.1_2801	27.885	208	267
WP_239248135.1	lcl|NZ_AFKX01000088.1_cds_WP_000800438.1_2820	26.178	191	267
WP_239248135.1	lcl|NZ_AFKX01000130.1_cds_WP_000667727.1_2006	32.727	110	267
WP_239248135.1	lcl|NZ_AFKX01000048.1_cds_WP_002036367.1_3460	26.786	168	267
WP_239248135.1	lcl|NZ_AFKX01000116.1_cds_WP_000805357.1_2262	37.209	86	267
WP_004503040.1	lcl|NZ_AFKX01000088.1_cds_WP_000612797.1_2849	92.731	509	509
WP_004503040.1	lcl|NZ_AFKX01000233.1_cds_WP_000291591.1_1128	26.791	321	509
WP_004503040.1	lcl|NZ_AFKX01000233.1_cds_WP_000364507.1_1127	28.723	94	509
WP_004503040.1	lcl|NZ_AFKX01000088.1_cds_WP_000612797.1_2849	92.731	509	509
WP_004503040.1	lcl|NZ_AFKX01000233.1_cds_WP_000291591.1_1128	26.791	321	509
WP_004503040.1	lcl|NZ_AFKX01000233.1_cds_WP_000364507.1_1127	28.723	94	509
WP_061221763.1	lcl|NZ_AFKX01000088.1_cds_WP_001067557.1_2848	97.576	330	330
WP_061221763.1	lcl|NZ_AFKX01000088.1_cds_WP_000646250.1_2851	29.316	307	330
