WP_002614501.1	lcl|NZ_JPUC01000062.1_cds_WP_002725873.1_1198	95.283	106	106
WP_004503085.1	lcl|NZ_JPUC01000062.1_cds_WP_002733579.1_1199	97.444	313	314
WP_004503085.1	lcl|NZ_JPUC01000062.1_cds_WP_002733534.1_1202	27.381	252	314
WP_004503085.1	lcl|NZ_JPUC01000004.1_cds_WP_002722638.1_102	24.534	322	314
WP_004503085.1	lcl|NZ_JPUC01000064.1_cds_WP_002740024.1_1342	21.708	281	314
WP_004503085.1	lcl|NZ_JPUC01000150.1_cds_WP_002728309.1_2762	24.759	311	314
WP_004503085.1	lcl|NZ_JPUC01000024.1_cds_WP_002743770.1_723	23.770	122	314
WP_004503085.1	lcl|NZ_JPUC01000062.1_cds_WP_002740721.1_1205	24.308	325	314
WP_004503085.1	lcl|NZ_JPUC01000062.1_cds_WP_016749081.1_1231	25.641	117	314
WP_004503038.1	lcl|NZ_JPUC01000062.1_cds_WP_026054882.1_1200	93.425	365	365
WP_004503080.1	lcl|NZ_JPUC01000062.1_cds_WP_002733646.1_1201	96.216	185	185
WP_004503080.1	lcl|NZ_JPUC01000091.1_cds_WP_002721790.1_1854	36.301	146	185
WP_004503081.1	lcl|NZ_JPUC01000062.1_cds_WP_002733534.1_1202	93.921	329	329
WP_004503081.1	lcl|NZ_JPUC01000004.1_cds_WP_002722638.1_102	30.380	316	329
WP_004503081.1	lcl|NZ_JPUC01000150.1_cds_WP_002728309.1_2762	30.645	310	329
WP_004503081.1	lcl|NZ_JPUC01000064.1_cds_WP_002740024.1_1342	30.448	335	329
WP_004503081.1	lcl|NZ_JPUC01000024.1_cds_WP_002743770.1_723	26.686	341	329
WP_004503081.1	lcl|NZ_JPUC01000150.1_cds_WP_002728316.1_2765	28.485	330	329
WP_004503081.1	lcl|NZ_JPUC01000062.1_cds_WP_002733638.1_1239	27.714	350	329
WP_004503081.1	lcl|NZ_JPUC01000159.1_cds_WP_002741146.1_3055	28.165	316	329
WP_004503081.1	lcl|NZ_JPUC01000064.1_cds_WP_002733546.1_1317	26.119	268	329
WP_004503081.1	lcl|NZ_JPUC01000062.1_cds_WP_002740721.1_1205	28.939	311	329
WP_004503081.1	lcl|NZ_JPUC01000156.1_cds_WP_002732331.1_2917	25.000	348	329
WP_004503081.1	lcl|NZ_JPUC01000062.1_cds_WP_002733579.1_1199	27.711	249	329
WP_004503081.1	lcl|NZ_JPUC01000062.1_cds_WP_002744551.1_1233	28.148	270	329
WP_004503081.1	lcl|NZ_JPUC01000062.1_cds_WP_016749081.1_1231	23.913	322	329
WP_004503081.1	lcl|NZ_JPUC01000075.1_cds_WP_002740236.1_1557	27.170	265	329
WP_004503081.1	lcl|NZ_JPUC01000064.1_cds_WP_002733698.1_1325	25.912	274	329
WP_004503081.1	lcl|NZ_JPUC01000005.1_cds_WP_002721725.1_147	25.000	336	329
WP_004503081.1	lcl|NZ_JPUC01000064.1_cds_WP_002733757.1_1315	27.431	288	329
WP_004503081.1	lcl|NZ_JPUC01000008.1_cds_WP_002739935.1_187	28.235	170	329
WP_239248135.1	lcl|NZ_JPUC01000062.1_cds_WP_002733627.1_1203	92.135	267	267
WP_239248135.1	lcl|NZ_JPUC01000062.1_cds_WP_002740926.1_1244	25.888	197	267
WP_239248135.1	lcl|NZ_JPUC01000064.1_cds_WP_002738295.1_1314	25.481	208	267
WP_239248135.1	lcl|NZ_JPUC01000064.1_cds_WP_002727921.1_1343	26.455	189	267
WP_239248135.1	lcl|NZ_JPUC01000135.1_cds_WP_002729040.1_2571	34.545	110	267
WP_239248135.1	lcl|NZ_JPUC01000024.1_cds_WP_002729513.1_724	26.984	189	267
WP_239248135.1	lcl|NZ_JPUC01000021.1_cds_WP_002766579.1_551	36.047	86	267
WP_004503040.1	lcl|NZ_JPUC01000062.1_cds_WP_002740779.1_1204	92.141	509	509
WP_004503040.1	lcl|NZ_JPUC01000086.1_cds_WP_002728536.1_1706	26.426	333	509
WP_004503040.1	lcl|NZ_JPUC01000086.1_cds_WP_002728534.1_1705	30.435	115	509
WP_004503040.1	lcl|NZ_JPUC01000062.1_cds_WP_002740779.1_1204	92.141	509	509
WP_004503040.1	lcl|NZ_JPUC01000086.1_cds_WP_002728536.1_1706	26.426	333	509
WP_004503040.1	lcl|NZ_JPUC01000086.1_cds_WP_002728534.1_1705	30.435	115	509
WP_061221763.1	lcl|NZ_JPUC01000062.1_cds_WP_002740721.1_1205	95.758	330	330
WP_061221763.1	lcl|NZ_JPUC01000150.1_cds_WP_002728309.1_2762	26.374	273	330
WP_061221763.1	lcl|NZ_JPUC01000062.1_cds_WP_002744551.1_1233	27.835	291	330
WP_061221763.1	lcl|NZ_JPUC01000062.1_cds_WP_002733534.1_1202	29.642	307	330
WP_061221763.1	lcl|NZ_JPUC01000062.1_cds_WP_016749081.1_1231	30.317	221	330
WP_061221763.1	lcl|NZ_JPUC01000004.1_cds_WP_002722638.1_102	27.758	281	330
WP_061221763.1	lcl|NZ_JPUC01000064.1_cds_WP_002740024.1_1342	26.814	317	330
WP_061221763.1	lcl|NZ_JPUC01000156.1_cds_WP_002732331.1_2917	27.391	230	330
WP_061221763.1	lcl|NZ_JPUC01000159.1_cds_WP_002741146.1_3055	29.066	289	330
WP_061221763.1	lcl|NZ_JPUC01000005.1_cds_WP_002721725.1_147	24.490	245	330
WP_061221763.1	lcl|NZ_JPUC01000062.1_cds_WP_002733638.1_1239	26.621	293	330
WP_061221763.1	lcl|NZ_JPUC01000064.1_cds_WP_002733546.1_1317	25.641	273	330
WP_061221763.1	lcl|NZ_JPUC01000024.1_cds_WP_002743770.1_723	24.648	142	330
WP_061221763.1	lcl|NZ_JPUC01000062.1_cds_WP_002733579.1_1199	24.024	333	330
WP_004503073.1	lcl|NZ_JPUC01000062.1_cds_WP_002740729.1_1208	37.912	546	535
WP_004503073.1	lcl|NZ_JPUC01000062.1_cds_WP_002740729.1_1208	37.912	546	535
WP_004503036.1	lcl|NZ_JPUC01000062.1_cds_WP_002740998.1_1209	67.170	265	265
WP_004503036.1	lcl|NZ_JPUC01000020.1_cds_WP_002742191.1_535	41.803	244	265
WP_004503060.1	lcl|NZ_JPUC01000062.1_cds_WP_032853071.1_1210	88.065	310	310
WP_004503060.1	lcl|NZ_JPUC01000099.1_cds_WP_002741402.1_1952	37.954	303	310
WP_004503060.1	lcl|NZ_JPUC01000042.1_cds_WP_002727287.1_927	28.470	281	310
WP_004503060.1	lcl|NZ_JPUC01000091.1_cds_WP_002727177.1_1804	26.244	221	310
WP_004503060.1	lcl|NZ_JPUC01000062.1_cds_WP_032853071.1_1210	88.065	310	310
WP_004503060.1	lcl|NZ_JPUC01000099.1_cds_WP_002741402.1_1952	37.954	303	310
WP_004503060.1	lcl|NZ_JPUC01000042.1_cds_WP_002727287.1_927	28.470	281	310
WP_004503060.1	lcl|NZ_JPUC01000091.1_cds_WP_002727177.1_1804	26.244	221	310
WP_004503095.1	lcl|NZ_JPUC01000062.1_cds_WP_002740848.1_1211	92.424	264	264
WP_004503106.1	lcl|NZ_JPUC01000062.1_cds_WP_032853450.1_1212	88.462	130	130
WP_004503130.1	lcl|NZ_JPUC01000062.1_cds_WP_004777167.1_1213	76.429	140	146
WP_004503042.1	lcl|NZ_JPUC01000062.1_cds_WP_002740917.1_1214	86.878	221	221
WP_004503042.1	lcl|NZ_JPUC01000057.1_cds_WP_002727076.1_1127	29.412	102	221
WP_004503042.1	lcl|NZ_JPUC01000004.1_cds_WP_011671435.1_131	23.077	78	221
WP_016758358.1	lcl|NZ_JPUC01000062.1_cds_WP_002740977.1_1226	25.926	270	316
WP_016758358.1	lcl|NZ_JPUC01000057.1_cds_WP_002740458.1_1128	27.564	156	316
WP_016758358.1	lcl|NZ_JPUC01000062.1_cds_WP_230456811.1_1217	24.427	262	316
WP_016758358.1	lcl|NZ_JPUC01000064.1_cds_WP_002740041.1_1299	30.769	104	316
WP_016758358.1	lcl|NZ_JPUC01000035.1_cds_WP_016749152.1_873	25.175	143	316
WP_016758358.1	lcl|NZ_JPUC01000004.1_cds_WP_011671435.1_131	25.610	164	316
WP_016758358.1	lcl|NZ_JPUC01000064.1_cds_IQ66_RS10345_1307	26.667	90	316
WP_004503088.1	lcl|NZ_JPUC01000004.1_cds_WP_002727846.1_137	28.966	145	175
WP_004503132.1	lcl|NZ_JPUC01000062.1_cds_WP_002740977.1_1226	32.124	386	405
WP_004503132.1	lcl|NZ_JPUC01000035.1_cds_WP_016749152.1_873	24.545	220	405
WP_004503032.1	lcl|NZ_JPUC01000062.1_cds_WP_002740861.1_1207	34.906	318	358
WP_004503032.1	lcl|NZ_JPUC01000135.1_cds_WP_002728994.1_2577	29.337	392	358
WP_004503032.1	lcl|NZ_JPUC01000062.1_cds_WP_002733737.1_1227	32.270	282	358
WP_004503032.1	lcl|NZ_JPUC01000062.1_cds_WP_002740826.1_1206	33.043	345	358
WP_004503032.1	lcl|NZ_JPUC01000062.1_cds_WP_002733599.1_1240	27.297	381	358
