WP_002614501.1	lcl|NZ_JADDWB010000005.1_cds_WP_002725873.1_2813	95.283	106	106
WP_004503085.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733579.1_2812	97.444	313	314
WP_004503085.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733534.1_2809	27.381	252	314
WP_004503085.1	lcl|NZ_JADDWB010000019.1_cds_WP_002722638.1_785	24.534	322	314
WP_004503085.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740024.1_2718	21.708	281	314
WP_004503085.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728309.1_3068	24.759	311	314
WP_004503085.1	lcl|NZ_JADDWB010000014.1_cds_WP_002743770.1_416	23.770	122	314
WP_004503085.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740721.1_2806	24.308	325	314
WP_004503085.1	lcl|NZ_JADDWB010000005.1_cds_WP_016749081.1_2780	25.641	117	314
WP_004503038.1	lcl|NZ_JADDWB010000005.1_cds_WP_026054882.1_2811	93.425	365	365
WP_004503080.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733646.1_2810	96.216	185	185
WP_004503080.1	lcl|NZ_JADDWB010000004.1_cds_WP_002721790.1_2509	36.301	146	185
WP_004503081.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733534.1_2809	93.921	329	329
WP_004503081.1	lcl|NZ_JADDWB010000019.1_cds_WP_002722638.1_785	30.380	316	329
WP_004503081.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728309.1_3068	30.645	310	329
WP_004503081.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740024.1_2718	30.448	335	329
WP_004503081.1	lcl|NZ_JADDWB010000014.1_cds_WP_002743770.1_416	26.686	341	329
WP_004503081.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728316.1_3065	28.485	330	329
WP_004503081.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733638.1_2772	27.714	350	329
WP_004503081.1	lcl|NZ_JADDWB010000075.1_cds_WP_002741146.1_3115	28.165	316	329
