WP_002614501.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_135746496.1_767	58.696	92	106
WP_004503085.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_135746495.1_768	82.258	310	314
WP_004503085.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_265394842.1_390	26.518	313	314
WP_004503085.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_135745407.1_363	23.242	327	314
WP_004503085.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_135744912.1_1401	23.567	314	314
WP_004503085.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_265396280.1_2150	21.552	232	314
WP_004503085.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_135743732.1_2665	22.043	186	314
WP_004503085.1	lcl|NZ_JAMQPZ010000030.1_cds_WP_265396304.1_2499	24.194	186	314
WP_004503038.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_238753116.1_770	53.867	362	365
WP_004503080.1	lcl|NZ_JAMQPZ010000010.1_cds_WP_135744205.1_562	33.571	140	185
WP_004503081.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_135745407.1_363	31.746	315	329
WP_004503081.1	lcl|NZ_JAMQPZ010000030.1_cds_WP_265396304.1_2499	27.299	348	329
WP_004503081.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_135744912.1_1401	29.967	307	329
WP_004503081.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_135743732.1_2665	28.739	341	329
WP_004503081.1	lcl|NZ_JAMQPZ010000027.1_cds_WP_322113261.1_2169	30.408	319	329
WP_004503081.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_265394917.1_1639	27.245	323	329
WP_004503081.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_265396280.1_2150	28.044	271	329
WP_004503081.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_265394842.1_390	26.198	313	329
WP_004503081.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_238753148.1_2138	26.115	314	329
WP_004503081.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_135746495.1_768	26.266	316	329
WP_004503081.1	lcl|NZ_JAMQPZ010000027.1_cds_WP_238753183.1_2162	26.908	249	329
WP_004503081.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238734906.1_1705	27.200	250	329
WP_004503081.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_135745455.1_309	30.588	170	329
WP_004503081.1	lcl|NZ_JAMQPZ010000009.1_cds_WP_238753226.1_3758	24.906	265	329
WP_004503081.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_265394720.1_34	27.528	178	329
WP_004503081.1	lcl|NZ_JAMQPZ010000027.1_cds_WP_135746455.1_2172	30.769	156	329
WP_004503081.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_208739683.1_2676	25.484	310	329
WP_004503081.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238734886.1_1697	23.333	270	329
WP_004503081.1	lcl|NZ_JAMQPZ010000027.1_cds_WP_135746444.1_2161	19.048	252	329
WP_239248135.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_265396277.1_2145	24.500	200	267
WP_239248135.1	lcl|NZ_JAMQPZ010000027.1_cds_WP_135746453.1_2170	26.496	234	267
WP_239248135.1	lcl|NZ_JAMQPZ010000009.1_cds_WP_135746379.1_3697	24.521	261	267
WP_239248135.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_135745137.1_1733	38.136	118	267
WP_239248135.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_135744998.1_1572	28.977	176	267
WP_239248135.1	lcl|NZ_JAMQPZ010000030.1_cds_WP_322113260.1_2498	23.196	194	267
WP_239248135.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_238754283.1_2664	26.562	192	267
WP_004503040.1	lcl|NZ_JAMQPZ010000010.1_cds_WP_265395737.1_540	24.299	321	509
WP_004503040.1	lcl|NZ_JAMQPZ010000010.1_cds_WP_135744224.1_539	27.193	114	509
WP_004503040.1	lcl|NZ_JAMQPZ010000010.1_cds_WP_265395737.1_540	24.299	321	509
WP_004503040.1	lcl|NZ_JAMQPZ010000010.1_cds_WP_135744224.1_539	27.193	114	509
WP_061221763.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_238753148.1_2138	33.754	317	330
WP_061221763.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_135744912.1_1401	25.540	278	330
WP_061221763.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238734906.1_1705	27.863	262	330
WP_061221763.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_135745407.1_363	26.812	276	330
WP_061221763.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_265394842.1_390	26.061	330	330
WP_061221763.1	lcl|NZ_JAMQPZ010000030.1_cds_WP_265396304.1_2499	24.316	329	330
WP_061221763.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_265396280.1_2150	27.273	231	330
WP_061221763.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238734886.1_1697	24.715	263	330
WP_061221763.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_265394720.1_34	26.820	261	330
WP_061221763.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_135743732.1_2665	22.442	303	330
WP_061221763.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_265394917.1_1639	28.000	150	330
WP_061221763.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_135745455.1_309	26.341	205	330
WP_004503036.1	lcl|NZ_JAMQPZ010000005.1_cds_WP_135571635.1_2866	38.132	257	265
WP_004503036.1	lcl|NZ_JAMQPZ010000019.1_cds_WP_265396133.1_1493	26.036	169	265
WP_004503060.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_135745604.1_130	37.874	301	310
WP_004503060.1	lcl|NZ_JAMQPZ010000019.1_cds_WP_265396133.1_1493	29.904	311	310
WP_004503060.1	lcl|NZ_JAMQPZ010000010.1_cds_WP_135744150.1_625	24.046	262	310
WP_004503060.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_135745604.1_130	37.874	301	310
WP_004503060.1	lcl|NZ_JAMQPZ010000019.1_cds_WP_265396133.1_1493	29.904	311	310
WP_004503060.1	lcl|NZ_JAMQPZ010000010.1_cds_WP_135744150.1_625	24.046	262	310
WP_004503042.1	lcl|NZ_JAMQPZ010000025.1_cds_WP_265396270.1_2124	31.068	103	221
WP_004503042.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_238754055.1_2731	30.303	99	221
WP_016758358.1	lcl|NZ_JAMQPZ010000003.1_cds_WP_238754657.1_2464	26.380	163	316
WP_016758358.1	lcl|NZ_JAMQPZ010000008.1_cds_WP_238734288.1_3577	27.193	114	316
WP_016758358.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_135746578.1_672	23.899	159	316
WP_016758358.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_265395240.1_2753	28.906	128	316
WP_004503088.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238735060.1_1827	32.639	144	175
WP_004503032.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_265396278.1_2147	41.810	232	358
WP_004503032.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_135746491.1_772	28.389	391	358
WP_004503032.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238777403.1_1766	29.592	392	358
WP_004503032.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_238753149.1_2139	27.174	368	358
WP_004503032.1	lcl|NZ_JAMQPZ010000005.1_cds_WP_265395298.1_2918	25.967	362	358
WP_004503032.1	lcl|NZ_JAMQPZ010000017.1_cds_WP_265396062.1_1307	29.918	244	358
WP_004503087.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_135746468.1_2143	27.397	292	308
WP_004503049.1	lcl|NZ_JAMQPZ010000008.1_cds_WP_238734288.1_3577	27.200	125	409
WP_004503099.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_135746491.1_772	34.153	366	361
WP_004503099.1	lcl|NZ_JAMQPZ010000017.1_cds_WP_265396062.1_1307	32.676	355	361
WP_004503099.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238777403.1_1766	30.256	390	361
WP_004503099.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_265396278.1_2147	36.866	217	361
WP_004503099.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_238753149.1_2139	27.350	351	361
WP_004503099.1	lcl|NZ_JAMQPZ010000005.1_cds_WP_265395298.1_2918	23.768	345	361
WP_004503089.1	lcl|NZ_JAMQPZ010000030.1_cds_WP_238753346.1_2500	42.697	178	176
WP_239248138.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_135745407.1_363	30.769	286	313
WP_239248138.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_265394842.1_390	26.667	315	313
WP_239248138.1	lcl|NZ_JAMQPZ010000027.1_cds_WP_322113261.1_2169	28.526	312	313
WP_239248138.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_135744912.1_1401	27.203	261	313
WP_239248138.1	lcl|NZ_JAMQPZ010000026.1_cds_WP_265396280.1_2150	27.727	220	313
WP_239248138.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_135743732.1_2665	24.138	261	313
WP_239248138.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_135746495.1_768	24.316	329	313
WP_239248138.1	lcl|NZ_JAMQPZ010000027.1_cds_WP_135746455.1_2172	29.661	118	313
WP_239248138.1	lcl|NZ_JAMQPZ010000030.1_cds_WP_265396304.1_2499	22.222	261	313
WP_004503138.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_135744912.1_1401	30.851	188	311
WP_004503138.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_135743732.1_2665	26.937	271	311
WP_004503138.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_265394842.1_390	27.037	270	311
WP_004503138.1	lcl|NZ_JAMQPZ010000030.1_cds_WP_265396304.1_2499	23.511	319	311
WP_004503138.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238734906.1_1705	29.670	182	311
WP_004503138.1	lcl|NZ_JAMQPZ010000009.1_cds_WP_238753226.1_3758	28.667	150	311
WP_004503138.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238734886.1_1697	24.088	274	311
WP_004503138.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_208739683.1_2676	26.180	233	311
WP_004503127.1	lcl|NZ_JAMQPZ010000012.1_cds_WP_135744267.1_897	24.691	162	361
WP_004503127.1	lcl|NZ_JAMQPZ010000027.1_cds_WP_265396289.1_2168	23.577	123	361
WP_061236010.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_265394948.1_1749	32.341	504	595
WP_061236010.1	lcl|NZ_JAMQPZ010000005.1_cds_WP_265395367.1_3070	32.150	535	595
WP_061236010.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238776969.1_1810	47.414	232	595
WP_061236010.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_265395807.1_771	29.102	512	595
WP_061236010.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_135744907.1_1396	28.991	545	595
WP_061236010.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_265396113.1_1394	41.126	231	595
WP_061236010.1	lcl|NZ_JAMQPZ010000007.1_cds_WP_265395537.1_3433	33.333	258	595
WP_061236010.1	lcl|NZ_JAMQPZ010000006.1_cds_WP_135745841.1_3109	32.301	226	595
WP_061236010.1	lcl|NZ_JAMQPZ010000014.1_cds_WP_265395960.1_1040	28.326	233	595
WP_061236010.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_265396085.1_1376	31.667	180	595
WP_061236010.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_265394894.1_1547	29.231	195	595
WP_061236010.1	lcl|NZ_JAMQPZ010000016.1_cds_WP_100728389.1_1241	27.670	206	595
WP_061236010.1	lcl|NZ_JAMQPZ010000006.1_cds_WP_265395419.1_3177	28.700	223	595
WP_061236010.1	lcl|NZ_JAMQPZ010000008.1_cds_WP_238734424.1_3499	29.858	211	595
WP_061236010.1	lcl|NZ_JAMQPZ010000010.1_cds_WP_135592366.1_534	26.549	226	595
WP_061236010.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_135744926.1_1419	27.236	246	595
WP_061236010.1	lcl|NZ_JAMQPZ010000010.1_cds_WP_135744206.1_561	28.440	218	595
WP_061236010.1	lcl|NZ_JAMQPZ010000009.1_cds_WP_238777984.1_3706	28.194	227	595
WP_061236010.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_238776757.1_191	32.796	186	595
WP_061236010.1	lcl|NZ_JAMQPZ010000009.1_cds_WP_135746386.1_3704	27.273	165	595
