WP_002614501.1	lcl|NZ_JQPM01000100.1_cds_WP_000340715.1_2434	86.792	106	106
WP_004503085.1	lcl|NZ_JQPM01000100.1_cds_WP_000410273.1_2433	91.374	313	314
WP_004503085.1	lcl|NZ_JQPM01000100.1_cds_WP_000646251.1_2430	27.778	252	314
WP_004503085.1	lcl|NZ_JQPM01000032.1_cds_WP_000744700.1_945	23.077	325	314
WP_004503085.1	lcl|NZ_JQPM01000100.1_cds_WP_000723090.1_2362	22.145	289	314
WP_004503085.1	lcl|NZ_JQPM01000100.1_cds_WP_001067557.1_2427	24.923	325	314
WP_004503038.1	lcl|NZ_JQPM01000100.1_cds_WP_061250446.1_2432	83.288	365	365
WP_004503080.1	lcl|NZ_JQPM01000100.1_cds_WP_000884059.1_2431	96.216	185	185
WP_004503080.1	lcl|NZ_JQPM01000014.1_cds_WP_000351733.1_413	40.000	140	185
WP_004503081.1	lcl|NZ_JQPM01000100.1_cds_WP_000646251.1_2430	94.833	329	329
WP_004503081.1	lcl|NZ_JQPM01000032.1_cds_WP_000744700.1_945	32.063	315	329
WP_004503081.1	lcl|NZ_JQPM01000100.1_cds_WP_000723090.1_2362	29.851	335	329
WP_004503081.1	lcl|NZ_JQPM01000042.1_cds_WP_001984071.1_1163	30.945	307	329
WP_004503081.1	lcl|NZ_JQPM01000004.1_cds_WP_000649923.1_70	28.882	322	329
WP_004503081.1	lcl|NZ_JQPM01000170.1_cds_WP_000709508.1_3376	28.485	330	329
WP_004503081.1	lcl|NZ_JQPM01000100.1_cds_WP_001067557.1_2427	28.852	305	329
WP_004503081.1	lcl|NZ_JQPM01000042.1_cds_WP_000688696.1_1143	28.102	274	329
WP_004503081.1	lcl|NZ_JQPM01000100.1_cds_WP_000410273.1_2433	26.266	316	329
WP_004503081.1	lcl|NZ_JQPM01000100.1_cds_WP_000475904.1_2379	26.642	274	329
WP_004503081.1	lcl|NZ_JQPM01000016.1_cds_WP_017858396.1_500	28.679	265	329
WP_004503081.1	lcl|NZ_JQPM01000058.1_cds_WP_001003561.1_1586	24.085	328	329
WP_239248135.1	lcl|NZ_JQPM01000100.1_cds_WP_061250445.1_2429	94.382	267	267
WP_239248135.1	lcl|NZ_JQPM01000100.1_cds_WP_000842260.1_2361	26.316	190	267
WP_239248135.1	lcl|NZ_JQPM01000191.1_cds_WP_000667727.1_3557	32.727	110	267
WP_239248135.1	lcl|NZ_JQPM01000131.1_cds_WP_000805357.1_2919	37.209	86	267
WP_004503040.1	lcl|NZ_JQPM01000100.1_cds_WP_000612798.1_2428	91.749	509	509
WP_004503040.1	lcl|NZ_JQPM01000009.1_cds_WP_061250112.1_307	26.791	321	509
WP_004503040.1	lcl|NZ_JQPM01000009.1_cds_WP_000364507.1_306	28.723	94	509
WP_004503040.1	lcl|NZ_JQPM01000100.1_cds_WP_000612798.1_2428	91.749	509	509
WP_004503040.1	lcl|NZ_JQPM01000009.1_cds_WP_061250112.1_307	26.791	321	509
WP_004503040.1	lcl|NZ_JQPM01000009.1_cds_WP_000364507.1_306	28.723	94	509
WP_061221763.1	lcl|NZ_JQPM01000100.1_cds_WP_001067557.1_2427	97.576	330	330
WP_061221763.1	lcl|NZ_JQPM01000100.1_cds_WP_000646251.1_2430	29.642	307	330
WP_061221763.1	lcl|NZ_JQPM01000042.1_cds_WP_001984071.1_1163	25.368	272	330
WP_061221763.1	lcl|NZ_JQPM01000032.1_cds_WP_000744700.1_945	26.582	316	330
WP_061221763.1	lcl|NZ_JQPM01000058.1_cds_WP_001003561.1_1586	27.490	251	330
WP_061221763.1	lcl|NZ_JQPM01000100.1_cds_WP_000723090.1_2362	24.324	333	330
WP_061221763.1	lcl|NZ_JQPM01000004.1_cds_WP_000649923.1_70	29.615	260	330
WP_061221763.1	lcl|NZ_JQPM01000042.1_cds_WP_000688696.1_1143	25.339	221	330
WP_004503073.1	lcl|NZ_JQPM01000100.1_cds_WP_000689743.1_2424	38.278	546	535
WP_004503073.1	lcl|NZ_JQPM01000100.1_cds_WP_000689743.1_2424	38.278	546	535
WP_004503036.1	lcl|NZ_JQPM01000100.1_cds_WP_000342716.1_2423	67.547	265	265
WP_004503036.1	lcl|NZ_JQPM01000135.1_cds_WP_001002662.1_3018	41.803	244	265
WP_004503036.1	lcl|NZ_JQPM01000098.1_cds_WP_001183718.1_2322	27.746	173	265
WP_004503060.1	lcl|NZ_JQPM01000100.1_cds_WP_001246618.1_2422	91.935	310	310
WP_004503060.1	lcl|NZ_JQPM01000055.1_cds_WP_000501205.1_1570	36.304	303	310
WP_004503060.1	lcl|NZ_JQPM01000098.1_cds_WP_001183718.1_2322	30.000	250	310
WP_004503060.1	lcl|NZ_JQPM01000127.1_cds_WP_000279894.1_2846	24.335	263	310
WP_004503060.1	lcl|NZ_JQPM01000100.1_cds_WP_001246618.1_2422	91.935	310	310
WP_004503060.1	lcl|NZ_JQPM01000055.1_cds_WP_000501205.1_1570	36.304	303	310
WP_004503060.1	lcl|NZ_JQPM01000098.1_cds_WP_001183718.1_2322	30.000	250	310
WP_004503060.1	lcl|NZ_JQPM01000127.1_cds_WP_000279894.1_2846	24.335	263	310
WP_004503095.1	lcl|NZ_JQPM01000100.1_cds_WP_000479982.1_2421	94.697	264	264
WP_004503106.1	lcl|NZ_JQPM01000100.1_cds_WP_000715958.1_2420	90.698	129	130
WP_004503130.1	lcl|NZ_JQPM01000100.1_cds_WP_001088861.1_2419	77.143	140	146
WP_004503042.1	lcl|NZ_JQPM01000100.1_cds_WP_000517242.1_2418	87.330	221	221
WP_004503042.1	lcl|NZ_JQPM01000019.1_cds_WP_001069834.1_640	29.412	102	221
WP_004503042.1	lcl|NZ_JQPM01000032.1_cds_WP_001079442.1_974	23.077	78	221
WP_016758358.1	lcl|NZ_JQPM01000100.1_cds_WP_002106330.1_2416	24.638	276	316
WP_016758358.1	lcl|NZ_JQPM01000019.1_cds_WP_000347682.1_641	29.221	154	316
WP_016758358.1	lcl|NZ_JQPM01000100.1_cds_WP_001283954.1_2391	29.286	140	316
WP_016758358.1	lcl|NZ_JQPM01000051.1_cds_WP_000402846.1_1456	22.368	152	316
WP_016758358.1	lcl|NZ_JQPM01000032.1_cds_WP_001079442.1_974	24.540	163	316
WP_016758358.1	lcl|NZ_JQPM01000014.1_cds_WP_000188047.1_440	28.926	121	316
WP_004503088.1	lcl|NZ_JQPM01000100.1_cds_WP_002106385.1_2417	96.000	175	175
WP_004503088.1	lcl|NZ_JQPM01000112.1_cds_WP_001206947.1_2629	28.966	145	175
WP_004503132.1	lcl|NZ_JQPM01000100.1_cds_WP_002106330.1_2416	92.593	405	405
WP_004503132.1	lcl|NZ_JQPM01000019.1_cds_WP_000347682.1_641	25.238	210	405
WP_004503132.1	lcl|NZ_JQPM01000051.1_cds_WP_000402846.1_1456	22.273	220	405
WP_004503032.1	lcl|NZ_JQPM01000100.1_cds_WP_002106355.1_2415	86.592	358	358
WP_004503032.1	lcl|NZ_JQPM01000100.1_cds_WP_000608295.1_2425	35.535	318	358
WP_004503032.1	lcl|NZ_JQPM01000100.1_cds_WP_002106339.1_2409	29.570	372	358
WP_004503032.1	lcl|NZ_JQPM01000042.1_cds_WP_061250291.1_1126	29.082	392	358
WP_004503032.1	lcl|NZ_JQPM01000100.1_cds_WP_001198107.1_2426	32.653	343	358
WP_004503032.1	lcl|NZ_JQPM01000100.1_cds_WP_061250443.1_2368	31.210	314	358
WP_004503032.1	lcl|NZ_JQPM01000094.1_cds_WP_001982414.1_2253	25.806	372	358
WP_004503032.1	lcl|NZ_JQPM01000076.1_cds_WP_000538757.1_1998	29.851	201	358
WP_004503087.1	lcl|NZ_JQPM01000100.1_cds_WP_002106397.1_2414	87.662	308	308
WP_004503087.1	lcl|NZ_JQPM01000100.1_cds_WP_002106393.1_2402	26.471	136	308
WP_026054523.1	lcl|NZ_JQPM01000100.1_cds_WP_002106356.1_2413	31.793	368	416
WP_004503049.1	lcl|NZ_JQPM01000100.1_cds_WP_002106330.1_2416	33.094	417	409
WP_004503049.1	lcl|NZ_JQPM01000019.1_cds_WP_000347682.1_641	23.649	148	409
WP_004503049.1	lcl|NZ_JQPM01000032.1_cds_WP_001079442.1_974	24.224	161	409
WP_004503099.1	lcl|NZ_JQPM01000100.1_cds_WP_061250443.1_2368	37.709	358	361
WP_004503099.1	lcl|NZ_JQPM01000100.1_cds_WP_000608295.1_2425	40.730	356	361
WP_004503099.1	lcl|NZ_JQPM01000100.1_cds_WP_001198107.1_2426	35.549	346	361
WP_004503099.1	lcl|NZ_JQPM01000076.1_cds_WP_000538757.1_1998	34.795	342	361
WP_004503099.1	lcl|NZ_JQPM01000100.1_cds_WP_002106339.1_2409	32.800	375	361
WP_004503099.1	lcl|NZ_JQPM01000042.1_cds_WP_061250291.1_1126	28.418	373	361
WP_004503099.1	lcl|NZ_JQPM01000100.1_cds_WP_002106355.1_2415	32.558	301	361
WP_004503099.1	lcl|NZ_JQPM01000094.1_cds_WP_001982414.1_2253	24.642	349	361
WP_004503089.1	lcl|NZ_JQPM01000100.1_cds_WP_001159758.1_2364	41.667	180	176
WP_239248138.1	lcl|NZ_JQPM01000004.1_cds_WP_000649923.1_70	28.135	327	313
