WP_002614501.1	lcl|NZ_JADHZL010000004.1_cds_WP_002725873.1_2466	95.283	106	106
WP_004503085.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733579.1_2465	97.444	313	314
WP_004503085.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733534.1_2462	27.381	252	314
WP_004503085.1	lcl|NZ_JADHZL010000016.1_cds_WP_002722638.1_544	24.534	322	314
WP_004503085.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740024.1_2371	21.708	281	314
WP_004503085.1	lcl|NZ_JADHZL010000005.1_cds_ISU73_RS02785_2686	25.311	241	314
WP_004503085.1	lcl|NZ_JADHZL010000013.1_cds_WP_002743770.1_284	23.770	122	314
WP_004503085.1	lcl|NZ_JADHZL010000004.1_cds_ISU73_RS02710_2459	24.308	325	314
WP_004503085.1	lcl|NZ_JADHZL010000004.1_cds_WP_016749081.1_2433	25.641	117	314
WP_004503038.1	lcl|NZ_JADHZL010000004.1_cds_WP_026054882.1_2464	93.425	365	365
WP_004503080.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733646.1_2463	96.216	185	185
WP_004503080.1	lcl|NZ_JADHZL010000003.1_cds_WP_002721790.1_1943	36.301	146	185
WP_004503081.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733534.1_2462	93.921	329	329
WP_004503081.1	lcl|NZ_JADHZL010000016.1_cds_WP_002722638.1_544	30.380	316	329
WP_004503081.1	lcl|NZ_JADHZL010000005.1_cds_ISU73_RS02785_2686	30.945	307	329
WP_004503081.1	lcl|NZ_JADHZL010000004.1_cds_WP_002740024.1_2371	30.448	335	329
WP_004503081.1	lcl|NZ_JADHZL010000013.1_cds_WP_002743770.1_284	26.686	341	329
WP_004503081.1	lcl|NZ_JADHZL010000005.1_cds_WP_002728316.1_2689	28.485	330	329
WP_004503081.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733638.1_2425	27.714	350	329
WP_004503081.1	lcl|NZ_JADHZL010000076.1_cds_WP_002741146.1_3084	28.165	316	329
WP_004503081.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733546.1_2396	26.119	268	329
WP_004503081.1	lcl|NZ_JADHZL010000004.1_cds_ISU73_RS02710_2459	28.939	311	329
WP_004503081.1	lcl|NZ_JADHZL010000006.1_cds_WP_002732331.1_3034	25.000	348	329
WP_004503081.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733579.1_2465	27.711	249	329
WP_004503081.1	lcl|NZ_JADHZL010000004.1_cds_WP_002744551.1_2431	28.148	270	329
WP_004503081.1	lcl|NZ_JADHZL010000004.1_cds_WP_016749081.1_2433	23.913	322	329
WP_004503081.1	lcl|NZ_JADHZL010000061.1_cds_WP_002740236.1_2815	27.170	265	329
WP_004503081.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733698.1_2388	25.912	274	329
WP_004503081.1	lcl|NZ_JADHZL010000011.1_cds_WP_002721725.1_162	25.000	336	329
WP_004503081.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733757.1_2398	27.431	288	329
WP_004503081.1	lcl|NZ_JADHZL010000009.1_cds_WP_002739935.1_3344	28.235	170	329
WP_239248135.1	lcl|NZ_JADHZL010000004.1_cds_WP_002733627.1_2461	92.135	267	267
