WP_002614501.1	lcl|NZ_RQGK01000015.1_cds_WP_135573185.1_2424	93.396	106	106
WP_004503085.1	lcl|NZ_RQGK01000015.1_cds_WP_135750114.1_2449	62.821	312	314
WP_004503085.1	lcl|NZ_RQGK01000029.1_cds_WP_118954467.1_2602	24.224	322	314
WP_004503085.1	lcl|NZ_RQGK01000019.1_cds_WP_135571467.1_2893	22.143	280	314
WP_004503085.1	lcl|NZ_RQGK01000072.1_cds_WP_118957901.1_13	25.490	102	314
WP_004503085.1	lcl|NZ_RQGK01000036.1_cds_WP_135571314.1_3113	23.963	217	314
WP_004503080.1	lcl|NZ_RQGK01000042.1_cds_WP_135570167.1_1613	38.356	146	185
WP_004503081.1	lcl|NZ_RQGK01000029.1_cds_WP_118954467.1_2602	31.646	316	329
WP_004503081.1	lcl|NZ_RQGK01000019.1_cds_WP_135571467.1_2893	30.838	334	329
WP_004503081.1	lcl|NZ_RQGK01000072.1_cds_WP_118957901.1_13	27.083	336	329
WP_004503081.1	lcl|NZ_RQGK01000003.1_cds_WP_135572641.1_2685	28.955	335	329
WP_004503081.1	lcl|NZ_RQGK01000074.1_cds_WP_118954096.1_3735	28.882	322	329
WP_004503081.1	lcl|NZ_RQGK01000036.1_cds_WP_135571314.1_3113	27.848	237	329
WP_004503081.1	lcl|NZ_RQGK01000015.1_cds_WP_135750114.1_2449	28.340	247	329
WP_004503081.1	lcl|NZ_RQGK01000027.1_cds_WP_135574219.1_656	24.260	338	329
WP_004503081.1	lcl|NZ_RQGK01000023.1_cds_WP_135571634.1_1553	27.160	243	329
WP_004503081.1	lcl|NZ_RQGK01000060.1_cds_WP_135572425.1_3356	36.000	100	329
WP_004503081.1	lcl|NZ_RQGK01000054.1_cds_WP_135573672.1_1372	26.718	262	329
WP_004503081.1	lcl|NZ_RQGK01000028.1_cds_WP_135572989.1_2335	26.154	325	329
WP_004503081.1	lcl|NZ_RQGK01000058.1_cds_WP_135570412.1_258	24.419	258	329
WP_004503081.1	lcl|NZ_RQGK01000071.1_cds_WP_135571063.1_2705	29.457	129	329
WP_004503081.1	lcl|NZ_RQGK01000019.1_cds_WP_135571478.1_2887	23.967	121	329
WP_239248135.1	lcl|NZ_RQGK01000019.1_cds_WP_135571464.1_2894	25.263	190	267
WP_239248135.1	lcl|NZ_RQGK01000007.1_cds_WP_135573916.1_1801	36.364	110	267
WP_239248135.1	lcl|NZ_RQGK01000072.1_cds_WP_135571791.1_12	27.041	196	267
WP_239248135.1	lcl|NZ_RQGK01000027.1_cds_WP_135574095.1_572	34.884	86	267
WP_004503040.1	lcl|NZ_RQGK01000070.1_cds_WP_135570038.1_3489	26.549	339	509
WP_004503040.1	lcl|NZ_RQGK01000070.1_cds_WP_135570038.1_3489	26.549	339	509
WP_061221763.1	lcl|NZ_RQGK01000029.1_cds_WP_118954467.1_2602	28.261	276	330
WP_061221763.1	lcl|NZ_RQGK01000019.1_cds_WP_135571467.1_2893	27.077	325	330
WP_061221763.1	lcl|NZ_RQGK01000028.1_cds_WP_135572989.1_2335	28.163	245	330
WP_061221763.1	lcl|NZ_RQGK01000023.1_cds_WP_135571634.1_1553	27.426	237	330
WP_061221763.1	lcl|NZ_RQGK01000027.1_cds_WP_135574219.1_656	28.509	228	330
WP_061221763.1	lcl|NZ_RQGK01000036.1_cds_WP_135571314.1_3113	26.768	198	330
WP_061221763.1	lcl|NZ_RQGK01000003.1_cds_WP_135572641.1_2685	27.083	288	330
WP_061221763.1	lcl|NZ_RQGK01000015.1_cds_WP_135573493.1_2426	33.333	96	330
WP_061221763.1	lcl|NZ_RQGK01000060.1_cds_WP_135572425.1_3356	33.962	106	330
WP_061221763.1	lcl|NZ_RQGK01000072.1_cds_WP_118957901.1_13	25.610	164	330
WP_004503036.1	lcl|NZ_RQGK01000072.1_cds_WP_135571935.1_109	41.700	247	265
WP_004503060.1	lcl|NZ_RQGK01000011.1_cds_WP_135574902.1_1974	37.075	294	310
WP_004503060.1	lcl|NZ_RQGK01000065.1_cds_WP_135573406.1_1101	26.452	310	310
WP_004503060.1	lcl|NZ_RQGK01000042.1_cds_WP_135570244.1_1664	26.244	221	310
WP_004503060.1	lcl|NZ_RQGK01000011.1_cds_WP_135574902.1_1974	37.075	294	310
WP_004503060.1	lcl|NZ_RQGK01000065.1_cds_WP_135573406.1_1101	26.452	310	310
WP_004503060.1	lcl|NZ_RQGK01000042.1_cds_WP_135570244.1_1664	26.244	221	310
WP_016758358.1	lcl|NZ_RQGK01000011.1_cds_WP_135574878.1_1958	29.032	155	316
WP_016758358.1	lcl|NZ_RQGK01000032.1_cds_WP_135569353.1_424	25.000	152	316
WP_016758358.1	lcl|NZ_RQGK01000042.1_cds_WP_135570214.1_1643	28.926	121	316
WP_016758358.1	lcl|NZ_RQGK01000077.1_cds_WP_135572809.1_3767	25.664	113	316
WP_004503088.1	lcl|NZ_RQGK01000077.1_cds_WP_174714565.1_3773	30.612	147	175
WP_004503132.1	lcl|NZ_RQGK01000032.1_cds_WP_135569353.1_424	23.423	222	405
WP_004503132.1	lcl|NZ_RQGK01000011.1_cds_WP_135574878.1_1958	22.705	207	405
WP_004503032.1	lcl|NZ_RQGK01000015.1_cds_WP_208724871.1_2439	39.631	217	358
WP_004503032.1	lcl|NZ_RQGK01000007.1_cds_WP_135573907.1_1806	29.592	392	358
WP_004503032.1	lcl|NZ_RQGK01000015.1_cds_WP_135573181.1_2427	29.032	372	358
WP_004503032.1	lcl|NZ_RQGK01000027.1_cds_WP_167450712.1_586	25.936	374	358
WP_004503032.1	lcl|NZ_RQGK01000015.1_cds_WP_135750113.1_2448	30.142	282	358
WP_004503032.1	lcl|NZ_RQGK01000049.1_cds_WP_135568715.1_2133	28.000	250	358
WP_004503087.1	lcl|NZ_RQGK01000015.1_cds_WP_244247612.1_2433	26.144	153	308
WP_004503049.1	lcl|NZ_RQGK01000011.1_cds_WP_135574878.1_1958	23.649	148	409
WP_004503049.1	lcl|NZ_RQGK01000077.1_cds_WP_135572809.1_3767	26.772	127	409
WP_004503049.1	lcl|NZ_RQGK01000058.1_cds_WP_135570550.1_346	24.460	139	409
WP_004503099.1	lcl|NZ_RQGK01000015.1_cds_WP_135750113.1_2448	38.310	355	361
WP_004503099.1	lcl|NZ_RQGK01000049.1_cds_WP_135568715.1_2133	34.000	350	361
WP_004503099.1	lcl|NZ_RQGK01000007.1_cds_WP_135573907.1_1806	28.954	373	361
WP_004503099.1	lcl|NZ_RQGK01000015.1_cds_WP_135573181.1_2427	31.608	367	361
WP_004503099.1	lcl|NZ_RQGK01000015.1_cds_WP_208724871.1_2439	27.476	313	361
WP_004503099.1	lcl|NZ_RQGK01000027.1_cds_WP_167450712.1_586	24.928	349	361
WP_004503089.1	lcl|NZ_RQGK01000019.1_cds_WP_135571471.1_2891	42.222	180	176
WP_239248138.1	lcl|NZ_RQGK01000003.1_cds_WP_135572641.1_2685	28.882	322	313
WP_239248138.1	lcl|NZ_RQGK01000029.1_cds_WP_118954467.1_2602	25.776	322	313
WP_239248138.1	lcl|NZ_RQGK01000072.1_cds_WP_118957901.1_13	25.681	257	313
WP_239248138.1	lcl|NZ_RQGK01000019.1_cds_WP_135571467.1_2893	24.771	327	313
WP_239248138.1	lcl|NZ_RQGK01000036.1_cds_WP_135571314.1_3113	23.618	199	313
WP_239248138.1	lcl|NZ_RQGK01000028.1_cds_WP_135572989.1_2335	23.629	237	313
WP_239248138.1	lcl|NZ_RQGK01000015.1_cds_WP_135573493.1_2426	24.684	158	313
WP_239248138.1	lcl|NZ_RQGK01000058.1_cds_WP_135570412.1_258	21.502	293	313
