WP_002614501.1	lcl|NZ_AFKI01000117.1_cds_WP_000340715.1_1374	86.792	106	106
WP_004503085.1	lcl|NZ_AFKI01000117.1_cds_WP_000410273.1_1373	91.374	313	314
WP_004503085.1	lcl|NZ_AFKI01000117.1_cds_WP_000093099.1_1353	57.143	63	314
WP_004503085.1	lcl|NZ_AFKI01000117.1_cds_WP_000646250.1_1370	28.175	252	314
WP_004503085.1	lcl|NZ_AFKI01000066.1_cds_WP_000744700.1_2152	23.077	325	314
WP_004503085.1	lcl|NZ_AFKI01000117.1_cds_WP_000600889.1_1344	23.656	186	314
WP_004503085.1	lcl|NZ_AFKI01000117.1_cds_WP_000723090.1_1291	22.145	289	314
WP_004503085.1	lcl|NZ_AFKI01000117.1_cds_WP_001067557.1_1367	24.923	325	314
WP_004503038.1	lcl|NZ_AFKI01000117.1_cds_WP_000604524.1_1372	83.562	365	365
WP_004503080.1	lcl|NZ_AFKI01000117.1_cds_WP_000884059.1_1371	96.216	185	185
WP_004503080.1	lcl|NZ_AFKI01000023.1_cds_WP_000351733.1_3112	40.000	140	185
WP_004503081.1	lcl|NZ_AFKI01000117.1_cds_WP_000646250.1_1370	95.441	329	329
WP_004503081.1	lcl|NZ_AFKI01000066.1_cds_WP_000744700.1_2152	32.063	315	329
WP_004503081.1	lcl|NZ_AFKI01000117.1_cds_WP_000723090.1_1291	29.851	335	329
WP_004503081.1	lcl|NZ_AFKI01000117.1_cds_WP_000600889.1_1344	30.408	319	329
WP_004503081.1	lcl|NZ_AFKI01000168.1_cds_WP_001984071.1_556	30.945	307	329
WP_004503081.1	lcl|NZ_AFKI01000137.1_cds_WP_000649925.1_933	28.882	322	329
WP_004503081.1	lcl|NZ_AFKI01000107.1_cds_WP_000709511.1_1542	28.182	330	329
WP_004503081.1	lcl|NZ_AFKI01000117.1_cds_WP_001067557.1_1367	28.852	305	329
WP_004503081.1	lcl|NZ_AFKI01000117.1_cds_WP_000601375.1_1317	25.000	300	329
WP_004503081.1	lcl|NZ_AFKI01000099.1_cds_WP_000688695.1_1698	28.102	274	329
WP_004503081.1	lcl|NZ_AFKI01000117.1_cds_WP_000410273.1_1373	26.266	316	329
