WP_002614501.1	lcl|NZ_JQOX01000022.1_cds_WP_000340715.1_556	86.792	106	106
WP_004503085.1	lcl|NZ_JQOX01000022.1_cds_WP_000410273.1_557	91.374	313	314
WP_004503085.1	lcl|NZ_JQOX01000022.1_cds_WP_000093099.1_577	57.143	63	314
WP_004503085.1	lcl|NZ_JQOX01000022.1_cds_WP_000646256.1_560	27.778	252	314
WP_004503085.1	lcl|NZ_JQOX01000010.1_cds_WP_000744700.1_269	23.077	325	314
WP_004503085.1	lcl|NZ_JQOX01000022.1_cds_WP_000600889.1_586	23.656	186	314
WP_004503085.1	lcl|NZ_JQOX01000022.1_cds_WP_000723092.1_640	22.145	289	314
WP_004503085.1	lcl|NZ_JQOX01000022.1_cds_WP_001067556.1_563	24.923	325	314
WP_004503038.1	lcl|NZ_JQOX01000022.1_cds_WP_000604524.1_558	83.562	365	365
WP_004503080.1	lcl|NZ_JQOX01000022.1_cds_WP_000884059.1_559	96.216	185	185
WP_004503080.1	lcl|NZ_JQOX01000014.1_cds_WP_000351733.1_405	40.000	140	185
WP_004503081.1	lcl|NZ_JQOX01000022.1_cds_WP_000646256.1_560	94.529	329	329
WP_004503081.1	lcl|NZ_JQOX01000010.1_cds_WP_000744700.1_269	32.063	315	329
WP_004503081.1	lcl|NZ_JQOX01000022.1_cds_WP_000723092.1_640	29.851	335	329
WP_004503081.1	lcl|NZ_JQOX01000022.1_cds_WP_000600889.1_586	30.408	319	329
WP_004503081.1	lcl|NZ_JQOX01000023.1_cds_WP_001984071.1_674	30.945	307	329
WP_004503081.1	lcl|NZ_JQOX01000030.1_cds_WP_000649925.1_910	28.882	322	329
WP_004503081.1	lcl|NZ_JQOX01000036.1_cds_WP_000709513.1_1078	28.182	330	329
WP_004503081.1	lcl|NZ_JQOX01000022.1_cds_WP_001067556.1_563	28.852	305	329
WP_004503081.1	lcl|NZ_JQOX01000022.1_cds_WP_000601375.1_613	25.000	300	329
WP_004503081.1	lcl|NZ_JQOX01000023.1_cds_WP_000688696.1_694	28.102	274	329
WP_004503081.1	lcl|NZ_JQOX01000022.1_cds_WP_000410273.1_557	26.266	316	329
WP_004503081.1	lcl|NZ_JQOX01000022.1_cds_WP_000475901.1_623	26.357	258	329
WP_004503081.1	lcl|NZ_JQOX01000037.1_cds_WP_001074785.1_1106	28.679	265	329
WP_004503081.1	lcl|NZ_JQOX01000022.1_cds_WP_000487322.1_611	27.385	325	329
WP_004503081.1	lcl|NZ_JQOX01000061.1_cds_WP_001003556.1_1760	25.000	328	329
WP_239248135.1	lcl|NZ_JQOX01000022.1_cds_WP_000774263.1_561	94.007	267	267
WP_239248135.1	lcl|NZ_JQOX01000022.1_cds_WP_000859505.1_610	27.885	208	267
WP_239248135.1	lcl|NZ_JQOX01000022.1_cds_WP_000800438.1_591	26.178	191	267
WP_239248135.1	lcl|NZ_JQOX01000022.1_cds_WP_000842260.1_641	26.316	190	267
WP_239248135.1	lcl|NZ_JQOX01000159.1_cds_WP_000667727.1_3542	32.727	110	267
WP_239248135.1	lcl|NZ_JQOX01000009.1_cds_WP_000805357.1_221	37.209	86	267
WP_004503040.1	lcl|NZ_JQOX01000022.1_cds_WP_002163445.1_562	91.945	509	509
WP_004503040.1	lcl|NZ_JQOX01000109.1_cds_WP_000291586.1_2827	26.791	321	509
WP_004503040.1	lcl|NZ_JQOX01000109.1_cds_WP_000364507.1_2826	28.723	94	509
WP_004503040.1	lcl|NZ_JQOX01000022.1_cds_WP_002163445.1_562	91.945	509	509
WP_004503040.1	lcl|NZ_JQOX01000109.1_cds_WP_000291586.1_2827	26.791	321	509
WP_004503040.1	lcl|NZ_JQOX01000109.1_cds_WP_000364507.1_2826	28.723	94	509
WP_061221763.1	lcl|NZ_JQOX01000022.1_cds_WP_001067556.1_563	97.879	330	330
WP_061221763.1	lcl|NZ_JQOX01000022.1_cds_WP_000646256.1_560	29.967	307	330
WP_061221763.1	lcl|NZ_JQOX01000022.1_cds_WP_000600889.1_586	26.316	266	330
WP_061221763.1	lcl|NZ_JQOX01000023.1_cds_WP_001984071.1_674	25.368	272	330
WP_061221763.1	lcl|NZ_JQOX01000010.1_cds_WP_000744700.1_269	26.582	316	330
WP_061221763.1	lcl|NZ_JQOX01000061.1_cds_WP_001003556.1_1760	27.888	251	330
WP_061221763.1	lcl|NZ_JQOX01000022.1_cds_WP_000723092.1_640	24.324	333	330
WP_061221763.1	lcl|NZ_JQOX01000030.1_cds_WP_000649925.1_910	29.615	260	330
WP_061221763.1	lcl|NZ_JQOX01000023.1_cds_WP_000688696.1_694	25.339	221	330
WP_061221763.1	lcl|NZ_JQOX01000022.1_cds_WP_000601375.1_613	25.455	275	330
WP_004503073.1	lcl|NZ_JQOX01000022.1_cds_WP_000776640.1_564	89.963	538	535
WP_004503073.1	lcl|NZ_JQOX01000022.1_cds_WP_000776640.1_564	89.963	538	535
WP_004503036.1	lcl|NZ_JQOX01000022.1_cds_WP_000424609.1_565	95.833	264	265
WP_004503036.1	lcl|NZ_JQOX01000099.1_cds_WP_001002663.1_2605	41.803	244	265
WP_004503036.1	lcl|NZ_JQOX01000065.1_cds_WP_001183723.1_1838	27.746	173	265
WP_004503060.1	lcl|NZ_JQOX01000022.1_cds_WP_002074065.1_566	93.548	310	310
WP_004503060.1	lcl|NZ_JQOX01000126.1_cds_WP_000501205.1_3184	36.304	303	310
WP_004503060.1	lcl|NZ_JQOX01000065.1_cds_WP_001183723.1_1838	30.000	250	310
WP_004503060.1	lcl|NZ_JQOX01000003.1_cds_WP_000279894.1_55	24.335	263	310
WP_004503060.1	lcl|NZ_JQOX01000022.1_cds_WP_002074065.1_566	93.548	310	310
WP_004503060.1	lcl|NZ_JQOX01000126.1_cds_WP_000501205.1_3184	36.304	303	310
WP_004503060.1	lcl|NZ_JQOX01000065.1_cds_WP_001183723.1_1838	30.000	250	310
WP_004503060.1	lcl|NZ_JQOX01000003.1_cds_WP_000279894.1_55	24.335	263	310
WP_004503095.1	lcl|NZ_JQOX01000022.1_cds_WP_000479984.1_567	94.697	264	264
WP_004503106.1	lcl|NZ_JQOX01000022.1_cds_WP_000715958.1_568	90.698	129	130
WP_004503130.1	lcl|NZ_JQOX01000022.1_cds_WP_001088863.1_569	75.714	140	146
WP_004503042.1	lcl|NZ_JQOX01000022.1_cds_WP_000517243.1_570	86.878	221	221
WP_004503042.1	lcl|NZ_JQOX01000106.1_cds_WP_001069832.1_2730	29.412	102	221
WP_004503042.1	lcl|NZ_JQOX01000010.1_cds_WP_001082180.1_298	23.077	78	221
WP_016758358.1	lcl|NZ_JQOX01000022.1_cds_WP_001149938.1_572	91.586	309	316
WP_016758358.1	lcl|NZ_JQOX01000022.1_cds_WP_001015425.1_574	24.638	276	316
WP_016758358.1	lcl|NZ_JQOX01000106.1_cds_WP_000347675.1_2731	29.221	154	316
WP_016758358.1	lcl|NZ_JQOX01000022.1_cds_WP_000661932.1_607	26.056	142	316
WP_016758358.1	lcl|NZ_JQOX01000022.1_cds_WP_002082140.1_598	28.058	139	316
WP_016758358.1	lcl|NZ_JQOX01000115.1_cds_WP_000402846.1_2973	22.368	152	316
WP_016758358.1	lcl|NZ_JQOX01000010.1_cds_WP_001082180.1_298	24.540	163	316
WP_004503088.1	lcl|NZ_JQOX01000022.1_cds_WP_000611594.1_573	94.857	175	175
WP_004503088.1	lcl|NZ_JQOX01000125.1_cds_WP_001206947.1_3167	28.966	145	175
WP_004503132.1	lcl|NZ_JQOX01000022.1_cds_WP_001015425.1_574	92.346	405	405
WP_004503132.1	lcl|NZ_JQOX01000022.1_cds_WP_001149938.1_572	25.743	404	405
WP_004503132.1	lcl|NZ_JQOX01000106.1_cds_WP_000347675.1_2731	25.238	210	405
WP_004503132.1	lcl|NZ_JQOX01000115.1_cds_WP_000402846.1_2973	22.273	220	405
WP_004503032.1	lcl|NZ_JQOX01000022.1_cds_WP_000582222.1_575	86.872	358	358
WP_004503032.1	lcl|NZ_JQOX01000022.1_cds_WP_000947844.1_587	30.769	338	358
WP_004503032.1	lcl|NZ_JQOX01000114.1_cds_WP_001281953.1_2955	29.082	392	358
WP_004503032.1	lcl|NZ_JQOX01000022.1_cds_WP_000575178.1_634	31.210	314	358
WP_004503032.1	lcl|NZ_JQOX01000053.1_cds_WP_001982414.1_1538	25.806	372	358
WP_004503032.1	lcl|NZ_JQOX01000022.1_cds_WP_000346036.1_594	27.200	250	358
WP_004503032.1	lcl|NZ_JQOX01000170.1_cds_WP_000538757.1_3607	29.851	201	358
