WP_002614501.1	lcl|NZ_JADDXC010000022.1_cds_WP_002725873.1_1045	95.283	106	106
WP_004503085.1	lcl|NZ_JADDXC010000022.1_cds_WP_011669917.1_1046	97.097	310	314
WP_004503085.1	lcl|NZ_JADDXC010000023.1_cds_WP_011671202.1_1089	24.224	322	314
WP_004503085.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669955.1_2453	22.277	202	314
WP_004503085.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669957.1_2451	25.275	182	314
WP_004503085.1	lcl|NZ_JADDXC010000038.1_cds_WP_011670961.1_1721	24.759	311	314
WP_004503085.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669973.1_2497	21.708	281	314
WP_004503085.1	lcl|NZ_JADDXC010000092.1_cds_WP_011670813.1_3299	22.500	120	314
WP_004503080.1	lcl|NZ_JADDXC010000001.1_cds_WP_002750963.1_860	34.177	158	185
WP_004503080.1	lcl|NZ_JADDXC010000022.1_cds_WP_011669938.1_1077	33.898	177	185
WP_004503081.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669955.1_2453	30.721	319	329
WP_004503081.1	lcl|NZ_JADDXC010000023.1_cds_WP_011671202.1_1089	31.013	316	329
WP_004503081.1	lcl|NZ_JADDXC010000038.1_cds_WP_011670961.1_1721	30.968	310	329
WP_004503081.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669973.1_2497	29.940	334	329
WP_004503081.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669957.1_2451	29.773	309	329
WP_004503081.1	lcl|NZ_JADDXC010000092.1_cds_WP_011670813.1_3299	26.686	341	329
WP_004503081.1	lcl|NZ_JADDXC010000038.1_cds_WP_002754065.1_1718	28.485	330	329
WP_004503081.1	lcl|NZ_JADDXC010000021.1_cds_WP_011671143.1_999	28.481	316	329
WP_004503081.1	lcl|NZ_JADDXC010000002.1_cds_WP_011671074.1_1413	25.215	349	329
WP_004503081.1	lcl|NZ_JADDXC010000022.1_cds_WP_011669917.1_1046	28.112	249	329
WP_004503081.1	lcl|NZ_JADDXC010000011.1_cds_WP_017859386.1_217	27.170	265	329
WP_004503081.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669959.1_2449	28.311	219	329
WP_004503081.1	lcl|NZ_JADDXC010000055.1_cds_WP_011669202.1_2405	24.405	336	329
WP_239248135.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669956.1_2452	26.582	237	267
WP_239248135.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669974.1_2496	26.455	189	267
WP_239248135.1	lcl|NZ_JADDXC010000035.1_cds_WP_011670832.1_1618	33.333	114	267
WP_239248135.1	lcl|NZ_JADDXC010000092.1_cds_WP_011670812.1_3298	26.984	189	267
WP_239248135.1	lcl|NZ_JADDXC010000085.1_cds_WP_002766579.1_3157	36.047	86	267
WP_004503040.1	lcl|NZ_JADDXC010000017.1_cds_WP_011670269.1_630	26.426	333	509
WP_004503040.1	lcl|NZ_JADDXC010000017.1_cds_WP_002751286.1_631	30.435	115	509
WP_004503040.1	lcl|NZ_JADDXC010000017.1_cds_WP_011670269.1_630	26.426	333	509
WP_004503040.1	lcl|NZ_JADDXC010000017.1_cds_WP_002751286.1_631	30.435	115	509
WP_061221763.1	lcl|NZ_JADDXC010000038.1_cds_WP_011670961.1_1721	26.740	273	330
WP_061221763.1	lcl|NZ_JADDXC010000057.1_cds_WP_011669955.1_2453	23.636	275	330
WP_061221763.1	lcl|NZ_JADDXC010000023.1_cds_WP_011671202.1_1089	27.758	281	330
WP_061221763.1	lcl|NZ_JADDXC010000059.1_cds_WP_011669973.1_2497	26.814	317	330
WP_061221763.1	lcl|NZ_JADDXC010000002.1_cds_WP_011671074.1_1413	26.222	225	330
WP_061221763.1	lcl|NZ_JADDXC010000021.1_cds_WP_011671143.1_999	27.469	324	330
WP_061221763.1	lcl|NZ_JADDXC010000055.1_cds_WP_011669202.1_2405	24.490	245	330
WP_061221763.1	lcl|NZ_JADDXC010000092.1_cds_WP_011670813.1_3299	25.352	142	330
WP_004503036.1	lcl|NZ_JADDXC010000088.1_cds_WP_011669455.1_3193	41.803	244	265
WP_004503060.1	lcl|NZ_JADDXC010000077.1_cds_WP_011670400.1_2993	38.614	303	310
WP_004503060.1	lcl|NZ_JADDXC010000045.1_cds_WP_011669757.1_2046	28.070	285	310
