WP_002614501.1	lcl|NZ_MTCN01000028.1_cds_WP_004462903.1_2053	92.453	106	106
WP_004503085.1	lcl|NZ_MTCN01000028.1_cds_WP_004472299.1_2054	90.323	310	314
WP_004503085.1	lcl|NZ_MTCN01000007.1_cds_WP_008393339.1_339	23.913	322	314
WP_004503085.1	lcl|NZ_MTCN01000028.1_cds_WP_075979400.1_2057	26.984	252	314
WP_004503085.1	lcl|NZ_MTCN01000029.1_cds_WP_008394652.1_2366	21.352	281	314
WP_004503085.1	lcl|NZ_MTCN01000004.1_cds_WP_075978853.1_1612	24.731	279	314
WP_004503085.1	lcl|NZ_MTCN01000028.1_cds_WP_046951346.1_2060	23.292	322	314
WP_004503085.1	lcl|NZ_MTCN01000042.1_cds_WP_075979556.1_849	23.529	102	314
WP_004503038.1	lcl|NZ_MTCN01000028.1_cds_WP_004472260.1_2055	90.137	365	365
WP_004503080.1	lcl|NZ_MTCN01000028.1_cds_WP_004485986.1_2056	94.595	185	185
WP_004503080.1	lcl|NZ_MTCN01000023.1_cds_WP_004460143.1_1505	34.247	146	185
WP_004503081.1	lcl|NZ_MTCN01000028.1_cds_WP_075979400.1_2057	91.768	328	329
WP_004503081.1	lcl|NZ_MTCN01000007.1_cds_WP_008393339.1_339	30.380	316	329
WP_004503081.1	lcl|NZ_MTCN01000029.1_cds_WP_008394652.1_2366	29.341	334	329
WP_004503081.1	lcl|NZ_MTCN01000004.1_cds_WP_075978853.1_1612	31.392	309	329
WP_004503081.1	lcl|NZ_MTCN01000042.1_cds_WP_075979556.1_849	26.786	336	329
WP_004503081.1	lcl|NZ_MTCN01000004.1_cds_WP_004467290.1_1609	28.882	322	329
WP_004503081.1	lcl|NZ_MTCN01000007.1_cds_WP_004472946.1_228	28.571	322	329
WP_004503081.1	lcl|NZ_MTCN01000028.1_cds_WP_046951346.1_2060	30.980	255	329
WP_004503081.1	lcl|NZ_MTCN01000052.1_cds_WP_032917901.1_441	25.915	355	329
WP_004503081.1	lcl|NZ_MTCN01000028.1_cds_WP_004472299.1_2054	27.711	249	329
WP_004503081.1	lcl|NZ_MTCN01000022.1_cds_WP_004464543.1_3496	27.652	264	329
WP_004503081.1	lcl|NZ_MTCN01000029.1_cds_WP_075979416.1_2384	24.790	238	329
WP_004503081.1	lcl|NZ_MTCN01000053.1_cds_WP_004472818.1_3586	27.236	246	329
WP_004503081.1	lcl|NZ_MTCN01000053.1_cds_BWD11_RS18850_3675	28.889	180	329
WP_239248135.1	lcl|NZ_MTCN01000028.1_cds_WP_004472235.1_2058	88.764	267	267
WP_239248135.1	lcl|NZ_MTCN01000044.1_cds_WP_004477560.1_2663	31.313	198	267
WP_239248135.1	lcl|NZ_MTCN01000029.1_cds_WP_004475142.1_2365	26.316	190	267
WP_239248135.1	lcl|NZ_MTCN01000042.1_cds_WP_075979564.1_848	27.128	188	267
WP_239248135.1	lcl|NZ_MTCN01000042.1_cds_WP_016754360.1_808	38.372	86	267
WP_004503040.1	lcl|NZ_MTCN01000028.1_cds_WP_046951347.1_2059	89.608	510	509
WP_004503040.1	lcl|NZ_MTCN01000021.1_cds_WP_004473482.1_2530	26.994	326	509
WP_004503040.1	lcl|NZ_MTCN01000021.1_cds_WP_004460640.1_2531	30.851	94	509
WP_004503040.1	lcl|NZ_MTCN01000028.1_cds_WP_046951347.1_2059	89.608	510	509
WP_004503040.1	lcl|NZ_MTCN01000021.1_cds_WP_004473482.1_2530	26.994	326	509
WP_004503040.1	lcl|NZ_MTCN01000021.1_cds_WP_004460640.1_2531	30.851	94	509
WP_061221763.1	lcl|NZ_MTCN01000028.1_cds_WP_046951346.1_2060	93.939	330	330
WP_061221763.1	lcl|NZ_MTCN01000028.1_cds_WP_075979400.1_2057	29.642	307	330
WP_061221763.1	lcl|NZ_MTCN01000004.1_cds_WP_075978853.1_1612	25.275	273	330
WP_061221763.1	lcl|NZ_MTCN01000007.1_cds_WP_008393339.1_339	27.899	276	330
WP_061221763.1	lcl|NZ_MTCN01000029.1_cds_WP_008394652.1_2366	26.048	334	330
WP_061221763.1	lcl|NZ_MTCN01000052.1_cds_WP_032917901.1_441	25.676	222	330
WP_061221763.1	lcl|NZ_MTCN01000053.1_cds_BWD11_RS18850_3675	25.316	237	330
WP_061221763.1	lcl|NZ_MTCN01000007.1_cds_WP_004472946.1_228	29.555	247	330
WP_061221763.1	lcl|NZ_MTCN01000029.1_cds_WP_020783617.1_2415	26.667	150	330
WP_061221763.1	lcl|NZ_MTCN01000042.1_cds_WP_075979556.1_849	27.273	132	330
WP_004503073.1	lcl|NZ_MTCN01000028.1_cds_WP_075979401.1_2063	38.349	545	535
WP_004503073.1	lcl|NZ_MTCN01000028.1_cds_WP_075979401.1_2063	38.349	545	535
WP_004503036.1	lcl|NZ_MTCN01000028.1_cds_WP_004470185.1_2064	66.415	265	265
WP_004503036.1	lcl|NZ_MTCN01000048.1_cds_WP_004492542.1_589	42.623	244	265
WP_004503060.1	lcl|NZ_MTCN01000028.1_cds_WP_075979402.1_2065	85.806	310	310
WP_004503060.1	lcl|NZ_MTCN01000026.1_cds_WP_004462784.1_751	39.085	284	310
WP_004503060.1	lcl|NZ_MTCN01000014.1_cds_WP_075979106.1_1890	26.923	312	310
WP_004503060.1	lcl|NZ_MTCN01000022.1_cds_WP_004462208.1_3463	25.792	221	310
WP_004503060.1	lcl|NZ_MTCN01000028.1_cds_WP_075979402.1_2065	85.806	310	310
WP_004503060.1	lcl|NZ_MTCN01000026.1_cds_WP_004462784.1_751	39.085	284	310
WP_004503060.1	lcl|NZ_MTCN01000014.1_cds_WP_075979106.1_1890	26.923	312	310
WP_004503060.1	lcl|NZ_MTCN01000022.1_cds_WP_004462208.1_3463	25.792	221	310
WP_004503095.1	lcl|NZ_MTCN01000028.1_cds_WP_075979403.1_2066	89.773	264	264
WP_004503106.1	lcl|NZ_MTCN01000028.1_cds_WP_075979404.1_2067	91.538	130	130
WP_004503130.1	lcl|NZ_MTCN01000028.1_cds_WP_032927584.1_2068	76.429	140	146
WP_004503042.1	lcl|NZ_MTCN01000028.1_cds_WP_046951652.1_2069	87.330	221	221
WP_004503042.1	lcl|NZ_MTCN01000018.1_cds_WP_004472978.1_2103	30.392	102	221
WP_016758358.1	lcl|NZ_MTCN01000028.1_cds_WP_075979406.1_2072	24.913	289	316
WP_016758358.1	lcl|NZ_MTCN01000018.1_cds_WP_004462595.1_2104	29.221	154	316
WP_016758358.1	lcl|NZ_MTCN01000029.1_cds_WP_032929185.1_2396	29.936	157	316
WP_016758358.1	lcl|NZ_MTCN01000014.1_cds_WP_004475523.1_1902	25.170	147	316
WP_016758358.1	lcl|NZ_MTCN01000007.1_cds_WP_004469895.1_312	25.767	163	316
WP_016758358.1	lcl|NZ_MTCN01000023.1_cds_WP_004460090.1_1534	27.642	123	316
WP_004503088.1	lcl|NZ_MTCN01000028.1_cds_WP_075979405.1_2071	78.286	175	175
WP_004503088.1	lcl|NZ_MTCN01000007.1_cds_WP_004471088.1_306	26.897	145	175
WP_004503132.1	lcl|NZ_MTCN01000028.1_cds_WP_075979406.1_2072	79.353	402	405
WP_004503132.1	lcl|NZ_MTCN01000014.1_cds_WP_004475523.1_1902	23.214	224	405
WP_004503032.1	lcl|NZ_MTCN01000028.1_cds_WP_004472364.1_2062	40.171	234	358
WP_004503032.1	lcl|NZ_MTCN01000029.1_cds_WP_075979428.1_2414	29.570	372	358
WP_004503032.1	lcl|NZ_MTCN01000044.1_cds_WP_004466571.1_2657	29.545	396	358
WP_004503032.1	lcl|NZ_MTCN01000028.1_cds_WP_004485964.1_2061	33.333	345	358
WP_004503032.1	lcl|NZ_MTCN01000029.1_cds_WP_004462146.1_2373	33.071	254	358
WP_004503032.1	lcl|NZ_MTCN01000052.1_cds_WP_004473876.1_442	25.936	374	358
WP_004503032.1	lcl|NZ_MTCN01000046.1_cds_WP_075979591.1_1906	29.167	240	358
WP_026054523.1	lcl|NZ_MTCN01000028.1_cds_WP_075979408.1_2075	30.894	369	416
WP_004503049.1	lcl|NZ_MTCN01000028.1_cds_WP_075979406.1_2072	32.216	388	409
WP_004503049.1	lcl|NZ_MTCN01000018.1_cds_WP_004462595.1_2104	23.649	148	409
WP_004503049.1	lcl|NZ_MTCN01000007.1_cds_WP_004469895.1_312	25.984	127	409
