WP_002614501.1	lcl|NZ_AFLQ01000047.1_cds_WP_000340713.1_3445	87.736	106	106
WP_004503085.1	lcl|NZ_AFLQ01000047.1_cds_WP_000412665.1_3444	90.705	312	314
WP_004503085.1	lcl|NZ_AFLQ01000047.1_cds_WP_000699347.1_3440	23.432	303	314
WP_004503085.1	lcl|NZ_AFLQ01000051.1_cds_WP_000744700.1_3303	23.077	325	314
WP_004503085.1	lcl|NZ_AFLQ01000047.1_cds_WP_000723077.1_3431	21.377	276	314
WP_004503085.1	lcl|NZ_AFLQ01000308.1_cds_WP_000723094.1_262	22.491	289	314
WP_004503080.1	lcl|NZ_AFLQ01000162.1_cds_WP_000351733.1_1446	40.000	140	185
WP_004503081.1	lcl|NZ_AFLQ01000047.1_cds_WP_000699347.1_3440	30.145	345	329
WP_004503081.1	lcl|NZ_AFLQ01000051.1_cds_WP_000744700.1_3303	32.063	315	329
WP_004503081.1	lcl|NZ_AFLQ01000047.1_cds_WP_000723077.1_3431	31.104	299	329
WP_004503081.1	lcl|NZ_AFLQ01000308.1_cds_WP_000723094.1_262	30.149	335	329
WP_004503081.1	lcl|NZ_AFLQ01000074.1_cds_WP_001984071.1_2820	30.945	307	329
WP_004503081.1	lcl|NZ_AFLQ01000136.1_cds_WP_000649923.1_2017	28.882	322	329
WP_004503081.1	lcl|NZ_AFLQ01000326.1_cds_WP_000709511.1_21	28.182	330	329
WP_004503081.1	lcl|NZ_AFLQ01000074.1_cds_WP_000688695.1_2800	28.102	274	329
WP_004503081.1	lcl|NZ_AFLQ01000047.1_cds_WP_000412665.1_3444	25.949	316	329
WP_004503081.1	lcl|NZ_AFLQ01000047.1_cds_WP_000377753.1_3398	25.915	355	329
WP_004503081.1	lcl|NZ_AFLQ01000088.1_cds_WP_001074783.1_2612	28.302	265	329
WP_004503081.1	lcl|NZ_AFLQ01000149.1_cds_WP_001003558.1_1655	24.545	330	329
WP_004503081.1	lcl|NZ_AFLQ01000047.1_cds_WP_000048849.1_3421	22.951	244	329
WP_239248135.1	lcl|NZ_AFLQ01000047.1_cds_WP_000432840.1_3426	28.085	235	267
WP_239248135.1	lcl|NZ_AFLQ01000308.1_cds_WP_000842260.1_263	26.316	190	267
WP_239248135.1	lcl|NZ_AFLQ01000170.1_cds_WP_000667727.1_1295	32.727	110	267
WP_239248135.1	lcl|NZ_AFLQ01000047.1_cds_WP_000869621.1_3399	22.709	251	267
WP_239248135.1	lcl|NZ_AFLQ01000095.1_cds_WP_000805359.1_2367	38.372	86	267
WP_004503040.1	lcl|NZ_AFLQ01000145.1_cds_WP_000291586.1_1757	26.791	321	509
WP_004503040.1	lcl|NZ_AFLQ01000145.1_cds_WP_000364507.1_1756	28.723	94	509
WP_004503040.1	lcl|NZ_AFLQ01000145.1_cds_WP_000291586.1_1757	26.791	321	509
WP_004503040.1	lcl|NZ_AFLQ01000145.1_cds_WP_000364507.1_1756	28.723	94	509
WP_061221763.1	lcl|NZ_AFLQ01000074.1_cds_WP_001984071.1_2820	25.368	272	330
WP_061221763.1	lcl|NZ_AFLQ01000047.1_cds_WP_000723077.1_3431	23.792	269	330
WP_061221763.1	lcl|NZ_AFLQ01000051.1_cds_WP_000744700.1_3303	26.582	316	330
WP_061221763.1	lcl|NZ_AFLQ01000149.1_cds_WP_001003558.1_1655	27.888	251	330
WP_061221763.1	lcl|NZ_AFLQ01000308.1_cds_WP_000723094.1_262	24.625	333	330
WP_061221763.1	lcl|NZ_AFLQ01000047.1_cds_WP_000699347.1_3440	25.000	256	330
WP_061221763.1	lcl|NZ_AFLQ01000047.1_cds_WP_000048849.1_3421	30.469	128	330
WP_061221763.1	lcl|NZ_AFLQ01000136.1_cds_WP_000649923.1_2017	29.615	260	330
WP_061221763.1	lcl|NZ_AFLQ01000074.1_cds_WP_000688695.1_2800	25.339	221	330
WP_061221763.1	lcl|NZ_AFLQ01000047.1_cds_WP_000697617.1_3396	25.591	254	330
WP_004503036.1	lcl|NZ_AFLQ01000046.1_cds_WP_001002663.1_3463	41.803	244	265
WP_004503036.1	lcl|NZ_AFLQ01000110.1_cds_WP_001183723.1_2105	27.746	173	265
WP_004503060.1	lcl|NZ_AFLQ01000193.1_cds_WP_000501205.1_945	36.304	303	310
WP_004503060.1	lcl|NZ_AFLQ01000110.1_cds_WP_001183723.1_2105	30.000	250	310
WP_004503060.1	lcl|NZ_AFLQ01000071.1_cds_WP_000279894.1_2856	24.335	263	310
WP_004503060.1	lcl|NZ_AFLQ01000193.1_cds_WP_000501205.1_945	36.304	303	310
WP_004503060.1	lcl|NZ_AFLQ01000110.1_cds_WP_001183723.1_2105	30.000	250	310
WP_004503060.1	lcl|NZ_AFLQ01000071.1_cds_WP_000279894.1_2856	24.335	263	310
WP_004503042.1	lcl|NZ_AFLQ01000319.1_cds_WP_001069832.1_81	29.412	102	221
WP_004503042.1	lcl|NZ_AFLQ01000051.1_cds_WP_001082178.1_3331	23.077	78	221
WP_016758358.1	lcl|NZ_AFLQ01000047.1_cds_WP_000445586.1_3401	35.354	99	316
WP_016758358.1	lcl|NZ_AFLQ01000319.1_cds_WP_000347683.1_80	29.221	154	316
WP_016758358.1	lcl|NZ_AFLQ01000047.1_cds_WP_002102767.1_3414	27.742	155	316
WP_016758358.1	lcl|NZ_AFLQ01000167.1_cds_WP_000402846.1_1326	22.368	152	316
WP_016758358.1	lcl|NZ_AFLQ01000051.1_cds_WP_001082178.1_3331	24.540	163	316
WP_016758358.1	lcl|NZ_AFLQ01000047.1_cds_WP_000615098.1_3434	25.658	152	316
WP_004503088.1	lcl|NZ_AFLQ01000098.1_cds_WP_025176604.1_2270	28.966	145	175
WP_004503132.1	lcl|NZ_AFLQ01000047.1_cds_WP_000445586.1_3401	29.545	396	405
WP_004503132.1	lcl|NZ_AFLQ01000319.1_cds_WP_000347683.1_80	25.000	208	405
WP_004503132.1	lcl|NZ_AFLQ01000167.1_cds_WP_000402846.1_1326	22.273	220	405
WP_004503032.1	lcl|NZ_AFLQ01000047.1_cds_WP_000738263.1_3417	30.263	380	358
WP_004503032.1	lcl|NZ_AFLQ01000047.1_cds_WP_001154829.1_3418	31.085	341	358
WP_004503032.1	lcl|NZ_AFLQ01000270.1_cds_WP_001281957.1_354	29.082	392	358
WP_004503032.1	lcl|NZ_AFLQ01000047.1_cds_WP_001054317.1_3430	28.022	364	358
WP_004503032.1	lcl|NZ_AFLQ01000308.1_cds_WP_000575187.1_256	32.558	301	358
WP_004503032.1	lcl|NZ_AFLQ01000078.1_cds_WP_001982414.1_2761	25.806	372	358
WP_004503032.1	lcl|NZ_AFLQ01000165.1_cds_WP_000538758.1_1371	29.851	201	358
WP_061217626.1	lcl|NZ_AFLQ01000047.1_cds_WP_162284979.1_3443	24.658	219	231
WP_004503049.1	lcl|NZ_AFLQ01000047.1_cds_WP_000445586.1_3401	25.255	392	409
WP_004503049.1	lcl|NZ_AFLQ01000319.1_cds_WP_000347683.1_80	23.649	148	409
WP_004503049.1	lcl|NZ_AFLQ01000051.1_cds_WP_001082178.1_3331	24.224	161	409
WP_004503099.1	lcl|NZ_AFLQ01000308.1_cds_WP_000575187.1_256	37.430	358	361
WP_004503099.1	lcl|NZ_AFLQ01000165.1_cds_WP_000538758.1_1371	34.795	342	361
WP_004503099.1	lcl|NZ_AFLQ01000270.1_cds_WP_001281957.1_354	28.150	373	361
WP_004503099.1	lcl|NZ_AFLQ01000047.1_cds_WP_000738263.1_3417	31.351	370	361
WP_004503099.1	lcl|NZ_AFLQ01000047.1_cds_WP_001154829.1_3418	31.214	346	361
WP_004503099.1	lcl|NZ_AFLQ01000047.1_cds_WP_001054317.1_3430	27.559	254	361
WP_004503099.1	lcl|NZ_AFLQ01000078.1_cds_WP_001982414.1_2761	24.642	349	361
WP_004503089.1	lcl|NZ_AFLQ01000308.1_cds_WP_001159758.1_260	41.667	180	176
WP_239248137.1	lcl|NZ_AFLQ01000047.1_cds_WP_001031896.1_3435	25.694	144	250
WP_239248138.1	lcl|NZ_AFLQ01000136.1_cds_WP_000649923.1_2017	28.135	327	313
WP_239248138.1	lcl|NZ_AFLQ01000051.1_cds_WP_000744700.1_3303	26.168	321	313
WP_239248138.1	lcl|NZ_AFLQ01000047.1_cds_WP_000699347.1_3440	25.212	353	313
WP_239248138.1	lcl|NZ_AFLQ01000074.1_cds_WP_001984071.1_2820	25.461	271	313
WP_239248138.1	lcl|NZ_AFLQ01000308.1_cds_WP_000723094.1_262	25.000	332	313
WP_239248138.1	lcl|NZ_AFLQ01000047.1_cds_WP_000723077.1_3431	25.652	230	313
WP_239248138.1	lcl|NZ_AFLQ01000149.1_cds_WP_001003558.1_1655	27.132	258	313
WP_239248138.1	lcl|NZ_AFLQ01000047.1_cds_WP_000377753.1_3398	26.400	250	313
WP_239248138.1	lcl|NZ_AFLQ01000047.1_cds_WP_000412665.1_3444	22.601	323	313
WP_239248138.1	lcl|NZ_AFLQ01000088.1_cds_WP_001074783.1_2612	23.292	322	313
WP_000572389.1	lcl|NZ_AFLQ01000308.1_cds_WP_000343541.1_255	32.500	120	134
WP_004503138.1	lcl|NZ_AFLQ01000074.1_cds_WP_001984071.1_2820	27.490	251	311
WP_004503138.1	lcl|NZ_AFLQ01000047.1_cds_WP_000697617.1_3396	23.297	279	311
WP_004503138.1	lcl|NZ_AFLQ01000308.1_cds_WP_000723094.1_262	25.391	256	311
WP_004503138.1	lcl|NZ_AFLQ01000047.1_cds_WP_000699347.1_3440	26.087	253	311
WP_004503138.1	lcl|NZ_AFLQ01000047.1_cds_WP_000723077.1_3431	26.857	175	311
WP_004503138.1	lcl|NZ_AFLQ01000088.1_cds_WP_001074783.1_2612	29.747	158	311
WP_004503138.1	lcl|NZ_AFLQ01000051.1_cds_WP_000744700.1_3303	21.622	259	311
WP_004503138.1	lcl|NZ_AFLQ01000074.1_cds_WP_000688695.1_2800	30.625	160	311
WP_004503138.1	lcl|NZ_AFLQ01000136.1_cds_WP_000649923.1_2017	23.048	269	311
WP_004503138.1	lcl|NZ_AFLQ01000308.1_cds_WP_000642152.1_261	26.804	97	311
WP_004503127.1	lcl|NZ_AFLQ01000308.1_cds_WP_000282884.1_258	28.571	119	361
WP_004503127.1	lcl|NZ_AFLQ01000308.1_cds_WP_000854003.1_259	22.963	270	361
WP_004503127.1	lcl|NZ_AFLQ01000047.1_cds_WP_001005151.1_3395	21.569	102	361
WP_061236010.1	lcl|NZ_AFLQ01000096.1_cds_WP_000172203.1_2316	35.369	393	595
WP_061236010.1	lcl|NZ_AFLQ01000091.1_cds_WP_000667645.1_2460	30.099	505	595
WP_061236010.1	lcl|NZ_AFLQ01000136.1_cds_WP_000828456.1_1948	42.254	213	595
WP_061236010.1	lcl|NZ_AFLQ01000047.1_cds_WP_000361605.1_3441	26.733	505	595
WP_061236010.1	lcl|NZ_AFLQ01000139.1_cds_WP_001052498.1_1897	32.468	231	595
WP_061236010.1	lcl|NZ_AFLQ01000234.1_cds_WP_000510774.1_487	27.074	229	595
WP_061236010.1	lcl|NZ_AFLQ01000087.1_cds_WP_000619174.1_2641	29.536	237	595
WP_061236010.1	lcl|NZ_AFLQ01000096.1_cds_WP_000942282.1_2330	34.807	181	595
WP_061236010.1	lcl|NZ_AFLQ01000145.1_cds_WP_000047473.1_1751	28.631	241	595
WP_061236010.1	lcl|NZ_AFLQ01000313.1_cds_WP_000598571.1_146	28.632	234	595
WP_061236010.1	lcl|NZ_AFLQ01000134.1_cds_WP_001982953.1_2048	30.698	215	595
WP_061236010.1	lcl|NZ_AFLQ01000185.1_cds_WP_000184522.1_1042	29.213	178	595
WP_061236010.1	lcl|NZ_AFLQ01000062.1_cds_WP_001161018.1_3008	28.249	177	595
WP_061236010.1	lcl|NZ_AFLQ01000162.1_cds_WP_000433117.1_1415	26.556	241	595
WP_061236010.1	lcl|NZ_AFLQ01000081.1_cds_WP_000536757.1_2720	32.692	156	595
WP_061236010.1	lcl|NZ_AFLQ01000043.1_cds_WP_000666552.1_3694	27.350	234	595
WP_061236010.1	lcl|NZ_AFLQ01000184.1_cds_WP_000651456.1_1063	27.485	171	595
WP_061236010.1	lcl|NZ_AFLQ01000276.1_cds_WP_001141160.1_338	32.127	221	595
WP_061236010.1	lcl|NZ_AFLQ01000087.1_cds_WP_000218838.1_2640	25.620	242	595
WP_061236010.1	lcl|NZ_AFLQ01000177.1_cds_WP_000590876.1_1187	29.114	158	595
WP_061236010.1	lcl|NZ_AFLQ01000177.1_cds_WP_000590876.1_1187	24.194	186	595
WP_061236010.1	lcl|NZ_AFLQ01000162.1_cds_WP_001089498.1_1447	26.778	239	595
WP_061236010.1	lcl|NZ_AFLQ01000268.1_cds_WP_000626143.1_359	24.590	183	595
WP_061236010.1	lcl|NZ_AFLQ01000268.1_cds_WP_000626143.1_359	27.389	157	595
WP_061236010.1	lcl|NZ_AFLQ01000061.1_cds_WP_001049205.1_3066	28.378	148	595
WP_061236010.1	lcl|NZ_AFLQ01000061.1_cds_WP_001049205.1_3066	25.000	180	595
WP_061236010.1	lcl|NZ_AFLQ01000056.1_cds_WP_000481715.1_3156	26.705	176	595
WP_061236010.1	lcl|NZ_AFLQ01000226.1_cds_WP_000054169.1_554	25.000	216	595
WP_061236010.1	lcl|NZ_AFLQ01000096.1_cds_WP_000172203.1_2316	35.369	393	595
WP_061236010.1	lcl|NZ_AFLQ01000091.1_cds_WP_000667645.1_2460	30.099	505	595
WP_061236010.1	lcl|NZ_AFLQ01000136.1_cds_WP_000828456.1_1948	42.254	213	595
WP_061236010.1	lcl|NZ_AFLQ01000047.1_cds_WP_000361605.1_3441	26.733	505	595
