WP_002614501.1	lcl|NZ_JADDXB010000023.1_cds_WP_002725873.1_1110	95.283	106	106
WP_004503085.1	lcl|NZ_JADDXB010000023.1_cds_WP_011669917.1_1111	97.097	310	314
WP_004503085.1	lcl|NZ_JADDXB010000025.1_cds_WP_011671202.1_1195	24.224	322	314
WP_004503085.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669955.1_1345	22.277	202	314
WP_004503085.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669957.1_1343	25.275	182	314
WP_004503085.1	lcl|NZ_JADDXB010000038.1_cds_WP_011670961.1_1796	24.759	311	314
WP_004503085.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669973.1_1319	21.708	281	314
WP_004503085.1	lcl|NZ_JADDXB010000089.1_cds_WP_011670813.1_3228	22.500	120	314
WP_004503080.1	lcl|NZ_JADDXB010000001.1_cds_WP_002750963.1_839	34.177	158	185
WP_004503080.1	lcl|NZ_JADDXB010000023.1_cds_WP_011669938.1_1142	33.898	177	185
WP_004503081.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669955.1_1345	30.721	319	329
WP_004503081.1	lcl|NZ_JADDXB010000025.1_cds_WP_011671202.1_1195	31.013	316	329
WP_004503081.1	lcl|NZ_JADDXB010000038.1_cds_WP_011670961.1_1796	30.968	310	329
WP_004503081.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669973.1_1319	29.940	334	329
WP_004503081.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669957.1_1343	29.773	309	329
WP_004503081.1	lcl|NZ_JADDXB010000089.1_cds_WP_011670813.1_3228	26.686	341	329
WP_004503081.1	lcl|NZ_JADDXB010000038.1_cds_WP_002754065.1_1793	28.485	330	329
WP_004503081.1	lcl|NZ_JADDXB010000022.1_cds_WP_011671143.1_1064	28.481	316	329
WP_004503081.1	lcl|NZ_JADDXB010000003.1_cds_WP_011671074.1_1901	25.215	349	329
WP_004503081.1	lcl|NZ_JADDXB010000023.1_cds_WP_011669917.1_1111	28.112	249	329
WP_004503081.1	lcl|NZ_JADDXB010000013.1_cds_WP_017859386.1_349	27.170	265	329
WP_004503081.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669959.1_1341	28.311	219	329
WP_004503081.1	lcl|NZ_JADDXB010000055.1_cds_WP_011669202.1_2464	24.405	336	329
WP_239248135.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669956.1_1344	26.582	237	267
WP_239248135.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669974.1_1318	26.455	189	267
WP_239248135.1	lcl|NZ_JADDXB010000036.1_cds_WP_011670832.1_1724	33.333	114	267
WP_239248135.1	lcl|NZ_JADDXB010000089.1_cds_WP_011670812.1_3227	26.984	189	267
WP_239248135.1	lcl|NZ_JADDXB010000083.1_cds_WP_002766579.1_3169	36.047	86	267
WP_004503040.1	lcl|NZ_JADDXB010000019.1_cds_WP_011670269.1_736	26.426	333	509
WP_004503040.1	lcl|NZ_JADDXB010000019.1_cds_WP_002751286.1_737	30.435	115	509
WP_004503040.1	lcl|NZ_JADDXB010000019.1_cds_WP_011670269.1_736	26.426	333	509
WP_004503040.1	lcl|NZ_JADDXB010000019.1_cds_WP_002751286.1_737	30.435	115	509
WP_061221763.1	lcl|NZ_JADDXB010000038.1_cds_WP_011670961.1_1796	26.740	273	330
WP_061221763.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669955.1_1345	23.636	275	330
