WP_002614501.1	lcl|NZ_JADDXL010000008.1_cds_WP_002725873.1_3286	95.283	106	106
WP_004503085.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733579.1_3287	97.444	313	314
WP_004503085.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733534.1_3290	27.381	252	314
WP_004503085.1	lcl|NZ_JADDXL010000013.1_cds_WP_002722638.1_357	24.534	322	314
WP_004503085.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740024.1_3381	21.708	281	314
WP_004503085.1	lcl|NZ_JADDXL010000002.1_cds_WP_002728309.1_1813	24.759	311	314
WP_004503085.1	lcl|NZ_JADDXL010000021.1_cds_WP_002743770.1_1255	23.770	122	314
WP_004503085.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740721.1_3293	24.308	325	314
WP_004503085.1	lcl|NZ_JADDXL010000008.1_cds_WP_016749081.1_3319	25.641	117	314
WP_004503038.1	lcl|NZ_JADDXL010000008.1_cds_WP_026054882.1_3288	93.425	365	365
WP_004503080.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733646.1_3289	96.216	185	185
WP_004503080.1	lcl|NZ_JADDXL010000001.1_cds_WP_002721790.1_1038	36.301	146	185
WP_004503081.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733534.1_3290	93.921	329	329
WP_004503081.1	lcl|NZ_JADDXL010000013.1_cds_WP_002722638.1_357	30.380	316	329
WP_004503081.1	lcl|NZ_JADDXL010000002.1_cds_WP_002728309.1_1813	30.645	310	329
WP_004503081.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740024.1_3381	30.448	335	329
WP_004503081.1	lcl|NZ_JADDXL010000021.1_cds_WP_002743770.1_1255	26.686	341	329
WP_004503081.1	lcl|NZ_JADDXL010000002.1_cds_WP_002728316.1_1810	28.485	330	329
WP_004503081.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733638.1_3327	27.714	350	329
WP_004503081.1	lcl|NZ_JADDXL010000006.1_cds_WP_002741146.1_3143	28.165	316	329
WP_004503081.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733546.1_3356	26.119	268	329
WP_004503081.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740721.1_3293	28.939	311	329
WP_004503081.1	lcl|NZ_JADDXL010000006.1_cds_WP_002732331.1_3054	25.000	348	329
WP_004503081.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733579.1_3287	27.711	249	329
WP_004503081.1	lcl|NZ_JADDXL010000008.1_cds_WP_002744551.1_3321	28.148	270	329
WP_004503081.1	lcl|NZ_JADDXL010000008.1_cds_WP_016749081.1_3319	23.913	322	329
WP_004503081.1	lcl|NZ_JADDXL010000051.1_cds_WP_002740236.1_2800	27.170	265	329
WP_004503081.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733698.1_3364	25.912	274	329
WP_004503081.1	lcl|NZ_JADDXL010000007.1_cds_WP_002721725.1_3198	25.000	336	329
WP_004503081.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733757.1_3354	27.431	288	329
WP_004503081.1	lcl|NZ_JADDXL010000017.1_cds_WP_002739935.1_725	28.235	170	329
WP_239248135.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733627.1_3291	92.135	267	267
WP_239248135.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740926.1_3332	25.888	197	267
WP_239248135.1	lcl|NZ_JADDXL010000008.1_cds_WP_002738295.1_3353	25.481	208	267
WP_239248135.1	lcl|NZ_JADDXL010000008.1_cds_WP_002727921.1_3382	26.455	189	267
WP_239248135.1	lcl|NZ_JADDXL010000044.1_cds_WP_002729040.1_2579	34.545	110	267
WP_239248135.1	lcl|NZ_JADDXL010000021.1_cds_WP_002729513.1_1256	26.984	189	267
WP_239248135.1	lcl|NZ_JADDXL010000031.1_cds_WP_002766579.1_2011	36.047	86	267
WP_004503040.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740779.1_3292	92.141	509	509
WP_004503040.1	lcl|NZ_JADDXL010000010.1_cds_WP_002728536.1_51	26.426	333	509
WP_004503040.1	lcl|NZ_JADDXL010000010.1_cds_WP_002728534.1_52	30.435	115	509
WP_004503040.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740779.1_3292	92.141	509	509
WP_004503040.1	lcl|NZ_JADDXL010000010.1_cds_WP_002728536.1_51	26.426	333	509
WP_004503040.1	lcl|NZ_JADDXL010000010.1_cds_WP_002728534.1_52	30.435	115	509
WP_061221763.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740721.1_3293	95.758	330	330
WP_061221763.1	lcl|NZ_JADDXL010000002.1_cds_WP_002728309.1_1813	26.374	273	330
WP_061221763.1	lcl|NZ_JADDXL010000008.1_cds_WP_002744551.1_3321	27.835	291	330
WP_061221763.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733534.1_3290	29.642	307	330
WP_061221763.1	lcl|NZ_JADDXL010000008.1_cds_WP_016749081.1_3319	30.317	221	330
WP_061221763.1	lcl|NZ_JADDXL010000013.1_cds_WP_002722638.1_357	27.758	281	330
WP_061221763.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740024.1_3381	26.814	317	330
WP_061221763.1	lcl|NZ_JADDXL010000006.1_cds_WP_002732331.1_3054	27.391	230	330
WP_061221763.1	lcl|NZ_JADDXL010000006.1_cds_WP_002741146.1_3143	29.066	289	330
WP_061221763.1	lcl|NZ_JADDXL010000007.1_cds_WP_002721725.1_3198	24.490	245	330
WP_061221763.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733638.1_3327	26.621	293	330
WP_061221763.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733546.1_3356	25.641	273	330
WP_061221763.1	lcl|NZ_JADDXL010000021.1_cds_WP_002743770.1_1255	24.648	142	330
WP_061221763.1	lcl|NZ_JADDXL010000008.1_cds_WP_002733579.1_3287	24.024	333	330
WP_004503073.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740729.1_3296	37.912	546	535
WP_004503073.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740729.1_3296	37.912	546	535
WP_004503036.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740998.1_3297	67.170	265	265
WP_004503036.1	lcl|NZ_JADDXL010000031.1_cds_WP_002742191.1_1980	41.803	244	265
WP_004503060.1	lcl|NZ_JADDXL010000008.1_cds_WP_032853071.1_3298	88.065	310	310
WP_004503060.1	lcl|NZ_JADDXL010000004.1_cds_WP_193823057.1_2678	37.624	303	310
WP_004503060.1	lcl|NZ_JADDXL010000020.1_cds_WP_002727287.1_1183	28.470	281	310
WP_004503060.1	lcl|NZ_JADDXL010000001.1_cds_WP_002727177.1_986	26.244	221	310
WP_004503060.1	lcl|NZ_JADDXL010000008.1_cds_WP_032853071.1_3298	88.065	310	310
WP_004503060.1	lcl|NZ_JADDXL010000004.1_cds_WP_193823057.1_2678	37.624	303	310
WP_004503060.1	lcl|NZ_JADDXL010000020.1_cds_WP_002727287.1_1183	28.470	281	310
WP_004503060.1	lcl|NZ_JADDXL010000001.1_cds_WP_002727177.1_986	26.244	221	310
WP_004503095.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740848.1_3299	92.424	264	264
WP_004503106.1	lcl|NZ_JADDXL010000008.1_cds_WP_032853450.1_3300	88.462	130	130
WP_004503130.1	lcl|NZ_JADDXL010000008.1_cds_WP_004777167.1_3301	76.429	140	146
WP_004503042.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740917.1_3302	86.878	221	221
WP_004503042.1	lcl|NZ_JADDXL010000004.1_cds_WP_002727076.1_2771	29.412	102	221
WP_004503042.1	lcl|NZ_JADDXL010000013.1_cds_WP_011671435.1_386	23.077	78	221
WP_016758358.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740977.1_3314	25.926	270	316
WP_016758358.1	lcl|NZ_JADDXL010000004.1_cds_WP_002740458.1_2772	27.564	156	316
WP_016758358.1	lcl|NZ_JADDXL010000008.1_cds_WP_230456811.1_3305	24.427	262	316
WP_016758358.1	lcl|NZ_JADDXL010000008.1_cds_WP_002740041.1_3338	30.769	104	316
