WP_002614501.1	lcl|NZ_AOUU01000018.1_cds_WP_000340715.1_499	86.792	106	106
WP_004503085.1	lcl|NZ_AOUU01000018.1_cds_WP_000712240.1_498	91.693	313	314
WP_004503085.1	lcl|NZ_AOUU01000018.1_cds_WP_000646251.1_495	27.778	252	314
WP_004503085.1	lcl|NZ_AOUU01000125.1_cds_WP_000744700.1_3287	23.077	325	314
WP_004503085.1	lcl|NZ_AOUU01000018.1_cds_WP_000600886.1_467	23.656	186	314
WP_004503085.1	lcl|NZ_AOUU01000018.1_cds_WP_000723084.1_412	22.491	289	314
WP_004503085.1	lcl|NZ_AOUU01000018.1_cds_WP_001067556.1_492	24.923	325	314
WP_004503085.1	lcl|NZ_AOUU01000018.1_cds_WP_000025488.1_473	22.601	323	314
WP_004503038.1	lcl|NZ_AOUU01000018.1_cds_WP_000604524.1_497	83.562	365	365
WP_004503080.1	lcl|NZ_AOUU01000018.1_cds_WP_000884057.1_496	95.676	185	185
WP_004503080.1	lcl|NZ_AOUU01000028.1_cds_WP_000351733.1_851	40.000	140	185
WP_004503081.1	lcl|NZ_AOUU01000018.1_cds_WP_000646251.1_495	94.833	329	329
WP_004503081.1	lcl|NZ_AOUU01000125.1_cds_WP_000744700.1_3287	32.063	315	329
WP_004503081.1	lcl|NZ_AOUU01000018.1_cds_WP_000723084.1_412	30.149	335	329
WP_004503081.1	lcl|NZ_AOUU01000018.1_cds_WP_000600886.1_467	30.408	319	329
WP_004503081.1	lcl|NZ_AOUU01000016.1_cds_WP_001984071.1_337	30.945	307	329
WP_004503081.1	lcl|NZ_AOUU01000031.1_cds_WP_000649927.1_964	28.882	322	329
WP_004503081.1	lcl|NZ_AOUU01000089.1_cds_WP_000709512.1_2218	28.182	330	329
WP_004503081.1	lcl|NZ_AOUU01000018.1_cds_WP_001067556.1_492	28.852	305	329
WP_004503081.1	lcl|NZ_AOUU01000018.1_cds_WP_000601375.1_438	25.000	300	329
WP_004503081.1	lcl|NZ_AOUU01000114.1_cds_WP_000688700.1_2935	27.737	274	329
WP_004503081.1	lcl|NZ_AOUU01000018.1_cds_WP_000025488.1_473	24.921	317	329
WP_004503081.1	lcl|NZ_AOUU01000018.1_cds_WP_000707057.1_471	28.571	273	329
WP_004503081.1	lcl|NZ_AOUU01000018.1_cds_WP_000712240.1_498	25.949	316	329
WP_004503081.1	lcl|NZ_AOUU01000018.1_cds_WP_000475906.1_429	25.912	274	329
WP_004503081.1	lcl|NZ_AOUU01000049.1_cds_WP_001074785.1_1262	28.679	265	329
WP_004503081.1	lcl|NZ_AOUU01000127.1_cds_WP_001003550.1_3452	24.924	329	329
WP_004503081.1	lcl|NZ_AOUU01000018.1_cds_WP_000487324.1_440	27.692	325	329
WP_239248135.1	lcl|NZ_AOUU01000018.1_cds_WP_000774258.1_494	94.007	267	267
WP_239248135.1	lcl|NZ_AOUU01000018.1_cds_WP_000859505.1_441	27.885	208	267
WP_239248135.1	lcl|NZ_AOUU01000018.1_cds_WP_000800436.1_462	25.207	242	267
WP_239248135.1	lcl|NZ_AOUU01000018.1_cds_WP_000842260.1_411	26.316	190	267
WP_239248135.1	lcl|NZ_AOUU01000119.1_cds_WP_000667727.1_3055	32.727	110	267
WP_239248135.1	lcl|NZ_AOUU01000077.1_cds_WP_000805358.1_1906	37.209	86	267
WP_004503040.1	lcl|NZ_AOUU01000018.1_cds_WP_000602735.1_493	92.141	509	509
WP_004503040.1	lcl|NZ_AOUU01000029.1_cds_WP_000291595.1_926	27.103	321	509
WP_004503040.1	lcl|NZ_AOUU01000029.1_cds_WP_000364507.1_925	28.723	94	509
WP_004503040.1	lcl|NZ_AOUU01000018.1_cds_WP_000602735.1_493	92.141	509	509
WP_004503040.1	lcl|NZ_AOUU01000029.1_cds_WP_000291595.1_926	27.103	321	509
WP_004503040.1	lcl|NZ_AOUU01000029.1_cds_WP_000364507.1_925	28.723	94	509
WP_061221763.1	lcl|NZ_AOUU01000018.1_cds_WP_001067556.1_492	97.879	330	330
WP_061221763.1	lcl|NZ_AOUU01000018.1_cds_WP_000646251.1_495	29.642	307	330
WP_061221763.1	lcl|NZ_AOUU01000018.1_cds_WP_000707057.1_471	28.179	291	330
WP_061221763.1	lcl|NZ_AOUU01000016.1_cds_WP_001984071.1_337	25.368	272	330
WP_061221763.1	lcl|NZ_AOUU01000018.1_cds_WP_000600886.1_467	26.316	266	330
WP_061221763.1	lcl|NZ_AOUU01000125.1_cds_WP_000744700.1_3287	26.582	316	330
WP_061221763.1	lcl|NZ_AOUU01000018.1_cds_WP_000723084.1_412	24.925	333	330
