WP_002614501.1	lcl|NZ_AFLY02000029.1_cds_WP_004421256.1_2860	85.849	106	106
WP_004503085.1	lcl|NZ_AFLY02000029.1_cds_WP_004421326.1_2859	90.997	311	314
WP_004503085.1	lcl|NZ_AFLY02000029.1_cds_WP_004421375.1_2856	27.778	252	314
WP_004503085.1	lcl|NZ_AFLY02000016.1_cds_WP_004419974.1_3365	24.308	325	314
WP_004503085.1	lcl|NZ_AFLY02000029.1_cds_WP_004421482.1_2776	21.724	290	314
WP_004503085.1	lcl|NZ_AFLY02000067.1_cds_WP_004425902.1_521	24.638	276	314
WP_004503085.1	lcl|NZ_AFLY02000029.1_cds_WP_004421253.1_2853	24.620	329	314
WP_004503038.1	lcl|NZ_AFLY02000029.1_cds_WP_004421179.1_2858	85.479	365	365
WP_004503080.1	lcl|NZ_AFLY02000029.1_cds_WP_004421442.1_2857	96.216	185	185
WP_004503080.1	lcl|NZ_AFLY02000057.1_cds_WP_004424034.1_1481	40.714	140	185
WP_004503081.1	lcl|NZ_AFLY02000029.1_cds_WP_004421375.1_2856	95.137	329	329
WP_004503081.1	lcl|NZ_AFLY02000016.1_cds_WP_004419974.1_3365	30.159	315	329
WP_004503081.1	lcl|NZ_AFLY02000029.1_cds_WP_004421482.1_2776	30.448	335	329
WP_004503081.1	lcl|NZ_AFLY02000067.1_cds_WP_004425902.1_521	32.143	308	329
WP_004503081.1	lcl|NZ_AFLY02000016.1_cds_WP_004419871.1_3520	29.012	324	329
WP_004503081.1	lcl|NZ_AFLY02000067.1_cds_WP_002148036.1_512	28.788	330	329
WP_004503081.1	lcl|NZ_AFLY02000029.1_cds_WP_004421253.1_2853	28.852	305	329
WP_004503081.1	lcl|NZ_AFLY02000067.1_cds_WP_002155619.1_542	25.513	341	329
WP_004503081.1	lcl|NZ_AFLY02000029.1_cds_WP_004421326.1_2859	26.908	249	329
WP_004503081.1	lcl|NZ_AFLY02000029.1_cds_WP_004421384.1_2793	25.912	274	329
WP_004503081.1	lcl|NZ_AFLY02000057.1_cds_WP_004424129.1_1279	26.966	267	329
WP_004503081.1	lcl|NZ_AFLY02000069.1_cds_WP_039940253.1_399	25.191	262	329
WP_004503081.1	lcl|NZ_AFLY02000063.1_cds_WP_004425490.1_836	24.615	325	329
WP_239248135.1	lcl|NZ_AFLY02000029.1_cds_WP_004421408.1_2855	94.757	267	267
WP_239248135.1	lcl|NZ_AFLY02000029.1_cds_WP_004421125.1_2775	26.455	189	267
WP_239248135.1	lcl|NZ_AFLY02000040.1_cds_WP_004422352.1_2243	33.858	127	267
