WP_002614501.1	lcl|NZ_JADDWN010000006.1_cds_WP_002725873.1_2990	95.283	106	106
WP_004503085.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733579.1_2989	97.444	313	314
WP_004503085.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733534.1_2986	27.381	252	314
WP_004503085.1	lcl|NZ_JADDWN010000018.1_cds_WP_002722638.1_683	24.534	322	314
WP_004503085.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740024.1_2895	21.708	281	314
WP_004503085.1	lcl|NZ_JADDWN010000007.1_cds_WP_002728309.1_3182	24.759	311	314
WP_004503085.1	lcl|NZ_JADDWN010000014.1_cds_WP_002743770.1_433	23.770	122	314
WP_004503085.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740721.1_2983	24.308	325	314
WP_004503085.1	lcl|NZ_JADDWN010000006.1_cds_WP_016749081.1_2957	25.641	117	314
WP_004503038.1	lcl|NZ_JADDWN010000006.1_cds_WP_026054882.1_2988	93.425	365	365
WP_004503080.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733646.1_2987	96.216	185	185
WP_004503080.1	lcl|NZ_JADDWN010000003.1_cds_WP_002721790.1_1895	36.301	146	185
WP_004503081.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733534.1_2986	93.921	329	329
WP_004503081.1	lcl|NZ_JADDWN010000018.1_cds_WP_002722638.1_683	30.380	316	329
WP_004503081.1	lcl|NZ_JADDWN010000007.1_cds_WP_002728309.1_3182	30.645	310	329
WP_004503081.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740024.1_2895	30.448	335	329
WP_004503081.1	lcl|NZ_JADDWN010000014.1_cds_WP_002743770.1_433	26.686	341	329
WP_004503081.1	lcl|NZ_JADDWN010000007.1_cds_WP_002728316.1_3179	28.485	330	329
WP_004503081.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733638.1_2949	27.714	350	329
WP_004503081.1	lcl|NZ_JADDWN010000077.1_cds_WP_002741146.1_3061	28.165	316	329
WP_004503081.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733546.1_2920	26.119	268	329
WP_004503081.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740721.1_2983	28.939	311	329
WP_004503081.1	lcl|NZ_JADDWN010000008.1_cds_WP_002732331.1_3293	25.000	348	329
WP_004503081.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733579.1_2989	27.711	249	329
WP_004503081.1	lcl|NZ_JADDWN010000006.1_cds_WP_002744551.1_2955	28.148	270	329
WP_004503081.1	lcl|NZ_JADDWN010000006.1_cds_WP_016749081.1_2957	23.913	322	329
WP_004503081.1	lcl|NZ_JADDWN010000059.1_cds_WP_002740236.1_2605	27.170	265	329
WP_004503081.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733698.1_2912	25.912	274	329
WP_004503081.1	lcl|NZ_JADDWN010000004.1_cds_WP_002721725.1_2407	25.000	336	329
WP_004503081.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733757.1_2922	27.431	288	329
WP_004503081.1	lcl|NZ_JADDWN010000004.1_cds_WP_002739935.1_2319	28.235	170	329
WP_239248135.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733627.1_2985	92.135	267	267
WP_239248135.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740926.1_2944	25.888	197	267
WP_239248135.1	lcl|NZ_JADDWN010000006.1_cds_WP_002738295.1_2923	25.481	208	267
WP_239248135.1	lcl|NZ_JADDWN010000006.1_cds_WP_002727921.1_2894	26.455	189	267
WP_239248135.1	lcl|NZ_JADDWN010000050.1_cds_WP_002729040.1_2442	34.545	110	267
WP_239248135.1	lcl|NZ_JADDWN010000014.1_cds_WP_002729513.1_434	26.984	189	267
WP_239248135.1	lcl|NZ_JADDWN010000002.1_cds_WP_002766579.1_1455	36.047	86	267
WP_004503040.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740779.1_2984	92.141	509	509
WP_004503040.1	lcl|NZ_JADDWN010000005.1_cds_WP_002728536.1_2673	26.426	333	509
WP_004503040.1	lcl|NZ_JADDWN010000005.1_cds_WP_002728534.1_2674	30.435	115	509
WP_004503040.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740779.1_2984	92.141	509	509
WP_004503040.1	lcl|NZ_JADDWN010000005.1_cds_WP_002728536.1_2673	26.426	333	509
WP_004503040.1	lcl|NZ_JADDWN010000005.1_cds_WP_002728534.1_2674	30.435	115	509
WP_061221763.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740721.1_2983	95.758	330	330
WP_061221763.1	lcl|NZ_JADDWN010000007.1_cds_WP_002728309.1_3182	26.374	273	330
WP_061221763.1	lcl|NZ_JADDWN010000006.1_cds_WP_002744551.1_2955	27.835	291	330
WP_061221763.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733534.1_2986	29.642	307	330
WP_061221763.1	lcl|NZ_JADDWN010000006.1_cds_WP_016749081.1_2957	30.317	221	330
WP_061221763.1	lcl|NZ_JADDWN010000018.1_cds_WP_002722638.1_683	27.758	281	330
WP_061221763.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740024.1_2895	26.814	317	330
WP_061221763.1	lcl|NZ_JADDWN010000008.1_cds_WP_002732331.1_3293	27.391	230	330
WP_061221763.1	lcl|NZ_JADDWN010000077.1_cds_WP_002741146.1_3061	29.066	289	330
WP_061221763.1	lcl|NZ_JADDWN010000004.1_cds_WP_002721725.1_2407	24.490	245	330
WP_061221763.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733638.1_2949	26.621	293	330
WP_061221763.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733546.1_2920	25.641	273	330
WP_061221763.1	lcl|NZ_JADDWN010000014.1_cds_WP_002743770.1_433	24.648	142	330
WP_061221763.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733579.1_2989	24.024	333	330
WP_004503073.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740729.1_2980	37.912	546	535
WP_004503073.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740729.1_2980	37.912	546	535
WP_004503036.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740998.1_2979	67.170	265	265
WP_004503036.1	lcl|NZ_JADDWN010000002.1_cds_WP_002742191.1_1424	41.803	244	265
WP_004503060.1	lcl|NZ_JADDWN010000006.1_cds_WP_032853071.1_2978	88.065	310	310
WP_004503060.1	lcl|NZ_JADDWN010000033.1_cds_WP_002741402.1_1675	37.954	303	310
WP_004503060.1	lcl|NZ_JADDWN010000020.1_cds_WP_002727287.1_954	28.470	281	310
WP_004503060.1	lcl|NZ_JADDWN010000003.1_cds_WP_002727177.1_1946	26.244	221	310
WP_004503060.1	lcl|NZ_JADDWN010000006.1_cds_WP_032853071.1_2978	88.065	310	310
WP_004503060.1	lcl|NZ_JADDWN010000033.1_cds_WP_002741402.1_1675	37.954	303	310
WP_004503060.1	lcl|NZ_JADDWN010000020.1_cds_WP_002727287.1_954	28.470	281	310
WP_004503060.1	lcl|NZ_JADDWN010000003.1_cds_WP_002727177.1_1946	26.244	221	310
WP_004503095.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740848.1_2977	92.424	264	264
WP_004503106.1	lcl|NZ_JADDWN010000006.1_cds_WP_032853450.1_2976	88.462	130	130
WP_004503130.1	lcl|NZ_JADDWN010000006.1_cds_WP_004777167.1_2975	76.429	140	146
WP_004503042.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740917.1_2974	86.878	221	221
WP_004503042.1	lcl|NZ_JADDWN010000037.1_cds_WP_002727076.1_1829	29.412	102	221
WP_004503042.1	lcl|NZ_JADDWN010000018.1_cds_WP_011671435.1_654	23.077	78	221
WP_016758358.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740977.1_2962	25.926	270	316
WP_016758358.1	lcl|NZ_JADDWN010000037.1_cds_WP_002740458.1_1830	27.564	156	316
WP_016758358.1	lcl|NZ_JADDWN010000006.1_cds_WP_230456811.1_2971	24.427	262	316
WP_016758358.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740041.1_2938	30.769	104	316
WP_016758358.1	lcl|NZ_JADDWN010000068.1_cds_WP_016749152.1_2866	25.175	143	316
WP_016758358.1	lcl|NZ_JADDWN010000018.1_cds_WP_011671435.1_654	25.610	164	316
WP_016758358.1	lcl|NZ_JADDWN010000006.1_cds_IP948_RS03670_2930	26.667	90	316
WP_004503088.1	lcl|NZ_JADDWN010000018.1_cds_WP_002727846.1_648	28.966	145	175
WP_004503132.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740977.1_2962	32.124	386	405
WP_004503132.1	lcl|NZ_JADDWN010000068.1_cds_WP_016749152.1_2866	24.545	220	405
WP_004503032.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740861.1_2981	34.906	318	358
WP_004503032.1	lcl|NZ_JADDWN010000050.1_cds_WP_002728994.1_2436	29.337	392	358
WP_004503032.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733737.1_2961	32.270	282	358
WP_004503032.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740826.1_2982	33.043	345	358
WP_004503032.1	lcl|NZ_JADDWN010000006.1_cds_WP_002733599.1_2948	27.297	381	358
WP_004503032.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740294.1_2901	29.096	354	358
WP_004503032.1	lcl|NZ_JADDWN010000008.1_cds_WP_002724641.1_3292	25.000	372	358
WP_004503032.1	lcl|NZ_JADDWN010000007.1_cds_WP_002738884.1_3135	29.167	240	358
WP_026054523.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740804.1_2965	43.490	384	416
WP_004503049.1	lcl|NZ_JADDWN010000006.1_cds_WP_002740977.1_2962	91.443	409	409
WP_004503049.1	lcl|NZ_JADDWN010000037.1_cds_WP_002740458.1_1830	22.973	148	409
