WP_002614501.1	lcl|NZ_ANMX01000099.1_cds_WP_000340715.1_1904	86.792	106	106
WP_004503085.1	lcl|NZ_ANMX01000099.1_cds_WP_000410273.1_1903	91.374	313	314
WP_004503085.1	lcl|NZ_ANMX01000099.1_cds_WP_000646250.1_1900	28.175	252	314
WP_004503085.1	lcl|NZ_ANMX01000194.1_cds_WP_000744700.1_3707	23.077	325	314
WP_004503085.1	lcl|NZ_ANMX01000159.1_cds_WP_001033107.1_3082	22.180	266	314
WP_004503085.1	lcl|NZ_ANMX01000145.1_cds_WP_000723092.1_2655	22.145	289	314
WP_004503085.1	lcl|NZ_ANMX01000099.1_cds_WP_001067556.1_1897	24.923	325	314
WP_004503038.1	lcl|NZ_ANMX01000099.1_cds_WP_001967810.1_1902	83.288	365	365
WP_004503080.1	lcl|NZ_ANMX01000099.1_cds_WP_000884059.1_1901	96.216	185	185
WP_004503080.1	lcl|NZ_ANMX01000058.1_cds_WP_000351733.1_978	40.000	140	185
WP_004503081.1	lcl|NZ_ANMX01000099.1_cds_WP_000646250.1_1900	95.441	329	329
WP_004503081.1	lcl|NZ_ANMX01000194.1_cds_WP_000744700.1_3707	32.063	315	329
WP_004503081.1	lcl|NZ_ANMX01000145.1_cds_WP_000723092.1_2655	29.851	335	329
WP_004503081.1	lcl|NZ_ANMX01000099.1_cds_WP_000699346.1_1886	29.674	337	329
WP_004503081.1	lcl|NZ_ANMX01000039.1_cds_WP_001984071.1_625	30.945	307	329
WP_004503081.1	lcl|NZ_ANMX01000098.1_cds_WP_000649923.1_1816	28.882	322	329
WP_004503081.1	lcl|NZ_ANMX01000081.1_cds_WP_000709513.1_1472	28.182	330	329
WP_004503081.1	lcl|NZ_ANMX01000099.1_cds_WP_001067556.1_1897	28.852	305	329
WP_004503081.1	lcl|NZ_ANMX01000164.1_cds_WP_000688696.1_3211	28.102	274	329
WP_004503081.1	lcl|NZ_ANMX01000099.1_cds_WP_000410273.1_1903	26.266	316	329
WP_004503081.1	lcl|NZ_ANMX01000145.1_cds_WP_000475904.1_2672	26.642	274	329
WP_004503081.1	lcl|NZ_ANMX01000019.1_cds_WP_001074785.1_347	28.679	265	329
WP_004503081.1	lcl|NZ_ANMX01000159.1_cds_WP_001033107.1_3082	26.045	311	329
WP_004503081.1	lcl|NZ_ANMX01000091.1_cds_WP_001003557.1_1679	24.390	328	329
WP_239248135.1	lcl|NZ_ANMX01000099.1_cds_WP_000774256.1_1899	94.007	267	267
WP_239248135.1	lcl|NZ_ANMX01000145.1_cds_WP_000842260.1_2654	26.316	190	267
WP_239248135.1	lcl|NZ_ANMX01000060.1_cds_WP_000667727.1_1090	32.727	110	267
WP_239248135.1	lcl|NZ_ANMX01000027.1_cds_WP_000805359.1_484	38.372	86	267
WP_004503040.1	lcl|NZ_ANMX01000099.1_cds_WP_000612794.1_1898	91.356	509	509
WP_004503040.1	lcl|NZ_ANMX01000201.1_cds_WP_000291586.1_3870	26.791	321	509
WP_004503040.1	lcl|NZ_ANMX01000201.1_cds_WP_000364507.1_3869	28.723	94	509
WP_004503040.1	lcl|NZ_ANMX01000099.1_cds_WP_000612794.1_1898	91.356	509	509
WP_004503040.1	lcl|NZ_ANMX01000201.1_cds_WP_000291586.1_3870	26.791	321	509
WP_004503040.1	lcl|NZ_ANMX01000201.1_cds_WP_000364507.1_3869	28.723	94	509
WP_061221763.1	lcl|NZ_ANMX01000099.1_cds_WP_001067556.1_1897	97.879	330	330
WP_061221763.1	lcl|NZ_ANMX01000099.1_cds_WP_000646250.1_1900	29.316	307	330
WP_061221763.1	lcl|NZ_ANMX01000039.1_cds_WP_001984071.1_625	25.368	272	330
WP_061221763.1	lcl|NZ_ANMX01000194.1_cds_WP_000744700.1_3707	26.582	316	330
WP_061221763.1	lcl|NZ_ANMX01000091.1_cds_WP_001003557.1_1679	27.888	251	330
WP_061221763.1	lcl|NZ_ANMX01000145.1_cds_WP_000723092.1_2655	24.324	333	330
