WP_002614501.1	lcl|NZ_JQPJ01000034.1_cds_WP_000340715.1_952	86.792	106	106
WP_004503085.1	lcl|NZ_JQPJ01000034.1_cds_WP_000410267.1_953	91.693	313	314
WP_004503085.1	lcl|NZ_JQPJ01000034.1_cds_WP_042752260.1_956	27.778	252	314
WP_004503085.1	lcl|NZ_JQPJ01000050.1_cds_WP_000744698.1_1353	23.077	325	314
WP_004503085.1	lcl|NZ_JQPJ01000011.1_cds_WP_000723082.1_223	22.145	289	314
WP_004503085.1	lcl|NZ_JQPJ01000034.1_cds_WP_001067557.1_959	24.923	325	314
WP_004503085.1	lcl|NZ_JQPJ01000070.1_cds_WP_002072074.1_1763	23.502	217	314
WP_004503038.1	lcl|NZ_JQPJ01000034.1_cds_WP_000604524.1_954	83.562	365	365
WP_004503080.1	lcl|NZ_JQPJ01000034.1_cds_WP_000884059.1_955	96.216	185	185
WP_004503080.1	lcl|NZ_JQPJ01000006.1_cds_WP_000351733.1_113	40.000	140	185
WP_004503081.1	lcl|NZ_JQPJ01000034.1_cds_WP_042752260.1_956	94.529	329	329
WP_004503081.1	lcl|NZ_JQPJ01000050.1_cds_WP_000744698.1_1353	32.063	315	329
WP_004503081.1	lcl|NZ_JQPJ01000011.1_cds_WP_000723082.1_223	29.851	335	329
WP_004503081.1	lcl|NZ_JQPJ01000070.1_cds_WP_002072074.1_1763	30.619	307	329
WP_004503081.1	lcl|NZ_JQPJ01000033.1_cds_WP_000649924.1_944	28.882	322	329
WP_004503081.1	lcl|NZ_JQPJ01000221.1_cds_WP_000709508.1_3731	28.485	330	329
WP_004503081.1	lcl|NZ_JQPJ01000034.1_cds_WP_001067557.1_959	28.852	305	329
WP_004503081.1	lcl|NZ_JQPJ01000070.1_cds_WP_000688698.1_1743	28.102	274	329
WP_004503081.1	lcl|NZ_JQPJ01000034.1_cds_WP_000410267.1_953	25.949	316	329
WP_004503081.1	lcl|NZ_JQPJ01000011.1_cds_WP_000475901.1_240	26.357	258	329
WP_004503081.1	lcl|NZ_JQPJ01000068.1_cds_WP_001074779.1_1696	28.302	265	329
WP_004503081.1	lcl|NZ_JQPJ01000029.1_cds_WP_002105505.1_747	24.085	328	329
WP_239248135.1	lcl|NZ_JQPJ01000034.1_cds_WP_000774259.1_957	94.382	267	267
WP_239248135.1	lcl|NZ_JQPJ01000011.1_cds_WP_000842260.1_222	26.316	190	267
WP_239248135.1	lcl|NZ_JQPJ01000055.1_cds_WP_000667727.1_1443	32.727	110	267
WP_239248135.1	lcl|NZ_JQPJ01000141.1_cds_WP_000805357.1_2970	37.209	86	267
WP_004503040.1	lcl|NZ_JQPJ01000034.1_cds_WP_000612798.1_958	91.749	509	509
WP_004503040.1	lcl|NZ_JQPJ01000031.1_cds_WP_000291581.1_832	26.791	321	509
WP_004503040.1	lcl|NZ_JQPJ01000031.1_cds_WP_000364504.1_831	28.723	94	509
WP_004503040.1	lcl|NZ_JQPJ01000034.1_cds_WP_000612798.1_958	91.749	509	509
WP_004503040.1	lcl|NZ_JQPJ01000031.1_cds_WP_000291581.1_832	26.791	321	509
WP_004503040.1	lcl|NZ_JQPJ01000031.1_cds_WP_000364504.1_831	28.723	94	509
WP_061221763.1	lcl|NZ_JQPJ01000034.1_cds_WP_001067557.1_959	97.576	330	330
WP_061221763.1	lcl|NZ_JQPJ01000034.1_cds_WP_042752260.1_956	29.642	307	330
WP_061221763.1	lcl|NZ_JQPJ01000070.1_cds_WP_002072074.1_1763	25.735	272	330
WP_061221763.1	lcl|NZ_JQPJ01000050.1_cds_WP_000744698.1_1353	26.899	316	330
WP_061221763.1	lcl|NZ_JQPJ01000011.1_cds_WP_000723082.1_223	24.324	333	330
WP_061221763.1	lcl|NZ_JQPJ01000029.1_cds_WP_002105505.1_747	27.092	251	330
WP_061221763.1	lcl|NZ_JQPJ01000033.1_cds_WP_000649924.1_944	29.615	260	330
WP_061221763.1	lcl|NZ_JQPJ01000070.1_cds_WP_000688698.1_1743	24.434	221	330
WP_004503073.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227064.1_962	38.278	546	535
WP_004503073.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227064.1_962	38.278	546	535
WP_004503036.1	lcl|NZ_JQPJ01000034.1_cds_WP_000342716.1_963	67.547	265	265
WP_004503036.1	lcl|NZ_JQPJ01000036.1_cds_WP_001002662.1_1015	41.803	244	265
WP_004503036.1	lcl|NZ_JQPJ01000016.1_cds_WP_001183714.1_370	27.746	173	265
WP_004503060.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227063.1_964	89.032	310	310
WP_004503060.1	lcl|NZ_JQPJ01000087.1_cds_WP_000501205.1_2114	36.304	303	310
WP_004503060.1	lcl|NZ_JQPJ01000016.1_cds_WP_001183714.1_370	30.315	254	310
WP_004503060.1	lcl|NZ_JQPJ01000067.1_cds_WP_000279896.1_1650	23.954	263	310
WP_004503060.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227063.1_964	89.032	310	310
WP_004503060.1	lcl|NZ_JQPJ01000087.1_cds_WP_000501205.1_2114	36.304	303	310
WP_004503060.1	lcl|NZ_JQPJ01000016.1_cds_WP_001183714.1_370	30.315	254	310
WP_004503060.1	lcl|NZ_JQPJ01000067.1_cds_WP_000279896.1_1650	23.954	263	310
WP_004503095.1	lcl|NZ_JQPJ01000034.1_cds_WP_000479980.1_965	95.076	264	264
WP_004503106.1	lcl|NZ_JQPJ01000034.1_cds_WP_000715958.1_966	90.698	129	130
WP_004503130.1	lcl|NZ_JQPJ01000034.1_cds_WP_001088861.1_967	77.143	140	146
WP_004503042.1	lcl|NZ_JQPJ01000034.1_cds_WP_000517242.1_968	87.330	221	221
WP_004503042.1	lcl|NZ_JQPJ01000163.1_cds_WP_001069827.1_3303	29.412	102	221
WP_004503042.1	lcl|NZ_JQPJ01000050.1_cds_WP_001082179.1_1382	23.077	78	221
WP_016758358.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227062.1_970	24.638	276	316
WP_016758358.1	lcl|NZ_JQPJ01000163.1_cds_WP_000347685.1_3302	29.221	154	316
WP_016758358.1	lcl|NZ_JQPJ01000003.1_cds_WP_002097509.1_16	29.286	140	316
WP_016758358.1	lcl|NZ_JQPJ01000171.1_cds_WP_000402849.1_3391	22.368	152	316
WP_016758358.1	lcl|NZ_JQPJ01000050.1_cds_WP_001082179.1_1382	24.540	163	316
WP_016758358.1	lcl|NZ_JQPJ01000121.1_cds_WP_000188047.1_2658	28.926	121	316
WP_004503088.1	lcl|NZ_JQPJ01000034.1_cds_WP_000611594.1_969	94.857	175	175
WP_004503088.1	lcl|NZ_JQPJ01000007.1_cds_WP_001206947.1_160	28.966	145	175
WP_004503132.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227062.1_970	92.840	405	405
WP_004503132.1	lcl|NZ_JQPJ01000163.1_cds_WP_000347685.1_3302	25.000	208	405
WP_004503132.1	lcl|NZ_JQPJ01000171.1_cds_WP_000402849.1_3391	22.273	220	405
WP_004503032.1	lcl|NZ_JQPJ01000034.1_cds_WP_002118554.1_971	85.475	358	358
WP_004503032.1	lcl|NZ_JQPJ01000034.1_cds_WP_000608294.1_961	35.535	318	358
WP_004503032.1	lcl|NZ_JQPJ01000034.1_cds_WP_000172660.1_977	29.570	372	358
WP_004503032.1	lcl|NZ_JQPJ01000070.1_cds_WP_001281953.1_1727	29.082	392	358
WP_004503032.1	lcl|NZ_JQPJ01000034.1_cds_WP_001198107.1_960	32.653	343	358
WP_004503032.1	lcl|NZ_JQPJ01000011.1_cds_WP_000575181.1_229	30.892	314	358
WP_004503032.1	lcl|NZ_JQPJ01000013.1_cds_WP_001982414.1_308	25.806	372	358
WP_004503032.1	lcl|NZ_JQPJ01000161.1_cds_WP_000538755.1_3266	29.851	201	358
WP_004503087.1	lcl|NZ_JQPJ01000034.1_cds_WP_002106397.1_972	87.662	308	308
WP_026054523.1	lcl|NZ_JQPJ01000034.1_cds_WP_002106356.1_973	31.793	368	416
WP_004503049.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227062.1_970	32.688	413	409
WP_004503049.1	lcl|NZ_JQPJ01000163.1_cds_WP_000347685.1_3302	23.649	148	409
WP_004503049.1	lcl|NZ_JQPJ01000050.1_cds_WP_001082179.1_1382	24.224	161	409
WP_004503099.1	lcl|NZ_JQPJ01000011.1_cds_WP_000575181.1_229	37.709	358	361
WP_004503099.1	lcl|NZ_JQPJ01000034.1_cds_WP_000608294.1_961	40.449	356	361
WP_004503099.1	lcl|NZ_JQPJ01000034.1_cds_WP_001198107.1_960	35.549	346	361
WP_004503099.1	lcl|NZ_JQPJ01000161.1_cds_WP_000538755.1_3266	34.795	342	361
WP_004503099.1	lcl|NZ_JQPJ01000034.1_cds_WP_000172660.1_977	32.181	376	361
WP_004503099.1	lcl|NZ_JQPJ01000070.1_cds_WP_001281953.1_1727	28.418	373	361
WP_004503099.1	lcl|NZ_JQPJ01000034.1_cds_WP_002118554.1_971	32.558	301	361
WP_004503099.1	lcl|NZ_JQPJ01000013.1_cds_WP_001982414.1_308	24.642	349	361
WP_004503089.1	lcl|NZ_JQPJ01000011.1_cds_WP_001159758.1_225	41.667	180	176
WP_239248138.1	lcl|NZ_JQPJ01000033.1_cds_WP_000649924.1_944	28.135	327	313
WP_239248138.1	lcl|NZ_JQPJ01000050.1_cds_WP_000744698.1_1353	26.168	321	313
WP_239248138.1	lcl|NZ_JQPJ01000034.1_cds_WP_042752260.1_956	25.078	319	313
WP_239248138.1	lcl|NZ_JQPJ01000034.1_cds_WP_001067557.1_959	29.864	221	313
WP_239248138.1	lcl|NZ_JQPJ01000070.1_cds_WP_002072074.1_1763	25.373	268	313
WP_239248138.1	lcl|NZ_JQPJ01000011.1_cds_WP_000723082.1_223	24.699	332	313
WP_239248138.1	lcl|NZ_JQPJ01000029.1_cds_WP_002105505.1_747	27.132	258	313
WP_239248138.1	lcl|NZ_JQPJ01000011.1_cds_WP_001023240.1_239	25.391	256	313
WP_239248138.1	lcl|NZ_JQPJ01000034.1_cds_WP_000410267.1_953	21.362	323	313
WP_239248138.1	lcl|NZ_JQPJ01000068.1_cds_WP_001074779.1_1696	23.364	321	313
WP_000572389.1	lcl|NZ_JQPJ01000011.1_cds_WP_000343397.1_230	32.759	116	134
WP_004503138.1	lcl|NZ_JQPJ01000034.1_cds_WP_042752260.1_956	28.889	270	311
WP_004503138.1	lcl|NZ_JQPJ01000070.1_cds_WP_002072074.1_1763	27.490	251	311
WP_004503138.1	lcl|NZ_JQPJ01000011.1_cds_WP_000723082.1_223	24.609	256	311
WP_004503138.1	lcl|NZ_JQPJ01000068.1_cds_WP_001074779.1_1696	29.114	158	311
WP_004503138.1	lcl|NZ_JQPJ01000050.1_cds_WP_000744698.1_1353	21.622	259	311
WP_004503138.1	lcl|NZ_JQPJ01000033.1_cds_WP_000649924.1_944	23.048	269	311
WP_004503138.1	lcl|NZ_JQPJ01000070.1_cds_WP_000688698.1_1743	30.625	160	311
WP_004503127.1	lcl|NZ_JQPJ01000011.1_cds_WP_000282882.1_227	27.731	119	361
WP_004503127.1	lcl|NZ_JQPJ01000011.1_cds_WP_000853988.1_226	22.963	270	361
WP_061236010.1	lcl|NZ_JQPJ01000104.1_cds_WP_061226657.1_2416	35.825	388	595
WP_061236010.1	lcl|NZ_JQPJ01000056.1_cds_WP_000667646.1_1479	30.099	505	595
WP_061236010.1	lcl|NZ_JQPJ01000033.1_cds_WP_000828456.1_873	42.254	213	595
