WP_002614501.1	lcl|NZ_JQPY01000072.1_cds_WP_000340715.1_2066	86.792	106	106
WP_004503085.1	lcl|NZ_JQPY01000072.1_cds_WP_000410275.1_2067	91.613	310	314
WP_004503085.1	lcl|NZ_JQPY01000072.1_cds_WP_000723078.1_2116	21.942	278	314
WP_004503085.1	lcl|NZ_JQPY01000022.1_cds_WP_000744700.1_872	23.077	325	314
WP_004503085.1	lcl|NZ_JQPY01000072.1_cds_WP_000723090.1_2136	22.145	289	314
WP_004503085.1	lcl|NZ_JQPY01000072.1_cds_WP_000567887.1_2118	24.725	182	314
WP_004503085.1	lcl|NZ_JQPY01000196.1_cds_WP_173646071.1_3690	23.502	217	314
WP_004503080.1	lcl|NZ_JQPY01000032.1_cds_WP_000351733.1_1143	40.000	140	185
WP_004503080.1	lcl|NZ_JQPY01000072.1_cds_WP_001047906.1_2098	33.898	177	185
WP_004503081.1	lcl|NZ_JQPY01000022.1_cds_WP_000744700.1_872	32.063	315	329
WP_004503081.1	lcl|NZ_JQPY01000072.1_cds_WP_000723078.1_2116	30.841	321	329
WP_004503081.1	lcl|NZ_JQPY01000072.1_cds_WP_000723090.1_2136	29.851	335	329
WP_004503081.1	lcl|NZ_JQPY01000196.1_cds_WP_173646071.1_3690	30.619	307	329
WP_004503081.1	lcl|NZ_JQPY01000072.1_cds_WP_000567887.1_2118	28.525	305	329
WP_004503081.1	lcl|NZ_JQPY01000054.1_cds_WP_000649924.1_1738	28.882	322	329
WP_004503081.1	lcl|NZ_JQPY01000285.1_cds_WP_061245563.1_3999	28.182	330	329
WP_004503081.1	lcl|NZ_JQPY01000041.1_cds_WP_000688696.1_1393	28.102	274	329
WP_004503081.1	lcl|NZ_JQPY01000072.1_cds_WP_000410275.1_2067	26.586	331	329
WP_004503081.1	lcl|NZ_JQPY01000061.1_cds_WP_061244919.1_1925	28.679	265	329
WP_004503081.1	lcl|NZ_JQPY01000072.1_cds_WP_000460023.1_2120	27.854	219	329
WP_004503081.1	lcl|NZ_JQPY01000001.1_cds_WP_001003555.1_16	24.551	334	329
WP_239248135.1	lcl|NZ_JQPY01000072.1_cds_WP_061243593.1_2117	26.016	246	267
WP_239248135.1	lcl|NZ_JQPY01000072.1_cds_WP_000842260.1_2137	26.316	190	267
WP_239248135.1	lcl|NZ_JQPY01000188.1_cds_WP_000667727.1_3606	32.727	110	267
WP_239248135.1	lcl|NZ_JQPY01000189.1_cds_WP_000805357.1_3614	37.209	86	267
WP_004503040.1	lcl|NZ_JQPY01000029.1_cds_WP_000291586.1_1033	26.791	321	509
WP_004503040.1	lcl|NZ_JQPY01000029.1_cds_WP_000364507.1_1032	28.723	94	509
WP_004503040.1	lcl|NZ_JQPY01000029.1_cds_WP_000291586.1_1033	26.791	321	509
WP_004503040.1	lcl|NZ_JQPY01000029.1_cds_WP_000364507.1_1032	28.723	94	509
WP_061221763.1	lcl|NZ_JQPY01000072.1_cds_WP_000723078.1_2116	22.909	275	330
WP_061221763.1	lcl|NZ_JQPY01000196.1_cds_WP_173646071.1_3690	25.000	272	330
WP_061221763.1	lcl|NZ_JQPY01000022.1_cds_WP_000744700.1_872	26.582	316	330
WP_061221763.1	lcl|NZ_JQPY01000001.1_cds_WP_001003555.1_16	27.888	251	330
WP_061221763.1	lcl|NZ_JQPY01000072.1_cds_WP_000723090.1_2136	24.324	333	330
WP_061221763.1	lcl|NZ_JQPY01000054.1_cds_WP_000649924.1_1738	29.615	260	330
WP_061221763.1	lcl|NZ_JQPY01000041.1_cds_WP_000688696.1_1393	25.339	221	330
WP_004503036.1	lcl|NZ_JQPY01000084.1_cds_WP_001002663.1_2369	41.803	244	265
WP_004503036.1	lcl|NZ_JQPY01000050.1_cds_WP_001183714.1_1657	27.746	173	265
WP_004503060.1	lcl|NZ_JQPY01000073.1_cds_WP_000501205.1_2141	36.304	303	310
WP_004503060.1	lcl|NZ_JQPY01000050.1_cds_WP_001183714.1_1657	30.315	254	310
WP_004503060.1	lcl|NZ_JQPY01000021.1_cds_WP_000279894.1_834	24.335	263	310
WP_004503060.1	lcl|NZ_JQPY01000073.1_cds_WP_000501205.1_2141	36.304	303	310
WP_004503060.1	lcl|NZ_JQPY01000050.1_cds_WP_001183714.1_1657	30.315	254	310
WP_004503060.1	lcl|NZ_JQPY01000021.1_cds_WP_000279894.1_834	24.335	263	310
WP_004503042.1	lcl|NZ_JQPY01000072.1_cds_WP_001075146.1_2083	29.730	111	221
WP_004503042.1	lcl|NZ_JQPY01000162.1_cds_WP_001069830.1_3345	30.392	102	221
WP_004503042.1	lcl|NZ_JQPY01000022.1_cds_WP_001079442.1_843	23.077	78	221
WP_016758358.1	lcl|NZ_JQPY01000162.1_cds_WP_061231906.1_3344	29.221	154	316
WP_016758358.1	lcl|NZ_JQPY01000072.1_cds_WP_002188971.1_2107	28.571	140	316
WP_016758358.1	lcl|NZ_JQPY01000017.1_cds_WP_000402845.1_666	22.368	152	316
WP_016758358.1	lcl|NZ_JQPY01000022.1_cds_WP_001079442.1_843	24.540	163	316
WP_004503088.1	lcl|NZ_JQPY01000013.1_cds_WP_001206947.1_375	28.966	145	175
WP_004503132.1	lcl|NZ_JQPY01000162.1_cds_WP_061231906.1_3344	25.000	208	405
WP_004503132.1	lcl|NZ_JQPY01000017.1_cds_WP_000402845.1_666	22.273	220	405
WP_004503032.1	lcl|NZ_JQPY01000072.1_cds_WP_002078520.1_2092	32.620	374	358
WP_004503032.1	lcl|NZ_JQPY01000072.1_cds_WP_001117632.1_2074	37.918	269	358
WP_004503032.1	lcl|NZ_JQPY01000072.1_cds_WP_000041233.1_2077	39.535	215	358
WP_004503032.1	lcl|NZ_JQPY01000041.1_cds_WP_002119816.1_1411	29.082	392	358
WP_004503032.1	lcl|NZ_JQPY01000072.1_cds_WP_000575178.1_2130	31.210	314	358
WP_004503032.1	lcl|NZ_JQPY01000023.1_cds_WP_001982414.1_923	25.806	372	358
WP_004503032.1	lcl|NZ_JQPY01000150.1_cds_WP_000538749.1_3210	29.851	201	358
WP_004503049.1	lcl|NZ_JQPY01000162.1_cds_WP_061231906.1_3344	23.649	148	409
WP_004503049.1	lcl|NZ_JQPY01000022.1_cds_WP_001079442.1_843	24.224	161	409
WP_004503099.1	lcl|NZ_JQPY01000072.1_cds_WP_000575178.1_2130	37.430	358	361
WP_004503099.1	lcl|NZ_JQPY01000150.1_cds_WP_000538749.1_3210	34.795	342	361
WP_004503099.1	lcl|NZ_JQPY01000041.1_cds_WP_002119816.1_1411	28.418	373	361
WP_004503099.1	lcl|NZ_JQPY01000072.1_cds_WP_002078520.1_2092	29.539	369	361
WP_004503099.1	lcl|NZ_JQPY01000072.1_cds_WP_000041233.1_2077	33.080	263	361
