WP_002614501.1	lcl|NZ_AFKM01000309.1_cds_WP_000340715.1_312	86.792	106	106
WP_004503085.1	lcl|NZ_AFKM01000309.1_cds_WP_000410273.1_311	91.374	313	314
WP_004503085.1	lcl|NZ_AFKM01000309.1_cds_WP_000093099.1_291	57.143	63	314
WP_004503085.1	lcl|NZ_AFKM01000309.1_cds_WP_000646252.1_308	28.175	252	314
WP_004503085.1	lcl|NZ_AFKM01000109.1_cds_WP_000744700.1_1856	23.077	325	314
WP_004503085.1	lcl|NZ_AFKM01000309.1_cds_WP_000600889.1_282	23.656	186	314
WP_004503085.1	lcl|NZ_AFKM01000314.1_cds_WP_000723090.1_175	22.145	289	314
WP_004503085.1	lcl|NZ_AFKM01000309.1_cds_WP_001067557.1_305	24.923	325	314
WP_004503038.1	lcl|NZ_AFKM01000309.1_cds_WP_000604524.1_310	83.562	365	365
WP_004503080.1	lcl|NZ_AFKM01000309.1_cds_WP_000884059.1_309	96.216	185	185
WP_004503080.1	lcl|NZ_AFKM01000052.1_cds_WP_000351733.1_2800	40.000	140	185
WP_004503081.1	lcl|NZ_AFKM01000309.1_cds_WP_000646252.1_308	95.137	329	329
WP_004503081.1	lcl|NZ_AFKM01000109.1_cds_WP_000744700.1_1856	32.063	315	329
WP_004503081.1	lcl|NZ_AFKM01000314.1_cds_WP_000723090.1_175	29.851	335	329
WP_004503081.1	lcl|NZ_AFKM01000309.1_cds_WP_000600889.1_282	30.408	319	329
WP_004503081.1	lcl|NZ_AFKM01000142.1_cds_WP_001984071.1_1482	30.945	307	329
WP_004503081.1	lcl|NZ_AFKM01000161.1_cds_WP_000649925.1_1318	28.882	322	329
WP_004503081.1	lcl|NZ_AFKM01000307.1_cds_WP_000709511.1_369	28.182	330	329
WP_004503081.1	lcl|NZ_AFKM01000309.1_cds_WP_001067557.1_305	28.852	305	329
WP_004503081.1	lcl|NZ_AFKM01000309.1_cds_WP_000601375.1_255	25.000	300	329
WP_004503081.1	lcl|NZ_AFKM01000324.1_cds_WP_000688695.1_73	28.102	274	329
WP_004503081.1	lcl|NZ_AFKM01000309.1_cds_WP_000410273.1_311	26.266	316	329
WP_004503081.1	lcl|NZ_AFKM01000314.1_cds_WP_000475904.1_158	26.642	274	329
WP_004503081.1	lcl|NZ_AFKM01000235.1_cds_WP_001074785.1_514	28.679	265	329
WP_004503081.1	lcl|NZ_AFKM01000309.1_cds_WP_000487322.1_257	27.385	325	329
WP_004503081.1	lcl|NZ_AFKM01000069.1_cds_WP_001003555.1_2381	24.551	334	329
WP_239248135.1	lcl|NZ_AFKM01000309.1_cds_WP_000774262.1_307	94.007	267	267
WP_239248135.1	lcl|NZ_AFKM01000309.1_cds_WP_000859505.1_258	27.885	208	267
WP_239248135.1	lcl|NZ_AFKM01000309.1_cds_WP_000800438.1_277	26.178	191	267
WP_239248135.1	lcl|NZ_AFKM01000314.1_cds_WP_000842260.1_176	26.316	190	267
WP_239248135.1	lcl|NZ_AFKM01000032.1_cds_WP_000667727.1_3437	32.727	110	267
WP_239248135.1	lcl|NZ_AFKM01000063.1_cds_WP_000805357.1_2547	37.209	86	267
WP_004503040.1	lcl|NZ_AFKM01000309.1_cds_WP_000612797.1_306	92.731	509	509
WP_004503040.1	lcl|NZ_AFKM01000048.1_cds_WP_000291591.1_2918	26.791	321	509
WP_004503040.1	lcl|NZ_AFKM01000048.1_cds_WP_000364507.1_2919	28.723	94	509
WP_004503040.1	lcl|NZ_AFKM01000309.1_cds_WP_000612797.1_306	92.731	509	509
WP_004503040.1	lcl|NZ_AFKM01000048.1_cds_WP_000291591.1_2918	26.791	321	509
WP_004503040.1	lcl|NZ_AFKM01000048.1_cds_WP_000364507.1_2919	28.723	94	509
WP_061221763.1	lcl|NZ_AFKM01000309.1_cds_WP_001067557.1_305	97.576	330	330
WP_061221763.1	lcl|NZ_AFKM01000309.1_cds_WP_000646252.1_308	29.316	307	330
WP_061221763.1	lcl|NZ_AFKM01000309.1_cds_WP_000600889.1_282	26.316	266	330
WP_061221763.1	lcl|NZ_AFKM01000142.1_cds_WP_001984071.1_1482	25.368	272	330
WP_061221763.1	lcl|NZ_AFKM01000109.1_cds_WP_000744700.1_1856	26.582	316	330
WP_061221763.1	lcl|NZ_AFKM01000069.1_cds_WP_001003555.1_2381	27.888	251	330
WP_061221763.1	lcl|NZ_AFKM01000314.1_cds_WP_000723090.1_175	24.324	333	330
WP_061221763.1	lcl|NZ_AFKM01000161.1_cds_WP_000649925.1_1318	29.615	260	330
WP_061221763.1	lcl|NZ_AFKM01000324.1_cds_WP_000688695.1_73	25.339	221	330
WP_061221763.1	lcl|NZ_AFKM01000309.1_cds_WP_000601375.1_255	25.455	275	330
WP_004503073.1	lcl|NZ_AFKM01000309.1_cds_WP_000689743.1_302	38.278	546	535
WP_004503073.1	lcl|NZ_AFKM01000309.1_cds_WP_000689743.1_302	38.278	546	535
WP_004503036.1	lcl|NZ_AFKM01000309.1_cds_WP_000342713.1_301	67.547	265	265
WP_004503036.1	lcl|NZ_AFKM01000312.1_cds_WP_001002663.1_199	41.803	244	265
WP_004503036.1	lcl|NZ_AFKM01000114.1_cds_WP_001183723.1_1726	27.746	173	265
WP_004503060.1	lcl|NZ_AFKM01000309.1_cds_WP_001246618.1_300	91.935	310	310
WP_004503060.1	lcl|NZ_AFKM01000074.1_cds_WP_000501205.1_2286	36.304	303	310
WP_004503060.1	lcl|NZ_AFKM01000114.1_cds_WP_001183723.1_1726	30.000	250	310
WP_004503060.1	lcl|NZ_AFKM01000179.1_cds_WP_000279894.1_1088	24.335	263	310
WP_004503060.1	lcl|NZ_AFKM01000309.1_cds_WP_001246618.1_300	91.935	310	310
WP_004503060.1	lcl|NZ_AFKM01000074.1_cds_WP_000501205.1_2286	36.304	303	310
WP_004503060.1	lcl|NZ_AFKM01000114.1_cds_WP_001183723.1_1726	30.000	250	310
WP_004503060.1	lcl|NZ_AFKM01000179.1_cds_WP_000279894.1_1088	24.335	263	310
WP_004503095.1	lcl|NZ_AFKM01000309.1_cds_WP_000479982.1_299	94.697	264	264
WP_004503106.1	lcl|NZ_AFKM01000309.1_cds_WP_000715958.1_298	90.698	129	130
WP_004503130.1	lcl|NZ_AFKM01000309.1_cds_WP_001088866.1_297	76.429	140	146
WP_004503042.1	lcl|NZ_AFKM01000309.1_cds_WP_000517242.1_296	87.330	221	221
WP_004503042.1	lcl|NZ_AFKM01000046.1_cds_WP_001069834.1_3039	29.412	102	221
WP_004503042.1	lcl|NZ_AFKM01000109.1_cds_WP_001082180.1_1828	23.077	78	221
WP_016758358.1	lcl|NZ_AFKM01000309.1_cds_WP_001015422.1_294	25.000	276	316
WP_016758358.1	lcl|NZ_AFKM01000046.1_cds_WP_000347681.1_3040	29.221	154	316
WP_016758358.1	lcl|NZ_AFKM01000309.1_cds_WP_000661932.1_261	26.056	142	316
WP_016758358.1	lcl|NZ_AFKM01000309.1_cds_WP_002082140.1_270	28.058	139	316
WP_016758358.1	lcl|NZ_AFKM01000177.1_cds_WP_000402845.1_1103	22.368	152	316
WP_016758358.1	lcl|NZ_AFKM01000109.1_cds_WP_001082180.1_1828	24.540	163	316
WP_016758358.1	lcl|NZ_AFKM01000052.1_cds_WP_000188047.1_2773	28.926	121	316
WP_004503088.1	lcl|NZ_AFKM01000309.1_cds_WP_000611594.1_295	94.857	175	175
WP_004503088.1	lcl|NZ_AFKM01000043.1_cds_WP_001206947.1_3088	28.966	145	175
WP_004503132.1	lcl|NZ_AFKM01000309.1_cds_WP_001015422.1_294	92.346	405	405
WP_004503132.1	lcl|NZ_AFKM01000046.1_cds_WP_000347681.1_3040	25.238	210	405
WP_004503132.1	lcl|NZ_AFKM01000177.1_cds_WP_000402845.1_1103	22.273	220	405
WP_004503032.1	lcl|NZ_AFKM01000309.1_cds_WP_000582222.1_293	86.872	358	358
WP_004503032.1	lcl|NZ_AFKM01000309.1_cds_WP_000608295.1_303	35.535	318	358
WP_004503032.1	lcl|NZ_AFKM01000309.1_cds_WP_000947844.1_281	30.769	338	358
WP_004503032.1	lcl|NZ_AFKM01000200.1_cds_WP_001281953.1_830	29.082	392	358
WP_004503032.1	lcl|NZ_AFKM01000309.1_cds_WP_001198107.1_304	32.653	343	358
WP_004503032.1	lcl|NZ_AFKM01000314.1_cds_WP_000575178.1_169	31.210	314	358
WP_004503032.1	lcl|NZ_AFKM01000037.1_cds_WP_001982414.1_3248	25.806	372	358
WP_004503032.1	lcl|NZ_AFKM01000309.1_cds_WP_000346036.1_274	27.200	250	358
WP_004503032.1	lcl|NZ_AFKM01000039.1_cds_WP_000538752.1_3205	29.851	201	358
WP_004503087.1	lcl|NZ_AFKM01000309.1_cds_WP_000344487.1_292	89.286	308	308
WP_026054523.1	lcl|NZ_AFKM01000309.1_cds_WP_001106774.1_289	91.807	415	416
WP_004503049.1	lcl|NZ_AFKM01000309.1_cds_WP_001015422.1_294	33.333	417	409
WP_004503049.1	lcl|NZ_AFKM01000046.1_cds_WP_000347681.1_3040	23.649	148	409
WP_004503049.1	lcl|NZ_AFKM01000109.1_cds_WP_001082180.1_1828	24.224	161	409
WP_004503099.1	lcl|NZ_AFKM01000314.1_cds_WP_000575178.1_169	37.430	358	361
WP_004503099.1	lcl|NZ_AFKM01000309.1_cds_WP_000608295.1_303	40.730	356	361
WP_004503099.1	lcl|NZ_AFKM01000309.1_cds_WP_001198107.1_304	35.549	346	361
WP_004503099.1	lcl|NZ_AFKM01000039.1_cds_WP_000538752.1_3205	34.795	342	361
WP_004503099.1	lcl|NZ_AFKM01000200.1_cds_WP_001281953.1_830	28.418	373	361
WP_004503099.1	lcl|NZ_AFKM01000309.1_cds_WP_000582222.1_293	32.558	301	361
WP_004503099.1	lcl|NZ_AFKM01000309.1_cds_WP_000346036.1_274	26.667	375	361
WP_004503099.1	lcl|NZ_AFKM01000309.1_cds_WP_000947844.1_281	24.854	342	361
WP_004503099.1	lcl|NZ_AFKM01000037.1_cds_WP_001982414.1_3248	24.642	349	361
WP_004503089.1	lcl|NZ_AFKM01000314.1_cds_WP_001159758.1_173	41.667	180	176
WP_239248138.1	lcl|NZ_AFKM01000161.1_cds_WP_000649925.1_1318	28.440	327	313
WP_239248138.1	lcl|NZ_AFKM01000109.1_cds_WP_000744700.1_1856	26.168	321	313
WP_239248138.1	lcl|NZ_AFKM01000309.1_cds_WP_000646252.1_308	24.765	319	313
WP_239248138.1	lcl|NZ_AFKM01000309.1_cds_WP_001067557.1_305	29.864	221	313
WP_239248138.1	lcl|NZ_AFKM01000142.1_cds_WP_001984071.1_1482	25.461	271	313
WP_239248138.1	lcl|NZ_AFKM01000314.1_cds_WP_000723090.1_175	24.699	332	313
WP_239248138.1	lcl|NZ_AFKM01000309.1_cds_WP_000600889.1_282	25.764	229	313
WP_239248138.1	lcl|NZ_AFKM01000069.1_cds_WP_001003555.1_2381	27.132	258	313
WP_239248138.1	lcl|NZ_AFKM01000309.1_cds_WP_000487322.1_257	27.778	108	313
WP_239248138.1	lcl|NZ_AFKM01000314.1_cds_WP_001024125.1_159	25.000	256	313
WP_239248138.1	lcl|NZ_AFKM01000309.1_cds_WP_000410273.1_311	21.362	323	313
WP_000572389.1	lcl|NZ_AFKM01000309.1_cds_WP_000799638.1_287	42.857	119	134
WP_000572389.1	lcl|NZ_AFKM01000314.1_cds_WP_000343398.1_168	32.759	116	134
WP_004503138.1	lcl|NZ_AFKM01000309.1_cds_WP_000646252.1_308	29.259	270	311
WP_004503138.1	lcl|NZ_AFKM01000142.1_cds_WP_001984071.1_1482	27.490	251	311
WP_004503138.1	lcl|NZ_AFKM01000314.1_cds_WP_000723090.1_175	25.000	256	311
WP_004503138.1	lcl|NZ_AFKM01000235.1_cds_WP_001074785.1_514	29.747	158	311
WP_004503138.1	lcl|NZ_AFKM01000309.1_cds_WP_000600889.1_282	25.287	261	311
WP_004503138.1	lcl|NZ_AFKM01000109.1_cds_WP_000744700.1_1856	21.622	259	311
WP_004503138.1	lcl|NZ_AFKM01000324.1_cds_WP_000688695.1_73	30.625	160	311
WP_004503138.1	lcl|NZ_AFKM01000161.1_cds_WP_000649925.1_1318	23.048	269	311
WP_004503138.1	lcl|NZ_AFKM01000314.1_cds_WP_000642158.1_174	26.804	97	311
WP_004503127.1	lcl|NZ_AFKM01000314.1_cds_WP_000282880.1_171	28.571	119	361
WP_004503127.1	lcl|NZ_AFKM01000314.1_cds_WP_000854002.1_172	22.963	270	361
WP_004503127.1	lcl|NZ_AFKM01000309.1_cds_WP_001068986.1_254	28.829	111	361
WP_061236010.1	lcl|NZ_AFKM01000309.1_cds_WP_000834715.1_288	47.628	548	595
WP_061236010.1	lcl|NZ_AFKM01000030.1_cds_WP_000172202.1_3554	35.115	393	595
WP_061236010.1	lcl|NZ_AFKM01000193.1_cds_WP_000667646.1_930	30.099	505	595
WP_061236010.1	lcl|NZ_AFKM01000004.1_cds_WP_000828455.1_3741	42.254	213	595
WP_061236010.1	lcl|NZ_AFKM01000069.1_cds_WP_001052498.1_2402	32.468	231	595
WP_061236010.1	lcl|NZ_AFKM01000144.1_cds_WP_000510777.1_1473	27.074	229	595
WP_061236010.1	lcl|NZ_AFKM01000030.1_cds_WP_000942282.1_3540	34.807	181	595
WP_061236010.1	lcl|NZ_AFKM01000060.1_cds_WP_000619175.1_2617	29.114	237	595
WP_061236010.1	lcl|NZ_AFKM01000048.1_cds_WP_000047473.1_2924	28.631	241	595
WP_061236010.1	lcl|NZ_AFKM01000254.1_cds_WP_000598571.1_431	28.632	234	595
WP_061236010.1	lcl|NZ_AFKM01000051.1_cds_WP_001982953.1_2830	30.698	215	595
WP_061236010.1	lcl|NZ_AFKM01000166.1_cds_WP_000184524.1_1264	29.213	178	595
WP_061236010.1	lcl|NZ_AFKM01000047.1_cds_WP_001161019.1_3008	28.249	177	595
WP_061236010.1	lcl|NZ_AFKM01000052.1_cds_WP_000433117.1_2769	26.556	241	595
WP_061236010.1	lcl|NZ_AFKM01000014.1_cds_WP_000536762.1_3605	32.692	156	595
WP_061236010.1	lcl|NZ_AFKM01000227.1_cds_WP_000675807.1_613	27.485	171	595
WP_061236010.1	lcl|NZ_AFKM01000081.1_cds_WP_000666552.1_2178	27.350	234	595
WP_061236010.1	lcl|NZ_AFKM01000230.1_cds_WP_001141158.1_578	32.127	221	595
WP_061236010.1	lcl|NZ_AFKM01000060.1_cds_WP_000218838.1_2618	25.620	242	595
WP_061236010.1	lcl|NZ_AFKM01000084.1_cds_WP_000590867.1_2150	29.114	158	595
WP_061236010.1	lcl|NZ_AFKM01000084.1_cds_WP_000590867.1_2150	24.194	186	595
WP_061236010.1	lcl|NZ_AFKM01000052.1_cds_WP_001089500.1_2801	26.778	239	595
WP_061236010.1	lcl|NZ_AFKM01000255.1_cds_WP_000626143.1_421	24.590	183	595
WP_061236010.1	lcl|NZ_AFKM01000255.1_cds_WP_000626143.1_421	27.389	157	595
WP_061236010.1	lcl|NZ_AFKM01000080.1_cds_WP_001049205.1_2204	28.378	148	595
WP_061236010.1	lcl|NZ_AFKM01000080.1_cds_WP_001049205.1_2204	25.000	180	595
WP_061236010.1	lcl|NZ_AFKM01000116.1_cds_WP_000481720.1_1706	26.705	176	595
WP_061236010.1	lcl|NZ_AFKM01000064.1_cds_WP_000054169.1_2529	25.000	216	595
WP_061236010.1	lcl|NZ_AFKM01000309.1_cds_WP_000834715.1_288	47.628	548	595
WP_061236010.1	lcl|NZ_AFKM01000030.1_cds_WP_000172202.1_3554	35.115	393	595
WP_061236010.1	lcl|NZ_AFKM01000193.1_cds_WP_000667646.1_930	30.099	505	595
WP_061236010.1	lcl|NZ_AFKM01000004.1_cds_WP_000828455.1_3741	42.254	213	595
WP_061236010.1	lcl|NZ_AFKM01000069.1_cds_WP_001052498.1_2402	32.468	231	595
WP_061236010.1	lcl|NZ_AFKM01000144.1_cds_WP_000510777.1_1473	27.074	229	595
WP_061236010.1	lcl|NZ_AFKM01000030.1_cds_WP_000942282.1_3540	34.807	181	595
WP_061236010.1	lcl|NZ_AFKM01000060.1_cds_WP_000619175.1_2617	29.114	237	595
WP_061236010.1	lcl|NZ_AFKM01000048.1_cds_WP_000047473.1_2924	28.631	241	595
WP_061236010.1	lcl|NZ_AFKM01000254.1_cds_WP_000598571.1_431	28.632	234	595
WP_061236010.1	lcl|NZ_AFKM01000051.1_cds_WP_001982953.1_2830	30.698	215	595
WP_061236010.1	lcl|NZ_AFKM01000166.1_cds_WP_000184524.1_1264	29.213	178	595
WP_061236010.1	lcl|NZ_AFKM01000047.1_cds_WP_001161019.1_3008	28.249	177	595
WP_061236010.1	lcl|NZ_AFKM01000052.1_cds_WP_000433117.1_2769	26.556	241	595
WP_061236010.1	lcl|NZ_AFKM01000014.1_cds_WP_000536762.1_3605	32.692	156	595
WP_061236010.1	lcl|NZ_AFKM01000227.1_cds_WP_000675807.1_613	27.485	171	595
