WP_002614501.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352101.1_2808	59.783	92	106
WP_004503085.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352100.1_2809	81.935	310	314
WP_004503085.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350398.1_318	26.603	312	314
WP_004503085.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350373.1_291	23.313	326	314
WP_004503085.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352082.1_2830	20.446	269	314
WP_004503085.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350875.1_863	24.841	314	314
WP_004503085.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351842.1_2055	21.505	186	314
WP_004503080.1	lcl|NZ_JAMQPP010000002.1_cds_WP_265351247.1_1802	35.345	116	185
WP_004503081.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350373.1_291	31.746	315	329
WP_004503081.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350875.1_863	29.316	307	329
WP_004503081.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351842.1_2055	28.235	340	329
WP_004503081.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350726.1_695	27.190	331	329
WP_004503081.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350398.1_318	28.571	301	329
WP_004503081.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352082.1_2830	28.044	271	329
WP_004503081.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352100.1_2809	26.582	316	329
WP_004503081.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352071.1_2842	26.506	249	329
WP_004503081.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350671.1_630	27.843	255	329
WP_004503081.1	lcl|NZ_JAMQPP010000013.1_cds_WP_265353373.1_1377	26.816	179	329
WP_004503081.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352040.1_2873	26.038	265	329
WP_004503081.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351852.1_2066	25.484	310	329
WP_004503081.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350327.1_237	29.518	166	329
WP_004503081.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350679.1_638	22.383	277	329
WP_004503081.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352209.1_2837	28.481	158	329
WP_239248135.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352008.1_2934	24.521	261	267
WP_239248135.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350644.1_602	39.130	115	267
WP_239248135.1	lcl|NZ_JAMQPP010000005.1_cds_WP_265352074.1_2839	25.000	208	267
WP_239248135.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350781.1_756	27.684	177	267
WP_239248135.1	lcl|NZ_JAMQPP010000003.1_cds_WP_265351841.1_2054	26.562	192	267
WP_004503040.1	lcl|NZ_JAMQPP010000002.1_cds_WP_265351228.1_1780	25.776	322	509
WP_004503040.1	lcl|NZ_JAMQPP010000002.1_cds_WP_265351227.1_1779	26.316	114	509
WP_004503040.1	lcl|NZ_JAMQPP010000002.1_cds_WP_265351228.1_1780	25.776	322	509
WP_004503040.1	lcl|NZ_JAMQPP010000002.1_cds_WP_265351227.1_1779	26.316	114	509
WP_061221763.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350875.1_863	25.180	278	330
WP_061221763.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350671.1_630	29.167	264	330
WP_061221763.1	lcl|NZ_JAMQPP010000001.1_cds_WP_265350373.1_291	27.174	276	330
