WP_002614501.1	lcl|NZ_RQGH01000024.1_cds_WP_135642179.1_2842	59.783	92	106
WP_004503085.1	lcl|NZ_RQGH01000024.1_cds_WP_135642384.1_2841	83.548	310	314
WP_004503085.1	lcl|NZ_RQGH01000008.1_cds_WP_135640701.1_2739	23.220	323	314
WP_004503085.1	lcl|NZ_RQGH01000020.1_cds_WP_135641837.1_3640	23.123	333	314
WP_004503085.1	lcl|NZ_RQGH01000026.1_cds_WP_135642853.1_255	25.478	314	314
WP_004503085.1	lcl|NZ_RQGH01000030.1_cds_WP_135644486.1_3597	25.000	180	314
WP_004503085.1	lcl|NZ_RQGH01000032.1_cds_WP_135644505.1_3630	20.818	269	314
WP_004503085.1	lcl|NZ_RQGH01000028.1_cds_WP_135643827.1_1742	21.302	169	314
WP_004503038.1	lcl|NZ_RQGH01000024.1_cds_WP_135642172.1_2839	55.801	362	365
WP_004503080.1	lcl|NZ_RQGH01000002.1_cds_WP_135640263.1_3615	33.333	162	185
WP_004503080.1	lcl|NZ_RQGH01000009.1_cds_WP_135640922.1_2155	31.765	170	185
WP_004503081.1	lcl|NZ_RQGH01000008.1_cds_WP_135640701.1_2739	30.794	315	329
WP_004503081.1	lcl|NZ_RQGH01000026.1_cds_WP_135642853.1_255	30.421	309	329
WP_004503081.1	lcl|NZ_RQGH01000028.1_cds_WP_135643827.1_1742	28.824	340	329
WP_004503081.1	lcl|NZ_RQGH01000030.1_cds_WP_135644486.1_3597	27.679	336	329
WP_004503081.1	lcl|NZ_RQGH01000020.1_cds_WP_135641837.1_3640	27.619	315	329
WP_004503081.1	lcl|NZ_RQGH01000026.1_cds_WP_015676887.1_443	27.554	323	329
WP_004503081.1	lcl|NZ_RQGH01000008.1_cds_WP_135640673.1_2712	28.750	320	329
WP_004503081.1	lcl|NZ_RQGH01000032.1_cds_WP_135644505.1_3630	28.391	317	329
WP_004503081.1	lcl|NZ_RQGH01000024.1_cds_WP_135642384.1_2841	25.949	316	329
WP_004503081.1	lcl|NZ_RQGH01000010.1_cds_WP_135641030.1_3522	27.933	179	329
WP_004503081.1	lcl|NZ_RQGH01000005.1_cds_WP_135640381.1_3231	25.746	268	329
WP_004503081.1	lcl|NZ_RQGH01000028.1_cds_WP_208720708.1_1985	25.806	310	329
WP_004503081.1	lcl|NZ_RQGH01000008.1_cds_WP_135640745.1_2791	27.711	249	329
WP_004503081.1	lcl|NZ_RQGH01000026.1_cds_WP_135643224.1_493	23.596	267	329
WP_239248135.1	lcl|NZ_RQGH01000005.1_cds_WP_135640353.1_3170	24.528	265	267
WP_239248135.1	lcl|NZ_RQGH01000026.1_cds_WP_135643252.1_520	29.221	154	267
WP_239248135.1	lcl|NZ_RQGH01000002.1_cds_WP_135640267.1_3618	26.087	207	267
WP_239248135.1	lcl|NZ_RQGH01000026.1_cds_WP_135643035.1_371	28.736	174	267
WP_239248135.1	lcl|NZ_RQGH01000030.1_cds_WP_135644488.1_3598	23.980	196	267
WP_239248135.1	lcl|NZ_RQGH01000028.1_cds_WP_135643829.1_1743	27.461	193	267
WP_004503040.1	lcl|NZ_RQGH01000009.1_cds_WP_135640993.1_2133	24.159	327	509
WP_004503040.1	lcl|NZ_RQGH01000009.1_cds_WP_135640901.1_2132	28.696	115	509
WP_004503040.1	lcl|NZ_RQGH01000009.1_cds_WP_135640993.1_2133	24.159	327	509
WP_004503040.1	lcl|NZ_RQGH01000009.1_cds_WP_135640901.1_2132	28.696	115	509
WP_061221763.1	lcl|NZ_RQGH01000026.1_cds_WP_135642853.1_255	23.741	278	330
WP_061221763.1	lcl|NZ_RQGH01000008.1_cds_WP_135640673.1_2712	26.562	320	330
WP_061221763.1	lcl|NZ_RQGH01000008.1_cds_WP_135640701.1_2739	27.174	276	330
WP_061221763.1	lcl|NZ_RQGH01000026.1_cds_WP_135643224.1_493	26.070	257	330
WP_061221763.1	lcl|NZ_RQGH01000032.1_cds_WP_135644505.1_3630	26.872	227	330
WP_061221763.1	lcl|NZ_RQGH01000020.1_cds_WP_135641837.1_3640	27.354	223	330
WP_061221763.1	lcl|NZ_RQGH01000030.1_cds_WP_135644486.1_3597	23.054	334	330
WP_061221763.1	lcl|NZ_RQGH01000010.1_cds_WP_135641030.1_3522	26.667	225	330
WP_061221763.1	lcl|NZ_RQGH01000008.1_cds_WP_135640745.1_2791	27.805	205	330
WP_061221763.1	lcl|NZ_RQGH01000028.1_cds_WP_135643827.1_1742	22.112	303	330
WP_061221763.1	lcl|NZ_RQGH01000024.1_cds_WP_135642384.1_2841	24.242	231	330
WP_061221763.1	lcl|NZ_RQGH01000026.1_cds_WP_015676887.1_443	27.333	150	330
WP_004503036.1	lcl|NZ_RQGH01000033.1_cds_WP_135644944.1_1492	37.743	257	265
WP_004503036.1	lcl|NZ_RQGH01000023.1_cds_WP_135641994.1_2313	24.852	169	265
WP_004503060.1	lcl|NZ_RQGH01000040.1_cds_WP_135645440.1_2977	37.874	301	310
WP_004503060.1	lcl|NZ_RQGH01000023.1_cds_WP_135641994.1_2313	31.818	264	310
WP_004503060.1	lcl|NZ_RQGH01000009.1_cds_WP_135640972.1_2221	24.046	262	310
WP_004503060.1	lcl|NZ_RQGH01000040.1_cds_WP_135645440.1_2977	37.874	301	310
WP_004503060.1	lcl|NZ_RQGH01000023.1_cds_WP_135641994.1_2313	31.818	264	310
WP_004503060.1	lcl|NZ_RQGH01000009.1_cds_WP_135640972.1_2221	24.046	262	310
WP_004503042.1	lcl|NZ_RQGH01000020.1_cds_WP_135641843.1_3643	24.510	102	221
WP_016758358.1	lcl|NZ_RQGH01000024.1_cds_WP_135642166.1_2836	29.870	154	316
WP_016758358.1	lcl|NZ_RQGH01000011.1_cds_WP_135641175.1_943	28.169	142	316
WP_016758358.1	lcl|NZ_RQGH01000002.1_cds_WP_167482811.1_3614	24.658	146	316
WP_016758358.1	lcl|NZ_RQGH01000011.1_cds_WP_135641419.1_1228	27.465	142	316
WP_016758358.1	lcl|NZ_RQGH01000024.1_cds_WP_135642341.1_2934	25.850	147	316
WP_016758358.1	lcl|NZ_RQGH01000028.1_cds_WP_135644197.1_1909	27.820	133	316
WP_004503088.1	lcl|NZ_RQGH01000026.1_cds_WP_135643419.1_618	32.479	117	175
WP_004503032.1	lcl|NZ_RQGH01000026.1_cds_WP_135643317.1_556	32.526	289	358
WP_004503032.1	lcl|NZ_RQGH01000024.1_cds_WP_135642168.1_2837	27.838	370	358
WP_004503032.1	lcl|NZ_RQGH01000033.1_cds_WP_135644861.1_1439	25.205	365	358
WP_004503032.1	lcl|NZ_RQGH01000014.1_cds_WP_135641667.1_2536	30.328	244	358
WP_004503049.1	lcl|NZ_RQGH01000026.1_cds_WP_135642502.1_50	25.600	125	409
WP_004503049.1	lcl|NZ_RQGH01000011.1_cds_WP_135641419.1_1228	22.165	194	409
WP_004503099.1	lcl|NZ_RQGH01000014.1_cds_WP_135641667.1_2536	32.113	355	361
WP_004503099.1	lcl|NZ_RQGH01000024.1_cds_WP_135642168.1_2837	30.541	370	361
WP_004503099.1	lcl|NZ_RQGH01000026.1_cds_WP_135643317.1_556	29.231	390	361
WP_004503099.1	lcl|NZ_RQGH01000033.1_cds_WP_135644861.1_1439	26.012	346	361
WP_004503089.1	lcl|NZ_RQGH01000030.1_cds_WP_135644484.1_3596	38.547	179	176
WP_239248138.1	lcl|NZ_RQGH01000008.1_cds_WP_135640701.1_2739	30.496	282	313
WP_239248138.1	lcl|NZ_RQGH01000008.1_cds_WP_135640673.1_2712	30.888	259	313
WP_239248138.1	lcl|NZ_RQGH01000026.1_cds_WP_135642853.1_255	26.820	261	313
WP_239248138.1	lcl|NZ_RQGH01000020.1_cds_WP_135641837.1_3640	27.419	310	313
WP_239248138.1	lcl|NZ_RQGH01000032.1_cds_WP_135644505.1_3630	27.948	229	313
WP_239248138.1	lcl|NZ_RQGH01000028.1_cds_WP_135643827.1_1742	23.438	256	313
WP_239248138.1	lcl|NZ_RQGH01000030.1_cds_WP_135644486.1_3597	23.145	337	313
WP_239248138.1	lcl|NZ_RQGH01000024.1_cds_WP_135642384.1_2841	27.465	142	313
WP_004503138.1	lcl|NZ_RQGH01000030.1_cds_WP_135644486.1_3597	28.846	312	311
WP_004503138.1	lcl|NZ_RQGH01000026.1_cds_WP_135642853.1_255	30.319	188	311
WP_004503138.1	lcl|NZ_RQGH01000028.1_cds_WP_135643827.1_1742	26.199	271	311
WP_004503138.1	lcl|NZ_RQGH01000005.1_cds_WP_135640381.1_3231	27.742	155	311
WP_004503138.1	lcl|NZ_RQGH01000028.1_cds_WP_208720708.1_1985	24.370	238	311
WP_004503127.1	lcl|NZ_RQGH01000030.1_cds_WP_135644491.1_3600	25.185	135	361
WP_004503127.1	lcl|NZ_RQGH01000009.1_cds_WP_135640856.1_2077	27.647	170	361
WP_061236010.1	lcl|NZ_RQGH01000026.1_cds_WP_135643283.1_536	33.136	507	595
WP_061236010.1	lcl|NZ_RQGH01000033.1_cds_WP_135644617.1_1292	32.567	522	595
WP_061236010.1	lcl|NZ_RQGH01000026.1_cds_WP_135643392.1_600	31.055	512	595
WP_061236010.1	lcl|NZ_RQGH01000026.1_cds_WP_135642843.1_249	30.078	512	595
WP_061236010.1	lcl|NZ_RQGH01000026.1_cds_WP_135642840.1_247	41.379	232	595
WP_061236010.1	lcl|NZ_RQGH01000024.1_cds_WP_244241719.1_2838	36.397	272	595
WP_061236010.1	lcl|NZ_RQGH01000007.1_cds_WP_244241579.1_1502	34.884	258	595
WP_061236010.1	lcl|NZ_RQGH01000009.1_cds_WP_244241630.1_2154	30.131	229	595
