WP_002614501.1	lcl|NZ_JQQB01000131.1_cds_WP_002614501.1_3234	100.000	106	106
WP_004503085.1	lcl|NZ_JQQB01000131.1_cds_WP_004503085.1_3233	100.000	314	314
WP_004503085.1	lcl|NZ_JQQB01000131.1_cds_WP_004503081.1_3230	28.175	252	314
WP_004503085.1	lcl|NZ_JQQB01000008.1_cds_WP_002615921.1_283	24.224	322	314
WP_004503085.1	lcl|NZ_JQQB01000057.1_cds_WP_016760841.1_1653	21.708	281	314
WP_004503085.1	lcl|NZ_JQQB01000044.1_cds_WP_004495474.1_1396	24.759	311	314
WP_004503085.1	lcl|NZ_JQQB01000187.1_cds_WP_016759850.1_3623	22.291	323	314
WP_004503085.1	lcl|NZ_JQQB01000131.1_cds_WP_061235919.1_3227	24.398	332	314
WP_004503085.1	lcl|NZ_JQQB01000039.1_cds_WP_004503537.1_1203	21.270	315	314
WP_004503038.1	lcl|NZ_JQQB01000131.1_cds_WP_004503038.1_3232	99.726	365	365
WP_004503080.1	lcl|NZ_JQQB01000131.1_cds_WP_004503080.1_3231	100.000	185	185
WP_004503080.1	lcl|NZ_JQQB01000098.1_cds_WP_002630958.1_2547	34.932	146	185
WP_004503081.1	lcl|NZ_JQQB01000131.1_cds_WP_004503081.1_3230	100.000	329	329
WP_004503081.1	lcl|NZ_JQQB01000008.1_cds_WP_002615921.1_283	31.013	316	329
WP_004503081.1	lcl|NZ_JQQB01000057.1_cds_WP_016760841.1_1653	29.940	334	329
WP_004503081.1	lcl|NZ_JQQB01000044.1_cds_WP_004495474.1_1396	30.968	310	329
WP_004503081.1	lcl|NZ_JQQB01000206.1_cds_WP_061236034.1_3718	28.451	355	329
WP_004503081.1	lcl|NZ_JQQB01000166.1_cds_WP_016758520.1_3525	26.269	335	329
WP_004503081.1	lcl|NZ_JQQB01000044.1_cds_WP_004495465.1_1399	28.882	322	329
WP_004503081.1	lcl|NZ_JQQB01000078.1_cds_WP_002634803.1_2167	28.527	319	329
WP_004503081.1	lcl|NZ_JQQB01000039.1_cds_WP_004503537.1_1203	25.000	268	329
WP_004503081.1	lcl|NZ_JQQB01000131.1_cds_WP_061235919.1_3227	29.180	305	329
WP_004503081.1	lcl|NZ_JQQB01000187.1_cds_WP_016759850.1_3623	24.290	317	329
WP_004503081.1	lcl|NZ_JQQB01000010.1_cds_WP_004496595.1_315	25.287	348	329
WP_004503081.1	lcl|NZ_JQQB01000131.1_cds_WP_004503085.1_3233	28.175	252	329
WP_004503081.1	lcl|NZ_JQQB01000187.1_cds_WP_004503138.1_3621	27.778	270	329
WP_004503081.1	lcl|NZ_JQQB01000015.1_cds_WP_004496193.1_431	27.757	263	329
WP_004503081.1	lcl|NZ_JQQB01000039.1_cds_WP_061217843.1_1194	25.912	274	329
WP_004503081.1	lcl|NZ_JQQB01000097.1_cds_WP_004494996.1_2487	23.939	330	329
WP_004503081.1	lcl|NZ_JQQB01000039.1_cds_WP_004503611.1_1205	31.638	177	329
WP_004503081.1	lcl|NZ_JQQB01000184.1_cds_WP_016761171.1_3603	27.755	245	329
WP_239248135.1	lcl|NZ_JQQB01000131.1_cds_WP_004503120.1_3229	98.876	267	267
WP_239248135.1	lcl|NZ_JQQB01000206.1_cds_WP_061236029.1_3708	24.896	241	267
WP_239248135.1	lcl|NZ_JQQB01000039.1_cds_WP_004503495.1_1206	26.699	206	267
