WP_002614501.1	lcl|NZ_LSSQ01000022.1_cds_WP_004753574.1_2080	88.679	106	106
WP_004503085.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765346.1_2079	91.693	313	314
WP_004503085.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765358.1_2076	27.778	252	314
WP_004503085.1	lcl|NZ_LSSQ01000011.1_cds_WP_004753565.1_1141	23.077	325	314
WP_004503085.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765339.1_2049	23.656	186	314
WP_004503085.1	lcl|NZ_LSSQ01000022.1_cds_WP_020766826.1_1994	21.352	281	314
WP_004503085.1	lcl|NZ_LSSQ01000022.1_cds_WP_004762989.1_2073	24.615	325	314
WP_004503038.1	lcl|NZ_LSSQ01000022.1_cds_WP_020778491.1_2078	84.658	365	365
WP_004503080.1	lcl|NZ_LSSQ01000022.1_cds_WP_004766667.1_2077	96.216	185	185
WP_004503080.1	lcl|NZ_LSSQ01000003.1_cds_WP_004752075.1_339	40.714	140	185
WP_004503081.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765358.1_2076	94.225	329	329
WP_004503081.1	lcl|NZ_LSSQ01000011.1_cds_WP_004753565.1_1141	31.429	315	329
WP_004503081.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765339.1_2049	30.408	319	329
WP_004503081.1	lcl|NZ_LSSQ01000007.1_cds_WP_004766600.1_675	31.922	307	329
WP_004503081.1	lcl|NZ_LSSQ01000022.1_cds_WP_020766826.1_1994	29.851	335	329
WP_004503081.1	lcl|NZ_LSSQ01000011.1_cds_WP_020766960.1_1299	29.538	325	329
WP_004503081.1	lcl|NZ_LSSQ01000007.1_cds_WP_004751412.1_663	28.788	330	329
WP_004503081.1	lcl|NZ_LSSQ01000022.1_cds_WP_004762989.1_2073	29.260	311	329
WP_004503081.1	lcl|NZ_LSSQ01000044.1_cds_WP_020765851.1_2928	25.959	339	329
WP_004503081.1	lcl|NZ_LSSQ01000022.1_cds_WP_020766871.1_2020	25.185	270	329
WP_004503081.1	lcl|NZ_LSSQ01000022.1_cds_WP_020765346.1_2079	25.949	316	329
WP_004503081.1	lcl|NZ_LSSQ01000022.1_cds_WP_002733698.1_2011	25.912	274	329
WP_004503081.1	lcl|NZ_LSSQ01000033.1_cds_WP_016750792.1_2529	28.148	270	329
WP_004503081.1	lcl|NZ_LSSQ01000011.1_cds_WP_020765261.1_1012	29.444	180	329
WP_004503081.1	lcl|NZ_LSSQ01000019.1_cds_WP_004766563.1_1752	25.856	263	329
