WP_002614501.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746496.1_2031	58.696	92	106
WP_004503085.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746495.1_2032	82.258	310	314
WP_004503085.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745407.1_1521	23.242	327	314
WP_004503085.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745382.1_1494	26.518	313	314
WP_004503085.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135744912.1_908	23.567	314	314
WP_004503085.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753159.1_2064	21.552	232	314
WP_004503085.1	lcl|NZ_JAIZBK010000006.1_cds_WP_135743732.1_3464	22.043	186	314
WP_004503085.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753201.1_2098	24.194	186	314
WP_004503038.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753116.1_2034	53.867	362	365
WP_004503080.1	lcl|NZ_JAIZBK010000003.1_cds_WP_135744205.1_2473	33.571	140	185
WP_004503081.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745407.1_1521	31.746	315	329
WP_004503081.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753201.1_2098	27.299	348	329
WP_004503081.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135744912.1_908	29.967	307	329
WP_004503081.1	lcl|NZ_JAIZBK010000002.1_cds_WP_338127456.1_2076	29.967	307	329
WP_004503081.1	lcl|NZ_JAIZBK010000006.1_cds_WP_135743732.1_3464	28.739	341	329
WP_004503081.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745055.1_1082	27.778	324	329
WP_004503081.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753159.1_2064	28.413	271	329
WP_004503081.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745382.1_1494	26.198	313	329
WP_004503081.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753148.1_2052	26.115	314	329
WP_004503081.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746495.1_2032	26.266	316	329
WP_004503081.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753183.1_2083	26.908	249	329
WP_004503081.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734906.1_1149	27.200	250	329
WP_004503081.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238752882.1_1857	23.320	253	329
WP_004503081.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745455.1_1575	30.588	170	329
WP_004503081.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753226.1_2120	24.906	265	329
WP_004503081.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746455.1_2073	30.769	156	329
WP_004503081.1	lcl|NZ_JAIZBK010000006.1_cds_WP_208739683.1_3453	25.484	310	329
WP_004503081.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734886.1_1141	23.333	270	329
WP_004503081.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746444.1_2084	19.048	252	329
WP_239248135.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753153.1_2059	24.500	200	267
WP_239248135.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746453.1_2075	26.496	234	267
WP_239248135.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746379.1_2181	24.521	261	267
WP_239248135.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745137.1_1177	38.136	118	267
WP_239248135.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135744998.1_1015	28.977	176	267
WP_239248135.1	lcl|NZ_JAIZBK010000002.1_cds_WP_322113260.1_2099	23.196	194	267
WP_239248135.1	lcl|NZ_JAIZBK010000006.1_cds_WP_238754283.1_3465	26.562	192	267
WP_004503040.1	lcl|NZ_JAIZBK010000003.1_cds_WP_238754012.1_2451	24.299	321	509
WP_004503040.1	lcl|NZ_JAIZBK010000003.1_cds_WP_135744224.1_2450	27.193	114	509
WP_004503040.1	lcl|NZ_JAIZBK010000003.1_cds_WP_238754012.1_2451	24.299	321	509
WP_004503040.1	lcl|NZ_JAIZBK010000003.1_cds_WP_135744224.1_2450	27.193	114	509
WP_061221763.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753148.1_2052	33.754	317	330
WP_061221763.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135744912.1_908	25.540	278	330
WP_061221763.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734906.1_1149	27.863	262	330
WP_061221763.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745407.1_1521	26.812	276	330
WP_061221763.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745382.1_1494	25.688	327	330
WP_061221763.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753201.1_2098	24.316	329	330
WP_061221763.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753159.1_2064	27.273	231	330
WP_061221763.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734886.1_1141	24.715	263	330
WP_061221763.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238752882.1_1857	31.373	153	330
WP_061221763.1	lcl|NZ_JAIZBK010000006.1_cds_WP_135743732.1_3464	22.442	303	330
WP_061221763.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745055.1_1082	28.000	150	330
WP_061221763.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745455.1_1575	26.341	205	330
WP_004503036.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135571635.1_656	38.132	257	265
