WP_002614501.1	lcl|NZ_AOVI01000120.1_cds_WP_000340715.1_2886	86.792	106	106
WP_004503085.1	lcl|NZ_AOVI01000120.1_cds_WP_000410273.1_2885	91.374	313	314
WP_004503085.1	lcl|NZ_AOVI01000120.1_cds_WP_000093099.1_2865	57.143	63	314
WP_004503085.1	lcl|NZ_AOVI01000120.1_cds_WP_000646250.1_2882	28.175	252	314
WP_004503085.1	lcl|NZ_AOVI01000133.1_cds_WP_000744700.1_3284	23.077	325	314
WP_004503085.1	lcl|NZ_AOVI01000120.1_cds_WP_000600889.1_2856	23.656	186	314
WP_004503085.1	lcl|NZ_AOVI01000064.1_cds_WP_000723090.1_1412	22.145	289	314
WP_004503085.1	lcl|NZ_AOVI01000120.1_cds_WP_001067557.1_2879	24.923	325	314
WP_004503038.1	lcl|NZ_AOVI01000120.1_cds_WP_000604524.1_2884	83.562	365	365
WP_004503080.1	lcl|NZ_AOVI01000120.1_cds_WP_000884059.1_2883	96.216	185	185
WP_004503080.1	lcl|NZ_AOVI01000021.1_cds_WP_000351733.1_632	40.000	140	185
WP_004503081.1	lcl|NZ_AOVI01000120.1_cds_WP_000646250.1_2882	95.441	329	329
WP_004503081.1	lcl|NZ_AOVI01000133.1_cds_WP_000744700.1_3284	32.063	315	329
WP_004503081.1	lcl|NZ_AOVI01000064.1_cds_WP_000723090.1_1412	29.851	335	329
WP_004503081.1	lcl|NZ_AOVI01000120.1_cds_WP_000600889.1_2856	30.408	319	329
WP_004503081.1	lcl|NZ_AOVI01000012.1_cds_WP_001984071.1_163	30.945	307	329
WP_004503081.1	lcl|NZ_AOVI01000030.1_cds_WP_000649925.1_854	28.882	322	329
WP_004503081.1	lcl|NZ_AOVI01000104.1_cds_WP_000709511.1_2364	28.182	330	329
WP_004503081.1	lcl|NZ_AOVI01000120.1_cds_WP_001067557.1_2879	28.852	305	329
WP_004503081.1	lcl|NZ_AOVI01000120.1_cds_WP_000601375.1_2829	25.000	300	329
WP_004503081.1	lcl|NZ_AOVI01000093.1_cds_WP_000688695.1_2049	28.102	274	329
WP_004503081.1	lcl|NZ_AOVI01000120.1_cds_WP_000410273.1_2885	26.266	316	329
WP_004503081.1	lcl|NZ_AOVI01000120.1_cds_WP_000475904.1_2820	26.642	274	329
WP_004503081.1	lcl|NZ_AOVI01000021.1_cds_WP_001074785.1_427	28.679	265	329
WP_004503081.1	lcl|NZ_AOVI01000120.1_cds_WP_000487322.1_2831	27.385	325	329
WP_004503081.1	lcl|NZ_AOVI01000096.1_cds_WP_001003555.1_2107	24.551	334	329
WP_239248135.1	lcl|NZ_AOVI01000120.1_cds_WP_000774262.1_2881	94.007	267	267
WP_239248135.1	lcl|NZ_AOVI01000120.1_cds_WP_000859505.1_2832	27.885	208	267
WP_239248135.1	lcl|NZ_AOVI01000120.1_cds_WP_002969399.1_2851	25.207	242	267
WP_239248135.1	lcl|NZ_AOVI01000064.1_cds_WP_000842260.1_1413	26.316	190	267
WP_239248135.1	lcl|NZ_AOVI01000123.1_cds_WP_000667727.1_2981	32.727	110	267
WP_239248135.1	lcl|NZ_AOVI01000058.1_cds_WP_000805357.1_1292	37.209	86	267
