WP_002614501.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004462903.1_2221	92.453	106	106
WP_004503085.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004472299.1_2222	90.323	310	314
WP_004503085.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004471108.1_308	24.224	322	314
WP_004503085.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967932.1_2225	27.381	252	314
WP_004503085.1	lcl|NZ_JASEXJ010000030.1_cds_WP_004465060.1_3069	21.352	281	314
WP_004503085.1	lcl|NZ_JASEXJ010000004.1_cds_WP_004461234.1_1112	24.042	287	314
WP_004503085.1	lcl|NZ_JASEXJ010000013.1_cds_WP_046951346.1_2228	23.292	322	314
WP_004503038.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004479563.1_2223	89.863	365	365
WP_004503080.1	lcl|NZ_JASEXJ010000013.1_cds_WP_016755108.1_2224	95.676	185	185
WP_004503080.1	lcl|NZ_JASEXJ010000005.1_cds_WP_004460143.1_1389	34.247	146	185
WP_004503081.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967932.1_2225	91.768	328	329
WP_004503081.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004471108.1_308	30.380	316	329
WP_004503081.1	lcl|NZ_JASEXJ010000004.1_cds_WP_004461234.1_1112	31.715	309	329
WP_004503081.1	lcl|NZ_JASEXJ010000030.1_cds_WP_004465060.1_3069	29.341	334	329
WP_004503081.1	lcl|NZ_JASEXJ010000041.1_cds_WP_004485949.1_3323	27.190	331	329
WP_004503081.1	lcl|NZ_JASEXJ010000004.1_cds_WP_004467290.1_1109	28.882	322	329
WP_004503081.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004487738.1_424	28.882	322	329
WP_004503081.1	lcl|NZ_JASEXJ010000033.1_cds_WP_004466638.1_3181	26.452	310	329
WP_004503081.1	lcl|NZ_JASEXJ010000013.1_cds_WP_046951346.1_2228	30.980	255	329
WP_004503081.1	lcl|NZ_JASEXJ010000037.1_cds_WP_061205836.1_3259	25.926	297	329
WP_004503081.1	lcl|NZ_JASEXJ010000041.1_cds_WP_282968181.1_3316	26.214	309	329
WP_004503081.1	lcl|NZ_JASEXJ010000041.1_cds_WP_004472325.1_3318	30.385	260	329
WP_004503081.1	lcl|NZ_JASEXJ010000003.1_cds_WP_032916356.1_943	25.915	355	329
WP_004503081.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004472299.1_2222	27.711	249	329
WP_004503081.1	lcl|NZ_JASEXJ010000010.1_cds_WP_282967845.1_553	28.030	264	329
WP_004503081.1	lcl|NZ_JASEXJ010000051.1_cds_WP_282968211.1_3405	25.210	238	329
WP_004503081.1	lcl|NZ_JASEXJ010000035.1_cds_WP_282965630.1_3212	24.242	330	329
WP_004503081.1	lcl|NZ_JASEXJ010000037.1_cds_WP_004479573.1_3261	30.286	175	329
WP_004503081.1	lcl|NZ_JASEXJ010000003.1_cds_WP_061205801.1_996	26.829	246	329
WP_004503081.1	lcl|NZ_JASEXJ010000051.1_cds_WP_282962410.1_3404	23.529	221	329
WP_239248135.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967933.1_2226	88.015	267	267
WP_239248135.1	lcl|NZ_JASEXJ010000037.1_cds_WP_282968160.1_3262	26.442	208	267
WP_239248135.1	lcl|NZ_JASEXJ010000046.1_cds_WP_282968198.1_3370	25.888	197	267
WP_239248135.1	lcl|NZ_JASEXJ010000027.1_cds_WP_004466848.1_2983	31.313	198	267
WP_239248135.1	lcl|NZ_JASEXJ010000030.1_cds_WP_282962416.1_3070	26.316	190	267
WP_239248135.1	lcl|NZ_JASEXJ010000033.1_cds_WP_004487808.1_3180	27.128	188	267
WP_239248135.1	lcl|NZ_JASEXJ010000004.1_cds_WP_016754360.1_1142	38.372	86	267
WP_004503040.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967934.1_2227	87.230	509	509
WP_004503040.1	lcl|NZ_JASEXJ010000014.1_cds_WP_004463881.1_2280	26.994	326	509
WP_004503040.1	lcl|NZ_JASEXJ010000014.1_cds_WP_004460640.1_2279	30.851	94	509
WP_004503040.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967934.1_2227	87.230	509	509
WP_004503040.1	lcl|NZ_JASEXJ010000014.1_cds_WP_004463881.1_2280	26.994	326	509
WP_004503040.1	lcl|NZ_JASEXJ010000014.1_cds_WP_004460640.1_2279	30.851	94	509
WP_061221763.1	lcl|NZ_JASEXJ010000013.1_cds_WP_046951346.1_2228	93.939	330	330
WP_061221763.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967932.1_2225	29.642	307	330
WP_061221763.1	lcl|NZ_JASEXJ010000004.1_cds_WP_004461234.1_1112	25.641	273	330
WP_061221763.1	lcl|NZ_JASEXJ010000041.1_cds_WP_004472325.1_3318	26.059	307	330
WP_061221763.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004471108.1_308	28.261	276	330
WP_061221763.1	lcl|NZ_JASEXJ010000030.1_cds_WP_004465060.1_3069	26.647	334	330
WP_061221763.1	lcl|NZ_JASEXJ010000041.1_cds_WP_282968181.1_3316	31.081	222	330
