WP_002614501.1	lcl|NZ_AKXF02000030.1_cds_WP_000340715.1_1060	86.792	106	106
WP_004503085.1	lcl|NZ_AKXF02000030.1_cds_WP_000712241.1_1061	91.374	313	314
WP_004503085.1	lcl|NZ_AKXF02000030.1_cds_WP_000646240.1_1064	27.778	252	314
WP_004503085.1	lcl|NZ_AKXF02000013.1_cds_WP_000744700.1_2836	23.077	325	314
WP_004503085.1	lcl|NZ_AKXF02000030.1_cds_WP_000723084.1_1131	22.491	289	314
WP_004503085.1	lcl|NZ_AKXF02000030.1_cds_WP_001067557.1_1067	24.923	325	314
WP_004503038.1	lcl|NZ_AKXF02000030.1_cds_WP_000604524.1_1062	83.562	365	365
WP_004503080.1	lcl|NZ_AKXF02000030.1_cds_WP_000884058.1_1063	96.216	185	185
WP_004503080.1	lcl|NZ_AKXF02000031.1_cds_WP_000351733.1_742	40.000	140	185
WP_004503081.1	lcl|NZ_AKXF02000030.1_cds_WP_000646240.1_1064	94.833	329	329
WP_004503081.1	lcl|NZ_AKXF02000013.1_cds_WP_000744700.1_2836	32.063	315	329
WP_004503081.1	lcl|NZ_AKXF02000030.1_cds_WP_000723084.1_1131	30.149	335	329
WP_004503081.1	lcl|NZ_AKXF02000017.1_cds_WP_001984071.1_2263	30.945	307	329
WP_004503081.1	lcl|NZ_AKXF02000012.1_cds_WP_000649924.1_2993	28.882	322	329
WP_004503081.1	lcl|NZ_AKXF02000017.1_cds_WP_000709512.1_2274	28.182	330	329
WP_004503081.1	lcl|NZ_AKXF02000030.1_cds_WP_001067557.1_1067	28.852	305	329
WP_004503081.1	lcl|NZ_AKXF02000017.1_cds_LEP1GSC012_RS0218260_2242	29.947	187	329
WP_004503081.1	lcl|NZ_AKXF02000017.1_cds_LEP1GSC012_RS0218260_2242	22.727	88	329
WP_004503081.1	lcl|NZ_AKXF02000030.1_cds_WP_000712241.1_1061	25.949	316	329
WP_004503081.1	lcl|NZ_AKXF02000030.1_cds_WP_000475906.1_1114	25.912	274	329
WP_004503081.1	lcl|NZ_AKXF02000016.1_cds_WP_001074785.1_2472	28.679	265	329
WP_004503081.1	lcl|NZ_AKXF02000017.1_cds_WP_001003551.1_2339	24.695	328	329
WP_239248135.1	lcl|NZ_AKXF02000030.1_cds_WP_000774257.1_1065	94.757	267	267
WP_239248135.1	lcl|NZ_AKXF02000030.1_cds_WP_000842260.1_1132	26.316	190	267
WP_239248135.1	lcl|NZ_AKXF02000006.1_cds_WP_000667728.1_3347	32.727	110	267
WP_239248135.1	lcl|NZ_AKXF02000014.1_cds_WP_000805356.1_2729	37.209	86	267
WP_004503040.1	lcl|NZ_AKXF02000030.1_cds_WP_010679538.1_1066	91.356	509	509
WP_004503040.1	lcl|NZ_AKXF02000016.1_cds_WP_000291587.1_2546	26.791	321	509
WP_004503040.1	lcl|NZ_AKXF02000016.1_cds_WP_000364507.1_2545	28.723	94	509
WP_004503040.1	lcl|NZ_AKXF02000030.1_cds_WP_010679538.1_1066	91.356	509	509
WP_004503040.1	lcl|NZ_AKXF02000016.1_cds_WP_000291587.1_2546	26.791	321	509
WP_004503040.1	lcl|NZ_AKXF02000016.1_cds_WP_000364507.1_2545	28.723	94	509
WP_061221763.1	lcl|NZ_AKXF02000030.1_cds_WP_001067557.1_1067	97.576	330	330
WP_061221763.1	lcl|NZ_AKXF02000030.1_cds_WP_000646240.1_1064	29.316	307	330
WP_061221763.1	lcl|NZ_AKXF02000017.1_cds_WP_001984071.1_2263	25.368	272	330
WP_061221763.1	lcl|NZ_AKXF02000013.1_cds_WP_000744700.1_2836	26.582	316	330
WP_061221763.1	lcl|NZ_AKXF02000030.1_cds_WP_000723084.1_1131	24.925	333	330
WP_061221763.1	lcl|NZ_AKXF02000017.1_cds_WP_001003551.1_2339	27.888	251	330
WP_061221763.1	lcl|NZ_AKXF02000012.1_cds_WP_000649924.1_2993	29.615	260	330
WP_061221763.1	lcl|NZ_AKXF02000017.1_cds_LEP1GSC012_RS0218260_2242	27.273	132	330
WP_061221763.1	lcl|NZ_AKXF02000017.1_cds_LEP1GSC012_RS0218260_2242	24.051	79	330
WP_004503073.1	lcl|NZ_AKXF02000030.1_cds_WP_010679467.1_1070	38.208	547	535
WP_004503073.1	lcl|NZ_AKXF02000030.1_cds_WP_010679467.1_1070	38.208	547	535
WP_004503036.1	lcl|NZ_AKXF02000030.1_cds_WP_000342716.1_1071	67.547	265	265
WP_004503036.1	lcl|NZ_AKXF02000011.1_cds_WP_001002664.1_3175	42.623	244	265
WP_004503036.1	lcl|NZ_AKXF02000034.1_cds_WP_001183723.1_338	27.746	173	265
WP_004503060.1	lcl|NZ_AKXF02000030.1_cds_WP_001246615.1_1072	91.290	310	310
WP_004503060.1	lcl|NZ_AKXF02000022.1_cds_WP_000538784.1_1727	36.271	295	310
WP_004503060.1	lcl|NZ_AKXF02000034.1_cds_WP_001183723.1_338	30.000	250	310
WP_004503060.1	lcl|NZ_AKXF02000031.1_cds_WP_000279894.1_669	24.335	263	310
WP_004503060.1	lcl|NZ_AKXF02000030.1_cds_WP_001246615.1_1072	91.290	310	310
WP_004503060.1	lcl|NZ_AKXF02000022.1_cds_WP_000538784.1_1727	36.271	295	310
WP_004503060.1	lcl|NZ_AKXF02000034.1_cds_WP_001183723.1_338	30.000	250	310
WP_004503060.1	lcl|NZ_AKXF02000031.1_cds_WP_000279894.1_669	24.335	263	310
WP_004503095.1	lcl|NZ_AKXF02000030.1_cds_WP_000479980.1_1073	95.076	264	264
WP_004503106.1	lcl|NZ_AKXF02000030.1_cds_WP_000715958.1_1074	90.698	129	130
WP_004503130.1	lcl|NZ_AKXF02000030.1_cds_WP_001088861.1_1075	77.143	140	146
WP_004503042.1	lcl|NZ_AKXF02000030.1_cds_WP_000517242.1_1076	87.330	221	221
WP_004503042.1	lcl|NZ_AKXF02000022.1_cds_WP_001069832.1_1744	29.412	102	221
WP_004503042.1	lcl|NZ_AKXF02000012.1_cds_WP_001082180.1_2860	23.077	78	221
WP_016758358.1	lcl|NZ_AKXF02000030.1_cds_WP_001015415.1_1078	24.638	276	316
WP_016758358.1	lcl|NZ_AKXF02000022.1_cds_WP_000347686.1_1745	29.221	154	316
WP_016758358.1	lcl|NZ_AKXF02000030.1_cds_WP_010679549.1_1103	28.571	140	316
WP_016758358.1	lcl|NZ_AKXF02000004.1_cds_WP_000402846.1_3580	22.368	152	316
WP_016758358.1	lcl|NZ_AKXF02000012.1_cds_WP_001082180.1_2860	24.540	163	316
WP_004503088.1	lcl|NZ_AKXF02000030.1_cds_WP_000611594.1_1077	94.857	175	175
WP_004503088.1	lcl|NZ_AKXF02000012.1_cds_WP_001206947.1_2868	28.966	145	175
WP_004503132.1	lcl|NZ_AKXF02000030.1_cds_WP_001015415.1_1078	93.781	402	405
WP_004503132.1	lcl|NZ_AKXF02000022.1_cds_WP_000347686.1_1745	25.714	210	405
WP_004503132.1	lcl|NZ_AKXF02000004.1_cds_WP_000402846.1_3580	22.273	220	405
WP_004503032.1	lcl|NZ_AKXF02000030.1_cds_WP_000608294.1_1069	35.535	318	358
WP_004503032.1	lcl|NZ_AKXF02000030.1_cds_WP_000172655.1_1085	29.570	372	358
WP_004503032.1	lcl|NZ_AKXF02000006.1_cds_WP_001281951.1_3340	29.082	392	358
WP_004503032.1	lcl|NZ_AKXF02000030.1_cds_WP_001198108.1_1068	32.653	343	358
WP_004503032.1	lcl|NZ_AKXF02000030.1_cds_WP_010679520.1_1125	30.892	314	358
WP_004503032.1	lcl|NZ_AKXF02000001.1_cds_WP_001982414.1_3740	25.806	372	358
