WP_002614501.1	lcl|NZ_AOGZ02000008.1_cds_WP_040506276.1_3173	57.647	85	106
WP_004503085.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680127.1_3174	81.290	310	314
WP_004503085.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681154.1_2333	25.466	322	314
WP_004503085.1	lcl|NZ_AOGZ02000014.1_cds_WP_002988752.1_2359	22.936	327	314
WP_004503085.1	lcl|NZ_AOGZ02000016.1_cds_WP_015682959.1_330	21.925	187	314
WP_004503085.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681993.1_1791	23.053	321	314
WP_004503085.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680175.1_3193	20.446	269	314
WP_004503080.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682453.1_529	33.065	124	185
WP_004503081.1	lcl|NZ_AOGZ02000014.1_cds_WP_002988752.1_2359	31.429	315	329
WP_004503081.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681993.1_1791	29.967	307	329
WP_004503081.1	lcl|NZ_AOGZ02000016.1_cds_WP_015682959.1_330	28.446	341	329
WP_004503081.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681103.1_1961	27.554	323	329
WP_004503081.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681154.1_2333	27.244	312	329
WP_004503081.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680175.1_3193	28.413	271	329
WP_004503081.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680127.1_3174	26.899	316	329
WP_004503081.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681799.1_2020	27.600	250	329
WP_004503081.1	lcl|NZ_AOGZ02000008.1_cds_WP_015679926.1_3206	26.642	274	329
WP_004503081.1	lcl|NZ_AOGZ02000008.1_cds_WP_015679965.1_3203	24.111	253	329
WP_004503081.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680095.1_3215	23.228	254	329
WP_004503081.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682335.1_2696	27.374	179	329
WP_004503081.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680113.1_3246	26.394	269	329
WP_004503081.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682510.1_2412	28.916	166	329
WP_004503081.1	lcl|NZ_AOGZ02000016.1_cds_WP_198012817.1_319	26.407	231	329
WP_004503081.1	lcl|NZ_AOGZ02000008.1_cds_WP_198012763.1_3201	34.821	112	329
