WP_002614501.1	lcl|NZ_JADDVA010000006.1_cds_WP_002725873.1_3025	95.283	106	106
WP_004503085.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733579.1_3024	97.444	313	314
WP_004503085.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733534.1_3021	27.381	252	314
WP_004503085.1	lcl|NZ_JADDVA010000016.1_cds_WP_002722638.1_515	24.534	322	314
WP_004503085.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740024.1_2930	21.708	281	314
WP_004503085.1	lcl|NZ_JADDVA010000007.1_cds_WP_002728309.1_3087	24.759	311	314
WP_004503085.1	lcl|NZ_JADDVA010000028.1_cds_WP_002743770.1_1300	23.770	122	314
WP_004503085.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740721.1_3018	24.308	325	314
WP_004503085.1	lcl|NZ_JADDVA010000006.1_cds_WP_016749081.1_2992	25.641	117	314
WP_004503038.1	lcl|NZ_JADDVA010000006.1_cds_WP_026054882.1_3023	93.425	365	365
WP_004503080.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733646.1_3022	96.216	185	185
WP_004503080.1	lcl|NZ_JADDVA010000003.1_cds_WP_002721790.1_1888	36.301	146	185
WP_004503081.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733534.1_3021	93.921	329	329
WP_004503081.1	lcl|NZ_JADDVA010000016.1_cds_WP_002722638.1_515	30.380	316	329
WP_004503081.1	lcl|NZ_JADDVA010000007.1_cds_WP_002728309.1_3087	30.645	310	329
WP_004503081.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740024.1_2930	30.448	335	329
WP_004503081.1	lcl|NZ_JADDVA010000028.1_cds_WP_002743770.1_1300	26.686	341	329
WP_004503081.1	lcl|NZ_JADDVA010000007.1_cds_WP_002728316.1_3090	28.485	330	329
WP_004503081.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733638.1_2984	27.714	350	329
WP_004503081.1	lcl|NZ_JADDVA010000075.1_cds_WP_002741146.1_3067	28.165	316	329
WP_004503081.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733546.1_2955	26.119	268	329
WP_004503081.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740721.1_3018	28.939	311	329
WP_004503081.1	lcl|NZ_JADDVA010000008.1_cds_WP_002732331.1_3293	25.000	348	329
WP_004503081.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733579.1_3024	27.711	249	329
WP_004503081.1	lcl|NZ_JADDVA010000006.1_cds_WP_002744551.1_2990	28.148	270	329
WP_004503081.1	lcl|NZ_JADDVA010000006.1_cds_WP_016749081.1_2992	23.913	322	329
WP_004503081.1	lcl|NZ_JADDVA010000060.1_cds_WP_002740236.1_2789	27.170	265	329
WP_004503081.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733698.1_2947	25.912	274	329
