WP_002614501.1	lcl|NZ_VCHI01000060.1_cds_WP_000340715.1_2921	86.792	106	106
WP_004503085.1	lcl|NZ_VCHI01000060.1_cds_WP_000410266.1_2920	91.374	313	314
WP_004503085.1	lcl|NZ_VCHI01000060.1_cds_WP_000646254.1_2917	27.778	252	314
WP_004503085.1	lcl|NZ_VCHI01000008.1_cds_WP_000744698.1_3373	23.077	325	314
WP_004503085.1	lcl|NZ_VCHI01000025.1_cds_WP_000723091.1_1447	22.491	289	314
WP_004503085.1	lcl|NZ_VCHI01000060.1_cds_WP_001067557.1_2914	24.923	325	314
WP_004503085.1	lcl|NZ_VCHI01000011.1_cds_WP_002072074.1_282	23.502	217	314
WP_004503038.1	lcl|NZ_VCHI01000060.1_cds_WP_000604525.1_2919	83.014	365	365
WP_004503080.1	lcl|NZ_VCHI01000060.1_cds_WP_000884059.1_2918	96.216	185	185
WP_004503080.1	lcl|NZ_VCHI01000013.1_cds_WP_000351733.1_581	40.000	140	185
WP_004503081.1	lcl|NZ_VCHI01000060.1_cds_WP_000646254.1_2917	94.225	329	329
WP_004503081.1	lcl|NZ_VCHI01000008.1_cds_WP_000744698.1_3373	32.063	315	329
WP_004503081.1	lcl|NZ_VCHI01000025.1_cds_WP_000723091.1_1447	30.149	335	329
WP_004503081.1	lcl|NZ_VCHI01000011.1_cds_WP_002072074.1_282	30.619	307	329
WP_004503081.1	lcl|NZ_VCHI01000005.1_cds_WP_000649924.1_2535	28.882	322	329
WP_004503081.1	lcl|NZ_VCHI01000113.1_cds_WP_000709508.1_365	28.485	330	329
WP_004503081.1	lcl|NZ_VCHI01000060.1_cds_WP_001067557.1_2914	28.852	305	329
WP_004503081.1	lcl|NZ_VCHI01000011.1_cds_WP_000688696.1_302	28.102	274	329
WP_004503081.1	lcl|NZ_VCHI01000060.1_cds_WP_000410266.1_2920	25.949	316	329
WP_004503081.1	lcl|NZ_VCHI01000030.1_cds_WP_000475901.1_1800	26.357	258	329
WP_004503081.1	lcl|NZ_VCHI01000002.1_cds_WP_001074779.1_1101	28.302	265	329
WP_004503081.1	lcl|NZ_VCHI01000003.1_cds_WP_001003560.1_1734	24.251	334	329
WP_239248135.1	lcl|NZ_VCHI01000060.1_cds_WP_000774259.1_2916	94.382	267	267
WP_239248135.1	lcl|NZ_VCHI01000025.1_cds_WP_000842260.1_1448	26.316	190	267
WP_239248135.1	lcl|NZ_VCHI01000011.1_cds_WP_000667727.1_324	32.727	110	267
WP_239248135.1	lcl|NZ_VCHI01000024.1_cds_WP_000805357.1_1405	37.209	86	267
WP_004503040.1	lcl|NZ_VCHI01000060.1_cds_WP_002072162.1_2915	91.552	509	509
WP_004503040.1	lcl|NZ_VCHI01000002.1_cds_WP_000291581.1_1173	26.791	321	509
WP_004503040.1	lcl|NZ_VCHI01000002.1_cds_WP_000364504.1_1172	28.723	94	509
WP_004503040.1	lcl|NZ_VCHI01000060.1_cds_WP_002072162.1_2915	91.552	509	509
WP_004503040.1	lcl|NZ_VCHI01000002.1_cds_WP_000291581.1_1173	26.791	321	509
WP_004503040.1	lcl|NZ_VCHI01000002.1_cds_WP_000364504.1_1172	28.723	94	509
WP_061221763.1	lcl|NZ_VCHI01000060.1_cds_WP_001067557.1_2914	97.576	330	330
WP_061221763.1	lcl|NZ_VCHI01000060.1_cds_WP_000646254.1_2917	29.642	307	330
WP_061221763.1	lcl|NZ_VCHI01000011.1_cds_WP_002072074.1_282	25.735	272	330
WP_061221763.1	lcl|NZ_VCHI01000008.1_cds_WP_000744698.1_3373	26.899	316	330
WP_061221763.1	lcl|NZ_VCHI01000003.1_cds_WP_001003560.1_1734	27.490	251	330
WP_061221763.1	lcl|NZ_VCHI01000025.1_cds_WP_000723091.1_1447	24.024	333	330
WP_061221763.1	lcl|NZ_VCHI01000005.1_cds_WP_000649924.1_2535	29.615	260	330
WP_061221763.1	lcl|NZ_VCHI01000011.1_cds_WP_000688696.1_302	25.339	221	330
WP_004503073.1	lcl|NZ_VCHI01000060.1_cds_WP_000689740.1_2911	38.278	546	535
WP_004503073.1	lcl|NZ_VCHI01000060.1_cds_WP_000689740.1_2911	38.278	546	535
WP_004503036.1	lcl|NZ_VCHI01000060.1_cds_WP_000342716.1_2910	67.547	265	265
WP_004503036.1	lcl|NZ_VCHI01000104.1_cds_WP_001002662.1_225	41.803	244	265
WP_004503036.1	lcl|NZ_VCHI01000052.1_cds_WP_001183721.1_2681	27.746	173	265
WP_004503060.1	lcl|NZ_VCHI01000060.1_cds_WP_001246619.1_2909	89.355	310	310
WP_004503060.1	lcl|NZ_VCHI01000138.1_cds_WP_000501205.1_639	36.304	303	310
WP_004503060.1	lcl|NZ_VCHI01000052.1_cds_WP_001183721.1_2681	30.000	250	310
WP_004503060.1	lcl|NZ_VCHI01000004.1_cds_WP_000279896.1_2160	23.954	263	310
WP_004503060.1	lcl|NZ_VCHI01000060.1_cds_WP_001246619.1_2909	89.355	310	310
WP_004503060.1	lcl|NZ_VCHI01000138.1_cds_WP_000501205.1_639	36.304	303	310
WP_004503060.1	lcl|NZ_VCHI01000052.1_cds_WP_001183721.1_2681	30.000	250	310
WP_004503060.1	lcl|NZ_VCHI01000004.1_cds_WP_000279896.1_2160	23.954	263	310
WP_004503095.1	lcl|NZ_VCHI01000060.1_cds_WP_000479980.1_2908	95.076	264	264
WP_004503106.1	lcl|NZ_VCHI01000060.1_cds_WP_000715958.1_2907	90.698	129	130
WP_004503130.1	lcl|NZ_VCHI01000060.1_cds_WP_001088861.1_2906	77.143	140	146
WP_004503042.1	lcl|NZ_VCHI01000060.1_cds_WP_000517242.1_2905	87.330	221	221
WP_004503042.1	lcl|NZ_VCHI01000063.1_cds_WP_001069832.1_2978	29.412	102	221
WP_004503042.1	lcl|NZ_VCHI01000008.1_cds_WP_001082181.1_3402	23.077	78	221
WP_016758358.1	lcl|NZ_VCHI01000107.1_cds_WP_001046777.1_258	53.896	308	316
WP_016758358.1	lcl|NZ_VCHI01000107.1_cds_WP_000384508.1_256	24.742	291	316
WP_016758358.1	lcl|NZ_VCHI01000063.1_cds_WP_000347675.1_2979	29.221	154	316
WP_016758358.1	lcl|NZ_VCHI01000030.1_cds_WP_002097509.1_1811	29.286	140	316
WP_016758358.1	lcl|NZ_VCHI01000072.1_cds_WP_000402849.1_3210	22.368	152	316
WP_016758358.1	lcl|NZ_VCHI01000008.1_cds_WP_001082181.1_3402	24.540	163	316
WP_016758358.1	lcl|NZ_VCHI01000013.1_cds_WP_000188047.1_554	28.926	121	316
WP_004503088.1	lcl|NZ_VCHI01000107.1_cds_WP_000564977.1_257	54.598	174	175
WP_004503088.1	lcl|NZ_VCHI01000057.1_cds_WP_001206947.1_2782	28.966	145	175
WP_004503132.1	lcl|NZ_VCHI01000107.1_cds_WP_000384508.1_256	64.851	404	405
WP_004503132.1	lcl|NZ_VCHI01000107.1_cds_WP_001046777.1_258	26.799	403	405
