WP_002614501.1	lcl|NZ_JMDI01000098.1_cds_WP_000340715.1_1867	86.792	106	106
WP_004503085.1	lcl|NZ_JMDI01000098.1_cds_WP_000410273.1_1868	91.374	313	314
WP_004503085.1	lcl|NZ_JMDI01000098.1_cds_WP_000646255.1_1871	28.175	252	314
WP_004503085.1	lcl|NZ_JMDI01000085.1_cds_WP_000744695.1_1535	23.077	325	314
WP_004503085.1	lcl|NZ_JMDI01000112.1_cds_WP_000600891.1_2227	23.656	186	314
WP_004503085.1	lcl|NZ_JMDI01000014.1_cds_WP_000649929.1_104	28.151	238	314
WP_004503085.1	lcl|NZ_JMDI01000086.1_cds_WP_000723081.1_1592	22.145	289	314
WP_004503085.1	lcl|NZ_JMDI01000098.1_cds_WP_001067557.1_1874	24.923	325	314
WP_004503038.1	lcl|NZ_JMDI01000098.1_cds_WP_000604524.1_1869	83.562	365	365
WP_004503080.1	lcl|NZ_JMDI01000098.1_cds_WP_000884059.1_1870	96.216	185	185
WP_004503080.1	lcl|NZ_JMDI01000032.1_cds_WP_000351733.1_399	40.000	140	185
WP_004503081.1	lcl|NZ_JMDI01000098.1_cds_WP_000646255.1_1871	93.921	329	329
WP_004503081.1	lcl|NZ_JMDI01000085.1_cds_WP_000744695.1_1535	32.063	315	329
WP_004503081.1	lcl|NZ_JMDI01000112.1_cds_WP_000600891.1_2227	30.721	319	329
WP_004503081.1	lcl|NZ_JMDI01000086.1_cds_WP_000723081.1_1592	29.851	335	329
WP_004503081.1	lcl|NZ_JMDI01000172.1_cds_WP_002064390.1_3217	30.619	307	329
WP_004503081.1	lcl|NZ_JMDI01000014.1_cds_WP_000649929.1_104	28.882	322	329
WP_004503081.1	lcl|NZ_JMDI01000172.1_cds_WP_000709511.1_3207	28.182	330	329
WP_004503081.1	lcl|NZ_JMDI01000098.1_cds_WP_001067557.1_1874	28.852	305	329
WP_004503081.1	lcl|NZ_JMDI01000122.1_cds_WP_000601375.1_2463	25.000	300	329
WP_004503081.1	lcl|NZ_JMDI01000172.1_cds_WP_000688698.1_3237	28.102	274	329
WP_004503081.1	lcl|NZ_JMDI01000098.1_cds_WP_000410273.1_1868	26.266	316	329
WP_004503081.1	lcl|NZ_JMDI01000122.1_cds_WP_000475897.1_2455	26.357	258	329
WP_004503081.1	lcl|NZ_JMDI01000089.1_cds_WP_001074779.1_1722	28.302	265	329
WP_004503081.1	lcl|NZ_JMDI01000122.1_cds_WP_000487319.1_2465	27.692	325	329
WP_004503081.1	lcl|NZ_JMDI01000054.1_cds_WP_001003563.1_662	25.600	250	329
WP_239248135.1	lcl|NZ_JMDI01000098.1_cds_WP_000774259.1_1872	94.382	267	267
WP_239248135.1	lcl|NZ_JMDI01000122.1_cds_WP_000859505.1_2466	27.885	208	267
WP_239248135.1	lcl|NZ_JMDI01000112.1_cds_WP_000800439.1_2222	26.178	191	267
WP_239248135.1	lcl|NZ_JMDI01000086.1_cds_WP_000842260.1_1593	26.316	190	267
WP_239248135.1	lcl|NZ_JMDI01000211.1_cds_WP_000667727.1_3575	32.727	110	267
WP_239248135.1	lcl|NZ_JMDI01000215.1_cds_WP_000805357.1_3624	37.209	86	267
WP_004503040.1	lcl|NZ_JMDI01000098.1_cds_WP_000612799.1_1873	91.749	509	509
WP_004503040.1	lcl|NZ_JMDI01000117.1_cds_WP_000291581.1_2333	26.791	321	509
WP_004503040.1	lcl|NZ_JMDI01000117.1_cds_WP_000364504.1_2332	28.723	94	509
WP_004503040.1	lcl|NZ_JMDI01000098.1_cds_WP_000612799.1_1873	91.749	509	509
WP_004503040.1	lcl|NZ_JMDI01000117.1_cds_WP_000291581.1_2333	26.791	321	509
WP_004503040.1	lcl|NZ_JMDI01000117.1_cds_WP_000364504.1_2332	28.723	94	509
WP_061221763.1	lcl|NZ_JMDI01000098.1_cds_WP_001067557.1_1874	97.576	330	330
WP_061221763.1	lcl|NZ_JMDI01000098.1_cds_WP_000646255.1_1871	29.642	307	330
WP_061221763.1	lcl|NZ_JMDI01000112.1_cds_WP_000600891.1_2227	26.692	266	330
WP_061221763.1	lcl|NZ_JMDI01000172.1_cds_WP_002064390.1_3217	25.735	272	330
WP_061221763.1	lcl|NZ_JMDI01000085.1_cds_WP_000744695.1_1535	26.899	316	330
WP_061221763.1	lcl|NZ_JMDI01000086.1_cds_WP_000723081.1_1592	24.324	333	330
WP_061221763.1	lcl|NZ_JMDI01000054.1_cds_WP_001003563.1_662	27.092	251	330
WP_061221763.1	lcl|NZ_JMDI01000014.1_cds_WP_000649929.1_104	29.615	260	330
