WP_002614501.1	lcl|NZ_AFJK02000004.1_cds_WP_000340715.1_3791	86.792	106	106
WP_004503085.1	lcl|NZ_AFJK02000004.1_cds_WP_000410273.1_3790	91.374	313	314
WP_004503085.1	lcl|NZ_AFJK02000004.1_cds_WP_000646250.1_3787	28.175	252	314
WP_004503085.1	lcl|NZ_AFJK02000058.1_cds_WP_000744700.1_725	23.077	325	314
WP_004503085.1	lcl|NZ_AFJK02000004.1_cds_WP_001033107.1_3765	22.180	266	314
WP_004503085.1	lcl|NZ_AFJK02000004.1_cds_WP_000723092.1_3713	22.145	289	314
WP_004503085.1	lcl|NZ_AFJK02000004.1_cds_WP_001067556.1_3784	24.923	325	314
WP_004503038.1	lcl|NZ_AFJK02000004.1_cds_WP_001967810.1_3789	83.288	365	365
WP_004503080.1	lcl|NZ_AFJK02000004.1_cds_WP_000884059.1_3788	96.216	185	185
WP_004503080.1	lcl|NZ_AFJK02000027.1_cds_WP_000351733.1_2325	40.000	140	185
WP_004503081.1	lcl|NZ_AFJK02000004.1_cds_WP_000646250.1_3787	95.441	329	329
WP_004503081.1	lcl|NZ_AFJK02000058.1_cds_WP_000744700.1_725	32.063	315	329
WP_004503081.1	lcl|NZ_AFJK02000004.1_cds_WP_000723092.1_3713	29.851	335	329
WP_004503081.1	lcl|NZ_AFJK02000004.1_cds_WP_000699346.1_3773	29.674	337	329
WP_004503081.1	lcl|NZ_AFJK02000012.1_cds_WP_001984071.1_3225	30.945	307	329
WP_004503081.1	lcl|NZ_AFJK02000058.1_cds_WP_000649923.1_563	28.882	322	329
WP_004503081.1	lcl|NZ_AFJK02000031.1_cds_WP_000709513.1_2041	28.182	330	329
WP_004503081.1	lcl|NZ_AFJK02000004.1_cds_WP_001067556.1_3784	28.852	305	329
WP_004503081.1	lcl|NZ_AFJK02000012.1_cds_WP_000688696.1_3245	28.102	274	329
WP_004503081.1	lcl|NZ_AFJK02000004.1_cds_WP_000410273.1_3790	26.266	316	329
WP_004503081.1	lcl|NZ_AFJK02000004.1_cds_WP_000475904.1_3730	26.642	274	329
WP_004503081.1	lcl|NZ_AFJK02000053.1_cds_WP_001074785.1_919	28.679	265	329
WP_004503081.1	lcl|NZ_AFJK02000004.1_cds_WP_001033107.1_3765	26.045	311	329
WP_004503081.1	lcl|NZ_AFJK02000048.1_cds_WP_001003557.1_1406	24.390	328	329
WP_239248135.1	lcl|NZ_AFJK02000004.1_cds_WP_000774256.1_3786	94.007	267	267
WP_239248135.1	lcl|NZ_AFJK02000004.1_cds_WP_000842260.1_3712	26.316	190	267
WP_239248135.1	lcl|NZ_AFJK02000065.1_cds_WP_000667727.1_54	32.727	110	267
WP_239248135.1	lcl|NZ_AFJK02000050.1_cds_WP_000805359.1_1293	38.372	86	267
WP_004503040.1	lcl|NZ_AFJK02000004.1_cds_WP_000612794.1_3785	91.356	509	509
WP_004503040.1	lcl|NZ_AFJK02000053.1_cds_WP_000291586.1_992	26.791	321	509
WP_004503040.1	lcl|NZ_AFJK02000053.1_cds_WP_000364507.1_991	28.723	94	509
WP_004503040.1	lcl|NZ_AFJK02000004.1_cds_WP_000612794.1_3785	91.356	509	509
WP_004503040.1	lcl|NZ_AFJK02000053.1_cds_WP_000291586.1_992	26.791	321	509
