WP_002614501.1	lcl|NZ_MVAF01000021.1_cds_WP_000340715.1_2191	86.792	106	106
WP_004503085.1	lcl|NZ_MVAF01000021.1_cds_WP_000410273.1_2190	91.374	313	314
WP_004503085.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	28.175	252	314
WP_004503085.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	23.077	325	314
WP_004503085.1	lcl|NZ_MVAF01000063.1_cds_WP_001033107.1_3650	22.180	266	314
WP_004503085.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	22.145	289	314
WP_004503085.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	24.923	325	314
WP_004503038.1	lcl|NZ_MVAF01000021.1_cds_WP_001967810.1_2189	83.288	365	365
WP_004503080.1	lcl|NZ_MVAF01000021.1_cds_WP_082267446.1_2188	95.676	185	185
WP_004503080.1	lcl|NZ_MVAF01000005.1_cds_WP_000351733.1_2887	40.000	140	185
WP_004503081.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	95.441	329	329
WP_004503081.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	32.063	315	329
WP_004503081.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	29.851	335	329
WP_004503081.1	lcl|NZ_MVAF01000059.1_cds_WP_000699346.1_3035	29.674	337	329
WP_004503081.1	lcl|NZ_MVAF01000013.1_cds_WP_001984071.1_3967	30.945	307	329
WP_004503081.1	lcl|NZ_MVAF01000029.1_cds_WP_000649923.1_824	28.882	322	329
WP_004503081.1	lcl|NZ_MVAF01000013.1_cds_WP_000709513.1_3977	28.182	330	329
WP_004503081.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	28.852	305	329
WP_004503081.1	lcl|NZ_MVAF01000040.1_cds_WP_000688696.1_2499	28.102	274	329
WP_004503081.1	lcl|NZ_MVAF01000021.1_cds_WP_000410273.1_2190	26.266	316	329
WP_004503081.1	lcl|NZ_MVAF01000084.1_cds_WP_000475904.1_286	26.642	274	329
WP_004503081.1	lcl|NZ_MVAF01000060.1_cds_WP_001074785.1_3893	28.679	265	329
WP_004503081.1	lcl|NZ_MVAF01000063.1_cds_WP_001033107.1_3650	26.045	311	329
WP_004503081.1	lcl|NZ_MVAF01000020.1_cds_WP_001003557.1_3520	24.390	328	329
WP_239248135.1	lcl|NZ_MVAF01000021.1_cds_WP_000774256.1_2186	94.007	267	267
WP_239248135.1	lcl|NZ_MVAF01000055.1_cds_WP_000842260.1_3009	26.316	190	267
WP_239248135.1	lcl|NZ_MVAF01000036.1_cds_WP_000667727.1_1927	32.727	110	267
WP_239248135.1	lcl|NZ_MVAF01000001.1_cds_WP_000805359.1_205	38.372	86	267
WP_004503040.1	lcl|NZ_MVAF01000021.1_cds_WP_000612794.1_2185	91.356	509	509
WP_004503040.1	lcl|NZ_MVAF01000011.1_cds_WP_000291586.1_1283	26.791	321	509
WP_004503040.1	lcl|NZ_MVAF01000011.1_cds_WP_000364507.1_1284	28.723	94	509
WP_004503040.1	lcl|NZ_MVAF01000021.1_cds_WP_000612794.1_2185	91.356	509	509
WP_004503040.1	lcl|NZ_MVAF01000011.1_cds_WP_000291586.1_1283	26.791	321	509
WP_004503040.1	lcl|NZ_MVAF01000011.1_cds_WP_000364507.1_1284	28.723	94	509
WP_061221763.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	97.879	330	330
WP_061221763.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	29.316	307	330
WP_061221763.1	lcl|NZ_MVAF01000013.1_cds_WP_001984071.1_3967	25.368	272	330
WP_061221763.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	26.582	316	330
WP_061221763.1	lcl|NZ_MVAF01000020.1_cds_WP_001003557.1_3520	27.888	251	330
WP_061221763.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	24.324	333	330
WP_061221763.1	lcl|NZ_MVAF01000029.1_cds_WP_000649923.1_824	29.615	260	330
WP_061221763.1	lcl|NZ_MVAF01000059.1_cds_WP_000699346.1_3035	27.442	215	330
WP_061221763.1	lcl|NZ_MVAF01000040.1_cds_WP_000688696.1_2499	25.339	221	330
WP_004503073.1	lcl|NZ_MVAF01000021.1_cds_WP_000776640.1_2183	89.963	538	535
WP_004503073.1	lcl|NZ_MVAF01000021.1_cds_WP_000776640.1_2183	89.963	538	535
