WP_002614501.1	lcl|NZ_AFKY01000030.1_cds_WP_000340715.1_2920	86.792	106	106
WP_004503085.1	lcl|NZ_AFKY01000030.1_cds_WP_000410273.1_2921	91.374	313	314
WP_004503085.1	lcl|NZ_AFKY01000030.1_cds_WP_000093099.1_2941	57.143	63	314
WP_004503085.1	lcl|NZ_AFKY01000030.1_cds_WP_000646250.1_2924	28.175	252	314
WP_004503085.1	lcl|NZ_AFKY01000066.1_cds_WP_000744700.1_2081	23.077	325	314
WP_004503085.1	lcl|NZ_AFKY01000030.1_cds_WP_000600889.1_2950	23.656	186	314
WP_004503085.1	lcl|NZ_AFKY01000030.1_cds_WP_000723090.1_3003	22.145	289	314
WP_004503085.1	lcl|NZ_AFKY01000030.1_cds_WP_001067557.1_2927	24.923	325	314
WP_004503038.1	lcl|NZ_AFKY01000030.1_cds_WP_000604524.1_2922	83.562	365	365
WP_004503080.1	lcl|NZ_AFKY01000030.1_cds_WP_000884059.1_2923	96.216	185	185
WP_004503080.1	lcl|NZ_AFKY01000126.1_cds_WP_000351733.1_1293	40.000	140	185
WP_004503081.1	lcl|NZ_AFKY01000030.1_cds_WP_000646250.1_2924	95.441	329	329
WP_004503081.1	lcl|NZ_AFKY01000066.1_cds_WP_000744700.1_2081	32.063	315	329
WP_004503081.1	lcl|NZ_AFKY01000030.1_cds_WP_000723090.1_3003	29.851	335	329
WP_004503081.1	lcl|NZ_AFKY01000030.1_cds_WP_000600889.1_2950	30.408	319	329
WP_004503081.1	lcl|NZ_AFKY01000053.1_cds_WP_001984071.1_2296	30.945	307	329
WP_004503081.1	lcl|NZ_AFKY01000032.1_cds_WP_000649925.1_2836	28.882	322	329
WP_004503081.1	lcl|NZ_AFKY01000271.1_cds_WP_000709511.1_179	28.182	330	329
WP_004503081.1	lcl|NZ_AFKY01000030.1_cds_WP_001067557.1_2927	28.852	305	329
WP_004503081.1	lcl|NZ_AFKY01000030.1_cds_WP_000601375.1_2977	25.000	300	329
WP_004503081.1	lcl|NZ_AFKY01000053.1_cds_WP_000688695.1_2276	28.102	274	329
WP_004503081.1	lcl|NZ_AFKY01000030.1_cds_WP_000410273.1_2921	26.266	316	329
WP_004503081.1	lcl|NZ_AFKY01000030.1_cds_WP_000475904.1_2986	26.642	274	329
WP_004503081.1	lcl|NZ_AFKY01000084.1_cds_WP_001074785.1_1849	28.679	265	329
WP_004503081.1	lcl|NZ_AFKY01000030.1_cds_WP_000487322.1_2975	27.385	325	329
WP_004503081.1	lcl|NZ_AFKY01000152.1_cds_WP_001003555.1_858	24.551	334	329
WP_239248135.1	lcl|NZ_AFKY01000030.1_cds_WP_000774262.1_2925	94.007	267	267
