WP_002614501.1	lcl|NZ_RQGT01000122.1_cds_WP_100785494.1_1826	87.736	106	106
WP_004503085.1	lcl|NZ_RQGT01000122.1_cds_WP_135686416.1_1818	63.871	310	314
WP_004503085.1	lcl|NZ_RQGT01000030.1_cds_WP_135684154.1_293	25.155	322	314
WP_004503085.1	lcl|NZ_RQGT01000122.1_cds_WP_135686393.1_1825	24.731	186	314
WP_004503085.1	lcl|NZ_RQGT01000122.1_cds_WP_118981941.1_1775	23.577	246	314
WP_004503085.1	lcl|NZ_RQGT01000023.1_cds_WP_135684080.1_2362	22.300	287	314
WP_004503085.1	lcl|NZ_RQGT01000082.1_cds_WP_118970620.1_2992	24.510	102	314
WP_004503080.1	lcl|NZ_RQGT01000122.1_cds_WP_118968509.1_1804	40.449	178	185
WP_004503080.1	lcl|NZ_RQGT01000096.1_cds_WP_118982146.1_87	39.286	140	185
WP_004503081.1	lcl|NZ_RQGT01000030.1_cds_WP_135684154.1_293	31.329	316	329
WP_004503081.1	lcl|NZ_RQGT01000122.1_cds_WP_135686393.1_1825	30.599	317	329
WP_004503081.1	lcl|NZ_RQGT01000122.1_cds_WP_118981941.1_1775	29.518	332	329
WP_004503081.1	lcl|NZ_RQGT01000023.1_cds_WP_135684080.1_2362	31.613	310	329
WP_004503081.1	lcl|NZ_RQGT01000082.1_cds_WP_118970620.1_2992	27.083	336	329
WP_004503081.1	lcl|NZ_RQGT01000034.1_cds_WP_118981399.1_2020	30.341	323	329
WP_004503081.1	lcl|NZ_RQGT01000070.1_cds_WP_135685047.1_3184	28.529	333	329
WP_004503081.1	lcl|NZ_RQGT01000122.1_cds_WP_135686416.1_1818	25.402	311	329
WP_004503081.1	lcl|NZ_RQGT01000030.1_cds_WP_241686725.1_501	26.033	242	329
WP_004503081.1	lcl|NZ_RQGT01000111.1_cds_WP_135686226.1_940	26.277	274	329
WP_004503081.1	lcl|NZ_RQGT01000134.1_cds_WP_118982869.1_1449	26.437	261	329
WP_004503081.1	lcl|NZ_RQGT01000122.1_cds_WP_118981923.1_1792	28.365	208	329
WP_004503081.1	lcl|NZ_RQGT01000030.1_cds_WP_135684204.1_388	23.881	268	329
WP_004503081.1	lcl|NZ_RQGT01000074.1_cds_WP_118983674.1_647	24.806	258	329
WP_004503081.1	lcl|NZ_RQGT01000070.1_cds_WP_135684998.1_3136	31.061	132	329
WP_004503081.1	lcl|NZ_RQGT01000027.1_cds_WP_118980852.1_3356	23.077	247	329
WP_239248135.1	lcl|NZ_RQGT01000122.1_cds_WP_135686389.1_1820	26.531	245	267
WP_239248135.1	lcl|NZ_RQGT01000027.1_cds_WP_135684126.1_3349	35.345	116	267
WP_239248135.1	lcl|NZ_RQGT01000122.1_cds_WP_135686364.1_1774	24.868	189	267
WP_239248135.1	lcl|NZ_RQGT01000082.1_cds_WP_210413367.1_2991	26.596	188	267
WP_239248135.1	lcl|NZ_RQGT01000111.1_cds_WP_118980756.1_856	33.333	102	267
WP_004503040.1	lcl|NZ_RQGT01000133.1_cds_WP_118982276.1_2092	26.706	337	509
WP_004503040.1	lcl|NZ_RQGT01000133.1_cds_WP_118982277.1_2091	31.579	95	509
WP_004503040.1	lcl|NZ_RQGT01000133.1_cds_WP_118982276.1_2092	26.706	337	509
WP_004503040.1	lcl|NZ_RQGT01000133.1_cds_WP_118982277.1_2091	31.579	95	509
WP_061221763.1	lcl|NZ_RQGT01000023.1_cds_WP_135684080.1_2362	26.471	272	330
WP_061221763.1	lcl|NZ_RQGT01000122.1_cds_WP_135686393.1_1825	27.798	277	330
WP_061221763.1	lcl|NZ_RQGT01000030.1_cds_WP_135684154.1_293	26.812	276	330
WP_061221763.1	lcl|NZ_RQGT01000122.1_cds_WP_118981941.1_1775	26.769	325	330
WP_061221763.1	lcl|NZ_RQGT01000034.1_cds_WP_118981399.1_2020	27.760	317	330
WP_061221763.1	lcl|NZ_RQGT01000030.1_cds_WP_135684204.1_388	25.483	259	330
WP_061221763.1	lcl|NZ_RQGT01000111.1_cds_WP_135686226.1_940	25.991	227	330
WP_061221763.1	lcl|NZ_RQGT01000122.1_cds_WP_135686388.1_1816	26.974	152	330
WP_061221763.1	lcl|NZ_RQGT01000122.1_cds_WP_135686416.1_1818	25.764	229	330
WP_061221763.1	lcl|NZ_RQGT01000082.1_cds_WP_118970620.1_2992	25.874	143	330
WP_004503036.1	lcl|NZ_RQGT01000057.1_cds_WP_118970508.1_3714	42.623	244	265
WP_004503060.1	lcl|NZ_RQGT01000137.1_cds_WP_118983152.1_3264	38.014	292	310
WP_004503060.1	lcl|NZ_RQGT01000055.1_cds_WP_135684493.1_3452	27.597	308	310
WP_004503060.1	lcl|NZ_RQGT01000096.1_cds_WP_118982105.1_144	24.887	221	310
WP_004503060.1	lcl|NZ_RQGT01000137.1_cds_WP_118983152.1_3264	38.014	292	310
WP_004503060.1	lcl|NZ_RQGT01000055.1_cds_WP_135684493.1_3452	27.597	308	310
WP_004503060.1	lcl|NZ_RQGT01000096.1_cds_WP_118982105.1_144	24.887	221	310
WP_004503042.1	lcl|NZ_RQGT01000137.1_cds_WP_118983134.1_3247	30.392	102	221
WP_004503042.1	lcl|NZ_RQGT01000096.1_cds_WP_135685909.1_119	30.556	108	221
WP_016758358.1	lcl|NZ_RQGT01000137.1_cds_WP_135686745.1_3246	30.719	153	316
WP_016758358.1	lcl|NZ_RQGT01000065.1_cds_WP_135684676.1_3832	24.837	153	316
WP_016758358.1	lcl|NZ_RQGT01000034.1_cds_WP_118980330.1_1900	23.418	158	316
WP_016758358.1	lcl|NZ_RQGT01000096.1_cds_WP_135685909.1_119	28.926	121	316
WP_004503088.1	lcl|NZ_RQGT01000034.1_cds_WP_118980326.1_1906	33.083	133	175
WP_004503132.1	lcl|NZ_RQGT01000137.1_cds_WP_135686745.1_3246	22.490	249	405
WP_004503032.1	lcl|NZ_RQGT01000027.1_cds_WP_206698719.1_3344	28.967	397	358
WP_004503032.1	lcl|NZ_RQGT01000122.1_cds_WP_135686392.1_1824	28.412	359	358
WP_004503032.1	lcl|NZ_RQGT01000111.1_cds_WP_167883907.1_869	26.075	372	358
WP_004503032.1	lcl|NZ_RQGT01000009.1_cds_WP_118983569.1_1310	28.000	250	358
WP_004503049.1	lcl|NZ_RQGT01000137.1_cds_WP_135686745.1_3246	23.973	146	409
WP_004503049.1	lcl|NZ_RQGT01000034.1_cds_WP_118980330.1_1900	26.829	123	409
WP_004503099.1	lcl|NZ_RQGT01000009.1_cds_WP_118983569.1_1310	33.714	350	361
WP_004503099.1	lcl|NZ_RQGT01000027.1_cds_WP_206698719.1_3344	29.491	373	361
WP_004503099.1	lcl|NZ_RQGT01000122.1_cds_WP_135686392.1_1824	27.953	254	361
WP_004503099.1	lcl|NZ_RQGT01000111.1_cds_WP_167883907.1_869	25.356	351	361
WP_004503089.1	lcl|NZ_RQGT01000122.1_cds_WP_118981939.1_1777	43.889	180	176
WP_239248138.1	lcl|NZ_RQGT01000034.1_cds_WP_118981399.1_2020	29.290	338	313
WP_239248138.1	lcl|NZ_RQGT01000030.1_cds_WP_135684154.1_293	26.708	322	313
WP_239248138.1	lcl|NZ_RQGT01000023.1_cds_WP_135684080.1_2362	26.766	269	313
WP_239248138.1	lcl|NZ_RQGT01000122.1_cds_WP_118981941.1_1775	25.373	335	313
WP_239248138.1	lcl|NZ_RQGT01000082.1_cds_WP_118970620.1_2992	24.903	257	313
WP_239248138.1	lcl|NZ_RQGT01000122.1_cds_WP_135686393.1_1825	26.587	252	313
WP_239248138.1	lcl|NZ_RQGT01000134.1_cds_WP_118982869.1_1449	22.222	288	313
WP_004503138.1	lcl|NZ_RQGT01000023.1_cds_WP_135684080.1_2362	28.395	243	311
WP_004503138.1	lcl|NZ_RQGT01000122.1_cds_WP_118981941.1_1775	23.175	315	311
WP_004503138.1	lcl|NZ_RQGT01000122.1_cds_WP_135686393.1_1825	24.809	262	311
WP_004503138.1	lcl|NZ_RQGT01000134.1_cds_WP_118982869.1_1449	27.451	153	311
WP_004503138.1	lcl|NZ_RQGT01000074.1_cds_WP_118983674.1_647	25.322	233	311
WP_004503138.1	lcl|NZ_RQGT01000030.1_cds_WP_135684154.1_293	21.753	308	311
WP_004503138.1	lcl|NZ_RQGT01000030.1_cds_WP_241686725.1_501	26.829	123	311
WP_004503138.1	lcl|NZ_RQGT01000030.1_cds_WP_135684204.1_388	25.357	280	311
WP_004503138.1	lcl|NZ_RQGT01000111.1_cds_WP_135686226.1_940	32.584	89	311
WP_004503127.1	lcl|NZ_RQGT01000122.1_cds_WP_135686366.1_1778	30.233	129	361
WP_061236010.1	lcl|NZ_RQGT01000070.1_cds_WP_167883833.1_3148	32.514	529	595
WP_061236010.1	lcl|NZ_RQGT01000111.1_cds_WP_135686208.1_906	29.644	506	595
WP_061236010.1	lcl|NZ_RQGT01000034.1_cds_WP_118980278.1_1965	27.684	531	595
WP_061236010.1	lcl|NZ_RQGT01000122.1_cds_WP_118981902.1_1817	26.857	525	595
WP_061236010.1	lcl|NZ_RQGT01000022.1_cds_WP_118981799.1_3528	27.074	229	595
WP_061236010.1	lcl|NZ_RQGT01000030.1_cds_WP_241686723.1_410	31.034	232	595
WP_061236010.1	lcl|NZ_RQGT01000022.1_cds_WP_118981798.1_3529	32.474	194	595
WP_061236010.1	lcl|NZ_RQGT01000133.1_cds_WP_167883933.1_2086	28.452	239	595
WP_061236010.1	lcl|NZ_RQGT01000096.1_cds_WP_118982402.1_268	31.928	166	595
WP_061236010.1	lcl|NZ_RQGT01000136.1_cds_WP_167731715.1_2976	29.500	200	595
WP_061236010.1	lcl|NZ_RQGT01000030.1_cds_WP_118980477.1_447	28.514	249	595
WP_061236010.1	lcl|NZ_RQGT01000050.1_cds_WP_135684469.1_4207	29.240	171	595
WP_061236010.1	lcl|NZ_RQGT01000030.1_cds_WP_118967177.1_514	28.507	221	595
WP_061236010.1	lcl|NZ_RQGT01000009.1_cds_WP_135683876.1_1357	29.730	222	595
WP_061236010.1	lcl|NZ_RQGT01000122.1_cds_WP_135686341.1_1730	30.159	189	595
WP_061236010.1	lcl|NZ_RQGT01000008.1_cds_WP_118982961.1_2838	32.370	173	595
WP_061236010.1	lcl|NZ_RQGT01000008.1_cds_WP_118982997.1_2879	27.647	170	595
WP_061236010.1	lcl|NZ_RQGT01000086.1_cds_WP_135685747.1_4406	28.079	203	595
WP_061236010.1	lcl|NZ_RQGT01000096.1_cds_WP_118968277.1_123	26.556	241	595
WP_061236010.1	lcl|NZ_RQGT01000134.1_cds_WP_135686562.1_1432	30.464	151	595
WP_061236010.1	lcl|NZ_RQGT01000096.1_cds_WP_118982147.1_86	30.729	192	595
WP_061236010.1	lcl|NZ_RQGT01000096.1_cds_WP_135685887.1_67	29.121	182	595
WP_061236010.1	lcl|NZ_RQGT01000030.1_cds_WP_118980478.1_448	25.620	242	595
WP_061236010.1	lcl|NZ_RQGT01000067.1_cds_WP_118980987.1_2736	31.963	219	595
WP_061236010.1	lcl|NZ_RQGT01000009.1_cds_WP_118983632.1_1366	23.529	187	595
WP_061236010.1	lcl|NZ_RQGT01000009.1_cds_WP_118983632.1_1366	27.848	158	595
WP_061236010.1	lcl|NZ_RQGT01000070.1_cds_WP_118967889.1_3144	23.913	184	595
WP_061236010.1	lcl|NZ_RQGT01000070.1_cds_WP_118967889.1_3144	27.160	162	595
WP_061236010.1	lcl|NZ_RQGT01000008.1_cds_WP_241686861.1_2883	25.150	167	595
WP_061236010.1	lcl|NZ_RQGT01000071.1_cds_WP_135685289.1_1182	23.529	221	595
WP_061236010.1	lcl|NZ_RQGT01000084.1_cds_WP_135685698.1_2559	24.599	187	595
WP_061236010.1	lcl|NZ_RQGT01000111.1_cds_WP_135686211.1_917	27.326	172	595
WP_061236010.1	lcl|NZ_RQGT01000067.1_cds_WP_135684771.1_2733	26.590	173	595
WP_061236010.1	lcl|NZ_RQGT01000070.1_cds_WP_167883833.1_3148	32.514	529	595
WP_061236010.1	lcl|NZ_RQGT01000111.1_cds_WP_135686208.1_906	29.644	506	595
WP_061236010.1	lcl|NZ_RQGT01000034.1_cds_WP_118980278.1_1965	27.684	531	595
WP_061236010.1	lcl|NZ_RQGT01000122.1_cds_WP_118981902.1_1817	26.857	525	595
WP_061236010.1	lcl|NZ_RQGT01000022.1_cds_WP_118981799.1_3528	27.074	229	595
WP_061236010.1	lcl|NZ_RQGT01000030.1_cds_WP_241686723.1_410	31.034	232	595
WP_061236010.1	lcl|NZ_RQGT01000022.1_cds_WP_118981798.1_3529	32.474	194	595
WP_061236010.1	lcl|NZ_RQGT01000133.1_cds_WP_167883933.1_2086	28.452	239	595
WP_061236010.1	lcl|NZ_RQGT01000096.1_cds_WP_118982402.1_268	31.928	166	595
WP_061236010.1	lcl|NZ_RQGT01000136.1_cds_WP_167731715.1_2976	29.500	200	595
WP_061236010.1	lcl|NZ_RQGT01000030.1_cds_WP_118980477.1_447	28.514	249	595
WP_061236010.1	lcl|NZ_RQGT01000050.1_cds_WP_135684469.1_4207	29.240	171	595
WP_061236010.1	lcl|NZ_RQGT01000030.1_cds_WP_118967177.1_514	28.507	221	595
WP_061236010.1	lcl|NZ_RQGT01000009.1_cds_WP_135683876.1_1357	29.730	222	595
WP_061236010.1	lcl|NZ_RQGT01000122.1_cds_WP_135686341.1_1730	30.159	189	595
WP_061236010.1	lcl|NZ_RQGT01000008.1_cds_WP_118982961.1_2838	32.370	173	595
WP_061236010.1	lcl|NZ_RQGT01000008.1_cds_WP_118982997.1_2879	27.647	170	595
WP_061236010.1	lcl|NZ_RQGT01000086.1_cds_WP_135685747.1_4406	28.079	203	595
WP_061236010.1	lcl|NZ_RQGT01000096.1_cds_WP_118968277.1_123	26.556	241	595
WP_061236010.1	lcl|NZ_RQGT01000134.1_cds_WP_135686562.1_1432	30.464	151	595
WP_061236010.1	lcl|NZ_RQGT01000096.1_cds_WP_118982147.1_86	30.729	192	595
