WP_002614501.1	lcl|NZ_AFMH01000126.1_cds_WP_000340715.1_1471	86.792	106	106
WP_004503085.1	lcl|NZ_AFMH01000126.1_cds_WP_000410273.1_1472	91.374	313	314
WP_004503085.1	lcl|NZ_AFMH01000126.1_cds_WP_000093099.1_1492	57.143	63	314
WP_004503085.1	lcl|NZ_AFMH01000126.1_cds_WP_000646250.1_1475	28.175	252	314
WP_004503085.1	lcl|NZ_AFMH01000115.1_cds_WP_000744700.1_1808	23.077	325	314
WP_004503085.1	lcl|NZ_AFMH01000126.1_cds_WP_000600889.1_1501	23.656	186	314
WP_004503085.1	lcl|NZ_AFMH01000126.1_cds_WP_000723090.1_1554	22.145	289	314
WP_004503085.1	lcl|NZ_AFMH01000126.1_cds_WP_001067557.1_1478	24.923	325	314
WP_004503038.1	lcl|NZ_AFMH01000126.1_cds_WP_000604524.1_1473	83.562	365	365
WP_004503080.1	lcl|NZ_AFMH01000126.1_cds_WP_000884059.1_1474	96.216	185	185
WP_004503080.1	lcl|NZ_AFMH01000074.1_cds_WP_000351733.1_2250	40.000	140	185
WP_004503081.1	lcl|NZ_AFMH01000126.1_cds_WP_000646250.1_1475	95.441	329	329
WP_004503081.1	lcl|NZ_AFMH01000115.1_cds_WP_000744700.1_1808	32.063	315	329
WP_004503081.1	lcl|NZ_AFMH01000126.1_cds_WP_000723090.1_1554	29.851	335	329
WP_004503081.1	lcl|NZ_AFMH01000126.1_cds_WP_000600889.1_1501	30.408	319	329
WP_004503081.1	lcl|NZ_AFMH01000131.1_cds_WP_001984071.1_1397	30.945	307	329
WP_004503081.1	lcl|NZ_AFMH01000023.1_cds_WP_000649925.1_3413	28.882	322	329
WP_004503081.1	lcl|NZ_AFMH01000291.1_cds_WP_000709511.1_61	28.182	330	329
WP_004503081.1	lcl|NZ_AFMH01000126.1_cds_WP_001067557.1_1478	28.852	305	329
WP_004503081.1	lcl|NZ_AFMH01000126.1_cds_WP_000601375.1_1528	25.000	300	329
WP_004503081.1	lcl|NZ_AFMH01000047.1_cds_WP_000688695.1_2777	28.102	274	329
WP_004503081.1	lcl|NZ_AFMH01000126.1_cds_WP_000410273.1_1472	26.266	316	329
WP_004503081.1	lcl|NZ_AFMH01000126.1_cds_WP_000475904.1_1537	26.642	274	329
WP_004503081.1	lcl|NZ_AFMH01000026.1_cds_WP_001074785.1_3298	28.679	265	329
WP_004503081.1	lcl|NZ_AFMH01000126.1_cds_WP_000487322.1_1526	27.385	325	329
WP_004503081.1	lcl|NZ_AFMH01000142.1_cds_WP_001003555.1_1214	24.551	334	329
WP_239248135.1	lcl|NZ_AFMH01000126.1_cds_WP_000774262.1_1476	94.007	267	267
WP_239248135.1	lcl|NZ_AFMH01000126.1_cds_WP_000859505.1_1525	27.885	208	267
WP_239248135.1	lcl|NZ_AFMH01000126.1_cds_WP_000800438.1_1506	26.178	191	267
WP_239248135.1	lcl|NZ_AFMH01000126.1_cds_WP_000842260.1_1555	26.316	190	267
WP_239248135.1	lcl|NZ_AFMH01000033.1_cds_WP_000667727.1_3149	32.727	110	267
WP_239248135.1	lcl|NZ_AFMH01000036.1_cds_WP_000805357.1_3041	37.209	86	267
WP_004503040.1	lcl|NZ_AFMH01000126.1_cds_WP_000612797.1_1477	92.731	509	509
WP_004503040.1	lcl|NZ_AFMH01000056.1_cds_WP_000291591.1_2548	26.791	321	509
WP_004503040.1	lcl|NZ_AFMH01000056.1_cds_WP_000364507.1_2549	28.723	94	509
WP_004503040.1	lcl|NZ_AFMH01000126.1_cds_WP_000612797.1_1477	92.731	509	509
WP_004503040.1	lcl|NZ_AFMH01000056.1_cds_WP_000291591.1_2548	26.791	321	509
WP_004503040.1	lcl|NZ_AFMH01000056.1_cds_WP_000364507.1_2549	28.723	94	509
WP_061221763.1	lcl|NZ_AFMH01000126.1_cds_WP_001067557.1_1478	97.576	330	330
WP_061221763.1	lcl|NZ_AFMH01000126.1_cds_WP_000646250.1_1475	29.316	307	330
WP_061221763.1	lcl|NZ_AFMH01000126.1_cds_WP_000600889.1_1501	26.316	266	330
WP_061221763.1	lcl|NZ_AFMH01000131.1_cds_WP_001984071.1_1397	25.368	272	330
WP_061221763.1	lcl|NZ_AFMH01000115.1_cds_WP_000744700.1_1808	26.582	316	330
