WP_002614501.1	lcl|NZ_RQHR01000022.1_cds_WP_135573185.1_3326	93.396	106	106
WP_004503085.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	24.224	322	314
WP_004503085.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	22.143	280	314
WP_004503085.1	lcl|NZ_RQHR01000015.1_cds_WP_118957901.1_3514	25.490	102	314
WP_004503085.1	lcl|NZ_RQHR01000005.1_cds_WP_135778774.1_179	21.951	287	314
WP_004503080.1	lcl|NZ_RQHR01000019.1_cds_WP_135780860.1_1567	38.356	146	185
WP_004503081.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	31.646	316	329
WP_004503081.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	31.138	334	329
WP_004503081.1	lcl|NZ_RQHR01000005.1_cds_WP_135778774.1_179	30.323	310	329
WP_004503081.1	lcl|NZ_RQHR01000015.1_cds_WP_118957901.1_3514	27.083	336	329
WP_004503081.1	lcl|NZ_RQHR01000005.1_cds_WP_118964863.1_67	28.882	322	329
WP_004503081.1	lcl|NZ_RQHR01000005.1_cds_WP_135778864.1_320	29.254	335	329
WP_004503081.1	lcl|NZ_RQHR01000005.1_cds_WP_135779112.1_677	27.984	243	329
WP_004503081.1	lcl|NZ_RQHR01000005.1_cds_WP_135779214.1_838	24.496	347	329
WP_004503081.1	lcl|NZ_RQHR01000010.1_cds_WP_135779724.1_1901	26.718	262	329
WP_004503081.1	lcl|NZ_RQHR01000005.1_cds_WP_135779030.1_568	27.036	307	329
WP_004503081.1	lcl|NZ_RQHR01000012.1_cds_WP_135780142.1_2351	24.806	258	329
WP_004503081.1	lcl|NZ_RQHR01000005.1_cds_WP_135778666.1_14	28.030	132	329
WP_239248135.1	lcl|NZ_RQHR01000019.1_cds_WP_135571464.1_1814	25.263	190	267
WP_239248135.1	lcl|NZ_RQHR01000005.1_cds_WP_135779348.1_1030	36.364	110	267
WP_239248135.1	lcl|NZ_RQHR01000015.1_cds_WP_135780440.1_3515	27.041	196	267
WP_239248135.1	lcl|NZ_RQHR01000005.1_cds_WP_135779268.1_921	36.047	86	267
WP_004503040.1	lcl|NZ_RQHR01000019.1_cds_WP_135780757.1_1411	25.959	339	509
WP_004503040.1	lcl|NZ_RQHR01000019.1_cds_WP_135780757.1_1411	25.959	339	509
WP_061221763.1	lcl|NZ_RQHR01000005.1_cds_WP_135778774.1_179	26.838	272	330
WP_061221763.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	28.261	276	330
WP_061221763.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	27.523	327	330
WP_061221763.1	lcl|NZ_RQHR01000005.1_cds_WP_135779112.1_677	27.386	241	330
WP_061221763.1	lcl|NZ_RQHR01000005.1_cds_WP_135779214.1_838	27.313	227	330
WP_061221763.1	lcl|NZ_RQHR01000005.1_cds_WP_135779030.1_568	28.458	253	330
WP_061221763.1	lcl|NZ_RQHR01000022.1_cds_WP_135781211.1_3328	33.333	96	330
WP_061221763.1	lcl|NZ_RQHR01000005.1_cds_WP_135778864.1_320	27.083	288	330
WP_061221763.1	lcl|NZ_RQHR01000015.1_cds_WP_118957901.1_3514	25.610	164	330
WP_004503036.1	lcl|NZ_RQHR01000015.1_cds_WP_135780377.1_3415	41.700	247	265
WP_004503060.1	lcl|NZ_RQHR01000010.1_cds_WP_118955920.1_2110	37.075	294	310
WP_004503060.1	lcl|NZ_RQHR01000022.1_cds_WP_135781102.1_3183	26.452	310	310
WP_004503060.1	lcl|NZ_RQHR01000019.1_cds_WP_118965703.1_1620	26.244	221	310
WP_004503060.1	lcl|NZ_RQHR01000010.1_cds_WP_118955920.1_2110	37.075	294	310
WP_004503060.1	lcl|NZ_RQHR01000022.1_cds_WP_135781102.1_3183	26.452	310	310
WP_004503060.1	lcl|NZ_RQHR01000019.1_cds_WP_118965703.1_1620	26.244	221	310
WP_016758358.1	lcl|NZ_RQHR01000010.1_cds_WP_135779964.1_2128	29.032	155	316
WP_016758358.1	lcl|NZ_RQHR01000016.1_cds_WP_135780556.1_2690	25.658	152	316
WP_016758358.1	lcl|NZ_RQHR01000005.1_cds_WP_118954441.1_449	27.679	112	316
WP_016758358.1	lcl|NZ_RQHR01000019.1_cds_WP_135570214.1_1599	28.926	121	316
WP_004503088.1	lcl|NZ_RQHR01000005.1_cds_WP_210412491.1_443	30.612	147	175
WP_004503132.1	lcl|NZ_RQHR01000016.1_cds_WP_135780556.1_2690	23.423	222	405
WP_004503132.1	lcl|NZ_RQHR01000010.1_cds_WP_135779964.1_2128	22.705	207	405
WP_004503032.1	lcl|NZ_RQHR01000024.1_cds_WP_210412525.1_3341	39.631	217	358
WP_004503032.1	lcl|NZ_RQHR01000005.1_cds_WP_135779353.1_1035	29.592	392	358
WP_004503032.1	lcl|NZ_RQHR01000022.1_cds_WP_135781191.1_3329	29.032	372	358
WP_004503032.1	lcl|NZ_RQHR01000005.1_cds_WP_167883347.1_907	25.936	374	358
WP_004503032.1	lcl|NZ_RQHR01000026.1_cds_WP_118957610.1_3719	28.000	250	358
WP_004503087.1	lcl|NZ_RQHR01000022.1_cds_WP_246839000.1_3335	28.099	121	308
WP_004503049.1	lcl|NZ_RQHR01000010.1_cds_WP_135779964.1_2128	23.649	148	409
WP_004503049.1	lcl|NZ_RQHR01000005.1_cds_WP_118954441.1_449	26.772	127	409
WP_004503049.1	lcl|NZ_RQHR01000012.1_cds_WP_135780078.1_2257	24.460	139	409
WP_004503099.1	lcl|NZ_RQHR01000026.1_cds_WP_118957610.1_3719	34.000	350	361
WP_004503099.1	lcl|NZ_RQHR01000005.1_cds_WP_135779353.1_1035	29.032	372	361
WP_004503099.1	lcl|NZ_RQHR01000022.1_cds_WP_135781191.1_3329	31.335	367	361
WP_004503099.1	lcl|NZ_RQHR01000024.1_cds_WP_210412525.1_3341	27.476	313	361
WP_004503099.1	lcl|NZ_RQHR01000005.1_cds_WP_167883347.1_907	24.928	349	361
WP_004503089.1	lcl|NZ_RQHR01000019.1_cds_WP_118957331.1_1817	42.222	180	176
WP_239248138.1	lcl|NZ_RQHR01000005.1_cds_WP_135778864.1_320	28.440	327	313
WP_239248138.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	25.776	322	313
WP_239248138.1	lcl|NZ_RQHR01000005.1_cds_WP_135778774.1_179	24.907	269	313
WP_239248138.1	lcl|NZ_RQHR01000015.1_cds_WP_118957901.1_3514	25.681	257	313
WP_239248138.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	25.076	327	313
WP_239248138.1	lcl|NZ_RQHR01000005.1_cds_WP_135779030.1_568	24.051	237	313
WP_239248138.1	lcl|NZ_RQHR01000022.1_cds_WP_135781211.1_3328	24.684	158	313
WP_239248138.1	lcl|NZ_RQHR01000012.1_cds_WP_135780142.1_2351	21.502	293	313
WP_004503138.1	lcl|NZ_RQHR01000005.1_cds_WP_135778774.1_179	27.703	296	311
WP_004503138.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	24.085	328	311
WP_004503138.1	lcl|NZ_RQHR01000010.1_cds_WP_135779724.1_1901	30.065	153	311
WP_004503138.1	lcl|NZ_RQHR01000012.1_cds_WP_135780142.1_2351	25.751	233	311
WP_004503138.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	22.433	263	311
WP_004503138.1	lcl|NZ_RQHR01000022.1_cds_WP_135781211.1_3328	23.913	184	311
WP_004503127.1	lcl|NZ_RQHR01000019.1_cds_WP_135781015.1_1819	28.814	118	361
WP_061236010.1	lcl|NZ_RQHR01000005.1_cds_WP_167883320.1_28	31.895	533	595
WP_061236010.1	lcl|NZ_RQHR01000005.1_cds_WP_167732236.1_872	29.505	505	595
WP_061236010.1	lcl|NZ_RQHR01000005.1_cds_WP_135572717.1_388	29.680	438	595
WP_061236010.1	lcl|NZ_RQHR01000005.1_cds_WP_135779046.1_589	29.694	229	595
WP_061236010.1	lcl|NZ_RQHR01000022.1_cds_WP_135781135.1_3230	27.074	229	595
WP_061236010.1	lcl|NZ_RQHR01000005.1_cds_WP_135778715.1_95	28.947	190	595
WP_061236010.1	lcl|NZ_RQHR01000019.1_cds_WP_167450780.1_1405	27.801	241	595
WP_061236010.1	lcl|NZ_RQHR01000016.1_cds_WP_135780538.1_2665	31.288	163	595
WP_061236010.1	lcl|NZ_RQHR01000015.1_cds_WP_135780447.1_3525	30.994	171	595
WP_061236010.1	lcl|NZ_RQHR01000003.1_cds_WP_135778579.1_3546	30.286	175	595
WP_061236010.1	lcl|NZ_RQHR01000012.1_cds_WP_135780313.1_2431	32.704	159	595
WP_061236010.1	lcl|NZ_RQHR01000022.1_cds_WP_135781134.1_3229	30.675	163	595
WP_061236010.1	lcl|NZ_RQHR01000005.1_cds_WP_135779120.1_688	28.959	221	595
WP_061236010.1	lcl|NZ_RQHR01000026.1_cds_WP_135568791.1_3667	29.596	223	595
WP_061236010.1	lcl|NZ_RQHR01000005.1_cds_WP_135779074.1_626	26.236	263	595
WP_061236010.1	lcl|NZ_RQHR01000010.1_cds_WP_135779736.1_1916	29.148	223	595
WP_061236010.1	lcl|NZ_RQHR01000003.1_cds_WP_135572229.1_3588	26.733	202	595
WP_061236010.1	lcl|NZ_RQHR01000019.1_cds_WP_135780883.1_1603	25.207	242	595
WP_061236010.1	lcl|NZ_RQHR01000019.1_cds_WP_135780989.1_1774	26.554	177	595
WP_061236010.1	lcl|NZ_RQHR01000019.1_cds_WP_118956674.1_1547	29.444	180	595
