WP_002614501.1	lcl|NZ_JQQE01000003.1_cds_WP_000340715.1_88	86.792	106	106
WP_004503085.1	lcl|NZ_JQQE01000003.1_cds_WP_000410273.1_89	91.374	313	314
WP_004503085.1	lcl|NZ_JQQE01000003.1_cds_WP_000646251.1_92	27.778	252	314
WP_004503085.1	lcl|NZ_JQQE01000040.1_cds_WP_000744700.1_1304	23.077	325	314
WP_004503085.1	lcl|NZ_JQQE01000003.1_cds_WP_061255837.1_120	23.656	186	314
WP_004503085.1	lcl|NZ_JQQE01000003.1_cds_WP_000723090.1_175	22.145	289	314
WP_004503085.1	lcl|NZ_JQQE01000003.1_cds_WP_001067556.1_95	24.923	325	314
WP_004503085.1	lcl|NZ_JQQE01000003.1_cds_WP_061255831.1_114	24.167	240	314
WP_004503038.1	lcl|NZ_JQQE01000003.1_cds_WP_061255822.1_90	83.288	365	365
WP_004503080.1	lcl|NZ_JQQE01000003.1_cds_WP_000884059.1_91	96.216	185	185
WP_004503080.1	lcl|NZ_JQQE01000049.1_cds_WP_000351733.1_1640	40.000	140	185
WP_004503081.1	lcl|NZ_JQQE01000003.1_cds_WP_000646251.1_92	94.833	329	329
WP_004503081.1	lcl|NZ_JQQE01000040.1_cds_WP_000744700.1_1304	32.063	315	329
WP_004503081.1	lcl|NZ_JQQE01000003.1_cds_WP_000723090.1_175	29.851	335	329
WP_004503081.1	lcl|NZ_JQQE01000003.1_cds_WP_061255837.1_120	30.408	319	329
WP_004503081.1	lcl|NZ_JQQE01000042.1_cds_WP_001984071.1_1379	30.945	307	329
WP_004503081.1	lcl|NZ_JQQE01000018.1_cds_WP_000649924.1_578	28.882	322	329
WP_004503081.1	lcl|NZ_JQQE01000112.1_cds_WP_000709511.1_2792	28.182	330	329
WP_004503081.1	lcl|NZ_JQQE01000003.1_cds_WP_001067556.1_95	28.852	305	329
WP_004503081.1	lcl|NZ_JQQE01000003.1_cds_WP_000601375.1_149	25.000	300	329
WP_004503081.1	lcl|NZ_JQQE01000042.1_cds_WP_000688696.1_1359	28.102	274	329
WP_004503081.1	lcl|NZ_JQQE01000003.1_cds_WP_000410273.1_89	26.266	316	329
WP_004503081.1	lcl|NZ_JQQE01000003.1_cds_WP_201028958.1_116	27.778	270	329
