WP_002614501.1	lcl|NZ_AHPR01000031.1_cds_WP_000340715.1_3331	86.792	106	106
WP_004503085.1	lcl|NZ_AHPR01000031.1_cds_WP_000712240.1_3330	91.693	313	314
WP_004503085.1	lcl|NZ_AHPR01000031.1_cds_WP_000646251.1_3327	27.778	252	314
WP_004503085.1	lcl|NZ_AHPR01000074.1_cds_WP_000744700.1_2280	23.077	325	314
WP_004503085.1	lcl|NZ_AHPR01000031.1_cds_WP_000600886.1_3299	23.656	186	314
WP_004503085.1	lcl|NZ_AHPR01000031.1_cds_WP_000723084.1_3243	22.491	289	314
WP_004503085.1	lcl|NZ_AHPR01000031.1_cds_WP_001067556.1_3324	24.923	325	314
WP_004503085.1	lcl|NZ_AHPR01000031.1_cds_WP_000025488.1_3305	22.601	323	314
WP_004503038.1	lcl|NZ_AHPR01000031.1_cds_WP_000604524.1_3329	83.562	365	365
WP_004503080.1	lcl|NZ_AHPR01000031.1_cds_WP_000884057.1_3328	95.676	185	185
WP_004503080.1	lcl|NZ_AHPR01000009.1_cds_WP_000351733.1_3626	40.000	140	185
WP_004503081.1	lcl|NZ_AHPR01000031.1_cds_WP_000646251.1_3327	94.833	329	329
WP_004503081.1	lcl|NZ_AHPR01000074.1_cds_WP_000744700.1_2280	32.063	315	329
WP_004503081.1	lcl|NZ_AHPR01000031.1_cds_WP_000723084.1_3243	30.149	335	329
WP_004503081.1	lcl|NZ_AHPR01000031.1_cds_WP_000600886.1_3299	30.408	319	329
WP_004503081.1	lcl|NZ_AHPR01000032.1_cds_WP_001984071.1_3206	30.945	307	329
WP_004503081.1	lcl|NZ_AHPR01000135.1_cds_WP_000649927.1_1466	28.882	322	329
WP_004503081.1	lcl|NZ_AHPR01000076.1_cds_WP_000709512.1_2200	28.182	330	329
WP_004503081.1	lcl|NZ_AHPR01000031.1_cds_WP_001067556.1_3324	28.852	305	329
WP_004503081.1	lcl|NZ_AHPR01000031.1_cds_WP_000601375.1_3270	25.000	300	329
WP_004503081.1	lcl|NZ_AHPR01000032.1_cds_WP_000688700.1_3226	27.737	274	329
WP_004503081.1	lcl|NZ_AHPR01000031.1_cds_WP_000025488.1_3305	24.921	317	329
WP_004503081.1	lcl|NZ_AHPR01000031.1_cds_WP_000707057.1_3303	28.571	273	329
WP_004503081.1	lcl|NZ_AHPR01000031.1_cds_WP_000712240.1_3330	25.949	316	329
WP_004503081.1	lcl|NZ_AHPR01000031.1_cds_WP_000475906.1_3260	25.912	274	329
WP_004503081.1	lcl|NZ_AHPR01000125.1_cds_WP_001074785.1_1710	28.679	265	329
WP_004503081.1	lcl|NZ_AHPR01000123.1_cds_WP_001003550.1_1777	24.924	329	329
WP_004503081.1	lcl|NZ_AHPR01000031.1_cds_WP_000487324.1_3272	27.692	325	329
WP_239248135.1	lcl|NZ_AHPR01000031.1_cds_WP_000774258.1_3326	94.007	267	267
WP_239248135.1	lcl|NZ_AHPR01000031.1_cds_WP_000859505.1_3273	27.885	208	267
WP_239248135.1	lcl|NZ_AHPR01000031.1_cds_WP_000800436.1_3294	25.207	242	267
WP_239248135.1	lcl|NZ_AHPR01000031.1_cds_WP_000842260.1_3242	26.316	190	267
WP_239248135.1	lcl|NZ_AHPR01000192.1_cds_WP_000667727.1_506	32.727	110	267
WP_239248135.1	lcl|NZ_AHPR01000148.1_cds_WP_000805358.1_1127	37.209	86	267
WP_004503040.1	lcl|NZ_AHPR01000031.1_cds_WP_000602735.1_3325	92.141	509	509
WP_004503040.1	lcl|NZ_AHPR01000005.1_cds_WP_000291595.1_3751	27.103	321	509
