WP_002614501.1	lcl|NZ_AOUB01000008.1_cds_WP_004421256.1_79	85.849	106	106
WP_004503085.1	lcl|NZ_AOUB01000008.1_cds_WP_004451688.1_78	90.385	312	314
WP_004503085.1	lcl|NZ_AOUB01000201.1_cds_WP_004453040.1_2210	23.432	303	314
WP_004503085.1	lcl|NZ_AOUB01000195.1_cds_WP_004449470.1_2159	23.839	323	314
WP_004503085.1	lcl|NZ_AOUB01000201.1_cds_WP_004453039.1_2219	21.739	276	314
WP_004503085.1	lcl|NZ_AOUB01000072.1_cds_WP_004450637.1_697	21.724	290	314
WP_004503085.1	lcl|NZ_AOUB01000274.1_cds_WP_198289136.1_3278	24.638	276	314
WP_004503080.1	lcl|NZ_AOUB01000095.1_cds_WP_004424034.1_1029	40.714	140	185
WP_004503081.1	lcl|NZ_AOUB01000201.1_cds_WP_004453040.1_2210	30.435	345	329
WP_004503081.1	lcl|NZ_AOUB01000195.1_cds_WP_004449470.1_2159	30.476	315	329
WP_004503081.1	lcl|NZ_AOUB01000201.1_cds_WP_004453039.1_2219	31.104	299	329
WP_004503081.1	lcl|NZ_AOUB01000274.1_cds_WP_198289136.1_3278	32.468	308	329
WP_004503081.1	lcl|NZ_AOUB01000072.1_cds_WP_004450637.1_697	30.448	335	329
WP_004503081.1	lcl|NZ_AOUB01000077.1_cds_WP_004435813.1_767	29.012	324	329
WP_004503081.1	lcl|NZ_AOUB01000144.1_cds_WP_002148036.1_1639	28.788	330	329
WP_004503081.1	lcl|NZ_AOUB01000201.1_cds_WP_036098375.1_2249	24.138	290	329
WP_004503081.1	lcl|NZ_AOUB01000284.1_cds_WP_004453788.1_3367	25.294	340	329
WP_004503081.1	lcl|NZ_AOUB01000008.1_cds_WP_004451688.1_78	26.908	249	329
WP_004503081.1	lcl|NZ_AOUB01000201.1_cds_WP_004421384.1_2257	25.912	274	329
WP_004503081.1	lcl|NZ_AOUB01000237.1_cds_WP_004450748.1_2787	27.239	268	329
WP_004503081.1	lcl|NZ_AOUB01000201.1_cds_WP_004453035.1_2247	27.692	325	329
WP_004503081.1	lcl|NZ_AOUB01000125.1_cds_WP_004449697.1_1341	25.191	262	329
WP_004503081.1	lcl|NZ_AOUB01000292.1_cds_WP_004450239.1_3428	26.250	240	329
WP_239248135.1	lcl|NZ_AOUB01000201.1_cds_WP_004453038.1_2246	26.794	209	267
WP_239248135.1	lcl|NZ_AOUB01000201.1_cds_WP_004453025.1_2224	25.217	230	267
WP_239248135.1	lcl|NZ_AOUB01000072.1_cds_WP_004450666.1_698	26.455	189	267
WP_239248135.1	lcl|NZ_AOUB01000138.1_cds_WP_004449169.1_1573	33.858	127	267
WP_239248135.1	lcl|NZ_AOUB01000304.1_cds_WP_004453902.1_3544	37.209	86	267
WP_004503040.1	lcl|NZ_AOUB01000206.1_cds_WP_004449556.1_2331	27.414	321	509
WP_004503040.1	lcl|NZ_AOUB01000206.1_cds_WP_002148203.1_2332	28.723	94	509
WP_004503040.1	lcl|NZ_AOUB01000206.1_cds_WP_004449556.1_2331	27.414	321	509
WP_004503040.1	lcl|NZ_AOUB01000206.1_cds_WP_002148203.1_2332	28.723	94	509
WP_061221763.1	lcl|NZ_AOUB01000274.1_cds_WP_198289136.1_3278	26.199	271	330
WP_061221763.1	lcl|NZ_AOUB01000201.1_cds_WP_004453039.1_2219	24.164	269	330
WP_061221763.1	lcl|NZ_AOUB01000072.1_cds_WP_004450637.1_697	25.862	348	330
WP_061221763.1	lcl|NZ_AOUB01000195.1_cds_WP_004449470.1_2159	27.899	276	330
WP_061221763.1	lcl|NZ_AOUB01000201.1_cds_WP_004453040.1_2210	25.000	256	330
WP_061221763.1	lcl|NZ_AOUB01000292.1_cds_WP_004450239.1_3428	27.092	251	330
WP_061221763.1	lcl|NZ_AOUB01000077.1_cds_WP_004435813.1_767	29.615	260	330
WP_061221763.1	lcl|NZ_AOUB01000284.1_cds_WP_004453788.1_3367	26.432	227	330
WP_061221763.1	lcl|NZ_AOUB01000201.1_cds_WP_036098375.1_2249	22.932	266	330
WP_061221763.1	lcl|NZ_AOUB01000237.1_cds_WP_004450748.1_2787	29.677	155	330
WP_061221763.1	lcl|NZ_AOUB01000041.1_cds_WP_036064485.1_371	56.250	32	330
WP_061221763.1	lcl|NZ_AOUB01000008.1_cds_WP_004451688.1_78	24.695	328	330
WP_004503036.1	lcl|NZ_AOUB01000325.1_cds_WP_004454061.1_3782	42.213	244	265
WP_004503036.1	lcl|NZ_AOUB01000100.1_cds_WP_004449537.1_1091	27.746	173	265
WP_004503060.1	lcl|NZ_AOUB01000007.1_cds_WP_004450296.1_64	36.949	295	310
WP_004503060.1	lcl|NZ_AOUB01000100.1_cds_WP_004449537.1_1091	27.000	300	310
WP_004503060.1	lcl|NZ_AOUB01000129.1_cds_WP_004452525.1_1413	23.954	263	310
WP_004503060.1	lcl|NZ_AOUB01000007.1_cds_WP_004450296.1_64	36.949	295	310
WP_004503060.1	lcl|NZ_AOUB01000100.1_cds_WP_004449537.1_1091	27.000	300	310
WP_004503060.1	lcl|NZ_AOUB01000129.1_cds_WP_004452525.1_1413	23.954	263	310
WP_004503042.1	lcl|NZ_AOUB01000007.1_cds_WP_004437382.1_43	31.373	102	221
WP_004503042.1	lcl|NZ_AOUB01000166.1_cds_WP_004450187.1_1847	23.077	78	221
WP_016758358.1	lcl|NZ_AOUB01000007.1_cds_WP_004451666.1_42	30.822	146	316
WP_016758358.1	lcl|NZ_AOUB01000183.1_cds_WP_004422219.1_2042	25.000	152	316
WP_016758358.1	lcl|NZ_AOUB01000201.1_cds_WP_004453023.1_2244	31.200	125	316
WP_016758358.1	lcl|NZ_AOUB01000201.1_cds_WP_004453042.1_2216	25.658	152	316
WP_016758358.1	lcl|NZ_AOUB01000166.1_cds_WP_004450187.1_1847	23.926	163	316
WP_004503088.1	lcl|NZ_AOUB01000166.1_cds_WP_004450188.1_1841	29.655	145	175
WP_004503132.1	lcl|NZ_AOUB01000007.1_cds_WP_004451666.1_42	25.481	208	405
WP_004503132.1	lcl|NZ_AOUB01000183.1_cds_WP_004422219.1_2042	22.523	222	405
WP_004503032.1	lcl|NZ_AOUB01000201.1_cds_WP_004453037.1_2231	30.886	395	358
WP_004503032.1	lcl|NZ_AOUB01000038.1_cds_WP_004419331.1_359	29.798	396	358
WP_004503032.1	lcl|NZ_AOUB01000201.1_cds_WP_004453055.1_2220	27.654	358	358
WP_004503032.1	lcl|NZ_AOUB01000201.1_cds_WP_004450649.1_2268	33.725	255	358
WP_004503032.1	lcl|NZ_AOUB01000121.1_cds_WP_036064395.1_1247	26.075	372	358
WP_004503032.1	lcl|NZ_AOUB01000151.1_cds_WP_004448823.1_1706	31.053	190	358
WP_004503049.1	lcl|NZ_AOUB01000007.1_cds_WP_004451666.1_42	24.324	148	409
WP_004503049.1	lcl|NZ_AOUB01000166.1_cds_WP_004450187.1_1847	27.559	127	409
WP_004503099.1	lcl|NZ_AOUB01000201.1_cds_WP_004450649.1_2268	37.989	358	361
WP_004503099.1	lcl|NZ_AOUB01000151.1_cds_WP_004448823.1_1706	33.429	350	361
WP_004503099.1	lcl|NZ_AOUB01000038.1_cds_WP_004419331.1_359	29.223	373	361
WP_004503099.1	lcl|NZ_AOUB01000201.1_cds_WP_004453037.1_2231	30.446	381	361
WP_004503099.1	lcl|NZ_AOUB01000201.1_cds_WP_004453055.1_2220	27.559	254	361
WP_004503099.1	lcl|NZ_AOUB01000121.1_cds_WP_036064395.1_1247	24.928	349	361
WP_004503099.1	lcl|NZ_AOUB01000201.1_cds_WP_004453036.1_2253	32.000	75	361
WP_004503089.1	lcl|NZ_AOUB01000072.1_cds_WP_004450688.1_695	43.889	180	176
WP_239248137.1	lcl|NZ_AOUB01000201.1_cds_WP_004453056.1_2215	25.694	144	250
WP_239248138.1	lcl|NZ_AOUB01000077.1_cds_WP_004435813.1_767	28.354	328	313
WP_239248138.1	lcl|NZ_AOUB01000195.1_cds_WP_004449470.1_2159	26.935	323	313
WP_239248138.1	lcl|NZ_AOUB01000201.1_cds_WP_004453040.1_2210	25.212	353	313
WP_239248138.1	lcl|NZ_AOUB01000274.1_cds_WP_198289136.1_3278	25.092	271	313
WP_239248138.1	lcl|NZ_AOUB01000201.1_cds_WP_004453039.1_2219	25.652	230	313
WP_239248138.1	lcl|NZ_AOUB01000072.1_cds_WP_004450637.1_697	24.465	327	313
WP_239248138.1	lcl|NZ_AOUB01000201.1_cds_WP_004453027.1_2258	27.092	251	313
WP_239248138.1	lcl|NZ_AOUB01000201.1_cds_WP_004453035.1_2247	28.704	108	313
WP_239248138.1	lcl|NZ_AOUB01000008.1_cds_WP_004451688.1_78	21.341	328	313
WP_239248138.1	lcl|NZ_AOUB01000292.1_cds_WP_004450239.1_3428	27.236	246	313
WP_239248138.1	lcl|NZ_AOUB01000237.1_cds_WP_004450748.1_2787	23.028	317	313
WP_000572389.1	lcl|NZ_AOUB01000201.1_cds_WP_004435026.1_2267	33.333	120	134
WP_004503138.1	lcl|NZ_AOUB01000274.1_cds_WP_198289136.1_3278	26.897	290	311
WP_004503138.1	lcl|NZ_AOUB01000072.1_cds_WP_004450637.1_697	26.357	258	311
WP_004503138.1	lcl|NZ_AOUB01000201.1_cds_WP_004453040.1_2210	25.692	253	311
WP_004503138.1	lcl|NZ_AOUB01000201.1_cds_WP_004453039.1_2219	26.857	175	311
WP_004503138.1	lcl|NZ_AOUB01000237.1_cds_WP_004450748.1_2787	24.324	333	311
WP_004503138.1	lcl|NZ_AOUB01000125.1_cds_WP_004449697.1_1341	25.751	233	311
WP_004503138.1	lcl|NZ_AOUB01000195.1_cds_WP_004449470.1_2159	20.992	262	311
WP_004503138.1	lcl|NZ_AOUB01000284.1_cds_WP_004453788.1_3367	29.375	160	311
WP_004503138.1	lcl|NZ_AOUB01000072.1_cds_WP_004421393.1_696	28.947	114	311
WP_004503127.1	lcl|NZ_AOUB01000201.1_cds_WP_004453034.1_2270	28.571	119	361
WP_004503127.1	lcl|NZ_AOUB01000072.1_cds_WP_004450702.1_694	24.723	271	361
WP_004503127.1	lcl|NZ_AOUB01000201.1_cds_WP_004453045.1_2250	28.947	114	361
WP_004503127.1	lcl|NZ_AOUB01000177.1_cds_WP_004452902.1_1965	21.390	187	361
WP_061236010.1	lcl|NZ_AOUB01000111.1_cds_WP_082287632.1_1191	35.825	388	595
WP_061236010.1	lcl|NZ_AOUB01000193.1_cds_WP_004452995.1_2150	30.297	505	595
WP_061236010.1	lcl|NZ_AOUB01000201.1_cds_WP_004453054.1_2209	26.758	512	595
WP_061236010.1	lcl|NZ_AOUB01000330.1_cds_WP_004454099.1_3810	42.254	213	595
WP_061236010.1	lcl|NZ_AOUB01000171.1_cds_WP_004452843.1_1910	32.035	231	595
WP_061236010.1	lcl|NZ_AOUB01000003.1_cds_WP_004426570.1_18	27.074	229	595
WP_061236010.1	lcl|NZ_AOUB01000177.1_cds_WP_004451431.1_1976	29.268	205	595
WP_061236010.1	lcl|NZ_AOUB01000206.1_cds_WP_036063094.1_2337	28.870	239	595
WP_061236010.1	lcl|NZ_AOUB01000022.1_cds_WP_004419478.1_212	32.759	174	595
WP_061236010.1	lcl|NZ_AOUB01000318.1_cds_WP_004453997.1_3701	31.163	215	595
WP_061236010.1	lcl|NZ_AOUB01000216.1_cds_WP_004421780.1_2525	27.848	237	595
WP_061236010.1	lcl|NZ_AOUB01000211.1_cds_WP_002176862.1_2456	29.730	222	595
WP_061236010.1	lcl|NZ_AOUB01000046.1_cds_WP_004452031.1_453	28.902	173	595
WP_061236010.1	lcl|NZ_AOUB01000014.1_cds_WP_004451777.1_146	26.141	241	595
WP_061236010.1	lcl|NZ_AOUB01000210.1_cds_WP_004449197.1_2439	31.098	164	595
WP_061236010.1	lcl|NZ_AOUB01000095.1_cds_WP_002148954.1_1030	31.122	196	595
WP_061236010.1	lcl|NZ_AOUB01000072.1_cds_WP_085988308.1_736	26.901	171	595
WP_061236010.1	lcl|NZ_AOUB01000093.1_cds_WP_004452309.1_1011	28.037	214	595
