WP_002614501.1	lcl|NZ_JAFFPT010000072.1_cds_WP_069609185.1_1443	88.679	106	106
WP_004503085.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276184.1_1444	89.355	310	314
WP_004503085.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273907.1_3351	23.602	322	314
WP_004503085.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276197.1_1457	23.118	186	314
WP_004503085.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276188.1_1448	21.300	277	314
WP_004503085.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276245.1_1509	22.420	281	314
WP_004503085.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274238.1_1265	22.648	287	314
WP_004503085.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276226.1_1487	23.164	177	314
WP_004503085.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275767.1_3083	23.529	102	314
WP_004503080.1	lcl|NZ_JAFFPT010000071.1_cds_WP_205276084.1_2465	39.286	140	185
WP_004503081.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276188.1_1448	29.855	345	329
WP_004503081.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273907.1_3351	30.696	316	329
WP_004503081.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276197.1_1457	32.075	265	329
WP_004503081.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274238.1_1265	31.935	310	329
WP_004503081.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276245.1_1509	29.819	332	329
WP_004503081.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275767.1_3083	27.083	336	329
WP_004503081.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274111.1_1113	29.846	325	329
WP_004503081.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274341.1_1379	29.129	333	329
WP_004503081.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276228.1_1489	23.301	309	329
WP_004503081.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276184.1_1444	27.044	318	329
WP_004503081.1	lcl|NZ_JAFFPT010000045.1_cds_WP_205275151.1_1833	25.806	341	329
WP_004503081.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276226.1_1487	29.348	184	329
WP_004503081.1	lcl|NZ_JAFFPT010000038.1_cds_WP_205274955.1_2647	24.031	258	329
WP_004503081.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276232.1_1493	27.053	207	329
WP_004503081.1	lcl|NZ_JAFFPT010000014.1_cds_WP_205273729.1_2749	24.681	235	329
WP_004503081.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275747.1_3056	30.303	132	329
WP_239248135.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276202.1_1462	29.870	231	267
WP_239248135.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276246.1_1510	26.455	189	267
WP_239248135.1	lcl|NZ_JAFFPT010000055.1_cds_WP_205275397.1_2961	34.545	110	267
WP_239248135.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276225.1_1486	23.077	208	267
WP_239248135.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275819.1_3082	27.660	188	267
WP_239248135.1	lcl|NZ_JAFFPT010000045.1_cds_WP_205275238.1_1920	36.047	86	267
WP_004503040.1	lcl|NZ_JAFFPT010000006.1_cds_WP_205273192.1_3425	27.003	337	509
WP_004503040.1	lcl|NZ_JAFFPT010000006.1_cds_WP_205273191.1_3424	28.723	94	509
WP_004503040.1	lcl|NZ_JAFFPT010000006.1_cds_WP_205273192.1_3425	27.003	337	509
WP_004503040.1	lcl|NZ_JAFFPT010000006.1_cds_WP_205273191.1_3424	28.723	94	509
WP_061221763.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274238.1_1265	25.000	272	330
WP_061221763.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276245.1_1509	27.160	324	330
WP_061221763.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276197.1_1457	23.985	271	330
WP_061221763.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273907.1_3351	26.812	276	330
WP_061221763.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274111.1_1113	30.830	253	330
