WP_002614501.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002725873.1_2147	95.283	106	106
WP_004503085.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669917.1_2146	97.097	310	314
WP_004503085.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671202.1_3159	24.224	322	314
WP_004503085.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669955.1_2097	22.277	202	314
WP_004503085.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669957.1_2095	25.275	182	314
WP_004503085.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670961.1_2821	24.759	311	314
WP_004503085.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669973.1_2072	21.708	281	314
WP_004503085.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670813.1_2590	22.500	120	314
WP_004503080.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002750963.1_1350	34.177	158	185
WP_004503080.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669938.1_2115	33.898	177	185
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669955.1_2097	30.721	319	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671202.1_3159	31.013	316	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670961.1_2821	30.968	310	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669973.1_2072	29.940	334	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669957.1_2095	29.773	309	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670813.1_2590	26.686	341	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002754065.1_2818	28.485	330	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671143.1_3027	28.481	316	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671074.1_2939	25.215	349	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669917.1_2146	28.112	249	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_017859386.1_1968	27.170	265	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669959.1_2093	28.311	219	329
WP_004503081.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669202.1_311	24.405	336	329
WP_239248135.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669956.1_2096	26.582	237	267
WP_239248135.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669974.1_2071	26.455	189	267
WP_239248135.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670832.1_2615	33.333	114	267
WP_239248135.1	lcl|NZ_JAKUHP010000002.1_cds_MKT69_RS13000_2589	26.984	189	267
WP_239248135.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002766579.1_679	36.047	86	267
WP_004503040.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670269.1_1805	26.426	333	509
WP_004503040.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002751286.1_1806	30.435	115	509
WP_004503040.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670269.1_1805	26.426	333	509
WP_004503040.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002751286.1_1806	30.435	115	509
WP_061221763.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670961.1_2821	26.740	273	330
WP_061221763.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669955.1_2097	23.636	275	330
WP_061221763.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671202.1_3159	27.758	281	330
WP_061221763.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669973.1_2072	26.814	317	330
WP_061221763.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671074.1_2939	26.222	225	330
WP_061221763.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671143.1_3027	27.469	324	330
WP_061221763.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669202.1_311	24.490	245	330
WP_061221763.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670813.1_2590	25.352	142	330
WP_004503036.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669455.1_667	41.803	244	265
WP_004503060.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670400.1_1620	38.614	303	310
WP_004503060.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669757.1_2304	28.070	285	310
WP_004503060.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670034.1_1300	26.244	221	310
WP_004503060.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670400.1_1620	38.614	303	310
WP_004503060.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669757.1_2304	28.070	285	310
WP_004503060.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670034.1_1300	26.244	221	310
WP_004503042.1	lcl|NZ_JAKUHP010000002.1_cds_WP_004779550.1_2130	31.532	111	221
WP_004503042.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669877.1_1475	29.412	102	221
WP_004503042.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671228.1_3128	23.077	78	221
WP_016758358.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669876.1_1474	29.221	154	316
WP_016758358.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669711.1_994	25.874	143	316
WP_016758358.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669947.1_2105	26.866	201	316
WP_016758358.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671228.1_3128	25.610	164	316
WP_004503088.1	lcl|NZ_JAKUHP010000002.1_cds_MKT69_RS15680_3122	32.353	102	175
WP_004503132.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669711.1_994	25.225	222	405
WP_004503032.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669932.1_2121	32.888	374	358
WP_004503032.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669923.1_2139	37.918	269	358
WP_004503032.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669926.1_2136	39.535	215	358
WP_004503032.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002753028.1_2600	29.082	392	358
WP_004503032.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669968.1_2079	31.148	305	358
WP_004503032.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002750680.1_2940	25.000	372	358
WP_004503032.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002753888.1_2775	29.167	240	358
WP_004503049.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669876.1_1474	22.973	148	409
WP_004503049.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671228.1_3128	25.984	127	409
WP_004503099.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669968.1_2079	37.047	359	361
WP_004503099.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002753888.1_2775	34.734	357	361
WP_004503099.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002753028.1_2600	28.954	373	361
WP_004503099.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669932.1_2121	29.810	369	361
WP_004503099.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669926.1_2136	32.319	263	361
WP_004503099.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669923.1_2139	30.137	219	361
WP_004503099.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002750680.1_2940	24.642	349	361
WP_004503089.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002727916.1_2074	42.222	180	176
WP_239248138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671143.1_3027	29.377	337	313
WP_239248138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669957.1_2095	29.508	305	313
WP_239248138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671202.1_3159	25.234	321	313
WP_239248138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670961.1_2821	24.818	274	313
WP_239248138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669955.1_2097	26.693	251	313
WP_239248138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669973.1_2072	25.301	332	313
WP_239248138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670813.1_2590	24.125	257	313
WP_239248138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669202.1_311	25.292	257	313
WP_239248138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669917.1_2146	22.291	323	313
WP_239248138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_017859386.1_1968	22.837	289	313
WP_239248138.1	lcl|NZ_JAKUHP010000001.1_cds_WP_011671364.1_153	24.211	190	313
WP_000572389.1	lcl|NZ_JAKUHP010000002.1_cds_WP_002727923.1_2080	33.621	116	134
WP_004503138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669955.1_2097	29.310	174	311
WP_004503138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011670961.1_2821	29.255	188	311
WP_004503138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669973.1_2072	24.551	334	311
WP_004503138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_017859386.1_1968	23.939	330	311
WP_004503138.1	lcl|NZ_JAKUHP010000001.1_cds_WP_011671364.1_153	25.322	233	311
WP_004503138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671202.1_3159	21.739	276	311
WP_004503138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669957.1_2095	25.294	170	311
WP_004503138.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669972.1_2073	27.941	136	311
WP_004503127.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669970.1_2077	22.689	119	361
WP_004503127.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669971.1_2075	22.293	314	361
WP_004503127.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669919.1_2144	21.053	133	361
WP_061236010.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669421.1_612	32.634	524	595
WP_061236010.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669275.1_412	30.405	444	595
WP_061236010.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011671171.1_3069	43.192	213	595
WP_061236010.1	lcl|NZ_JAKUHP010000002.1_cds_WP_011669933.1_2120	32.719	217	595
