WP_002614501.1	lcl|NZ_RQFX01000189.1_cds_WP_035983633.1_812	59.783	92	106
WP_004503085.1	lcl|NZ_RQFX01000189.1_cds_WP_135748742.1_809	80.000	310	314
WP_004503085.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	24.149	323	314
WP_004503085.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	25.466	322	314
WP_004503085.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	21.569	255	314
WP_004503085.1	lcl|NZ_RQFX01000129.1_cds_WP_135748100.1_1418	23.958	288	314
WP_004503085.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	22.043	186	314
WP_004503080.1	lcl|NZ_RQFX01000230.1_cds_WP_135749621.1_465	31.515	165	185
WP_004503081.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	31.111	315	329
WP_004503081.1	lcl|NZ_RQFX01000129.1_cds_WP_135748100.1_1418	30.097	309	329
WP_004503081.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	28.994	338	329
WP_004503081.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	28.571	336	329
WP_004503081.1	lcl|NZ_RQFX01000208.1_cds_WP_135696004.1_3312	25.776	322	329
WP_004503081.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	25.962	312	329
WP_004503081.1	lcl|NZ_RQFX01000222.1_cds_WP_135749550.1_3161	29.412	255	329
WP_004503081.1	lcl|NZ_RQFX01000189.1_cds_WP_135748742.1_809	24.765	319	329
WP_004503081.1	lcl|NZ_RQFX01000242.1_cds_WP_135749799.1_973	24.409	254	329
WP_004503081.1	lcl|NZ_RQFX01000098.1_cds_WP_135747765.1_3484	29.960	247	329
WP_004503081.1	lcl|NZ_RQFX01000120.1_cds_WP_135747942.1_796	24.621	264	329
WP_004503081.1	lcl|NZ_RQFX01000254.1_cds_WP_208727372.1_2628	25.484	310	329
WP_004503081.1	lcl|NZ_RQFX01000204.1_cds_WP_135749044.1_3060	24.400	250	329
WP_004503081.1	lcl|NZ_RQFX01000073.1_cds_WP_135747429.1_3730	24.074	270	329
WP_004503081.1	lcl|NZ_RQFX01000189.1_cds_WP_135748741.1_808	23.958	288	329
WP_239248135.1	lcl|NZ_RQFX01000120.1_cds_WP_135693628.1_735	24.521	261	267
WP_239248135.1	lcl|NZ_RQFX01000206.1_cds_WP_135749127.1_2766	33.065	124	267
WP_239248135.1	lcl|NZ_RQFX01000073.1_cds_WP_135747430.1_3731	25.352	213	267
WP_239248135.1	lcl|NZ_RQFX01000108.1_cds_WP_135747821.1_2684	28.646	192	267
WP_239248135.1	lcl|NZ_RQFX01000189.1_cds_WP_135748744.1_811	23.280	189	267
WP_239248135.1	lcl|NZ_RQFX01000254.1_cds_WP_135749867.1_2640	27.083	192	267
WP_004503040.1	lcl|NZ_RQFX01000230.1_cds_WP_135749640.1_487	25.298	336	509
WP_004503040.1	lcl|NZ_RQFX01000230.1_cds_WP_135693237.1_488	26.316	114	509
WP_004503040.1	lcl|NZ_RQFX01000230.1_cds_WP_135749640.1_487	25.298	336	509
WP_004503040.1	lcl|NZ_RQFX01000230.1_cds_WP_135693237.1_488	26.316	114	509
