WP_002614501.1	lcl|NZ_JQRV01000044.1_cds_WP_002725873.1_1508	95.283	106	106
WP_004503085.1	lcl|NZ_JQRV01000044.1_cds_WP_002725867.1_1507	97.419	310	314
WP_004503085.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	24.534	322	314
WP_004503085.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	20.415	289	314
WP_004503085.1	lcl|NZ_JQRV01000044.1_cds_WP_002725944.1_1453	21.543	311	314
WP_004503085.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	21.708	281	314
WP_004503085.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	24.759	311	314
WP_004503085.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	23.770	122	314
WP_004503080.1	lcl|NZ_JQRV01000003.1_cds_WP_002721790.1_204	36.301	146	185
WP_004503080.1	lcl|NZ_JQRV01000044.1_cds_WP_002759930.1_1476	33.898	177	185
WP_004503081.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	29.595	321	329
WP_004503081.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	30.380	316	329
WP_004503081.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	30.645	310	329
WP_004503081.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	29.851	335	329
WP_004503081.1	lcl|NZ_JQRV01000044.1_cds_WP_002725944.1_1453	28.155	309	329
WP_004503081.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	26.686	341	329
WP_004503081.1	lcl|NZ_JQRV01000034.1_cds_WP_002728316.1_1210	28.485	330	329
WP_004503081.1	lcl|NZ_JQRV01000044.1_cds_WP_061209374.1_1461	25.589	297	329
WP_004503081.1	lcl|NZ_JQRV01000082.1_cds_WP_016757558.1_2430	28.481	316	329
WP_004503081.1	lcl|NZ_JQRV01000049.1_cds_WP_002732331.1_1719	25.000	348	329
WP_004503081.1	lcl|NZ_JQRV01000044.1_cds_WP_002725867.1_1507	27.711	249	329
WP_004503081.1	lcl|NZ_JQRV01000080.1_cds_WP_002728462.1_2376	27.170	265	329
WP_004503081.1	lcl|NZ_JQRV01000122.1_cds_WP_061209587.1_3113	25.547	274	329
WP_004503081.1	lcl|NZ_JQRV01000131.1_cds_WP_002721725.1_3200	25.000	336	329
WP_004503081.1	lcl|NZ_JQRV01000074.1_cds_WP_002728696.1_2271	28.235	170	329
WP_239248135.1	lcl|NZ_JQRV01000044.1_cds_WP_002725899.1_1454	27.311	238	267
WP_239248135.1	lcl|NZ_JQRV01000044.1_cds_WP_061209377.1_1464	26.316	209	267
WP_239248135.1	lcl|NZ_JQRV01000011.1_cds_WP_002727921.1_602	26.455	189	267
WP_239248135.1	lcl|NZ_JQRV01000103.1_cds_WP_002729040.1_2953	34.545	110	267
WP_239248135.1	lcl|NZ_JQRV01000002.1_cds_WP_002729513.1_125	26.984	189	267
WP_239248135.1	lcl|NZ_JQRV01000038.1_cds_WP_002766579.1_1333	36.047	86	267
WP_004503040.1	lcl|NZ_JQRV01000001.1_cds_WP_002728536.1_47	26.426	333	509
WP_004503040.1	lcl|NZ_JQRV01000001.1_cds_WP_002728534.1_46	30.435	115	509
WP_004503040.1	lcl|NZ_JQRV01000001.1_cds_WP_002728536.1_47	26.426	333	509
WP_004503040.1	lcl|NZ_JQRV01000001.1_cds_WP_002728534.1_46	30.435	115	509
WP_061221763.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	26.374	273	330
WP_061221763.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	23.273	275	330
WP_061221763.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	27.758	281	330
WP_061221763.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	26.814	317	330
WP_061221763.1	lcl|NZ_JQRV01000049.1_cds_WP_002732331.1_1719	27.391	230	330
WP_061221763.1	lcl|NZ_JQRV01000082.1_cds_WP_016757558.1_2430	27.778	324	330
WP_061221763.1	lcl|NZ_JQRV01000131.1_cds_WP_002721725.1_3200	24.490	245	330
WP_061221763.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	25.352	142	330
WP_004503036.1	lcl|NZ_JQRV01000038.1_cds_WP_002722928.1_1302	42.213	244	265
WP_004503060.1	lcl|NZ_JQRV01000045.1_cds_WP_002730863.1_1515	37.954	303	310
WP_004503060.1	lcl|NZ_JQRV01000055.1_cds_WP_002727287.1_1974	28.470	281	310
WP_004503060.1	lcl|NZ_JQRV01000133.1_cds_WP_002727177.1_3231	26.244	221	310
WP_004503060.1	lcl|NZ_JQRV01000045.1_cds_WP_002730863.1_1515	37.954	303	310
WP_004503060.1	lcl|NZ_JQRV01000055.1_cds_WP_002727287.1_1974	28.470	281	310
WP_004503060.1	lcl|NZ_JQRV01000133.1_cds_WP_002727177.1_3231	26.244	221	310
WP_004503042.1	lcl|NZ_JQRV01000127.1_cds_WP_002727076.1_3168	29.412	102	221
