WP_002614501.1	lcl|NZ_AOVV01000149.1_cds_WP_000340715.1_3463	86.792	106	106
WP_004503085.1	lcl|NZ_AOVV01000149.1_cds_WP_000410273.1_3464	91.374	313	314
WP_004503085.1	lcl|NZ_AOVV01000149.1_cds_WP_000093099.1_3484	57.143	63	314
WP_004503085.1	lcl|NZ_AOVV01000149.1_cds_WP_000646250.1_3467	28.175	252	314
WP_004503085.1	lcl|NZ_AOVV01000147.1_cds_WP_000744700.1_3407	23.077	325	314
WP_004503085.1	lcl|NZ_AOVV01000149.1_cds_WP_000600889.1_3493	23.656	186	314
WP_004503085.1	lcl|NZ_AOVV01000149.1_cds_WP_000723090.1_3546	22.145	289	314
WP_004503085.1	lcl|NZ_AOVV01000149.1_cds_WP_001067557.1_3470	24.923	325	314
WP_004503038.1	lcl|NZ_AOVV01000149.1_cds_WP_000604524.1_3465	83.562	365	365
WP_004503080.1	lcl|NZ_AOVV01000149.1_cds_WP_000884059.1_3466	96.216	185	185
WP_004503080.1	lcl|NZ_AOVV01000009.1_cds_WP_000351733.1_99	40.000	140	185
WP_004503081.1	lcl|NZ_AOVV01000149.1_cds_WP_000646250.1_3467	95.441	329	329
WP_004503081.1	lcl|NZ_AOVV01000147.1_cds_WP_000744700.1_3407	32.063	315	329
WP_004503081.1	lcl|NZ_AOVV01000149.1_cds_WP_000723090.1_3546	29.851	335	329
WP_004503081.1	lcl|NZ_AOVV01000149.1_cds_WP_000600889.1_3493	30.408	319	329
WP_004503081.1	lcl|NZ_AOVV01000008.1_cds_WP_001984071.1_43	30.945	307	329
WP_004503081.1	lcl|NZ_AOVV01000087.1_cds_WP_000649925.1_1592	28.882	322	329
WP_004503081.1	lcl|NZ_AOVV01000015.1_cds_WP_000709511.1_208	28.182	330	329
WP_004503081.1	lcl|NZ_AOVV01000149.1_cds_WP_001067557.1_3470	28.852	305	329
WP_004503081.1	lcl|NZ_AOVV01000149.1_cds_WP_000601375.1_3520	25.000	300	329
WP_004503081.1	lcl|NZ_AOVV01000092.1_cds_WP_000688695.1_1715	28.102	274	329
WP_004503081.1	lcl|NZ_AOVV01000149.1_cds_WP_000410273.1_3464	26.266	316	329
WP_004503081.1	lcl|NZ_AOVV01000149.1_cds_WP_000475904.1_3529	26.642	274	329
WP_004503081.1	lcl|NZ_AOVV01000076.1_cds_WP_001074785.1_1211	28.679	265	329
WP_004503081.1	lcl|NZ_AOVV01000149.1_cds_WP_000487322.1_3518	27.385	325	329
WP_004503081.1	lcl|NZ_AOVV01000053.1_cds_WP_001003555.1_777	24.551	334	329
