WP_002614501.1	lcl|NZ_RQGM01000062.1_cds_WP_135573185.1_205	93.396	106	106
WP_004503085.1	lcl|NZ_RQGM01000006.1_cds_WP_135750114.1_2620	62.821	312	314
WP_004503085.1	lcl|NZ_RQGM01000071.1_cds_WP_118954467.1_3386	24.224	322	314
WP_004503085.1	lcl|NZ_RQGM01000006.1_cds_WP_135571467.1_2635	22.143	280	314
WP_004503085.1	lcl|NZ_RQGM01000030.1_cds_WP_118957901.1_2701	25.490	102	314
WP_004503085.1	lcl|NZ_RQGM01000010.1_cds_WP_135571314.1_3595	23.963	217	314
WP_004503080.1	lcl|NZ_RQGM01000035.1_cds_WP_135570167.1_2038	38.356	146	185
WP_004503081.1	lcl|NZ_RQGM01000071.1_cds_WP_118954467.1_3386	31.646	316	329
WP_004503081.1	lcl|NZ_RQGM01000006.1_cds_WP_135571467.1_2635	30.838	334	329
WP_004503081.1	lcl|NZ_RQGM01000030.1_cds_WP_118957901.1_2701	27.083	336	329
WP_004503081.1	lcl|NZ_RQGM01000033.1_cds_WP_135572641.1_468	28.955	335	329
WP_004503081.1	lcl|NZ_RQGM01000042.1_cds_WP_118954096.1_1323	28.882	322	329
WP_004503081.1	lcl|NZ_RQGM01000010.1_cds_WP_135571314.1_3595	27.848	237	329
WP_004503081.1	lcl|NZ_RQGM01000006.1_cds_WP_135750114.1_2620	28.340	247	329
WP_004503081.1	lcl|NZ_RQGM01000024.1_cds_WP_135574219.1_1621	24.260	338	329
WP_004503081.1	lcl|NZ_RQGM01000069.1_cds_WP_135571634.1_1246	27.160	243	329
WP_004503081.1	lcl|NZ_RQGM01000070.1_cds_WP_135572425.1_3107	36.000	100	329
WP_004503081.1	lcl|NZ_RQGM01000057.1_cds_WP_135573672.1_1502	26.718	262	329
WP_004503081.1	lcl|NZ_RQGM01000068.1_cds_WP_135572989.1_1828	26.154	325	329
WP_004503081.1	lcl|NZ_RQGM01000011.1_cds_WP_135570412.1_890	24.419	258	329
WP_004503081.1	lcl|NZ_RQGM01000042.1_cds_WP_135571063.1_1377	29.457	129	329
WP_004503081.1	lcl|NZ_RQGM01000006.1_cds_WP_135571478.1_2629	23.967	121	329
WP_239248135.1	lcl|NZ_RQGM01000006.1_cds_WP_135571464.1_2636	25.263	190	267
WP_239248135.1	lcl|NZ_RQGM01000004.1_cds_WP_135573916.1_2225	36.364	110	267
WP_239248135.1	lcl|NZ_RQGM01000030.1_cds_WP_135571791.1_2700	27.041	196	267
WP_239248135.1	lcl|NZ_RQGM01000024.1_cds_WP_135574095.1_1537	34.884	86	267
WP_004503040.1	lcl|NZ_RQGM01000008.1_cds_WP_135781590.1_610	27.237	257	509
WP_004503040.1	lcl|NZ_RQGM01000008.1_cds_WP_135781590.1_610	27.237	257	509
WP_061221763.1	lcl|NZ_RQGM01000071.1_cds_WP_118954467.1_3386	28.261	276	330
WP_061221763.1	lcl|NZ_RQGM01000006.1_cds_WP_135571467.1_2635	27.077	325	330
WP_061221763.1	lcl|NZ_RQGM01000068.1_cds_WP_135572989.1_1828	28.163	245	330
WP_061221763.1	lcl|NZ_RQGM01000069.1_cds_WP_135571634.1_1246	27.426	237	330
