WP_002614501.1	lcl|NZ_JQHI01000103.1_cds_WP_004753574.1_2332	88.679	106	106
WP_004503085.1	lcl|NZ_JQHI01000103.1_cds_WP_004761722.1_2333	91.987	312	314
WP_004503085.1	lcl|NZ_JQHI01000103.1_cds_WP_004755430.1_2336	27.778	252	314
WP_004503085.1	lcl|NZ_JQHI01000049.1_cds_WP_004753565.1_1115	23.077	325	314
WP_004503085.1	lcl|NZ_JQHI01000015.1_cds_WP_004763615.1_308	23.118	186	314
WP_004503085.1	lcl|NZ_JQHI01000015.1_cds_WP_004763603.1_362	21.352	281	314
WP_004503085.1	lcl|NZ_JQHI01000103.1_cds_WP_004762989.1_2339	24.615	325	314
WP_004503085.1	lcl|NZ_JQHI01000016.1_cds_WP_004751543.1_412	22.330	309	314
WP_004503038.1	lcl|NZ_JQHI01000103.1_cds_WP_004777161.1_2334	84.110	365	365
WP_004503080.1	lcl|NZ_JQHI01000103.1_cds_WP_004753627.1_2335	96.757	185	185
WP_004503080.1	lcl|NZ_JQHI01000040.1_cds_WP_078131405.1_945	40.714	140	185
WP_004503081.1	lcl|NZ_JQHI01000103.1_cds_WP_004755430.1_2336	94.529	329	329
WP_004503081.1	lcl|NZ_JQHI01000049.1_cds_WP_004753565.1_1115	31.429	315	329
WP_004503081.1	lcl|NZ_JQHI01000015.1_cds_WP_004763615.1_308	30.094	319	329
WP_004503081.1	lcl|NZ_JQHI01000016.1_cds_WP_004751543.1_412	31.922	307	329
WP_004503081.1	lcl|NZ_JQHI01000015.1_cds_WP_004763603.1_362	29.552	335	329
WP_004503081.1	lcl|NZ_JQHI01000130.1_cds_WP_004763391.1_2732	29.755	326	329
WP_004503081.1	lcl|NZ_JQHI01000255.1_cds_WP_004762820.1_3621	28.485	330	329
WP_004503081.1	lcl|NZ_JQHI01000103.1_cds_WP_004762989.1_2339	29.260	311	329
WP_004503081.1	lcl|NZ_JQHI01000127.1_cds_WP_004754991.1_2688	26.549	339	329
WP_004503081.1	lcl|NZ_JQHI01000015.1_cds_WP_004763585.1_336	25.556	270	329
WP_004503081.1	lcl|NZ_JQHI01000103.1_cds_WP_004761722.1_2333	27.711	249	329
WP_004503081.1	lcl|NZ_JQHI01000015.1_cds_WP_002733698.1_345	25.912	274	329
WP_004503081.1	lcl|NZ_JQHI01000071.1_cds_WP_004751780.1_1777	28.148	270	329
WP_004503081.1	lcl|NZ_JQHI01000024.1_cds_WP_004755140.1_500	29.444	180	329
WP_004503081.1	lcl|NZ_JQHI01000015.1_cds_WP_004763691.1_334	27.385	325	329
WP_004503081.1	lcl|NZ_JQHI01000134.1_cds_WP_004750263.1_2785	25.856	263	329
WP_004503081.1	lcl|NZ_JQHI01000148.1_cds_WP_004755281.1_2944	30.469	128	329
WP_239248135.1	lcl|NZ_JQHI01000103.1_cds_WP_004762941.1_2337	93.258	267	267
WP_239248135.1	lcl|NZ_JQHI01000015.1_cds_WP_004763753.1_333	27.404	208	267
WP_239248135.1	lcl|NZ_JQHI01000015.1_cds_WP_004763719.1_313	24.481	241	267
WP_239248135.1	lcl|NZ_JQHI01000015.1_cds_WP_004754191.1_363	25.926	189	267
WP_239248135.1	lcl|NZ_JQHI01000058.1_cds_WP_004758023.1_1465	34.211	114	267
WP_239248135.1	lcl|NZ_JQHI01000045.1_cds_WP_004758210.1_1023	37.209	86	267
WP_004503040.1	lcl|NZ_JQHI01000103.1_cds_WP_016753424.1_2338	92.534	509	509
WP_004503040.1	lcl|NZ_JQHI01000071.1_cds_WP_004751764.1_1705	26.625	323	509
WP_004503040.1	lcl|NZ_JQHI01000071.1_cds_WP_004752264.1_1706	28.723	94	509
WP_004503040.1	lcl|NZ_JQHI01000066.1_cds_WP_004753706.1_1642	32.787	122	509
WP_004503040.1	lcl|NZ_JQHI01000103.1_cds_WP_016753424.1_2338	92.534	509	509
WP_004503040.1	lcl|NZ_JQHI01000071.1_cds_WP_004751764.1_1705	26.625	323	509
WP_004503040.1	lcl|NZ_JQHI01000071.1_cds_WP_004752264.1_1706	28.723	94	509
WP_004503040.1	lcl|NZ_JQHI01000066.1_cds_WP_004753706.1_1642	32.787	122	509
WP_061221763.1	lcl|NZ_JQHI01000103.1_cds_WP_004762989.1_2339	97.273	330	330
WP_061221763.1	lcl|NZ_JQHI01000016.1_cds_WP_004751543.1_412	26.199	271	330
WP_061221763.1	lcl|NZ_JQHI01000103.1_cds_WP_004755430.1_2336	28.197	305	330
WP_061221763.1	lcl|NZ_JQHI01000015.1_cds_WP_004763615.1_308	25.940	266	330
WP_061221763.1	lcl|NZ_JQHI01000015.1_cds_WP_004763603.1_362	25.449	334	330
WP_061221763.1	lcl|NZ_JQHI01000049.1_cds_WP_004753565.1_1115	26.812	276	330
WP_061221763.1	lcl|NZ_JQHI01000024.1_cds_WP_004755140.1_500	27.092	251	330
WP_061221763.1	lcl|NZ_JQHI01000130.1_cds_WP_004763391.1_2732	29.457	258	330
WP_061221763.1	lcl|NZ_JQHI01000127.1_cds_WP_004754991.1_2688	25.551	227	330
WP_061221763.1	lcl|NZ_JQHI01000015.1_cds_WP_004763691.1_334	26.625	323	330
WP_061221763.1	lcl|NZ_JQHI01000015.1_cds_WP_004763585.1_336	23.188	276	330
WP_061221763.1	lcl|NZ_JQHI01000103.1_cds_WP_004761722.1_2333	25.076	327	330
WP_004503073.1	lcl|NZ_JQHI01000103.1_cds_WP_078131619.1_2340	90.520	538	535
WP_004503073.1	lcl|NZ_JQHI01000103.1_cds_WP_078131619.1_2340	90.520	538	535
WP_004503036.1	lcl|NZ_JQHI01000103.1_cds_WP_002733670.1_2341	95.455	264	265
WP_004503036.1	lcl|NZ_JQHI01000121.1_cds_WP_078131663.1_2617	43.033	244	265
WP_004503036.1	lcl|NZ_JQHI01000184.1_cds_WP_004754016.1_3265	27.168	173	265
WP_004503060.1	lcl|NZ_JQHI01000103.1_cds_WP_004763032.1_2342	91.613	310	310
WP_004503060.1	lcl|NZ_JQHI01000010.1_cds_WP_078131295.1_227	36.634	303	310
WP_004503060.1	lcl|NZ_JQHI01000184.1_cds_WP_004754016.1_3265	29.603	277	310
WP_004503060.1	lcl|NZ_JQHI01000073.1_cds_JH18_RS10320_1926	25.339	221	310
WP_004503060.1	lcl|NZ_JQHI01000103.1_cds_WP_004763032.1_2342	91.613	310	310
WP_004503060.1	lcl|NZ_JQHI01000010.1_cds_WP_078131295.1_227	36.634	303	310
WP_004503060.1	lcl|NZ_JQHI01000184.1_cds_WP_004754016.1_3265	29.603	277	310
WP_004503060.1	lcl|NZ_JQHI01000073.1_cds_JH18_RS10320_1926	25.339	221	310
WP_004503095.1	lcl|NZ_JQHI01000103.1_cds_WP_004754589.1_2343	93.182	264	264
WP_004503106.1	lcl|NZ_JQHI01000103.1_cds_WP_002733551.1_2344	89.231	130	130
WP_004503130.1	lcl|NZ_JQHI01000103.1_cds_WP_004777167.1_2345	76.429	140	146
WP_004503042.1	lcl|NZ_JQHI01000103.1_cds_WP_002740917.1_2346	86.878	221	221
WP_004503042.1	lcl|NZ_JQHI01000143.1_cds_WP_078131704.1_2882	29.323	133	221
WP_016758358.1	lcl|NZ_JQHI01000103.1_cds_JH18_RS12680_2348	92.517	294	316
WP_016758358.1	lcl|NZ_JQHI01000103.1_cds_JH18_RS12680_2348	70.833	24	316
WP_016758358.1	lcl|NZ_JQHI01000103.1_cds_WP_004758383.1_2350	24.735	283	316
WP_016758358.1	lcl|NZ_JQHI01000143.1_cds_WP_078131705.1_2883	30.000	150	316
WP_016758358.1	lcl|NZ_JQHI01000015.1_cds_WP_078131305.1_330	29.577	142	316
WP_016758358.1	lcl|NZ_JQHI01000015.1_cds_WP_004763578.1_320	28.058	139	316
WP_016758358.1	lcl|NZ_JQHI01000034.1_cds_WP_004759313.1_796	22.368	152	316
WP_016758358.1	lcl|NZ_JQHI01000106.1_cds_WP_004755433.1_2378	23.926	163	316
WP_016758358.1	lcl|NZ_JQHI01000073.1_cds_WP_004752437.1_1886	29.752	121	316
WP_004503088.1	lcl|NZ_JQHI01000103.1_cds_WP_004762975.1_2349	89.143	175	175
WP_004503088.1	lcl|NZ_JQHI01000106.1_cds_WP_004754859.1_2384	29.932	147	175
WP_004503132.1	lcl|NZ_JQHI01000103.1_cds_WP_004758383.1_2350	79.851	402	405
WP_004503132.1	lcl|NZ_JQHI01000103.1_cds_JH18_RS12680_2348	32.710	107	405
WP_004503132.1	lcl|NZ_JQHI01000103.1_cds_JH18_RS12680_2348	21.356	295	405
WP_004503132.1	lcl|NZ_JQHI01000034.1_cds_WP_004759313.1_796	22.374	219	405
WP_004503132.1	lcl|NZ_JQHI01000143.1_cds_WP_078131705.1_2883	23.333	210	405
WP_004503032.1	lcl|NZ_JQHI01000103.1_cds_WP_002733587.1_2351	85.434	357	358
WP_004503032.1	lcl|NZ_JQHI01000058.1_cds_WP_004754030.1_1459	29.873	395	358
WP_004503032.1	lcl|NZ_JQHI01000015.1_cds_WP_004763592.1_309	29.076	368	358
WP_004503032.1	lcl|NZ_JQHI01000015.1_cds_WP_004753906.1_356	34.118	255	358
WP_004503032.1	lcl|NZ_JQHI01000100.1_cds_WP_004771239.1_2276	26.344	372	358
WP_004503032.1	lcl|NZ_JQHI01000015.1_cds_WP_004763696.1_316	27.099	262	358
WP_004503032.1	lcl|NZ_JQHI01000102.1_cds_WP_004752829.1_2300	29.353	201	358
WP_004503087.1	lcl|NZ_JQHI01000103.1_cds_WP_078131621.1_2352	87.338	308	308
WP_026054523.1	lcl|NZ_JQHI01000015.1_cds_WP_004763647.1_301	71.357	398	416
WP_004503049.1	lcl|NZ_JQHI01000103.1_cds_WP_004758383.1_2350	32.216	388	409
WP_004503049.1	lcl|NZ_JQHI01000106.1_cds_WP_004755433.1_2378	24.845	161	409
WP_004503049.1	lcl|NZ_JQHI01000143.1_cds_WP_078131705.1_2883	22.297	148	409
WP_004503049.1	lcl|NZ_JQHI01000103.1_cds_JH18_RS12680_2348	25.000	116	409
WP_004503099.1	lcl|NZ_JQHI01000015.1_cds_WP_004753906.1_356	37.430	358	361
WP_004503099.1	lcl|NZ_JQHI01000102.1_cds_WP_004752829.1_2300	34.211	342	361
WP_004503099.1	lcl|NZ_JQHI01000058.1_cds_WP_004754030.1_1459	28.954	373	361
WP_004503099.1	lcl|NZ_JQHI01000103.1_cds_WP_002733587.1_2351	32.226	301	361
WP_004503099.1	lcl|NZ_JQHI01000015.1_cds_WP_004763696.1_316	25.737	373	361
WP_004503099.1	lcl|NZ_JQHI01000015.1_cds_WP_004763592.1_309	24.128	344	361
WP_004503099.1	lcl|NZ_JQHI01000100.1_cds_WP_004771239.1_2276	24.348	345	361
WP_004503099.1	lcl|NZ_JQHI01000015.1_cds_WP_004763568.1_340	30.137	73	361
WP_004503089.1	lcl|NZ_JQHI01000015.1_cds_WP_004754967.1_360	43.258	178	176
WP_239248138.1	lcl|NZ_JQHI01000130.1_cds_WP_004763391.1_2732	27.019	322	313
WP_239248138.1	lcl|NZ_JQHI01000049.1_cds_WP_004753565.1_1115	26.183	317	313
WP_239248138.1	lcl|NZ_JQHI01000103.1_cds_WP_004755430.1_2336	25.392	319	313
WP_239248138.1	lcl|NZ_JQHI01000103.1_cds_WP_004762989.1_2339	29.412	221	313
WP_239248138.1	lcl|NZ_JQHI01000016.1_cds_WP_004751543.1_412	24.723	271	313
WP_239248138.1	lcl|NZ_JQHI01000015.1_cds_WP_004763603.1_362	24.924	329	313
WP_239248138.1	lcl|NZ_JQHI01000015.1_cds_WP_004763615.1_308	26.201	229	313
WP_239248138.1	lcl|NZ_JQHI01000015.1_cds_WP_004763691.1_334	28.704	108	313
WP_239248138.1	lcl|NZ_JQHI01000024.1_cds_WP_004755140.1_500	27.309	249	313
WP_239248138.1	lcl|NZ_JQHI01000103.1_cds_WP_004761722.1_2333	21.341	328	313
WP_239248138.1	lcl|NZ_JQHI01000015.1_cds_WP_004754203.1_346	25.600	250	313
WP_239248138.1	lcl|NZ_JQHI01000134.1_cds_WP_004750263.1_2785	23.834	193	313
WP_000572389.1	lcl|NZ_JQHI01000015.1_cds_WP_004763565.1_303	43.220	118	134
WP_000572389.1	lcl|NZ_JQHI01000015.1_cds_WP_000343541.1_355	32.500	120	134
WP_004503138.1	lcl|NZ_JQHI01000103.1_cds_WP_004762989.1_2339	29.210	291	311
WP_004503138.1	lcl|NZ_JQHI01000103.1_cds_WP_004755430.1_2336	29.889	271	311
WP_004503138.1	lcl|NZ_JQHI01000016.1_cds_WP_004751543.1_412	28.333	240	311
WP_004503138.1	lcl|NZ_JQHI01000015.1_cds_WP_004763603.1_362	23.529	323	311
WP_004503138.1	lcl|NZ_JQHI01000015.1_cds_WP_004763615.1_308	27.138	269	311
WP_004503138.1	lcl|NZ_JQHI01000071.1_cds_WP_004751780.1_1777	29.114	158	311
WP_004503138.1	lcl|NZ_JQHI01000134.1_cds_WP_004750263.1_2785	25.322	233	311
WP_004503138.1	lcl|NZ_JQHI01000049.1_cds_WP_004753565.1_1115	21.236	259	311
WP_004503138.1	lcl|NZ_JQHI01000130.1_cds_WP_004763391.1_2732	22.623	305	311
WP_004503138.1	lcl|NZ_JQHI01000127.1_cds_WP_004754991.1_2688	29.375	160	311
WP_004503127.1	lcl|NZ_JQHI01000015.1_cds_WP_004763653.1_358	26.316	114	361
WP_004503127.1	lcl|NZ_JQHI01000015.1_cds_WP_078131309.1_359	24.151	265	361
WP_004503127.1	lcl|NZ_JQHI01000015.1_cds_WP_004763635.1_337	31.304	115	361
WP_004503127.1	lcl|NZ_JQHI01000015.1_cds_WP_004763562.1_357	29.915	117	361
WP_061236010.1	lcl|NZ_JQHI01000015.1_cds_WP_004763621.1_302	48.175	548	595
WP_061236010.1	lcl|NZ_JQHI01000148.1_cds_WP_004754744.1_2926	35.825	388	595
WP_061236010.1	lcl|NZ_JQHI01000042.1_cds_WP_004752998.1_964	30.297	505	595
WP_061236010.1	lcl|NZ_JQHI01000002.1_cds_WP_004768876.1_31	42.254	213	595
WP_061236010.1	lcl|NZ_JQHI01000024.1_cds_WP_004754759.1_487	32.035	231	595
WP_061236010.1	lcl|NZ_JQHI01000084.1_cds_WP_004750725.1_2036	26.638	229	595
WP_061236010.1	lcl|NZ_JQHI01000139.1_cds_WP_004767671.1_2849	28.340	247	595
WP_061236010.1	lcl|NZ_JQHI01000071.1_cds_WP_016749953.1_1711	29.289	239	595
WP_061236010.1	lcl|NZ_JQHI01000090.1_cds_WP_004754327.1_2105	34.270	178	595
WP_061236010.1	lcl|NZ_JQHI01000053.1_cds_WP_004755651.1_1289	29.730	222	595
WP_061236010.1	lcl|NZ_JQHI01000222.1_cds_WP_004763034.1_3490	28.022	182	595
