WP_002614501.1	lcl|NZ_ANIM01000026.1_cds_WP_004753574.1_535	88.679	106	106
WP_004503085.1	lcl|NZ_ANIM01000026.1_cds_WP_020778495.1_534	91.054	313	314
WP_004503085.1	lcl|NZ_ANIM01000026.1_cds_WP_004755430.1_531	27.778	252	314
WP_004503085.1	lcl|NZ_ANIM01000006.1_cds_WP_004753565.1_77	23.077	325	314
WP_004503085.1	lcl|NZ_ANIM01000057.1_cds_WP_020778800.1_1210	21.352	281	314
WP_004503085.1	lcl|NZ_ANIM01000026.1_cds_WP_004755319.1_528	24.615	325	314
WP_004503038.1	lcl|NZ_ANIM01000026.1_cds_WP_020778491.1_533	84.658	365	365
WP_004503080.1	lcl|NZ_ANIM01000026.1_cds_WP_004766667.1_532	96.216	185	185
WP_004503080.1	lcl|NZ_ANIM01000088.1_cds_WP_004752075.1_2051	40.714	140	185
WP_004503081.1	lcl|NZ_ANIM01000026.1_cds_WP_004755430.1_531	94.529	329	329
WP_004503081.1	lcl|NZ_ANIM01000006.1_cds_WP_004753565.1_77	31.429	315	329
WP_004503081.1	lcl|NZ_ANIM01000008.1_cds_WP_020778364.1_203	31.596	307	329
WP_004503081.1	lcl|NZ_ANIM01000057.1_cds_WP_020778800.1_1210	29.851	335	329
WP_004503081.1	lcl|NZ_ANIM01000085.1_cds_WP_020766960.1_1986	29.538	325	329
WP_004503081.1	lcl|NZ_ANIM01000008.1_cds_WP_004751412.1_215	28.788	330	329
WP_004503081.1	lcl|NZ_ANIM01000026.1_cds_WP_004755319.1_528	29.260	311	329
WP_004503081.1	lcl|NZ_ANIM01000062.1_cds_WP_020778875.1_1387	25.959	339	329
WP_004503081.1	lcl|NZ_ANIM01000026.1_cds_WP_020778495.1_534	26.908	249	329
WP_004503081.1	lcl|NZ_ANIM01000057.1_cds_WP_020762909.1_1193	25.912	274	329
WP_004503081.1	lcl|NZ_ANIM01000064.1_cds_WP_016750792.1_1438	28.148	270	329
WP_004503081.1	lcl|NZ_ANIM01000097.1_cds_WP_020779226.1_2334	29.444	180	329
WP_004503081.1	lcl|NZ_ANIM01000127.1_cds_WP_004766563.1_2769	25.856	263	329
WP_004503081.1	lcl|NZ_ANIM01000093.1_cds_WP_020765537.1_2221	30.469	128	329
WP_239248135.1	lcl|NZ_ANIM01000026.1_cds_WP_004762941.1_530	93.258	267	267
WP_239248135.1	lcl|NZ_ANIM01000057.1_cds_WP_020778801.1_1211	25.926	189	267
WP_239248135.1	lcl|NZ_ANIM01000061.1_cds_WP_020778860.1_1365	27.835	194	267
WP_239248135.1	lcl|NZ_ANIM01000145.1_cds_WP_004758210.1_3311	37.209	86	267
WP_004503040.1	lcl|NZ_ANIM01000026.1_cds_WP_004777106.1_529	92.338	509	509
WP_004503040.1	lcl|NZ_ANIM01000130.1_cds_WP_020779477.1_2889	26.625	323	509
WP_004503040.1	lcl|NZ_ANIM01000130.1_cds_WP_020766999.1_2890	28.723	94	509
WP_004503040.1	lcl|NZ_ANIM01000150.1_cds_WP_020766792.1_3469	32.787	122	509
WP_004503040.1	lcl|NZ_ANIM01000026.1_cds_WP_004777106.1_529	92.338	509	509
WP_004503040.1	lcl|NZ_ANIM01000130.1_cds_WP_020779477.1_2889	26.625	323	509
WP_004503040.1	lcl|NZ_ANIM01000130.1_cds_WP_020766999.1_2890	28.723	94	509
WP_004503040.1	lcl|NZ_ANIM01000150.1_cds_WP_020766792.1_3469	32.787	122	509
WP_061221763.1	lcl|NZ_ANIM01000026.1_cds_WP_004755319.1_528	96.970	330	330
WP_061221763.1	lcl|NZ_ANIM01000026.1_cds_WP_004755430.1_531	28.197	305	330
WP_061221763.1	lcl|NZ_ANIM01000008.1_cds_WP_020778364.1_203	25.461	271	330
WP_061221763.1	lcl|NZ_ANIM01000057.1_cds_WP_020778800.1_1210	25.449	334	330
WP_061221763.1	lcl|NZ_ANIM01000006.1_cds_WP_004753565.1_77	26.812	276	330
WP_061221763.1	lcl|NZ_ANIM01000097.1_cds_WP_020779226.1_2334	26.693	251	330
WP_061221763.1	lcl|NZ_ANIM01000085.1_cds_WP_020766960.1_1986	29.615	260	330
WP_061221763.1	lcl|NZ_ANIM01000062.1_cds_WP_020778875.1_1387	25.551	227	330
WP_004503073.1	lcl|NZ_ANIM01000026.1_cds_WP_020778489.1_525	37.912	546	535
WP_004503073.1	lcl|NZ_ANIM01000026.1_cds_WP_020778489.1_525	37.912	546	535
WP_004503036.1	lcl|NZ_ANIM01000026.1_cds_WP_020778497.1_524	66.792	265	265
WP_004503036.1	lcl|NZ_ANIM01000058.1_cds_WP_004755702.1_1260	43.033	244	265
WP_004503036.1	lcl|NZ_ANIM01000123.1_cds_WP_004754016.1_2716	27.168	173	265
WP_004503060.1	lcl|NZ_ANIM01000026.1_cds_WP_025182155.1_523	88.710	310	310
WP_004503060.1	lcl|NZ_ANIM01000086.1_cds_WP_004771458.1_1999	37.543	293	310
WP_004503060.1	lcl|NZ_ANIM01000123.1_cds_WP_004754016.1_2716	29.603	277	310
WP_004503060.1	lcl|NZ_ANIM01000088.1_cds_WP_004752420.1_2118	23.954	263	310
WP_004503060.1	lcl|NZ_ANIM01000026.1_cds_WP_025182155.1_523	88.710	310	310
WP_004503060.1	lcl|NZ_ANIM01000086.1_cds_WP_004771458.1_1999	37.543	293	310
WP_004503060.1	lcl|NZ_ANIM01000123.1_cds_WP_004754016.1_2716	29.603	277	310
WP_004503060.1	lcl|NZ_ANIM01000088.1_cds_WP_004752420.1_2118	23.954	263	310
WP_004503095.1	lcl|NZ_ANIM01000026.1_cds_WP_004754589.1_522	93.182	264	264
WP_004503106.1	lcl|NZ_ANIM01000026.1_cds_WP_002733551.1_521	89.231	130	130
WP_004503130.1	lcl|NZ_ANIM01000026.1_cds_WP_004777167.1_520	76.429	140	146
WP_004503042.1	lcl|NZ_ANIM01000026.1_cds_WP_025179404.1_519	86.878	221	221
WP_004503042.1	lcl|NZ_ANIM01000107.1_cds_WP_004751308.1_2474	31.373	102	221
WP_016758358.1	lcl|NZ_ANIM01000026.1_cds_WP_020778493.1_517	25.725	276	316
WP_016758358.1	lcl|NZ_ANIM01000107.1_cds_WP_004763473.1_2473	29.333	150	316
WP_016758358.1	lcl|NZ_ANIM01000057.1_cds_WP_020778803.1_1182	30.935	139	316
WP_016758358.1	lcl|NZ_ANIM01000141.1_cds_WP_020766587.1_3238	22.368	152	316
WP_016758358.1	lcl|NZ_ANIM01000006.1_cds_WP_004755433.1_106	23.926	163	316
WP_016758358.1	lcl|NZ_ANIM01000088.1_cds_WP_020765970.1_2078	29.752	121	316
WP_004503088.1	lcl|NZ_ANIM01000026.1_cds_WP_020763886.1_518	79.429	175	175
WP_004503088.1	lcl|NZ_ANIM01000006.1_cds_WP_020765219.1_112	29.932	147	175
